,CDM,Description,REVENUE,HCPCS,CPT,Price,Hospital,Year
2677,41070215,Plasma CP2D Frozen <=24h,390,P9059,,49.0,College Medical Center,2019
2678,41070215,Plasma Frozen <= 24h,390,P9059,,49.0,College Medical Center,2019
2679,41070250,RBC Deglyc,390,,P9039,467.0,College Medical Center,2019
2680,41070251,ARBC CP2D AS3 500 LR,390,P9016,,280.0,College Medical Center,2019
2681,41070251,ARBC CPD AS1,390,,86890,265.0,College Medical Center,2019
2682,41070251,Aph ARBC ACDA AS1 LR 1,390,,86890,280.0,College Medical Center,2019
2683,41070251,Aph ARBC ACDA AS3 1 LR,390,,86890,280.0,College Medical Center,2019
2684,41070251,Aph ARBC ACDA AS3 2 LR,390,,86890,280.0,College Medical Center,2019
2685,41070251,Aph ARBC ACDA AS3 LR,390,,86890,280.0,College Medical Center,2019
2686,41070255,AWB CPDA1 LR,390,,86890,265.0,College Medical Center,2019
2687,41070269,Aph RBC AS3,390,,P9021,265.0,College Medical Center,2019
2688,41070269,RBC AS5,390,,P9021,280.0,College Medical Center,2019
2689,41070269,RBC CPD,390,,P9021,280.0,College Medical Center,2019
2690,41070276,RBC LR Washed,390,,P9016,540.0,College Medical Center,2019
2691,41070277,Cryo,390,P9012,,400.0,College Medical Center,2019
2692,41070277,Cryo AHF,390,P9012,,400.0,College Medical Center,2019
2693,41070277,Cryo Pooled,390,P9012,,400.0,College Medical Center,2019
2694,41070277,Cryo Thawed,390,P9012,,400.0,College Medical Center,2019
2695,41070279,Aph RBC ACDA AS1 LR,390,P9016,,250.0,College Medical Center,2019
2696,41070279,Aph RBC ACDA AS1 LR 1,390,P9016,,250.0,College Medical Center,2019
2697,41070279,Aph RBC ACDA AS1 LR 2,390,P9016,,250.0,College Medical Center,2019
2698,41070279,Aph RBC ACDA AS3 LR,390,P9016,,250.0,College Medical Center,2019
2699,41070279,Aph RBC ACDA AS3 LR 1,390,P9016,,250.0,College Medical Center,2019
2700,41070279,Aph RBC ACDA AS3 LR 2,390,P9016,,250.0,College Medical Center,2019
2701,41070279,Aph RBC AS3 LR,390,P9016,,250.0,College Medical Center,2019
2702,41070279,Aph RBC CP2D AS3 LR,390,P9016,,250.0,College Medical Center,2019
2703,41070279,Aph RBC CP2D AS3 LR 1,390,P9016,,250.0,College Medical Center,2019
2704,41070279,Aph RBC CP2D AS3 LR 2,390,P9016,,250.0,College Medical Center,2019
2705,41070279,RBC AS1 LR,390,P9016,,250.0,College Medical Center,2019
2706,41070279,RBC AS1 LR 2,390,P9016,,250.0,College Medical Center,2019
2707,41070279,RBC AS3 LR,390,P9016,,250.0,College Medical Center,2019
2708,41070279,RBC AS5 LR,390,P9016,,250.0,College Medical Center,2019
2709,41070279,RBC CP2D 450 LR,390,P9016,,250.0,College Medical Center,2019
2710,41070279,RBC CP2D 500 LR,390,P9016,,250.0,College Medical Center,2019
2711,41070279,RBC CP2D AS3 450 LR,390,P9016,,250.0,College Medical Center,2019
2712,41070279,RBC CP2D AS3 500 LR,390,P9016,,250.0,College Medical Center,2019
2713,41070279,RBC CP2D AS3 500 LR Irr,390,P9016,,250.0,College Medical Center,2019
2714,41070279,RBC CP2D LR,390,P9016,,250.0,College Medical Center,2019
2715,41070279,RBC CPD 450 LR,390,P9016,,250.0,College Medical Center,2019
2716,41070279,RBC CPD 500 LR,390,P9016,,250.0,College Medical Center,2019
2717,41070279,RBC CPD AS1 450 LR,390,P9016,,250.0,College Medical Center,2019
2718,41070279,RBC CPD AS1 500 LR,390,P9016,,250.0,College Medical Center,2019
2719,41070279,RBC CPD AS1 500 LR Irr,390,P9016,,250.0,College Medical Center,2019
2720,41070279,RBC CPD AS5 450 LR,390,P9016,,250.0,College Medical Center,2019
2721,41070279,RBC CPD AS5 500 LR,390,P9016,,250.0,College Medical Center,2019
2722,41070279,RBC CPD LR,390,P9016,,250.0,College Medical Center,2019
2723,41070279,RBC CPDA1 450 LR,390,P9016,,250.0,College Medical Center,2019
2724,41070279,RBC CPDA1 500 LR,390,P9016,,250.0,College Medical Center,2019
2725,41070279,RBC CPDA1 LR,390,P9016,,250.0,College Medical Center,2019
2726,41070279,RBC CPDA1 LR Irr,390,P9016,,250.0,College Medical Center,2019
2727,41070280,Aph Plt,390,P9034,,490.0,College Medical Center,2019
2728,41070280,Aph Plt 2,390,P9034,,490.0,College Medical Center,2019
2729,41070280,Aph Plt 3,390,P9034,,490.0,College Medical Center,2019
2730,41070280,Aph Plt ACDA,390,P9034,,490.0,College Medical Center,2019
2731,41070280,Aph Plt ACDA 1,390,P9034,,490.0,College Medical Center,2019
2732,41070280,Aph Plt ACDA 2,390,P9034,,490.0,College Medical Center,2019
2733,41070280,Aph Plt ACDA 3,390,P9034,,490.0,College Medical Center,2019
2734,41070280,Aph Plt ACDA Irr,390,P9034,,490.0,College Medical Center,2019
2735,41070280,Aph Plt ACDA Irr 1,390,P9034,,490.0,College Medical Center,2019
2736,41070280,Aph Plt ACDA LR,390,P9034,,490.0,College Medical Center,2019
2737,41070280,Aph Plt ACDA LR 1,390,P9034,,490.0,College Medical Center,2019
2738,41070280,Aph Plt ACDA LR 2,390,P9034,,490.0,College Medical Center,2019
2739,41070280,Aph Plt ACDA LR 3,390,P9034,,490.0,College Medical Center,2019
2740,41070280,Aph Plt ACDA LR Irr,390,P9034,,490.0,College Medical Center,2019
2741,41070280,Aph Plt ACDA LR Irr 1,390,P9034,,490.0,College Medical Center,2019
2742,41070280,Aph Plt ACDA LR Irr 2,390,P9034,,490.0,College Medical Center,2019
2743,41070280,Aph Plt ACDA LR Irr 3,390,P9033,,490.0,College Medical Center,2019
2744,41070280,Aph Plt Irr,390,P9034,,490.0,College Medical Center,2019
2745,41070280,Aph Plt Irr 2,390,P9034,,490.0,College Medical Center,2019
2746,41070280,Aph Plt Irr 3,390,P9034,,490.0,College Medical Center,2019
2747,41070280,Aph Plt LR,390,P9034,,490.0,College Medical Center,2019
2748,41070280,Aph Plt LR 2,390,P9034,,490.0,College Medical Center,2019
2749,41070280,Aph Plt LR 3,390,P9036,,490.0,College Medical Center,2019
2750,41070280,Aph Plt LR Irr,390,P9036,,490.0,College Medical Center,2019
2751,41070280,Aph Plt LR Irr 2,390,P9036,,490.0,College Medical Center,2019
2752,41070280,Aph Plt LR Irr 3,390,P9034,,490.0,College Medical Center,2019
2753,41070285,RBC Washed,390,,P9022,525.0,College Medical Center,2019
2754,41070102,41070102 - Blood Admin Fee,391,,36430,925.0,College Medical Center,2019
2755,41070102,Blood Administration Fee,391,,36430,925.0,College Medical Center,2019
2756,42300019,Blood Transfusion (1 per day),391,,,891.9,College Medical Center,2019
2757,42300019,Blood Transfusion (1 per day),391,,,891.9,College Medical Center,2019
2758,42300019,Blood Transfusion Admin (ER),391,,,891.9,College Medical Center,2019
2759,41421502,MA Mammogram Diagnostic Left,401,G0206,77065,440.0,College Medical Center,2019
2760,41421502,MA Mammogram Diagnostic Right,401,G0206,77065,440.0,College Medical Center,2019
2761,41421503,MA Mammogram Diagnostic Bilateral,401,G0204,77066,825.0,College Medical Center,2019
2762,41001015,PICC Insertion Ultrasound,402,,,0.0,College Medical Center,2019
2763,41480006,US Breast Limited Left,402,,76642,1500.0,College Medical Center,2019
2764,41480006,US Breast Limited Right,402,,76642,1500.0,College Medical Center,2019
2765,41480080,US Follow Up Study,402,,76970,906.0,College Medical Center,2019
2766,41480104,US Abdomen Complete,402,,76700,1602.0,College Medical Center,2019
2767,41480106,US Chest,402,,76604,1117.0,College Medical Center,2019
2768,41480203,US Abdomen Limited,402,,76705,844.0,College Medical Center,2019
2769,41480203,US Appendix,402,,76705,844.0,College Medical Center,2019
2770,41480203,US Gallbladder,402,,76705,844.0,College Medical Center,2019
2771,41480203,US Liver,402,,76705,844.0,College Medical Center,2019
2772,41480203,US Paracentesis Marking,402,,76705,844.0,College Medical Center,2019
2773,41480203,US Thoracentesis Marking,402,,76705,844.0,College Medical Center,2019
2774,41480301,US Biopsy Breast Left - FNA 1st Lesion,402,,10005,2326.0,College Medical Center,2019
2775,41480302,US Biopsy Breast Left - FNA ea Add Lesion,402,,10006,1163.0,College Medical Center,2019
2776,41480303,US Biopsy Breast Right - FNA 1st Lesion,402,,10005,2326.0,College Medical Center,2019
2777,41480304,US Biopsy Breast Right - FNA ea Add Lesion,402,,10006,1163.0,College Medical Center,2019
2778,41480305,US Biopsy Liver - FNA 1st Lesion,402,,10005,3401.0,College Medical Center,2019
2779,41480306,US Biopsy Liver - FNA ea Add Lesion,402,,10006,1700.0,College Medical Center,2019
2780,41480307,US Biopsy Neck - FNA 1st Lesion,402,,10005,3401.0,College Medical Center,2019
2781,41480308,US Biopsy Neck - FNA ea Add Lesion,402,,10006,1700.0,College Medical Center,2019
2782,41480309,US Biopsy Thyroid - FNA 1st Lesion,402,,10005,3401.0,College Medical Center,2019
2783,41480310,US Biopsy Thyroid - FNA ea Add Lesion,402,,10006,1700.0,College Medical Center,2019
2784,41480401,US Pelvis Non OB Complete,402,,76856,1128.0,College Medical Center,2019
2785,41480402,US Pelvis Non OB Limited,402,,76857,844.0,College Medical Center,2019
2786,41480420,41480420 - US EVS,402,,76830,1298.0,College Medical Center,2019
2787,41480421,41480421 - US EVS OB,402,,76817,1298.0,College Medical Center,2019
2788,41480609,US Renal,402,,76775,1375.0,College Medical Center,2019
2789,41480620,US Kidney Transplant,402,,76776,1451.0,College Medical Center,2019
2790,41481201,US Scrotum,402,,76870,1297.0,College Medical Center,2019
2791,41483005,US Aorta Complete,402,,76775,2105.0,College Medical Center,2019
2792,41484106,US Biopsy,402,,76942,1284.0,College Medical Center,2019
2793,41484106,US Thoracentesis,402,,76942,1284.0,College Medical Center,2019
2794,41484120,US Aspiration Of Fluid,402,,76942,1389.0,College Medical Center,2019
2795,41484120,US Drainage Abscess,402,,76942,1389.0,College Medical Center,2019
2796,41484120,US Paracentesis,402,,76942,1389.0,College Medical Center,2019
2797,41484305,US Breast Complete Left,402,,76641,2115.0,College Medical Center,2019
2798,41484305,US Breast Complete Right,402,,76641,2115.0,College Medical Center,2019
2799,41484908,41484908 - EXTREMITY NON VASCULAR,402,,76881,1363.0,College Medical Center,2019
2800,41484908,US Lower Extremity Non-Vascular Left,402,,76881,1363.0,College Medical Center,2019
2801,41484908,US Lower Extremity Non-Vascular Right,402,,76881,1363.0,College Medical Center,2019
2802,41484908,US Upper Extremity Non-Vascular Left,402,,76881,1363.0,College Medical Center,2019
2803,41484908,US Upper Extremity Non-Vascular Right,402,,76881,1363.0,College Medical Center,2019
2804,41485202,US Brain Infant,402,,76506,669.0,College Medical Center,2019
2805,41485202,US Parathyroid,402,,76536,669.0,College Medical Center,2019
2806,41485203,US Hips Pediatric w/ Manipulation,402,,76885,1284.0,College Medical Center,2019
2807,41485204,US Hips Pediatric w/o Manipulation,402,,76886,1137.0,College Medical Center,2019
2808,41486002,US Soft Tissue Neck,402,,76536,1137.0,College Medical Center,2019
2809,41486002,US Thyroid,402,,76536,1137.0,College Medical Center,2019
2810,41487208,US OB Greater Than 14 Weeks,402,,76805,1646.0,College Medical Center,2019
2811,41487208,US Twins Greater Than 14 Wks,402,,76805,1646.0,College Medical Center,2019
2812,41487210,US OB Less Than 14 Weeks,402,,76801,1646.0,College Medical Center,2019
2813,41487210,US Twins Less Than 14 Weeks,402,,76801,1646.0,College Medical Center,2019
2814,41487212,OB US LESS THAN 14 WKS EA ADTL,402,,76802,823.0,College Medical Center,2019
2815,41487221,US Fetal Age Follow Up,402,,76816,1029.0,College Medical Center,2019
2816,41487221,US OB Follow Up,402,,76816,1029.0,College Medical Center,2019
2817,41487257,US Fetal Age,402,,76815,1085.0,College Medical Center,2019
2818,41487401,Fetal Biophysical Profile,402,,76818,516.0,College Medical Center,2019
2819,41487401,US Biophysical Profile,402,,76819,516.0,College Medical Center,2019
2820,41487802,US AFI,402,,76815,1029.0,College Medical Center,2019
2821,41487802,US Fetal Position/Placenta/Amniotic/Hrt,402,,76815,1029.0,College Medical Center,2019
2822,41487920,OB US GRTR THAN 14 WKS EA ADD,402,,76810,1029.0,College Medical Center,2019
2823,41487925,US Spinal Canal,402,,76800,1363.0,College Medical Center,2019
2824,41499005,"41499005 - Biopsy of Liver, Needle Percutaneous",402,,,1350.0,College Medical Center,2019
2825,41499006,41499006 - Biopsy Soft Tissue Neck or Thorax,402,,21550,1350.0,College Medical Center,2019
2826,41499007,41499007 - Renal Biopsy Percutaneous by Trochar or,402,,,1350.0,College Medical Center,2019
2827,41499008,41499008 - Renal Biopsy Percutaneous by Trochar or,402,,,1350.0,College Medical Center,2019
2828,41499009,41499009 - Biopsy Thyroid Percutaneous Core Needle,402,,60100,1350.0,College Medical Center,2019
2829,41499010,41499010 - Puncture Aspiration of Abscess,402,,,1350.0,College Medical Center,2019
2830,41499012,41499012 - Biopsy Pancreas Percuatenous Needle,402,,,1350.0,College Medical Center,2019
2831,41499013,US Biopsy Retroperitoneal Mass,402,,76942,1284.0,College Medical Center,2019
2832,41499015,US Biopsy Thyroid Cyst Aspiration,402,,76942,1284.0,College Medical Center,2019
2833,41499017,US Biopsy Breast Cyst Aspiration,402,,76942,1284.0,College Medical Center,2019
2834,41499019,US Biopsy Breast Cyst Aspiration each add,402,,19001,1350.0,College Medical Center,2019
2835,41499020,41499020 - Ultrasound guidance for vascular access,402,,76937,1363.0,College Medical Center,2019
2836,42430057,XR Pelvis Hips Pediatric,402,,,484.0,College Medical Center,2019
2837,41421505,MA Mammogram Screening,403,G0202,77067,495.0,College Medical Center,2019
2838,20047218,"Nasotracheal, left",410,,31720,122.0,College Medical Center,2019
2839,20047218,"Nasotracheal, right",410,,31720,122.0,College Medical Center,2019
2840,41811282,NIV Initial/Daily,410,,94660,1200.0,College Medical Center,2019
2841,41846148,Initial Aerosol Charge,410,,94640,416.0,College Medical Center,2019
2842,41846650,Extubation 15 minutes,410,,,0.0,College Medical Center,2019
2843,41846650,Intubation Assist 15 minute,410,,,0.0,College Medical Center,2019
2844,41846809,Bronchoscopy assist,410,,,0.0,College Medical Center,2019
2845,41847001,Ventilator Initial Day,410,,94002,4235.0,College Medical Center,2019
2846,41847002,Ventilator Subsequent Day,410,,94003,3025.0,College Medical Center,2019
2847,41847724,CPR,410,,92950,243.0,College Medical Center,2019
2848,41847807,Chest Physiotherapy,410,,94667,367.0,College Medical Center,2019
2849,41847807,Chest Physiotherapy,410,,,367.0,College Medical Center,2019
2850,41847807,Manual Chest PT Initial,410,,94667,367.0,College Medical Center,2019
2851,41847815,Incentive Spirometry With Instruction,410,,94010,380.0,College Medical Center,2019
2852,41848102,C-Section 15 min,410,,,0.0,College Medical Center,2019
2853,41848102,Conscious Sedation 15 min,410,,,0.0,College Medical Center,2019
2854,41848102,Rapid Reponse Assessment 15 min,410,,,0.0,College Medical Center,2019
2855,41848102,Transport 15 minutes,410,,,0.0,College Medical Center,2019
2856,41848342,2 medication,410,,94640,153.0,College Medical Center,2019
2857,41848342,Subsequent Aerosol Charge,410,,94640,153.0,College Medical Center,2019
2858,41848361,Continuous Neb 1st Hour,410,,94644,255.0,College Medical Center,2019
2859,41848362,Continuous Neb Additional Hour,410,,94645,215.0,College Medical Center,2019
2860,41848363,Manual Chest PT Subsequent,410,,94668,190.0,College Medical Center,2019
2861,41848364,Mechanical Chest PT,410,,94669,210.0,College Medical Center,2019
2862,41947569,Sputum Induction with  Hyprtn Saline,410,,94640,473.0,College Medical Center,2019
2863,42358005,Pulse Ox,410,,94760,150.0,College Medical Center,2019
2864,44046738,Postural Drainage,410,,94667,336.0,College Medical Center,2019
2865,44046738,RT - Postural Drainage,410,,94667,336.0,College Medical Center,2019
2866,41747002,"RT - BiPAP Setup, Subsequent Day",412,,94003,1089.0,College Medical Center,2019
2867,41841016,Meter Dose Inhaler Treatment,412,,94640,166.0,College Medical Center,2019
2868,41841016,Metered dose inhaler,412,,,166.0,College Medical Center,2019
2869,41846650,"RT - Tech Assist, Intub/Extub",412,,,266.0,College Medical Center,2019
2870,41846809,"RT - Tech Assist, Bronch",412,,,529.0,College Medical Center,2019
2871,41847001,"RT - BiPAP Setup, Initial Day",412,,94002,4235.0,College Medical Center,2019
2872,41847001,"RT - Vent Assistance/Management, Initial Day",412,,94002,4235.0,College Medical Center,2019
2873,41847001,Ventilator Initiate,412,,94002,4235.0,College Medical Center,2019
2874,41847002,"RT - Vent Assistance/Management, Subsequent Day",412,,94003,3025.0,College Medical Center,2019
2875,41847002,Ventilator Settings,412,,94003,3025.0,College Medical Center,2019
2876,41847002,Yes,412,,94003,3025.0,College Medical Center,2019
2877,41847567,RT - Sputum Induction with Hypertonic Saline,412,,94664,180.0,College Medical Center,2019
2878,41847567,Sputum Induction,412,,94664,180.0,College Medical Center,2019
2879,41847716,"RT - Tech Stand By, 30 Minutes",412,,,218.0,College Medical Center,2019
2880,41848243,RT - Aerosol Setup,412,,94664,387.0,College Medical Center,2019
2881,41848243,Respiratory Therapy Equipment Set-Up,412,,,387.0,College Medical Center,2019
2882,41848250,Aerosol Treatment,412,,94640,162.0,College Medical Center,2019
2883,41848250,Oxygen Therapy,412,,,162.0,College Medical Center,2019
2884,41848250,RT - Aerosol Treatment,412,,94640,162.0,College Medical Center,2019
2885,41848268,1 medication,412,,94640,144.0,College Medical Center,2019
2886,41848268,Aerosol 1000 Ml H20,412,,94664,144.0,College Medical Center,2019
2887,41848268,Aerosol Tubing,412,,94664,144.0,College Medical Center,2019
2888,41848268,Aerosol mask,412,,94664,144.0,College Medical Center,2019
2889,41848268,All-Purpose nebulizer,412,,94664,144.0,College Medical Center,2019
2890,41848268,BiPAP,412,,94664,144.0,College Medical Center,2019
2891,41848268,Blow-By,412,,94664,144.0,College Medical Center,2019
2892,41848268,CPAP,412,,94664,144.0,College Medical Center,2019
2893,41848268,Face shield,412,,94664,144.0,College Medical Center,2019
2894,41848268,Hand Held Neb/1 Med,412,,94664,144.0,College Medical Center,2019
2895,41848268,Humidification,412,,94664,144.0,College Medical Center,2019
2896,41848268,Mist tent,412,,94664,144.0,College Medical Center,2019
2897,41848268,Nasal cannula,412,,94664,144.0,College Medical Center,2019
2898,41848268,Nonrebreather mask,412,,94664,144.0,College Medical Center,2019
2899,41848268,Oxyhood,412,,94664,144.0,College Medical Center,2019
2900,41848268,RT - Handheld Neb/1 Med,412,,94664,144.0,College Medical Center,2019
2901,41848268,Room air,412,,94664,144.0,College Medical Center,2019
2902,41848268,Simple mask,412,,94664,144.0,College Medical Center,2019
2903,41848268,Trach shield,412,,94664,144.0,College Medical Center,2019
2904,41848268,Venti-Mask,412,,94664,144.0,College Medical Center,2019
2905,41848268,Ventilator,412,,94664,144.0,College Medical Center,2019
2906,41848334,3 medication,412,,94667,173.0,College Medical Center,2019
2907,41848334,Hand Held Neb/3 Meds,412,,94640,173.0,College Medical Center,2019
2908,41848334,RT - Handheld Neb/3 Meds,412,,94640,173.0,College Medical Center,2019
2909,41851001,CPAP/BiPAP set-up,412,,94799,380.0,College Medical Center,2019
2910,44050000,Respiratory Assessment,412,,94799,37.0,College Medical Center,2019
2911,42005025,PT - Parafin Bath,420,,,198.0,College Medical Center,2019
2912,42005041,"PT - Therapeutic Exercises, 15 minutes",420,x3910,97110,131.0,College Medical Center,2019
2913,42005041,Therapeutic Exercise Charges,420,x3910,97110,131.0,College Medical Center,2019
2914,42005041,Therapeutic Exercise Charges,420,x3910,97110,131.0,College Medical Center,2019
2915,42005041,Therapeutic Exercise Charges,420,x3910,97110,131.0,College Medical Center,2019
2916,42005042,Low Complexity,420,,97161,525.0,College Medical Center,2019
2917,42005042,PT Evaluation - Low Complexity,420,,97161,525.0,College Medical Center,2019
2918,42005043,Moderate Complexity,420,,97162,525.0,College Medical Center,2019
2919,42005043,PT Evaluation - Moderate Complexity,420,,97162,525.0,College Medical Center,2019
2920,42005044,High Complexity,420,,97163,525.0,College Medical Center,2019
2921,42005044,PT Evaluation - High Complexity,420,,97163,525.0,College Medical Center,2019
2922,42005058,"PT - Therapeutic Activities, 15 minutes",420,,97530,212.0,College Medical Center,2019
2923,42005058,Therapeutic Activities Charge,420,,97530,212.0,College Medical Center,2019
2924,42005058,Therapeutic Activities Charge,420,,97530,212.0,College Medical Center,2019
2925,42005058,Therapeutic Activities Charge,420,,97530,212.0,College Medical Center,2019
2926,42005108,PT - Whirlpool,420,,97035,359.0,College Medical Center,2019
2927,42005108,Yes,420,,97022,359.0,College Medical Center,2019
2928,42005157,"PT - Ultrasound, 15 minutes",420,,97035,371.0,College Medical Center,2019
2929,42005223,"PT - Electrical Stimulation, Unattended, 15 minute",420,G0283,,150.0,College Medical Center,2019
2930,42005322,"PT - Massage, 15 minutes",420,,97124,245.0,College Medical Center,2019
2931,42005371,Gait Training Charges,420,,97116,240.0,College Medical Center,2019
2932,42005371,"PT - Gait Training, 15 minutes",420,,97116,240.0,College Medical Center,2019
2933,42005397,PT - Re-Evaluation,420,,,230.0,College Medical Center,2019
2934,42005397,Yes,420,,97002,230.0,College Medical Center,2019
2935,42005701,Debridement Select Treatment Charge,420,,97597,189.0,College Medical Center,2019
2936,42005701,"PT - Debridement, Select",420,,97597,189.0,College Medical Center,2019
2937,42005702,Debridement Select / Large Charge,420,,97598,117.0,College Medical Center,2019
2938,42005702,"PT - Debridement, Select, Large",420,,97598,117.0,College Medical Center,2019
2939,42005703,Non-Selective Debridement Charge,420,,97602,189.0,College Medical Center,2019
2940,42005703,"PT - Debridement, Non-select",420,,97602,189.0,College Medical Center,2019
2941,42005960,PT - Evaluation,420,,,525.0,College Medical Center,2019
2942,42005960,PT Evaluation Charge,420,,97001,525.0,College Medical Center,2019
2943,42005992,"PT - Prosthetic Train, 15 minutes",420,,97761,240.0,College Medical Center,2019
2944,42005993,"PT - Iontophoresis, 15 minutes",420,,97033,387.0,College Medical Center,2019
2945,42005999,Manual Therapy Charges,420,,97140,133.0,College Medical Center,2019
2946,42005999,"PT - Manual Therapy, 15 minutes",420,,97140,133.0,College Medical Center,2019
2947,42006000,0 percent Impaired: G8980GP - CH,420,G8980,,0.01,College Medical Center,2019
2948,42006001,1% to 19% Impaired: G8980GP - CI,420,G8980,,0.01,College Medical Center,2019
2949,42006002,20% to 39% Impaired: G8980GP - CJ,420,G8980,,0.01,College Medical Center,2019
2950,42006003,40% to 59% Impaired: G8980GP - CK,420,G8980,,0.01,College Medical Center,2019
2951,42006004,60% to 79% Impaired: G8980GP - CL,420,G8980,,0.01,College Medical Center,2019
2952,42006005,80% to 99% Impaired: G8980GP - CM,420,G8980,,0.01,College Medical Center,2019
2953,42006006,100% Impaired: G8980GP - CN,420,G8980,,0.01,College Medical Center,2019
2954,42006007,0 percent Impaired: G8983GP - CH,420,G8983,,0.01,College Medical Center,2019
2955,42006008,1% to 19% Impaired: G8983GP - CI,420,G8983,,0.01,College Medical Center,2019
2956,42006009,20% to 39% Impaired: G8983GP - CJ,420,G8983,,0.01,College Medical Center,2019
2957,42006010,40% to 59% Impaired: G8983GP - CK,420,G8983,,0.01,College Medical Center,2019
2958,42006011,60% to 79% Impaired: G8983GP - CL,420,G8983,,0.01,College Medical Center,2019
2959,42006012,80% to 99% Impaired: G8983GP - CM,420,G8983,,0.01,College Medical Center,2019
2960,42006013,100% Impaired: G8983GP - CN,420,G8983,,0.01,College Medical Center,2019
2961,42006014,0 percent Impaired: G8986GP - CH,420,G8986,,0.01,College Medical Center,2019
2962,42006015,1% to 19% Impaired: G8986GP - CI,420,G8986,,0.01,College Medical Center,2019
2963,42006016,20% to 39% Impaired: G8986GP - CJ,420,G8986,,0.01,College Medical Center,2019
2964,42006017,40% to 59% Impaired: G8986GP - CK,420,G8986,,0.01,College Medical Center,2019
2965,42006018,60% to 79% Impaired: G8986GP - CL,420,G8986,,0.01,College Medical Center,2019
2966,42006019,80% to 99% Impaired: G8986GP - CM,420,G8986,,0.01,College Medical Center,2019
2967,42006020,100% Impaired: G8986GP - CN,420,G8986,,0.01,College Medical Center,2019
2968,42006021,0 percent Impaired: G8989GP - CH,420,G8989,,0.01,College Medical Center,2019
2969,42006022,1% to 19% Impaired: G8989GP - CI,420,G8989,,0.01,College Medical Center,2019
2970,42006023,20% to 39% Impaired: G8989GP - CJ,420,G8989,,0.01,College Medical Center,2019
2971,42006024,40% to 59% Impaired: G8989GP - CK,420,G8989,,0.01,College Medical Center,2019
2972,42006025,60% to 79% Impaired: G8989GP - CL,420,G8989,,0.01,College Medical Center,2019
2973,42006026,80% to 99% Impaired: G8989GP - CM,420,G8989,,0.01,College Medical Center,2019
2974,42006027,100% Impaired: G8989GP - CN,420,G8989,,0.01,College Medical Center,2019
2975,42006028,0 percent Impaired: G8992GP - CH,420,G8992,,0.01,College Medical Center,2019
2976,42006029,1% to 19% Impaired: G8992GP - CI,420,G8992,,0.01,College Medical Center,2019
2977,42006030,20% to 39% Impaired: G8992GP - CJ,420,G8992,,0.01,College Medical Center,2019
2978,42006031,40% to 59% Impaired: G8992GP - CK,420,G8992,,0.01,College Medical Center,2019
2979,42006032,60% to 79% Impaired: G8992GP - CL,420,G8992,,0.01,College Medical Center,2019
2980,42006033,80% to 99% Impaired: G8992GP - CM,420,G8992,,0.01,College Medical Center,2019
2981,42006034,100% Impaired: G8992GP - CN,420,G8992,,0.01,College Medical Center,2019
2982,42006035,0 percent Impaired: G8979GP - CH,420,G8979,,0.01,College Medical Center,2019
2983,42006036,1% to 19% Impaired: G8979GP - CI,420,G8979,,0.01,College Medical Center,2019
2984,42006037,20% to 39% Impaired: G8979GP - CJ,420,G8979,,0.01,College Medical Center,2019
2985,42006038,40% to 59% Impaired: G8979GP - CK,420,G8979,,0.01,College Medical Center,2019
2986,42006039,60% to 79% Impaired: G8979GP - CL,420,G8979,,0.01,College Medical Center,2019
2987,42006040,80% to 99% Impaired: G8979GP - CM,420,G8979,,0.01,College Medical Center,2019
2988,42006041,100% Impaired: G8979GP - CN,420,G8979,,0.01,College Medical Center,2019
2989,42006042,0 percent Impaired: G8982GP - CH,420,G8982,,0.01,College Medical Center,2019
2990,42006043,1% to 19% Impaired: G8982GP - CI,420,G8982,,0.01,College Medical Center,2019
2991,42006044,20% to 39% Impaired: G8982GP - CJ,420,G8982,,0.01,College Medical Center,2019
2992,42006045,40% to 59% Impaired: G8982GP - CK,420,G8982,,0.01,College Medical Center,2019
2993,42006046,60% to 79% Impaired: G8982GP - CL,420,G8982,,0.01,College Medical Center,2019
2994,42006047,80% to 99% Impaired: G8982GP - CM,420,G8982,,0.01,College Medical Center,2019
2995,42006048,100% Impaired: G8982GP - CN,420,G8982,,0.01,College Medical Center,2019
2996,42006049,0 percent Impaired: G8985GP - CH,420,G8985,,0.01,College Medical Center,2019
2997,42006050,1% to 19% Impaired: G8985GP - CI,420,G8985,,0.01,College Medical Center,2019
2998,42006051,20% to 39% Impaired: G8985GP - CJ,420,G8985,,0.01,College Medical Center,2019
2999,42006052,40% to 59% Impaired: G8985GP - CK,420,G8985,,0.01,College Medical Center,2019
3000,42006053,60% to 79% Impaired: G8985GP - CL,420,G8985,,0.01,College Medical Center,2019
3001,42006054,80% to 99% Impaired: G8985GP - CM,420,G8985,,0.01,College Medical Center,2019
3002,42006055,100% Impaired: G8985GP - CN,420,G8985,,0.01,College Medical Center,2019
3003,42006056,0 percent Impaired: G8988GP - CH,420,G8988,,0.01,College Medical Center,2019
3004,42006057,1% to 19% Impaired: G8988GP - CI,420,G8988,,0.01,College Medical Center,2019
3005,42006058,20% to 39% Impaired: G8988GP - CJ,420,G8988,,0.01,College Medical Center,2019
3006,42006059,40% to 59% Impaired: G8988GP - CK,420,G8988,,0.01,College Medical Center,2019
3007,42006060,60% to 79% Impaired: G8988GP - CL,420,G8988,,0.01,College Medical Center,2019
