,IVNUM,IVDESC,IVREVCD,IVCPTCD,Price,Hospital,Year
7591,7109389,2.0 PEG (LOCK) 16MM,278,C1713,617.6,Stanislaus Surgical Center,2019
7592,7109390,L INTERMEDIATE VOLAR PLATE,278,C1713,4944.0,Stanislaus Surgical Center,2019
7593,7109391,SCREW 26MM CORTICAL 2.3MM,278,C1713,332.0,Stanislaus Surgical Center,2019
7594,7109392,SCREW 2.4MM VA LCKNG SLF-TPNG 14MM,278,C1713,495.28,Stanislaus Surgical Center,2019
7595,7109393,OPEN WEDGE PLATE 3MM,278,C1713,6857.6,Stanislaus Surgical Center,2019
7596,7109394,OLECRANON 2.7MM/3.5MM VA-LCP PL 2H/RT/90,278,C1713,4241.04,Stanislaus Surgical Center,2019
7597,7109395,LENS ACRYSOF 30.0 DIOPTER,276,V2630,600.0,Stanislaus Surgical Center,2019
7598,7109396,LENS ACRYSOF MULTI PIECE 2.0 DIOPTER,276,V2632,596.0,Stanislaus Surgical Center,2019
7599,7109397,VA-LOCKING CALCANEAL PLATE LRG RT 70MM,278,C1713,5762.88,Stanislaus Surgical Center,2019
7600,7109398,NORIAN DRILLABLE INJECT 5CC,278,C1713,7503.52,Stanislaus Surgical Center,2019
7601,7109399,2.7MM METAPHYSEAL SCREW W/T8 40MM,278,C1713,186.96,Stanislaus Surgical Center,2019
7602,7109400,2.7MM METAPHYSEAL SCREW W/T8 44MM,278,C1713,248.4,Stanislaus Surgical Center,2019
7603,7109401,SCREW 6.5 X 50MM,278,C1713,2257.2,Stanislaus Surgical Center,2019
7604,7109402,LCP POSTEROMEDIAL PROX TIB PLT 2H/79MM,278,C1713,3498.0,Stanislaus Surgical Center,2019
7605,7109403,SCREW 6.5 X 70MM,278,C1713,2257.2,Stanislaus Surgical Center,2019
7606,7109404,"MTP FUSION PLATE, MED, 10 DEGREE",278,C1713,5908.0,Stanislaus Surgical Center,2019
7607,7109405,NON-LOCKING SCREW 2.7 X 20,278,C1713,400.0,Stanislaus Surgical Center,2019
7608,7109406,LOW-PRO CORT SCREW 3.5 X 16MM,278,C1713,332.0,Stanislaus Surgical Center,2019
7609,7109407,LOCKING SCREW 3.5 X 18MM,278,C1713,640.0,Stanislaus Surgical Center,2019
7610,7109408,LENS TORIC SN6AT6 24.5 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7611,7109409,LENS TORIC SN6AT4 19.0 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7612,7109410,LENS CZ70BD 25.0 DIOPTER,276,V2630,200.0,Stanislaus Surgical Center,2019
7613,7109411,TIGER LOOP,278,C1713,180.0,Stanislaus Surgical Center,2019
7614,7109412,GRAFTBOLT 9MM,278,C1713,1422.0,Stanislaus Surgical Center,2019
7615,7109413,LMP IMPLANT SZ 40,278,L8641,7224.0,Stanislaus Surgical Center,2019
7616,7109414,SCREW 1.5MM TI CORTEX SELF-TAPPING 9MM,278,C1713,124.0,Stanislaus Surgical Center,2019
7617,7109415,SCREW 1.5MM TI CORTEX SELF-TAPPING 13MM,278,C1713,198.72,Stanislaus Surgical Center,2019
7618,7109416,SCREW 1.5MM TI CORTEX SELF-TAPPING 16MM,278,C1713,198.72,Stanislaus Surgical Center,2019
7619,7109417,4.5MM TI MULTILOC SCREW 34MM,278,C1713,1619.2,Stanislaus Surgical Center,2019
7620,7109418,VA-LCP 2.7/3.5MED DISTIB PLATE 14H LEFT,278,C1713,10723.52,Stanislaus Surgical Center,2019
7621,7109419,2.7MM METAPHYSEAL SCREW W/T8 60MM,278,C1713,248.4,Stanislaus Surgical Center,2019
7622,7109420,SCREW 2.7MM VA LCKNG SLF-TPNG W T8 58MM,278,C1713,772.8,Stanislaus Surgical Center,2019
7623,7109421,SCREW 2.7MM VA LCKNG SLF-TPNG W T8 60MM,278,C1713,772.8,Stanislaus Surgical Center,2019
7624,7109422,3.5MM VARIABLE ANGLE LOCKING 28MM,278,C1713,820.64,Stanislaus Surgical Center,2019
7625,7109423,EXPLOR 14X24 MM IMPLANT HEAD,278,C1713,7188.0,Stanislaus Surgical Center,2019
7626,7109424,EXPLOR 7 X 26MM IMPL STEM W/SCR,278,C1713,8520.0,Stanislaus Surgical Center,2019
7627,7109425,CANNULATED SCREW PART. THREADED 3.75X34,278,C1713,800.0,Stanislaus Surgical Center,2019
7628,7109426,CANNULATED SCREW PART. THREADED 3.75X36,278,C1713,800.0,Stanislaus Surgical Center,2019
7629,7109427,WASHER FOR 3.75MM SCREW,278,C1713,200.0,Stanislaus Surgical Center,2019
7630,7109428,PIN PLATE DORSAL 3 HOLE,278,C1713,2380.0,Stanislaus Surgical Center,2019
7631,7109429,PEEK INTERFERENCE SCREW 8 X 23MM,278,C1713,1000.0,Stanislaus Surgical Center,2019
7632,7109430,PEG SMOOTH 2.0X12MM,278,C1713,416.0,Stanislaus Surgical Center,2019
7633,7109431,SUTURE BUTTON 12MM,278,C1713,400.0,Stanislaus Surgical Center,2019
7634,7109432,AUGMENT BONE GRAFT,278,C1713,13980.0,Stanislaus Surgical Center,2019
7635,7109433,LENS MA60MA 4.00 DIOPTER,276,V2630,496.0,Stanislaus Surgical Center,2019
7636,7109434,NON LOCKING W/ COMPRESSION 4.2 X 32MM,278,C1713,912.0,Stanislaus Surgical Center,2019
7637,7109435,LENS TORIC SN6AT7 15.5 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7638,7109436,BILAYER WOUND MATRIX 2X2,278,C1713,11468.0,Stanislaus Surgical Center,2019
7639,7109437,SCP SIDE TARGETED KIT,278,C1713,13560.0,Stanislaus Surgical Center,2019
7640,7109438,"X FUSE X-LARGE, ANGLE 0 DEG",278,L8641,6924.0,Stanislaus Surgical Center,2019
7641,7109439,HEADLESS SCREW 7.0 X 60,278,C1713,3872.0,Stanislaus Surgical Center,2019
7642,7109440,ORTHOLOC FUSION PLATE,278,C1713,10024.0,Stanislaus Surgical Center,2019
7643,7109441,LOCKING SCREW 5.5 X 26,278,C1713,1020.0,Stanislaus Surgical Center,2019
7644,7109442,LOCKING SCREW 5.5 X 28,278,C1713,1004.0,Stanislaus Surgical Center,2019
7645,7109443,NON LOCKING SCREW 5.5 X 40,278,C1713,428.0,Stanislaus Surgical Center,2019
7646,7109444,NON LOCKING SCREW 5.5 X 45,278,C1713,408.0,Stanislaus Surgical Center,2019
7647,7109445,SUTURE KIT,278,C1713,1600.0,Stanislaus Surgical Center,2019
7648,7109446,LCP PLATE 8 HOLES 3.5MM,278,C1713,1321.84,Stanislaus Surgical Center,2019
7649,7109447,HEALICOIL RSB SA 5.5MM W/1 UT & 1 UB BLK,278,C1713,1500.0,Stanislaus Surgical Center,2019
7650,7109448,HEALICOIL RSB SA 5.5MM W/1 UT & 1 UB BL,278,C1713,1500.0,Stanislaus Surgical Center,2019
7651,7109449,LCP 3.5 SUP ANT CLAVICLE PLATE 3H RT,278,C1713,4688.32,Stanislaus Surgical Center,2019
7652,7109450,"ARROW PLATE, EXTRA SMALL",278,C1713,7638.4,Stanislaus Surgical Center,2019
7653,7109451,NONLOCKING NORMED PLATE SCREW 3.5X55MM,278,C1713,496.0,Stanislaus Surgical Center,2019
7654,7109452,LOCKING PLATE SCREW 3.5 X 30MM,278,C1713,1040.0,Stanislaus Surgical Center,2019
7655,7109453,"LISFRANC, SLANTED STRAIGHT, 4H PLATE, LT",278,C1713,7200.0,Stanislaus Surgical Center,2019
7656,7109454,"PLATE DOG BONE,SLANTED, 15MM",278,C1713,6384.0,Stanislaus Surgical Center,2019
7657,7109455,LOCKING PLATE SCREW 2.7 X 18MM,278,C1713,1040.0,Stanislaus Surgical Center,2019
7658,7109456,"28 PLATE, 30MM, 3-HOLE COMPRESSION",278,C1713,5920.0,Stanislaus Surgical Center,2019
7659,7109457,AXIS DERMIS 3X4,278,C1781,2496.0,Stanislaus Surgical Center,2019
7660,7109458,HEADLESS SCREW 7.0 X 65,278,C1713,3872.0,Stanislaus Surgical Center,2019
7661,7109459,"VA-LCP LAT DIS FIB PLATE 2.7MM,9 HOLE, R",278,C1713,5512.64,Stanislaus Surgical Center,2019
7662,7109460,CATHETER INTRATHECAL,278,,2780.0,Stanislaus Surgical Center,2019
7663,7109461,3.5MM VARIABLE ANGLE LOCKING 40MM,278,C1713,820.64,Stanislaus Surgical Center,2019
7664,7109462,3.5MM VARIABLE ANGLE LOCKING 44MM,278,C1713,820.64,Stanislaus Surgical Center,2019
7665,7109463,3.5MM VARIABLE ANGLE LOCKING 46MM,278,C1713,820.64,Stanislaus Surgical Center,2019
7666,7109464,3.5MM VARIABLE ANGLE LOCKING 48MM,278,C1713,820.64,Stanislaus Surgical Center,2019
7667,7109465,3.5MM VARIABLE ANGLE LOCKING 60MM,278,C1713,615.0,Stanislaus Surgical Center,2019
7668,7109466,SCREW CORTICAL 4.0 60MM,278,C1713,102.48,Stanislaus Surgical Center,2019
7669,7109467,3.5MM LCP MEDIAL DISTAL TIB PLATE 8 HOL,278,C1713,5641.6,Stanislaus Surgical Center,2019
7670,7109468,IMPLANT SPEED  25X20X20,278,C1713,7200.0,Stanislaus Surgical Center,2019
7671,7109469,LOCKING SCREW 3.5 X 42MM,278,C1713,804.0,Stanislaus Surgical Center,2019
7672,7109470,DIGITEX SUTURE CARTRIDGE,278,C1713,130.0,Stanislaus Surgical Center,2019
7673,7109471,NON LOCK SCREW 1.3X8,278,C1713,308.0,Stanislaus Surgical Center,2019
7674,7109472,NON LOCK SCREW 1.3X10,278,C1713,308.0,Stanislaus Surgical Center,2019
7675,7109473,NON LOCK SCREW 1.3X12,278,C1713,308.0,Stanislaus Surgical Center,2019
7676,7109474,NON LOCK SCREW 1.3X13,278,C1713,308.0,Stanislaus Surgical Center,2019
7677,7109475,FGT IMPLANT SIZE 30,278,L8641,8116.0,Stanislaus Surgical Center,2019
7678,7109476,SCP KNEE KIT,278,C1713,15100.0,Stanislaus Surgical Center,2019
7679,7109477,SUTUREFIX ULTRA AHR S W/2 UB STR 1 BL,278,C1713,1240.0,Stanislaus Surgical Center,2019
7680,7109478,"PARADERM, 4X8CM DERMAL MATRIX",278,C1713,7200.0,Stanislaus Surgical Center,2019
7681,7109479,QUARTER-TUBULAR PLATE WITH COLLAR 4 HOLE,278,C1713,463.68,Stanislaus Surgical Center,2019
7682,7109480,CANCELLOUS BONE SCREW 6.5MM X 40MM,278,C1713,127.92,Stanislaus Surgical Center,2019
7683,7109481,EASYCLIP 18-17-15,278,C1713,5868.8,Stanislaus Surgical Center,2019
7684,7109482,BME ELITE 20X20X20MM,278,C1713,7840.0,Stanislaus Surgical Center,2019
7685,7109483,3-LEVEL 54MM PLATE,278,C1713,6396.0,Stanislaus Surgical Center,2019
7686,7109484,SCREW SELF-TAPPING 4.0X14MM (V),278,C1713,900.0,Stanislaus Surgical Center,2019
7687,7109485,SCREW SELF-TAPPING 4.0X14MM (F),278,C1713,900.0,Stanislaus Surgical Center,2019
7688,7109486,SCREW SELF-TAPPING 4.5X14MM (F),278,C1713,900.0,Stanislaus Surgical Center,2019
7689,7109487,ENDOSKELETON TC IMPLANT 6 DEG MEDIUM 7MM,278,C1713,7374.08,Stanislaus Surgical Center,2019
7690,7109488,ENDOSKELETON TC IMPLANT 6 DEG LARGE 7MM,278,C1713,7374.08,Stanislaus Surgical Center,2019
7691,7109489,TAPER POST 7.0MM,278,C1713,2064.0,Stanislaus Surgical Center,2019
7692,7109490,ARTICULAR COMPONENT 2.0MM X 3.0MM OFFSET,278,C1713,10456.0,Stanislaus Surgical Center,2019
7693,7109491,NON-LOCKING PLATE SCREW 4.2X18MM,278,C1713,912.0,Stanislaus Surgical Center,2019
7694,7109492,"LISFRANC DL RAY 1ST&2ND TMT PLATE,RT,MED",278,C1713,9264.0,Stanislaus Surgical Center,2019
7695,7109493,NON-LOCKING PLATE SCREW 4.2X40MM,278,C1713,912.0,Stanislaus Surgical Center,2019
7696,7109494,SCREW MICRO CANNULATED 3.0X18MM,278,C1713,1078.4,Stanislaus Surgical Center,2019
7697,7109495,SCP FOOT & ANKLE KIT,278,C1713,11000.0,Stanislaus Surgical Center,2019
7698,7109496,KNEE CREATIONS BONE SUBSTITUTE,278,C1713,11340.0,Stanislaus Surgical Center,2019
7699,7109497,SCREW 3.0MM CANNULATED LONG THREAD/14MM,278,C1713,751.12,Stanislaus Surgical Center,2019
7700,7109498,DECELLULARIZED DERMIS,278,Q4100,15556.0,Stanislaus Surgical Center,2019
7701,7109499,SCP FOOT & ANKLE KIT-END DELIV,278,C1713,8800.0,Stanislaus Surgical Center,2019
7702,7109500,VA-LCP DIS TIB PLATE 2.7MM 4 HOLE,278,C1713,4618.4,Stanislaus Surgical Center,2019
7703,7109501,LCP POSTLAT DISFIB PLATE 7H/LEFT,278,C1713,3632.16,Stanislaus Surgical Center,2019
7704,7109502,2.7MM METAPHYSEAL SCREW W/T8 52MM,278,C1713,248.4,Stanislaus Surgical Center,2019
7705,7109503,SCREW 2.7MM VA LCKNG SLF-TPNG W T8 46MM,278,C1713,772.8,Stanislaus Surgical Center,2019
7706,7109504,3.5MM VARIABLE ANGLE LOCKING 14MM,278,C1713,820.64,Stanislaus Surgical Center,2019
7707,7109505,3.5MM VARIABLE ANGLE LOCKING 16MM,278,C1713,820.64,Stanislaus Surgical Center,2019
7708,7109506,3.5MM VARIABLE ANGLE LOCKING 20MM,278,C1713,820.64,Stanislaus Surgical Center,2019
7709,7109507,3.5MM VARIABLE ANGLE LOCKING 22MM,278,C1713,820.64,Stanislaus Surgical Center,2019
7710,7109508,SCREW 3.5MM CRTX/LOW PROF HD 26MM,278,C1713,195.04,Stanislaus Surgical Center,2019
7711,7109509,"LOCKING DIS FIB PLATE, LEFT, 6 HOLE",278,C1713,2610.0,Stanislaus Surgical Center,2019
7712,7109510,LOCKING MEDIAL HOOK PLATE 3 HOLE,278,C1713,2970.0,Stanislaus Surgical Center,2019
7713,7109511,SCREW 2.7 LOCKING 14MM,278,C1713,414.0,Stanislaus Surgical Center,2019
7714,7109512,SCREW 3.5 NON LOCKING CORTICAL 20MM,278,C1713,126.0,Stanislaus Surgical Center,2019
7715,7109513,SCREW 3.5 NON LOCKING CORTICAL 28MM,278,C1713,126.0,Stanislaus Surgical Center,2019
7716,7109514,SCREW 4.0 NONLOCKING CANCELLOUS 16MM,278,C1713,126.0,Stanislaus Surgical Center,2019
7717,7109515,SCREW 4.0 NONLOCKING CANCELLOUS 18MM,278,C1713,126.0,Stanislaus Surgical Center,2019
7718,7109516,SCREW 4.0 NONLOCKING CANCELLOUS 28MM,278,C1713,126.0,Stanislaus Surgical Center,2019
7719,7109517,SCREW 4.0 NONLOCKING CANCELLOUS 42MM,278,C1713,126.0,Stanislaus Surgical Center,2019
7720,7109518,KIT CATHETER SPINAL REVISION,278,C1755,2200.0,Stanislaus Surgical Center,2019
7721,7109519,SCREW SELF-TAPPING 4.0X12MM (V),278,C1713,900.0,Stanislaus Surgical Center,2019
7722,7109520,SCREW SELF-TAPPING 4.0X12MM (F),278,C1713,900.0,Stanislaus Surgical Center,2019
7723,7109521,2-LEVEL 30MM PLATE,278,C1713,5760.0,Stanislaus Surgical Center,2019
7724,7109522,ENDOSKELETON TC IMPLANT 6 DEG MEDIUM 6MM,278,C1713,7374.08,Stanislaus Surgical Center,2019
7725,7109523,SCREW MICRO CANNULATED 2.0X9MM,278,C1713,1078.4,Stanislaus Surgical Center,2019
7726,7109524,VALO-NAIL 11.5X300,278,C1713,8636.0,Stanislaus Surgical Center,2019
7727,7109525,VALOR SCREW 5X20MM,278,C1713,1104.0,Stanislaus Surgical Center,2019
7728,7109526,VALOR SCREW 5X25MM,278,C1713,736.0,Stanislaus Surgical Center,2019
7729,7109527,VALOR SCREW 5X30MM,278,C1713,736.0,Stanislaus Surgical Center,2019
7730,7109528,VALOR SCREW 5X40MM,278,C1713,1104.0,Stanislaus Surgical Center,2019
7731,7109529,VALOR SCREW 5X50MM,278,C1713,1104.0,Stanislaus Surgical Center,2019
7732,7109530,VALOR SCREW 5X55MM,278,C1713,1104.0,Stanislaus Surgical Center,2019
7733,7109531,VALOR END CAP,278,C1713,736.0,Stanislaus Surgical Center,2019
7734,7109532,"IMPLANT SYSTEM, LATERAL ANKLE RECON",278,C1713,6300.0,Stanislaus Surgical Center,2019
7735,7109533,NON LOCKING W/ COMPRESSION 4.2 X 30MM,278,C1713,912.0,Stanislaus Surgical Center,2019
7736,7109534,EXPRESS STAPLE 1818,278,C1713,6024.0,Stanislaus Surgical Center,2019
7737,7109535,EXPRESS STAPLE 2020,278,C1713,6585.0,Stanislaus Surgical Center,2019
7738,7109536,CANN SCREW PR-THREAD 4.0 X 48MM,278,,1208.0,Stanislaus Surgical Center,2019
7739,7109537,CABLE READY CABLE GRIP SYSTEM,278,C1713,3484.0,Stanislaus Surgical Center,2019
7740,7109538,ASNIS 111 CANNULATED SCREW 4.0 X 46MM,278,C1713,921.6,Stanislaus Surgical Center,2019
7741,7109539,ASNIS 111 CANNULATED SCREW 4.0 X 32MM,278,C1713,921.6,Stanislaus Surgical Center,2019
7742,7109540,ALLOGRAFT EVANS WEDGE 12X22X20MM,278,C1713,9680.0,Stanislaus Surgical Center,2019
7743,7109541,TRIO PLATE 10+ BLUE,278,C1713,7524.0,Stanislaus Surgical Center,2019
7744,7109542,LOCKING SCREW 5.0 X 26,278,C1713,2851.2,Stanislaus Surgical Center,2019
7745,7109543,LOCKING SCREW 5.0 X 28,278,C1713,2851.2,Stanislaus Surgical Center,2019
7746,7109544,LOCKING SCREW 5.0 X 34,278,C1713,2851.2,Stanislaus Surgical Center,2019
7747,7109545,2.4 LOCKING SCREW 24MM,278,C1713,450.0,Stanislaus Surgical Center,2019
7748,7109546,YKNOT RC ALL SUTURE ANCHOR,278,C1713,1460.0,Stanislaus Surgical Center,2019
7749,7109547,HEADLESS SCREW 7.0 X 85,278,C1713,3872.0,Stanislaus Surgical Center,2019
7750,7109548,VA-LCP DIS TIB PLATE 2.7MM 4 HOLE-STERIL,278,C1713,4890.72,Stanislaus Surgical Center,2019
7751,7109549,EASYCLIP 20-20-20,278,C1713,8003.2,Stanislaus Surgical Center,2019
7752,7109550,LENS TORIC SN6AT5 16.5 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7753,7109551,IFIX INTERFERENCE SCREW 11X30MM,278,C1713,1580.0,Stanislaus Surgical Center,2019
7754,7109552,FGT IMPLANT SIZE 40,278,L8641,7728.0,Stanislaus Surgical Center,2019
7755,7109553,"VOLAR DR PLATE, STANDARD, RIGHT",278,C1713,5788.0,Stanislaus Surgical Center,2019
7756,7109554,BONE SCREW 2.7X14,278,C1713,848.0,Stanislaus Surgical Center,2019
7757,7109555,BONE SCREW 2.7X22,278,,848.0,Stanislaus Surgical Center,2019
7758,7109556,LOCKING SCREW 2.7X22,278,,860.0,Stanislaus Surgical Center,2019
7759,7109557,AVANCE NERVE GRAFT,278,C1713,12200.0,Stanislaus Surgical Center,2019
7760,7109558,SCREW 3.0MM TI LKNG 24MM,278,C1713,396.0,Stanislaus Surgical Center,2019
7761,7109559,"COTTON WEDGE, 7MM",278,C1713,7520.0,Stanislaus Surgical Center,2019
7762,7109560,PEG 2.0X22,278,C1713,860.0,Stanislaus Surgical Center,2019
7763,7109561,PEG 2.0X16,278,,860.0,Stanislaus Surgical Center,2019
7764,7109562,EPIFIX 18.0MM,636,Q4131,2976.0,Stanislaus Surgical Center,2019
7765,7109563,SMALL X POST 20MM,270,,7894.8,Stanislaus Surgical Center,2019
7766,7109564,LOCKING SCREW 4.3 X 32,278,C1713,2851.2,Stanislaus Surgical Center,2019
7767,7109565,LOCKING SCREW 4.5 X 28,278,C1713,2851.2,Stanislaus Surgical Center,2019
7768,7109566,SCP FOOT & ANKLE KIT-SIDE DELIVERY,278,C1713,15100.0,Stanislaus Surgical Center,2019
7769,7109567,2.4/2.7MM VA-LCP T-FUSION PL 2 HOLE HEAD,278,C1713,4868.64,Stanislaus Surgical Center,2019
7770,7109568,2.4/2.7MM VA-LCP CLOVERLEAF FUSION PLATE,278,C1713,4868.64,Stanislaus Surgical Center,2019
7771,7109569,LCP POSTLAT DIS FIB PLATE 5 HOLE LEFT,278,C1713,3529.12,Stanislaus Surgical Center,2019
7772,7109570,LCP 3.5MM DISTAL TIBIA T-PLATE 3 HOLE,278,C1713,4346.08,Stanislaus Surgical Center,2019
7773,7109571,EXPRESS STAPLE 25X20X20,278,C1713,7024.0,Stanislaus Surgical Center,2019
7774,7109572,"TEDDY BEAR PLATE, LARGE",278,C1713,6684.8,Stanislaus Surgical Center,2019
7775,7109573,1.5MM TI T-PLATE 3 HOLE HEAD/8 HOLE SHFT,278,C1713,1324.8,Stanislaus Surgical Center,2019
7776,7109574,LENS TORIC SN6AT3 18.5 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7777,7109575,SCREW 1.5MM TI CORTEX SELF-TAPPING 11MM,278,C1713,124.0,Stanislaus Surgical Center,2019
7778,7109576,LENS TORIC SN6AT3 18.5 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7779,7109577,LENS TORIC SN6AT4 12.5 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7780,7109578,BLOCK OSTEOSPONGE 14MM,278,C1713,2475.0,Stanislaus Surgical Center,2019
7781,7109579,1-LEVEL 14MM PLATE,278,C1713,5120.0,Stanislaus Surgical Center,2019
7782,7109580,TI 7MM MULTILOC HUMERAL NAIL 255MM,278,C1713,7038.88,Stanislaus Surgical Center,2019
7783,7109581,4.5MM TI MULTILOC SCREW 46MM,278,C1713,1619.12,Stanislaus Surgical Center,2019
7784,7109582,HEADLESS SCREW 7.0 X 70,278,C1713,3872.0,Stanislaus Surgical Center,2019
7785,7109583,HEADLESS SCREW 55,278,C1713,3872.0,Stanislaus Surgical Center,2019
7786,7109584,ANT LAT TT FUSION PLATE SM RT,278,C1713,10232.0,Stanislaus Surgical Center,2019
7787,7109585,LOCKING SCREW 5.5 X 24,278,C1713,1020.0,Stanislaus Surgical Center,2019
7788,7109586,LOCKING SCREW 5.5 X 32,278,C1713,1020.0,Stanislaus Surgical Center,2019
7789,7109587,NON LOCKING SCREW 5.5 X 28MM,278,C1713,408.0,Stanislaus Surgical Center,2019
7790,7109588,WASHER 4.5/5.5,278,C1713,256.0,Stanislaus Surgical Center,2019
7791,7109589,LENS TORIC SN6AT3 23.5 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7792,7109590,LENS TORIC SN6AT8 14.0 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7793,7109591,HEADLESS SCREW 7.0 X 75,278,C1713,3872.0,Stanislaus Surgical Center,2019
7794,7109592,LOCKING PLATE SCREW 4.2 X 18MM,278,C1713,1072.0,Stanislaus Surgical Center,2019
7795,7109593,"LISFRANC, DUAL RAY, 1ST & 2ND TMT PLATE",278,C1713,9264.0,Stanislaus Surgical Center,2019
7796,7109594,SCREW 4.5MM CORTEX SELF-TAPPING 48MM,278,C1713,85.28,Stanislaus Surgical Center,2019
7797,7109595,SCREW 6.5MM 30MM X 1,278,C1713,127.92,Stanislaus Surgical Center,2019
7798,7109596,CORTICAL SCREW 4.5 X 50,278,,408.0,Stanislaus Surgical Center,2019
7799,7109597,CORTICAL SCREW 4.5 X 55,278,,408.0,Stanislaus Surgical Center,2019
7800,7109598,PRODENSE INJECTABLE 10CC,278,C1713,10176.0,Stanislaus Surgical Center,2019
7801,7109599,TI LOCK SCREW 3.5 X 30MM,278,C1713,644.0,Stanislaus Surgical Center,2019
7802,7109600,TI LOCK SCREW 3.5 X 32MM,278,C1713,644.0,Stanislaus Surgical Center,2019
7803,7109601,TI LOCK SCREW 3.5 X 36MM,278,C1713,644.0,Stanislaus Surgical Center,2019
7804,7109602,TI LOCK SCREW 3.5 X 38MM,278,C1713,644.0,Stanislaus Surgical Center,2019
7805,7109603,TI NON LOCK SCREW 3.5 X 30MM,278,C1713,264.0,Stanislaus Surgical Center,2019
7806,7109604,TI NON LOCK SCREW 3.5 X 32MM,278,C1713,264.0,Stanislaus Surgical Center,2019
7807,7109605,TI NON LOCK SCREW 3.5 X 34MM,278,C1713,264.0,Stanislaus Surgical Center,2019
7808,7109606,TI NON LOCK SCREW 3.5 X 36MM,278,C1713,264.0,Stanislaus Surgical Center,2019
7809,7109607,CLC FRAC PLATE PERIMETER SM,278,C1713,4344.0,Stanislaus Surgical Center,2019
7810,7109608,DARCO HEADED SCREW 3.5 X 46 SHORT,278,C1713,764.0,Stanislaus Surgical Center,2019
7811,7109609,DARCO HEADED SCREW 7.5X70 32MM,278,C1713,1664.0,Stanislaus Surgical Center,2019
7812,7109610,"COTTON WEDGE, 8MM",278,C1713,7520.0,Stanislaus Surgical Center,2019
7813,7109611,ROG CUFF ANCHOR 2 X 36,278,C1713,1100.0,Stanislaus Surgical Center,2019
7814,7109612,MEDIAL MALLEOLUS PLATE,278,C1713,7644.0,Stanislaus Surgical Center,2019
7815,7109613,POSTERIOR FIB PLATE RIGHT LG,278,C1713,5856.0,Stanislaus Surgical Center,2019
7816,7109614,ANTERIOR TIBIA DELTA PLATE LG,278,C1713,5100.0,Stanislaus Surgical Center,2019
7817,7109615,LOCKING SCREW 3.5 X 20MM,278,C1713,688.0,Stanislaus Surgical Center,2019
7818,7109616,LOCKING SCREW 3.5 X 46MM,278,C1713,804.0,Stanislaus Surgical Center,2019
7819,7109617,LOW-PRO CORT SCREW 3.5 X 20,278,C1713,424.0,Stanislaus Surgical Center,2019
7820,7109618,LOW-PRO CORT SCREW 3.5 X 46,278,C1713,424.0,Stanislaus Surgical Center,2019
7821,7109619,SALVATION NAIL 8 X 140MM,278,C1713,17892.0,Stanislaus Surgical Center,2019
7822,7109620,MFT NON LOCKING SCREW 4.0 X 42.5,278,C1713,776.0,Stanislaus Surgical Center,2019
7823,7109621,MFT NON LOCKING SCREW 4.0 X 55,278,C1713,776.0,Stanislaus Surgical Center,2019
7824,7109622,MFT NON LOCKING SCREW 4.0 X 60,278,C1713,776.0,Stanislaus Surgical Center,2019
7825,7109623,LOW PROFILE T PLATE 3MM 4 HOLE,278,C1713,2880.0,Stanislaus Surgical Center,2019
7826,7109624,SCREW 3.0MM TI LOCKNG 28MM,278,C1713,396.0,Stanislaus Surgical Center,2019
7827,7109625,4.0MM NON-LOCKING SCREW 32MM,278,C1713,216.0,Stanislaus Surgical Center,2019
7828,7109627,4.0MM NON-LOCKING SCREW 42MM,278,C1713,216.0,Stanislaus Surgical Center,2019
7829,7109628,"BIOCOMPOSITE SUTURE TAK, 3.0MM X 14.5MM",278,C1713,1170.0,Stanislaus Surgical Center,2019
7830,7109629,LENS TORIC SN6AT3 13.0 DIOPTER,276,V2787,1980.0,Stanislaus Surgical Center,2019
7831,7109630,NON LOCKING PLATE SCREW 3.5 X 14MM,278,C1713,855.0,Stanislaus Surgical Center,2019
7832,7109631,"MTP PLATE, 5 DEGREE,LONG, RIGHT",278,C1713,7095.0,Stanislaus Surgical Center,2019
7833,7109632,"HEVANS PLATE, MEDIUM, 20MM, RIGHT",278,C1713,7040.0,Stanislaus Surgical Center,2019
7834,7109633,EXPRESS STAPLE 18X18X18,278,C1713,6054.4,Stanislaus Surgical Center,2019
7835,7109634,PEG 2.4 X 20,278,C1713,630.0,Stanislaus Surgical Center,2019
7836,7109635,PEG 2.4 X 18,278,C1713,630.0,Stanislaus Surgical Center,2019
7837,7109636,PEG 2.4 X 14,278,C1713,630.0,Stanislaus Surgical Center,2019
7838,7109637,NARROW PLATE 4 HOLE,278,C1713,5580.0,Stanislaus Surgical Center,2019
7839,7109638,NON LOCKING SCREW 2.7 X 12,278,C1713,630.0,Stanislaus Surgical Center,2019
