,CDM ID,Description,NDC,CPT/HCPCS,CHARGE,CHARGE QUANTITY,Hospital,Year
1156,2500000637,HYDROCORTISONE ACETATE 10 % RE FOAM,0037-6830-15,,848.576,1  x 15 g Can,Ronald Reagan UCLA Medical Center,2019
1157,2500000637,HYDROCORTISONE ACETATE 25 MG RE SUPP,0713-0503-24,,6.9,1 each,Ronald Reagan UCLA Medical Center,2019
1158,2500000636,HYDROCORTISONE NA SUCCINATE PF 100 MG IJ SOLR,0009-0011-04,J1720,40.0,1 each,Ronald Reagan UCLA Medical Center,2019
1159,2500000636,HYDROCORTISONE NA SUCCINATE PF 1000 MG IJ SOLR,0009-0005-01,J1720,269.67,1 each,Ronald Reagan UCLA Medical Center,2019
1160,2500000636,HYDROCORTISONE NA SUCCINATE PF 250 MG IJ SOLR,0009-0013-05,J1720,55.75,1 each,Ronald Reagan UCLA Medical Center,2019
1161,2500000636,HYDROCORTISONE NA SUCCINATE PF 500 MG IJ SOLR,0009-0016-12,J1720,112.1,1 each,Ronald Reagan UCLA Medical Center,2019
1162,2500000636,HYDROMORPHONE 50 MG/50 ML PCA SYRINGE (PHARMEDIUM),08252-0000-53,J7999,110.0,1  x 50 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1163,2500000637,HYDROMORPHONE HCL 2 MG PO TABS,42858-301-25,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
1164,2500000636,HYDROMORPHONE HCL 2 MG/ML IJ SOLN,0409-3365-01,J1170,45.0,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
1165,2500000637,HYDROMORPHONE HCL 3 MG RE SUPP,0574-7224-06,,20.9,1 each,Ronald Reagan UCLA Medical Center,2019
1166,2500000637,HYDROMORPHONE HCL 4 MG PO TABS,0054-0264-24,,8.0,1 tablet,Ronald Reagan UCLA Medical Center,2019
1167,2500000636,HYDROMORPHONE HCL 4 MG/ML IJ SOLN,0409-1304-31,J1170,45.0,1  x 1 mL Crtrdg-NDL,Ronald Reagan UCLA Medical Center,2019
1168,2500000636,HYDROMORPHONE HCL PF 10 MG/ML IJ SOLN,17478-540-01,J1170,45.0,1  x 1 mL Ampule,Ronald Reagan UCLA Medical Center,2019
1169,2500000636,HYDROMORPHONE HCL PF 50 MG/5ML IJ SOLN,17478-540-05,J1170,45.0,1  x 5 mL Ampule,Ronald Reagan UCLA Medical Center,2019
1170,2500000636,HYDROMORPHONE HCL-NACL 10-0.9 MG/50ML-% IV SOSY,61553-612-75,J7999,110.0,1  x 50 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1171,2500000250,HYDROXOCOBALAMIN 5 G IV SOLR,11704-370-01,,3099.96,1 each,Ronald Reagan UCLA Medical Center,2019
1172,2500000636,HYDROXOCOBALAMIN ACETATE 1000 MCG/ML IM SOLN,0591-2888-30,J3490,53.35,1  x 30 mL Vial,Ronald Reagan UCLA Medical Center,2019
1173,2500000637,HYDROXYCHLOROQUINE SULFATE 200 MG PO TABS,68084-269-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1174,2500000636,HYDROXYPROGESTERONE CAPROATE 250 MG/ML IM OIL,66993-038-83,J1726,2619.92,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
1175,2500000637,HYDROXYUREA 500 MG PO CAPS,68084-284-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1176,2500000637,HYDROXYZINE HCL 10 MG PO TABS,51079-796-20,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1177,2500000637,HYDROXYZINE HCL 10 MG/5ML PO SYRP,60432-150-16,,70.95,473 mL,Ronald Reagan UCLA Medical Center,2019
1178,2500000637,HYDROXYZINE HCL 25 MG PO TABS,68084-254-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1179,2500000636,HYDROXYZINE HCL 25 MG/ML IM SOLN,0517-4201-25,J3410,40.0,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
1180,2500000637,HYDROXYZINE HCL 50 MG PO TABS,68084-255-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1181,2500000636,HYDROXYZINE HCL 50 MG/ML IM SOLN,0517-5601-25,J3410,40.0,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
1182,2500000636,HYLAN 16 MG/2ML IX SOSY,58468-0090-1,J7325,568.155,1  x 2 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1183,2500000636,HYLAN 48 MG/6ML IX SOSY,58468-0090-3,J7325,1956.0,1  x 6 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1184,2500000637,HYOSCYAMINE SULFATE 0.125 MG PO TABS,51525-0112-1,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1185,2500000637,HYOSCYAMINE SULFATE 0.125 MG SL SUBL,42192-339-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1186,2500000637,HYOSCYAMINE SULFATE ER 0.375 MG PO TB12,68047-255-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1187,2500000250,HYPROMELLOSE 2 % IO SOLN,57770-055-00,,100.0,1  x 1 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1188,2500000637,HYPROMELLOSE 2.5 % OP SOLN,54799-503-15,,40.0,1  x 15 mL Bottle,Ronald Reagan UCLA Medical Center,2019
1189,2500000637,IBANDRONATE SODIUM 150 MG PO TABS,55111-575-03,,8.575,1 each,Ronald Reagan UCLA Medical Center,2019
1190,2500000636,IBANDRONATE SODIUM 3 MG/3ML IV SOLN,25021-827-61,J1740,195.99,1  x 3 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1191,2500000637,IBUPROFEN 100 MG/5ML PO SUSP,68094-494-61,,4.0,1  x 5 mL Cup,Ronald Reagan UCLA Medical Center,2019
1192,2500000637,IBUPROFEN 200 MG PO TABS,0904-7914-61,,4.0,1 tablet,Ronald Reagan UCLA Medical Center,2019
1193,2500000637,IBUPROFEN 400 MG PO TABS,0904-5853-61,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1194,2500000637,IBUPROFEN 600 MG PO TABS,68084-703-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1195,2500000637,IBUPROFEN 800 MG PO TABS,0904-5855-61,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1196,2500000636,IBUPROFEN 800 MG/8ML IV SOLN,66220-287-08,J1741,40.0,1  x 8 mL Vial,Ronald Reagan UCLA Medical Center,2019
1197,2500000636,IBUTILIDE FUMARATE 1 MG/10ML IV SOLN,0009-3794-01,J1742,199.71,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
1198,2500000636,IDARUBICIN HCL 10 MG/10ML IV SOLN,0703-4155-11,J9211,234.66,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
1199,2500000636,IDARUBICIN HCL 20 MG/20ML IV SOLN,0013-2596-91,J9211,647.465,1  x 20 mL Vial,Ronald Reagan UCLA Medical Center,2019
1200,2500000636,IDARUBICIN HCL 5 MG/5ML IV SOLN,0013-2576-91,J9211,120.45,1  x 5 mL Vial,Ronald Reagan UCLA Medical Center,2019
1201,2500003636,IDARUCIZUMAB 2.5 GM/50ML IV SOLN,0597-0197-05,C9399,5537.175,1  x 50 mL Vial,Ronald Reagan UCLA Medical Center,2019
1202,2500000636,IFOSFAMIDE 1 G IV SOLR,10019-925-01,J9208,61.225,1 each,Ronald Reagan UCLA Medical Center,2019
1203,2500000636,IFOSFAMIDE 3 G IV SOLR,10019-926-02,J9208,231.36,1 each,Ronald Reagan UCLA Medical Center,2019
1204,2500000637,ILOPROST 10 MCG/ML IN SOLN,66215-302-30,Q4074,234.0,1  x 1 mL Glass Cont,Ronald Reagan UCLA Medical Center,2019
1205,2500000637,ILOPROST 20 MCG/ML IN SOLN,66215-303-30,Q4074,354.9,1  x 1 mL Glass Cont,Ronald Reagan UCLA Medical Center,2019
1206,2500000637,IMATINIB MESYLATE 100 MG PO TABS,60687-192-21,,82.29299999999998,1 each,Ronald Reagan UCLA Medical Center,2019
1207,2500000637,IMATINIB MESYLATE 400 MG PO TABS,60505-2901-3,,103.453,1 each,Ronald Reagan UCLA Medical Center,2019
1208,2500000636,IMIPENEM-CILASTATIN 500 MG IV SOLR,63323-322-25,J0743,40.0,1 each,Ronald Reagan UCLA Medical Center,2019
1209,2500000637,IMIPRAMINE HCL 10 MG PO TABS,R49884-054-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1210,2500000637,IMIPRAMINE HCL 25 MG PO TABS,R0781-1764-13,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1211,2500000637,IMIPRAMINE HCL 50 MG PO TABS,0781-1766-13,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1212,2500000637,IMIQUIMOD 5 % EX CREA,45802-368-62,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1213,2500002636,IMMUNE GLOBULIN (HUMAN) 10 G IV SOLR (GAMMAGARD S/D),0944-2658-04,J1566,3594.45,1 each,Ronald Reagan UCLA Medical Center,2019
1214,2500002636,IMMUNE GLOBULIN (HUMAN) 10 GM/100ML IJ SOLN (GAMUNEX-C),13533-800-71,J1561,2638.4,1  x 100 mL Vial,Ronald Reagan UCLA Medical Center,2019
1215,2500002636,IMMUNE GLOBULIN (HUMAN) 10 GM/100ML IV SOLN (PRIVIGEN),44206-437-10,J1459,1955.75,1  x 100 mL Vial,Ronald Reagan UCLA Medical Center,2019
1216,2500002636,IMMUNE GLOBULIN (HUMAN) 20 GM/200ML IJ SOLN (GAMUNEX-C),13533-800-24,J1561,3957.6,1  x 200 mL Vial,Ronald Reagan UCLA Medical Center,2019
1217,2500002636,IMMUNE GLOBULIN (HUMAN) 20 GM/200ML IV SOLN (PRIVIGEN),44206-438-20,J1459,3761.5,1  x 200 mL Vial,Ronald Reagan UCLA Medical Center,2019
1218,2500002636,IMMUNE GLOBULIN (HUMAN) 40 GM/400ML IJ SOLN (GAMUNEX-C),13533-800-40,J1561,7915.2,1  x 400 mL Vial,Ronald Reagan UCLA Medical Center,2019
1219,2500002636,IMMUNE GLOBULIN (HUMAN) 5 G IV SOLR (GAMMAGARD S/D),0944-2656-03,J1566,1920.0,1 each,Ronald Reagan UCLA Medical Center,2019
1220,2500002636,IMMUNE GLOBULIN (HUMAN) 5 GM/50ML IJ SOLN (GAMUNEX-C),13533-800-20,J1561,1319.2,1  x 50 mL Vial,Ronald Reagan UCLA Medical Center,2019
1221,2500002636,IMMUNE GLOBULIN (HUMAN) 5 GM/50ML IV SOLN (PRIVIGEN),44206-436-05,J1459,958.125,1  x 50 mL Vial,Ronald Reagan UCLA Medical Center,2019
1222,2500002636,IMMUNE GLOBULIN (HUMAN) 6 G IV SOLR,44206-417-06,J1566,1350.24,1 each,Ronald Reagan UCLA Medical Center,2019
1223,2500002636,IMMUNE GLOBULIN (HUMAN) IM INJ (GAMASTAN),13533-635-04,J1460,218.49,1  x 2 mL Vial,Ronald Reagan UCLA Medical Center,2019
1224,2500000636,INCOBOTULINUMTOXINA 100 UNITS IM SOLR,0259-1610-01,J0588,1928.0,1 each,Ronald Reagan UCLA Medical Center,2019
1225,2500000636,INCOBOTULINUMTOXINA 50 UNITS IM SOLR,0259-1605-01,J0588,1012.0,1 each,Ronald Reagan UCLA Medical Center,2019
1226,2500000250,INDIGOTINDISULFONATE SODIUM 8 MG/ML IJ SOLN,0517-0375-05,,454.104,1  x 5 mL Ampule,Ronald Reagan UCLA Medical Center,2019
1227,2500000636,INDOCYANINE GREEN 25 MG IV SOLR,17238-424-06,J3490,40.0,1 each,Ronald Reagan UCLA Medical Center,2019
1228,2500000637,INDOMETHACIN 25 MG PO CAPS,50268-430-15,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1229,2500000637,INDOMETHACIN 25 MG/5ML PO SUSP,42211-101-11,,3995.82,237 mL,Ronald Reagan UCLA Medical Center,2019
1230,2500000637,INDOMETHACIN 50 MG PO CAPS,51079-191-20,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1231,2500000637,INDOMETHACIN 50 MG RE SUPP,42211-102-43,,539.5459999999998,1 each,Ronald Reagan UCLA Medical Center,2019
1232,2500000636,INDOMETHACIN SODIUM 1 MG IV SOLR,68382-470-01,J3490,1668.52,1 each,Ronald Reagan UCLA Medical Center,2019
1233,2500000636,INFLIXIMAB 100 MG IV SOLR,57894-030-01,J1745,3598.4,1 each,Ronald Reagan UCLA Medical Center,2019
1234,2500000636,INFUVITE ADULT IV INJ,54643-5650-2,J3490,73.33800000000002,1  x 100 mL Vial,Ronald Reagan UCLA Medical Center,2019
1235,2500000636,INFUVITE PEDIATRIC IV SOLN,54643-5647-0,J3490,280.38,1  x 50 mL Vial,Ronald Reagan UCLA Medical Center,2019
1236,2500000637,INSULIN ASPART 100 UNIT/ML SC SOLN,0169-7501-11,J1815,98.325,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
1237,2500000637,INSULIN ASPART 100 UNIT/ML SC SOPN,0169-6339-10,J1817,40.0,1  x 3 mL Pen,Ronald Reagan UCLA Medical Center,2019
1238,2500000637,INSULIN DETEMIR 100 UNIT/ML SC SOLN,0169-3687-12,J1815,256.89,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
1239,2500000637,INSULIN GLARGINE 100 UNIT/ML SC SOLN,0088-2220-33,J1815,243.72,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
1240,2500000637,INSULIN GLULISINE 100 UNIT/ML IJ SOLN,0088-2500-33,J1815,360.5,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
1241,2500000637,INSULIN GLULISINE 100 UNIT/ML SC SOPN,0088-2502-05,J1815,99.535,1  x 3 mL Pen,Ronald Reagan UCLA Medical Center,2019
1242,2500000637,INSULIN NPH (HUMAN) (ISOPHANE) 100 UNIT/ML SC SUSP,0002-8315-17,J1815,40.0,1  x 3 mL Vial,Ronald Reagan UCLA Medical Center,2019
1243,2500000637,INSULIN NPH ISOPHANE & REGULAR (70-30) 100 UNIT/ML SC SUSP,0002-8715-17,J1815,40.0,1  x 3 mL Vial,Ronald Reagan UCLA Medical Center,2019
1244,2500000637,INSULIN REGULAR HUMAN (CONC) 500 UNIT/ML SC SOLN,0002-8501-01,J1815,4007.01,1  x 20 mL Vial,Ronald Reagan UCLA Medical Center,2019
1245,2500000637,INSULIN REGULAR HUMAN 100 UNIT/ML IJ SOLN,0002-8215-17,J1815,40.0,1  x 3 mL Vial,Ronald Reagan UCLA Medical Center,2019
1246,2500000636,INTERFERON ALFA-2B 10000000 UNIT/ML IJ SOLN,0085-1133-01,J9214,3589.28,1  x 3.2 mL Vial,Ronald Reagan UCLA Medical Center,2019
1247,2500000636,INTERFERON ALFA-2B 10000000 UNITS IJ SOLR,0085-4350-01,J9214,1115.28,1 each,Ronald Reagan UCLA Medical Center,2019
1248,2500000636,INTERFERON ALFA-2B 18000000 UNITS IJ SOLR,0085-4351-01,J9214,2007.48,1 each,Ronald Reagan UCLA Medical Center,2019
1249,2500000636,INTERFERON ALFA-2B 50000000 UNITS IJ SOLR,0085-4352-01,J9214,4182.21,1 each,Ronald Reagan UCLA Medical Center,2019
1250,2500000636,INTERFERON ALFA-2B 6000000 UNIT/ML IJ SOLN,0085-1168-01,J9214,2584.32,1  x 3.8 mL Vial,Ronald Reagan UCLA Medical Center,2019
1251,2500000250,INTERFERON BETA-1A 22 MCG/0.5ML SC SOSY,44087-0022-3,,2300.808,1  x .5 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1252,2500000636,INTERFERON BETA-1A 30 MCG IM KIT,59627-001-03,Q3027,3530.469,1 each,Ronald Reagan UCLA Medical Center,2019
1253,2500000636,INTERFERON BETA-1A 30 MCG/0.5ML IM AJKT,59627-333-04,Q3027,18851.22,1 each,Ronald Reagan UCLA Medical Center,2019
1254,2500000636,INTERFERON BETA-1A 30 MCG/0.5ML IM PSKT,59627-222-05,Q3027,18851.22,1 each,Ronald Reagan UCLA Medical Center,2019
1255,2500000250,INTERFERON BETA-1A 44 MCG/0.5ML SC SOSY,44087-0044-3,,2300.808,1  x .5 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1256,2500000250,INTERFERON BETA-1A 6X8.8 & 6X22 MCG SC SOSY,44087-8822-1,,20707.26,1  x 4.2 mL Box,Ronald Reagan UCLA Medical Center,2019
1257,2500000637,IODINE STRONG 5 % PO SOLN,48433-230-15,,71.875,1  x 14 mL Bottle,Ronald Reagan UCLA Medical Center,2019
1258,2500000255,IODIXANOL 320 MG/ML IV SOLN,0407-2223-17,Q9967,88.93299999999998,1  x 100 mL Bottle,Ronald Reagan UCLA Medical Center,2019
1259,2500000255,IOHEXOL 180 MG/ML IJ SOLN,0407-1411-20,Q9965,40.0,1  x 20 mL Vial,Ronald Reagan UCLA Medical Center,2019
1260,2500000255,IOHEXOL 240 MG/ML IJ SOLN,0407-1412-20,Q9966,40.0,1  x 20 mL Vial,Ronald Reagan UCLA Medical Center,2019
1261,2500000255,IOHEXOL 300 MG/ML IJ SOLN,0407-1413-61,Q9967,40.0,1  x 50 mL Bottle,Ronald Reagan UCLA Medical Center,2019
1262,2500000255,IOHEXOL 350 MG/ML IV SOLN,0407-1414-76,Q9967,40.0,1  x 125 mL Glass Cont,Ronald Reagan UCLA Medical Center,2019
1263,2500000255,IOPAMIDOL 76 % IV SOLN,0270-1316-04,Q9967,40.0,1  x 125 mL Glass Cont,Ronald Reagan UCLA Medical Center,2019
1264,2500000255,IOTHALAMATE MEGLUMINE 17.2 % UR SOLN,0019-0862-50,Q9958,40.0,1  x 250 mL Glass Cont,Ronald Reagan UCLA Medical Center,2019
1265,2500000636,IOTHALAMATE MEGLUMINE 30 % IV SOLN,0019-0952-53,Q9958,65.923,1  x 150 mL Glass Cont,Ronald Reagan UCLA Medical Center,2019
1266,2500000255,IOTHALAMATE MEGLUMINE 43 % IV SOLN,0019-3183-09,Q9960,92.885,1  x 250 mL Glass Cont,Ronald Reagan UCLA Medical Center,2019
1267,2500000636,IOTHALAMATE MEGLUMINE 60 % IJ SOLN,0019-0953-10,Q9961,40.0,1  x 100 mL Glass Cont,Ronald Reagan UCLA Medical Center,2019
1268,2500000255,IOVERSOL 74 % IJ SOLN,0019-1333-52,Q9967,40.0,1  x 50 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1269,2500000636,IPILIMUMAB 200 MG/40ML IV SOLN,0003-2328-22,J9228,81107.46,1  x 40 mL Vial,Ronald Reagan UCLA Medical Center,2019
1270,2500000636,IPILIMUMAB 50 MG/10ML IV SOLN,0003-2327-11,J9228,21843.99,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
1271,2500000637,IPRATROPIUM BROMIDE 0.02 % IN SOLN,0487-9801-01,,4.0,1  x 2.5 mL Plas Cont,Ronald Reagan UCLA Medical Center,2019
1272,2500000637,IPRATROPIUM BROMIDE 0.03 % NA SOLN,0054-0045-44,,81.501,1  x 30 mL Bottle,Ronald Reagan UCLA Medical Center,2019
1273,2500000637,IPRATROPIUM BROMIDE 0.06 % NA SOLN,0054-0046-41,,81.5,1  x 15 mL Bottle,Ronald Reagan UCLA Medical Center,2019
1274,2500000637,IPRATROPIUM BROMIDE HFA 17 MCG/ACT IN AERS,0597-0087-17,,879.825,1  x 12.9 g Inhaler,Ronald Reagan UCLA Medical Center,2019
1275,2500000637,IPRATROPIUM-ALBUTEROL 20-100 MCG/ACT IN AERS,0597-0024-02,,908.4,1  x 4 g Inhaler,Ronald Reagan UCLA Medical Center,2019
1276,2500000636,IRINOTECAN HCL 100 MG/5ML IV SOLN,0009-7529-03,J9206,84.675,1  x 5 mL Vial,Ronald Reagan UCLA Medical Center,2019
1277,2500000636,IRINOTECAN HCL 40 MG/2ML IV SOLN,0703-4432-11,J9206,40.0,1  x 2 mL Vial,Ronald Reagan UCLA Medical Center,2019
1278,2500000636,IRON DEXTRAN 50 MG/ML IJ SOLN,52544-931-02,J1750,63.04,1  x 2 mL Vial,Ronald Reagan UCLA Medical Center,2019
1279,2500000636,IRON SUCROSE 20 MG/ML IV SOLN,0517-2340-10,J1756,74.85300000000002,1  x 5 mL Vial,Ronald Reagan UCLA Medical Center,2019
1280,2500000637,ISAVUCONAZONIUM SULFATE 186 MG PO CAPS,0469-0520-14,,201.453,1 each,Ronald Reagan UCLA Medical Center,2019
1281,2500000636,ISAVUCONAZONIUM SULFATE 372 MG IV SOLR,0469-0420-99,J1833,800.8,1 each,Ronald Reagan UCLA Medical Center,2019
1282,2500000250,ISOFLURANE IN SOLN,10019-360-40,,54.395,100 mL,Ronald Reagan UCLA Medical Center,2019
1283,2500000637,ISONIAZID 100 MG PO TABS,0185-4351-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1284,2500000636,ISONIAZID 100 MG/ML IJ SOLN,0781-3056-70,J3490,1008.96,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
1285,2500000637,ISONIAZID 300 MG PO TABS,60687-158-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1286,2500000637,ISONIAZID 50 MG/5ML PO SYRP,46287-009-01,,652.74,473 mL,Ronald Reagan UCLA Medical Center,2019
1287,2500000636,ISOPROTERENOL HCL 0.2 MG/ML IJ SOLN,69097-522-35,J3490,1574.48,1  x 5 mL Ampule,Ronald Reagan UCLA Medical Center,2019
1288,2500000637,ISOSORBIDE DINITRATE 10 MG PO TABS,68084-082-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1289,2500000637,ISOSORBIDE DINITRATE 20 MG PO TABS,68084-083-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1290,2500000637,ISOSORBIDE DINITRATE 30 MG PO TABS,0143-1773-10,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1291,2500000637,ISOSORBIDE DINITRATE 40 MG PO TABS,0187-0192-01,,43.195,1 each,Ronald Reagan UCLA Medical Center,2019
1292,2500000637,ISOSORBIDE DINITRATE 5 MG PO TABS,R68001-373-00,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1293,2500000637,ISOSORBIDE MONONITRATE ER 120 MG PO TB24,0603-4112-21,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1294,2500000637,ISOSORBIDE MONONITRATE ER 30 MG PO TB24,68084-591-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1295,2500000637,ISOSORBIDE MONONITRATE ER 60 MG PO TB24,0904-6450-61,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1296,2500000636,ISOSULFAN BLUE 1 % SC SOLN,67457-220-05,Q9968,3175.92,1  x 5 mL Vial,Ronald Reagan UCLA Medical Center,2019
1297,2500000637,ISOTRETINOIN 10 MG PO CAPS,0378-6611-93,,13.85,1 each,Ronald Reagan UCLA Medical Center,2019
1298,2500000637,ISOTRETINOIN 20 MG PO CAPS,0378-6612-93,,12.4,1 each,Ronald Reagan UCLA Medical Center,2019
1299,2500000637,ISOTRETINOIN 30 MG PO CAPS,0555-1056-86,,14.268,1 each,Ronald Reagan UCLA Medical Center,2019
1300,2500000637,ISOTRETINOIN 40 MG PO CAPS,0378-6614-93,,19.1,1 each,Ronald Reagan UCLA Medical Center,2019
1301,2500000637,IVERMECTIN 3 MG PO TABS,42799-806-01,,8.023,1 each,Ronald Reagan UCLA Medical Center,2019
1302,2500000636,IXABEPILONE 15 MG IV SOLR,70020-1910-1,J9207,3991.2,1 each,Ronald Reagan UCLA Medical Center,2019
1303,2500000636,JAPANESE ENCEPHALITIS VAC INAC IM SUSP,42515-002-01,90738,869.925,1  x .5 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1304,2500000637,K PHOS MONO-SOD PHOS DI & MONO 155-852-130 MG PO TABS,R64980-104-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1305,2500000636,KETAMINE HCL 10 MG/ML IJ SOLN,42023-113-10,J3490,45.0,1  x 20 mL Vial,Ronald Reagan UCLA Medical Center,2019
1306,2500000636,KETAMINE HCL 100 MG/ML IJ SOLN,42023-115-10,J3490,45.0,1  x 5 mL Vial,Ronald Reagan UCLA Medical Center,2019
1307,2500000636,KETAMINE HCL 50 MG/5ML IJ SOSY,69374-982-55,J7999,45.0,1  x 5 mL Syringe,Ronald Reagan UCLA Medical Center,2019
1308,2500000636,KETAMINE HCL 50 MG/ML IJ SOLN,42023-114-10,J3490,45.0,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
1309,2500000636,KETOCONAZOLE 2 % EX CREA,0168-0099-15,J3490,36.926,1  x 15 g Tube,Ronald Reagan UCLA Medical Center,2019
1310,2500000636,KETOCONAZOLE 2 % EX SHAM,45802-465-64,J3490,25.75,1  x 120 mL Bottle,Ronald Reagan UCLA Medical Center,2019
1311,2500000637,KETOCONAZOLE 200 MG PO TABS,51672-4026-6,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1312,2500000637,KETOROLAC TROMETHAMINE 0.5 % OP SOLN,0023-2181-05,,832.545,1  x 5 mL Bottle,Ronald Reagan UCLA Medical Center,2019
1313,2500000636,KETOROLAC TROMETHAMINE 15 MG/ML IJ SOLN,0641-6041-25,J1885,40.0,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
1314,2500000636,KETOROLAC TROMETHAMINE 30 MG/ML IJ SOLN,63323-162-01,J1885,40.0,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
1315,2500000636,KETOROLAC TROMETHAMINE 60 MG/2ML IM SOLN,63323-162-02,J1885,40.0,1  x 2 mL Vial,Ronald Reagan UCLA Medical Center,2019
1316,2500000250,L-CITRULLINE POWD,38779-1186-8,,412.65,1  x 500 g Bottle,Ronald Reagan UCLA Medical Center,2019
1317,2500000637,LABETALOL HCL 100 MG PO TABS,60687-114-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1318,2500000637,LABETALOL HCL 200 MG PO TABS,0904-5929-61,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1319,2500000637,LABETALOL HCL 300 MG PO TABS,60687-136-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1320,2500000636,LABETALOL HCL 5 MG/ML IV SOLN,47781-586-29,J3490,40.0,1  x 20 mL Vial,Ronald Reagan UCLA Medical Center,2019
1321,2500000637,LACOSAMIDE 10 MG/ML PO SOLN,R0131-5410-70,,32.65,1  x 10 mL Cup,Ronald Reagan UCLA Medical Center,2019
1322,2500000637,LACOSAMIDE 100 MG PO TABS,0131-2478-60,,35.945,1 each,Ronald Reagan UCLA Medical Center,2019
1323,2500000637,LACOSAMIDE 200 MG PO TABS,0131-2480-35,,34.615,1 each,Ronald Reagan UCLA Medical Center,2019
1324,2500000636,LACOSAMIDE 200 MG/20ML IV SOLN,0131-1810-67,C9254,120.013,1  x 20 mL Vial,Ronald Reagan UCLA Medical Center,2019
1325,2500000637,LACOSAMIDE 50 MG PO TABS,0131-2477-60,,22.993,1 each,Ronald Reagan UCLA Medical Center,2019
1326,2500000637,LACTASE 3000 UNITS PO TABS,0904-5224-52,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1327,2500000258,LACTATED RINGERS IV SOLN,0338-0117-04,J7120,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
1328,2500000637,LACTOBACILLUS RHAMNOSUS (GG) PO CAPS,49100-40007,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
1329,2500000637,LACTULOSE 10 GM/15ML PO SOLN,0121-1154-00,,4.0,1  x 30 mL Cup,Ronald Reagan UCLA Medical Center,2019
1330,2500000637,LAMIVUDINE 10 MG/ML PO SOLN,54838-566-70,,142.8,240 mL,Ronald Reagan UCLA Medical Center,2019
