,Charge Code (CDM/EAP),Description,Total Price ,CPT/HCPC,Hospital,Year
4924,27801894,INTRODUCER SHTH 9FR 30CM NVSC DRN CATH SH PLWY PERC STRL,301.1,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4925,27801894,KYPHON ADVANCED OSTEO INTRO DEVICE (SCREW TYPE),3025.0,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4926,27801894,SET BREAST BIOPSY SURESIGHT ATEC OD9 GA INTRODUCER LOCALIZAT,653.44,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4927,27801894,SET BRSTBIO 9GA SURESIGHT ATEC INTRO LOCALIZATE 0914-20MR,653.44,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4928,27801894,SET INTRO 13CM 11FR CKFL .038I,281.75,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4929,27801894,SET INTRO 15.5CM 11FR PLWY .038IN PERC STRL DISP,240.24,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4930,27801894,SET INTRO 20CM 7FR CKFL PRFRMR .035IN RADOPQ BAND CNCT LN,163.88,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4931,27801894,SET INTRO 38.5CM 10FR 16GA HASKAL FLXR CHFL LVR TRNJUG SS,2177.84,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4932,27801894,SET INTRO PLWY PERC SHTH STRL DISP,240.24,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4933,27801894,SET INTRODUCER CHECK-FLO PERFORMER L13 CM L24 CM OD12 FR SID,322.5,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4934,27801894,SHEATH 12 FR 40CM,357.5,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4935,27801894,SHEATH ACCESS URETERAL NAVI 13/15FR X 28CM,471.33,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4936,27801894,SHEATH ACCESS URETERAL NAVI 13/15FR X 46CM,471.33,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4937,27801894,SHEATH DILATOR SET 8FR X 70CM -10FR X 35CM,242.31,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4938,27801894,SHEATH GD 55CM 6FR 2.2IN FLXR T-B ANSEL 1 CRV AQ SDARM ADPR,337.5,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4939,27801894,SHEATH GUIDING FLEXOR 8FR X 90CM,548.25,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4940,27801894,STENT INTRO SYSTEM OASIS ONE ACTION 5FR X 195CM,437.75,C1894,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4941,27801897,KIT NEUROSTIMULATOR PRECISION INFINION L50 CM 1 X 16 SPLITTE,6600.0,C1897,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4942,27801898,LEAD PACING INGEVITY J CURVE L52 CM OD6 FR ATRIUM MRI PASSIV,3325.0,C1898,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4943,27801898,LEAD PACING INGEVITY STEROID SILICONE STRAIGHT L59 CM OD6 FR,3325.0,C1898,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4944,27801898,LEAD PACING INGEVITY STRAIGHT L59 CM OD6 FR ATRIUM MRI POSIT,3325.0,C1898,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4945,27802613,BIOSENTRY TRACT SEALANT SYSTEM,1110.31,C2613,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4946,27802616,y-90 sirtex injection 100 mCi,80025.0,C2616,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4947,27802617,GRAFT VASC THIN WALL CAROTID PATCH 6 X 75MM,705.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4948,27802617,SET STNT PUR 10CM 8.5FR 5FR C-,467.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4949,27802617,STENT BIL 10FR 17CM TPR TIP SF,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4950,27802617,STENT BIL 10FR 18CM CRV TPR TI,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4951,27802617,STENT BIL 4MM 3.3-2.9FR 6FR 15MM 80CM LOPRFL 2 RADOPQ BLN,4125.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4952,27802617,STENT BIL 4MM 3.3-2.9FR 6FR 18MM 80CM LOPRFL 2 RADOPQ BLN,4125.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4953,27802617,STENT BIL 5MM 3.3-2.9FR 6FR 15MM 80CM LOPRFL 2 RADOPQ BLN,4125.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4954,27802617,STENT BIL 5MM 3.3-2.9FR 6FR 18MM 80CM LOPRFL 2 RADOPQ BLN,4125.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4955,27802617,STENT BIL 6MM 3.6-3.3FR 6FR 25MM 80CM LOPRFL 2 RADOPQ BLN,4125.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4956,27802617,STENT BIL 7FR 17CM TPR TIP SFT,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4957,27802617,STENT BIL 7FR 19CM TPR GNTL CR,310.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4958,27802617,STENT BIL 7FR 21CM .035IN 7MM,310.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4959,27802617,STENT BIL 8.5FR 10CM TPR TIP S,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4960,27802617,STENT BIL 8.5FR 12CM .035IN GN,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4961,27802617,STENT BIL 8.5FR 17CM 170CM GNT,488.75,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4962,27802617,STENT BIL 8.5FR 7CM .035IN GNT,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4963,27802617,STENT BIL 8MM 6FR 6CM 200CM .0,1126.25,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4964,27802617,STENT BIL 8MM 6FR 8CM 200CM .0,1041.25,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4965,27802617,STENT BILI COTTON LEUNG 10FR X 10CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4966,27802617,STENT BILI COTTON LEUNG 10FR X 11CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4967,27802617,STENT BILI COTTON LEUNG 10FR X 12CM,312.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4968,27802617,STENT BILI COTTON LEUNG 10FR X 15CM,312.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4969,27802617,STENT BILI COTTON LEUNG 10FR X 17CM,332.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4970,27802617,STENT BILI COTTON LEUNG 10FR X 18CM,332.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4971,27802617,STENT BILI COTTON LEUNG 10FR X 19CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4972,27802617,STENT BILI COTTON LEUNG 10FR X 5CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4973,27802617,STENT BILI COTTON LEUNG 10FR X 7CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4974,27802617,STENT BILI COTTON LEUNG 10FR X 9CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4975,27802617,STENT BILI COTTON LEUNG 7FR X 11CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4976,27802617,STENT BILI COTTON LEUNG 7FR X 12CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4977,27802617,STENT BILI COTTON LEUNG 7FR X 15CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4978,27802617,STENT BILI COTTON LEUNG 7FR X 17CM,332.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4979,27802617,STENT BILI COTTON LEUNG 7FR X 19CM,310.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4980,27802617,STENT BILI COTTON LEUNG 7FR X 21CM,310.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4981,27802617,STENT BILI COTTON LEUNG 7FR X 5CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4982,27802617,STENT BILI COTTON LEUNG 7FR X 6CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4983,27802617,STENT BILI COTTON LEUNG 7FR X 7CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4984,27802617,STENT BILI COTTON LEUNG 7FR X 9CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4985,27802617,STENT BILI COTTON LEUNG 8.5FR X 10CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4986,27802617,STENT BILI COTTON LEUNG 8.5FR X 10CM ,459.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4987,27802617,STENT BILI COTTON LEUNG 8.5FR X 12CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4988,27802617,STENT BILI COTTON LEUNG 8.5FR X 17CM,527.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4989,27802617,STENT BILI COTTON LEUNG 8.5FR X 18CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4990,27802617,STENT BILI COTTON LEUNG 8.5FR X 7CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4991,27802617,STENT BILI ZILVER SELF EXPAND 6FR X 6CM,1028.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4992,27802617,STENT BILI ZILVER SELF EXPAND 8FR X 6CM,1015.75,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4993,27802617,STENT BILIARY AMSTERDAM COTTON-LEUNG POLYETHYLENE GENTLE CUR,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4994,27802617,STENT BILIARY WALLFLEX PERMALUME METAL .035 IN L40 MM L194 C,8665.25,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4995,27802617,STENT BILIARY WALLFLEX PERMALUME METAL .035 IN L80 MM L194 C,7794.41,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4996,27802617,STENT COLO WALLFLEX 25 X 30 X 90MM,7191.25,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4997,27802617,STENT EPRSTH TRCHBR 60MM 16MM 9FR MTL WLSTNT USTP+ 75CM CATH,3364.65,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4998,27802617,STENT PANCR GEENEN 5FR X 10CM ,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
4999,27802617,STENT PANCR GEENEN 5FR X 5CM,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5000,27802617,STENT PANCR GEENEN SOFT FLEX 5FR X 7CM ,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5001,27802617,STENT PNCR 5FR 5CM 2MM SPRL SH CNTR OFST FLP GNN SFLX PE,260.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5002,27802617,STENT SOFLEX DBLE PIGTAIL PEDS SMALL SIZE 4.7FR X 14CM,468.56,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5003,27802617,STENT URET 8.5FR 20CM LOPRFL RADOPQ MCLC COPE ULTHNE NTR RBR,467.54,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5004,27802617,STENT URET 8FR 2.1FR 22CM 2 DRMTR BLDR LOOP LOPRFL LG INR,644.73,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5005,27802617,STENT URET 8FR 2.1FR 24CM 2 DRMTR BLDR LOOP LOPRFL LG INR,644.73,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5006,27802617,STENT URET 8FR 2.1FR 26CM 2 DRMTR BLDR LOOP LOPRFL LG INR,644.73,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5007,27802617,STENT URET 8FR 2.1FR 28CM 2 DRMTR BLDR LOOP LOPRFL LG INR,644.73,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5008,27802617,STENT URET AMPLATZ 8.5FR X 22CM,583.95,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5009,27802617,STENT URET CONTOUR VL 6FR X 22-30CM,474.81,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5010,27802617,STENT URET POLARIS LOOP 8FR X 24CM,1031.43,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5011,27802617,STENT URET POLARIS LOOP 8FR X 26CM,1031.43,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5012,27802617,STENT URET POLARIS LOOP 8FR X 28CM,1074.78,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5013,27802617,STENT URET SILHOUETTE SCAFOLD 8FR X 22CM,1232.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5014,27802617,STENT URET SILHOUETTE SCAFOLD 8FR X 24CM,1232.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5015,27802617,STENT URET SILHOUETTE SCAFOLD 8FR X 26CM,1232.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5016,27802617,STENT URET SILHOUETTE SCAFOLD 8FR X 28CM,1232.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5017,27802617,STENT URET SILHOUETTE XTRAFLO 6FR X 18CM,510.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5018,27802617,STENT URETER POLARIS 6FR X 22CM,597.68,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5019,27802617,STENT URETER POLARIS 6FR X 24CM,597.68,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5020,27802617,STENT URETER POLARIS 6FR X 26CM,597.68,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5021,27802617,STENT URETER POLARIS 6FR X 28CM,597.68,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5022,27802617,STENT URETER POLARIS 8FR X 20CM,597.68,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5023,27802617,STENT URETER POLARIS 8FR X 22CM,597.68,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5024,27802617,STENT URETER POLARIS 8FR X 24CM,597.68,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5025,27802617,STENT URETER POLARIS LOOP 6FR X 22CM,631.85,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5026,27802617,STENT URETER POLARIS LOOP 6FR X 28CM,631.85,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5027,27802617,STENT URETER POLARIS LOOP 7FR X 20CM,631.85,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5028,27802617,STENT URETER POLARIS LOOP 8FR X 22CM,631.85,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5029,27802617,STENT URETER POLARIS LOOP 8FR X 24CM,631.85,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5030,27802617,STENT URETER POLARIS LOOP 8FR X 26CM,631.85,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5031,27802617,STENT URETER SILHOUETTE XTRAFLO 6FR X 18CM,510.0,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5032,27802617,STENT URINARY DIVERSION PERCUFLEX 7FR X 80CM,809.41,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5033,27802617,WALLFLEX 10MM X 60MM,6209.5,C2617,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5034,27802618,PROBE NEUWAVE ABLATION  LK 17GA X 20CM ,5445.0,C2618,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5035,27802622,"ASSY, 12MMX12CM, SPECTRA",25929.75,C2622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5036,27802622,"ASSY, 12MMX20CM, SPECTRA",25929.75,C2622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5037,27802622,"ASSY, 14MMX12CM, SPECTRA",25929.75,C2622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5038,27802622,"ASSY, 14MMX16CM, SPECTRA",25929.75,C2622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5039,27802622,"ASSY, 14MMX20CM, SPECTRA",25929.75,C2622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5040,27802622,"ASSY, 9.5MMX12CM, SPECTRA",25929.75,C2622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5041,27802622,"ASSY, 9.5MMX16CM, SPECTRA",25929.75,C2622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5042,27802622,"ASSY, 9.5MMX20CM, SPECTRA",25929.75,C2622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5043,27802622,PROSTHESIS PENILE SPECTRA CYLINDER L16 CM OD12 MM CONCEALABL,25929.75,C2622,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5044,27802625,STENT BIL 10FR 5FR 7CM 210CM .035IN 2 PGTL CRV INTRO GD CATH,467.5,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5045,27802625,STENT NEPHROURETEROSTOMY COPE 8.5MM X 20CM,476.85,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5046,27802625,STENT NEPHROURETEROSTOMY COPE 8.5MM X 22CM,476.85,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5047,27802625,STENT NEPHROURETEROSTOMY COPE 8.5MM X 26CM,476.85,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5048,27802625,STENT NEPHROURETEROSTOMY COPE 8.5MM X 28CM,476.85,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5049,27802625,STENT SOLUS DBL PIGTAIL W/ INTRODUCER 10FR X 4CM,467.5,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5050,27802625,STENT SOLUS DBL PIGTAIL W/ INTRODUCER 10FR X 5CM,467.5,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5051,27802625,STENT URET 6FR 26CM UNQ COIL R,3336.38,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5052,27802625,STENT URET AMPLATZ 8.5FR X 12CM,583.95,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5053,27802625,STENT URET AMPLATZ 8.5FR X 20CM,583.95,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5054,27802625,STENT URET AMPLATZ 8.5FR X 24CM,583.95,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
5055,27802625,STENT URET AMPLATZ 8.5FR X 26CM,583.95,C2625,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
