,Charge Code,NRV,CPT,Description,Price,Hospital,Year
4429,6057546,444,92521,ST FLUENCY EVAL,325.0,Hollywood Presbyterian Medical Center,2019
4430,6057548,444,92522,ST SPEECH EVAL,541.0,Hollywood Presbyterian Medical Center,2019
4431,6057550,444,92523,ST LANGUAGE EVAL,650.0,Hollywood Presbyterian Medical Center,2019
4432,6057552,444,92524,ST VOICE EVAL,650.0,Hollywood Presbyterian Medical Center,2019
4433,6057554,444,92597,VOICE PROSTHETIC EVAL,132.75,Hollywood Presbyterian Medical Center,2019
4434,6057556,444,96125,COGNITIVE PERFORMANCE TEST,349.0,Hollywood Presbyterian Medical Center,2019
4435,6100100,771,90471,VACCINE ADMIN INITIAL,150.0,Hollywood Presbyterian Medical Center,2019
4436,6100510,450,99281,ER VISIT LVL I,,Hollywood Presbyterian Medical Center,2019
4437,6100514,450,99291,CRIT CARE E&M 30-74 MIN,5567.0,Hollywood Presbyterian Medical Center,2019
4438,6100522,450,99282,ER VISIT LVL II,949.0,Hollywood Presbyterian Medical Center,2019
4439,6100524,450,99283,ER VISIT LVL III,1567.0,Hollywood Presbyterian Medical Center,2019
4440,6100526,450,99284,ER VISIT LVL IV,2433.0,Hollywood Presbyterian Medical Center,2019
4441,6100527,450,99285,ER VISIT LVL V,3712.0,Hollywood Presbyterian Medical Center,2019
4442,6102202,762,G0378,ER OBSERVATION PER HR *,155.0,Hollywood Presbyterian Medical Center,2019
4443,6102960,450,92960,CARDIOVERT EXTRNL,2878.0,Hollywood Presbyterian Medical Center,2019
4444,6103055,450,99292,CRITICAL CR E&M ADDL 30,2560.0,Hollywood Presbyterian Medical Center,2019
4445,6103060,450,92950,CPR,1641.0,Hollywood Presbyterian Medical Center,2019
4446,6103110,391,36430,TRANSFUSION BLD_ER,1262.0,Hollywood Presbyterian Medical Center,2019
4447,6103116,391,36430,TRANSFUSION BLD-ADMIN_CHALET,1262.0,Hollywood Presbyterian Medical Center,2019
4448,6103117,391,36430,TRANSFUSION BLD-ADMIN_CICU,1262.0,Hollywood Presbyterian Medical Center,2019
4449,6103118,391,36430,TRANSFUSION BLD-ADMIN_SICU,1262.0,Hollywood Presbyterian Medical Center,2019
4450,6103119,391,36430,TRANSFUSION BLD-ADMIN_CCU,1262.0,Hollywood Presbyterian Medical Center,2019
4451,6103120,391,36430,TRANSFUSION BLD-ADMIN_NICU,1262.0,Hollywood Presbyterian Medical Center,2019
4452,6103121,391,36430,TRANSFUSION BLD-ADMIN_MEDSURG,1262.0,Hollywood Presbyterian Medical Center,2019
4453,6104000,300,82270,OCCULT BLOOD FECES,32.0,Hollywood Presbyterian Medical Center,2019
4454,6104010,300,82948,GLUCOSE BLOOD STICK TEST,50.0,Hollywood Presbyterian Medical Center,2019
4455,6104018,300,81025,URINE PG BY REAGENT,181.0,Hollywood Presbyterian Medical Center,2019
4456,6105100,450,96365,IV INF THERAPY 16-90 MIN,783.0,Hollywood Presbyterian Medical Center,2019
4457,6105150,450,96366,IV INFUSION EACH ADDL 60 MIN,402.0,Hollywood Presbyterian Medical Center,2019
4458,6105200,450,96367,IV INF ADDL SEQ 16-90 MIN,402.0,Hollywood Presbyterian Medical Center,2019
4459,6105250,450,96368,IV INF CONCURRENT,396.0,Hollywood Presbyterian Medical Center,2019
4460,6105300,450,96374,IV PUSH INITIAL,353.0,Hollywood Presbyterian Medical Center,2019
4461,6105350,450,96375,IV PUSH ADDL NEW DRUG,333.0,Hollywood Presbyterian Medical Center,2019
4462,6105400,450,96376,IV PUSH ADDL SEQ SAME DRUG > 30 MIN,305.0,Hollywood Presbyterian Medical Center,2019
4463,6105450,450,96372,INJ SC/IM,300.0,Hollywood Presbyterian Medical Center,2019
4464,6105550,450,96360,IV INF HYDRATION 31-90 MIN,796.0,Hollywood Presbyterian Medical Center,2019
4465,6105600,450,96361,IV INF HYDRATION EA ADDL 60 MIN,387.0,Hollywood Presbyterian Medical Center,2019
4466,6106000,450,,"PROCEDURE, SIMPLE",688.0,Hollywood Presbyterian Medical Center,2019
4467,6106001,450,,SURG PROC MULT/INTRMDTE,1279.0,Hollywood Presbyterian Medical Center,2019
4468,6106002,450,,SURG PROC EXTENSVE/CMPLX,1869.0,Hollywood Presbyterian Medical Center,2019
4469,6106065,402,76937,CENTRAL LINE,432.0,Hollywood Presbyterian Medical Center,2019
4470,6106070,402,76942,US GUIDANCE,2164.0,Hollywood Presbyterian Medical Center,2019
4471,6106075,483,93308,LIMITED ECHO,271.0,Hollywood Presbyterian Medical Center,2019
4472,6108997,450,,ER HPMC FIRST AID,0.0,Hollywood Presbyterian Medical Center,2019
4473,61090001,450,G0257,EMERG DIALYSIS ESRD PATIENT,4300.0,Hollywood Presbyterian Medical Center,2019
4474,6109002,450,11441,EXC FACE-MM B9+MARG 0.6-1 CM,2700.0,Hollywood Presbyterian Medical Center,2019
4475,6109003,450,20101,EXPLORE WOUND CHEST,7139.0,Hollywood Presbyterian Medical Center,2019
4476,6109004,450,S2083,ADJ GASTRIC BAND DIAM VIA INJ/ASP,600.0,Hollywood Presbyterian Medical Center,2019
4477,6109005,450,12045,INTMD WON REPAIR N-HF/GENIT,2265.0,Hollywood Presbyterian Medical Center,2019
4478,6109006,450,11982,REMOVE DRUG IMPLANT DEVICE,397.0,Hollywood Presbyterian Medical Center,2019
4479,6109007,450,12017,SIMPLE REPAIR WND 20.1-30.0 CM,1232.0,Hollywood Presbyterian Medical Center,2019
4480,6109008,450,16000,INIT TREATMENT OF 1ST DEG BURN,770.0,Hollywood Presbyterian Medical Center,2019
4481,6109009,450,64405,INJ NERVE BLOCK OCCIPITAL,1155.0,Hollywood Presbyterian Medical Center,2019
4482,6109010,450,20100,EXPLORE WOUND NECK,2215.0,Hollywood Presbyterian Medical Center,2019
4483,6109011,450,11442,EXC FACE-MM B9+MARG 1.1-2 CM,2970.0,Hollywood Presbyterian Medical Center,2019
4484,6109012,450,11730,REMOVAL NAIL PLATE,766.0,Hollywood Presbyterian Medical Center,2019
4485,6109013,450,11732,REMOVAL NAIL PLATE EA ADD'L,383.0,Hollywood Presbyterian Medical Center,2019
4486,6109014,450,27305,FASCIOTOMY ILIOTIBIAL OPEN,12190.0,Hollywood Presbyterian Medical Center,2019
4487,6109015,450,42960,"CONTROL THROAT BLEEDING, SIMPLE",885.0,Hollywood Presbyterian Medical Center,2019
4488,6109016,450,97606,NEG PRESS WOUND TX >50 CM,1465.0,Hollywood Presbyterian Medical Center,2019
4489,6109017,450,41110,EXCIS TONGUE OF LESION W/O CLOSURE,10868.0,Hollywood Presbyterian Medical Center,2019
4490,6109018,450,52005,CYSTOSCOPY W URETERAL CATH,8225.0,Hollywood Presbyterian Medical Center,2019
4491,6109019,450,27550,CLOSED TREAT KNEE DISLOCATION W/O ANESTH,1000.0,Hollywood Presbyterian Medical Center,2019
4492,6109020,450,26951,"AMPUTATION, FINGER OR THUMB",12190.0,Hollywood Presbyterian Medical Center,2019
4493,6109021,450,22315,CL TX VERTEBRAL W BRACE/CAST,6087.0,Hollywood Presbyterian Medical Center,2019
4494,6109022,450,46600,ANOSCOPY DIAGNOSTIC,464.0,Hollywood Presbyterian Medical Center,2019
4495,6109023,450,92511,NASOPHARYNGOSCOPY w/ ENDOSCOPE,735.0,Hollywood Presbyterian Medical Center,2019
4496,6109024,450,29130,APPLICATION OF FINGER SPLINT,496.0,Hollywood Presbyterian Medical Center,2019
4497,6109025,450,32555,ASPIRATE PLEURA w/ IMAGING,3420.0,Hollywood Presbyterian Medical Center,2019
4498,6109026,450,29105,APPLY LONG ARM SPLINT,625.0,Hollywood Presbyterian Medical Center,2019
4499,6109027,450,29505,APPLY LONG LEG SPLINT,625.0,Hollywood Presbyterian Medical Center,2019
4500,6109028,450,29126,APPLY FOREARM SPLINT,550.0,Hollywood Presbyterian Medical Center,2019
4501,6109029,450,29125,APPLY FOREARM SPLINT STAT,500.0,Hollywood Presbyterian Medical Center,2019
4502,6109030,450,29515,APPLY LOWER LEG SPLINT,625.0,Hollywood Presbyterian Medical Center,2019
4503,6109031,450,43239,EGD BIOPSY SINGLE/MULTIPLE,3500.0,Hollywood Presbyterian Medical Center,2019
4504,6109032,450,29065,APPLICATION OF LONG ARM CAST,1100.0,Hollywood Presbyterian Medical Center,2019
4505,6109033,450,29305,APPL OF HIP CAST ONE LEG,1100.0,Hollywood Presbyterian Medical Center,2019
4506,6109034,450,29075,APPLICATION OF SHORT ARM CAST,1100.0,Hollywood Presbyterian Medical Center,2019
4507,6109035,450,36620,INSERTION ARTERIAL CATHETER,250.0,Hollywood Presbyterian Medical Center,2019
4508,6109036,450,20610,ARTHOCENTESIS/ASPIRIN/INJ,1155.0,Hollywood Presbyterian Medical Center,2019
4509,6109037,450,20605,ARTHOCENTESIS/ASPIRIN/INJ,1155.0,Hollywood Presbyterian Medical Center,2019
4510,6109038,450,20612,ASPIRATE/INJ GANGLION CYST,1155.0,Hollywood Presbyterian Medical Center,2019
4511,6109039,450,14060,ATT E/N/E/LD10 SQ CM,7135.0,Hollywood Presbyterian Medical Center,2019
4512,6109040,450,14040,ATT F/C/M/N/A/G/H/F/10 SQ CM/<,7135.0,Hollywood Presbyterian Medical Center,2019
4513,6109041,450,29705,BIVALVE ARM/LEG CAST,1100.0,Hollywood Presbyterian Medical Center,2019
4514,6109042,761,14061,ATT E/N/E/L/D 10.1-30 SQCM,8824.0,Hollywood Presbyterian Medical Center,2019
4515,6109043,450,51700,BLADDER IRRIGA SIMPLE LAVAGE,1080.0,Hollywood Presbyterian Medical Center,2019
4516,6109044,450,67700,BLEPHAROTOMY DRAINAGE ABSC,1340.0,Hollywood Presbyterian Medical Center,2019
4517,6109045,450,92950,HEART LUNG RESUSCITATION CPR,1641.0,Hollywood Presbyterian Medical Center,2019
4518,6109046,450,31622,BRONCHOSCOPY DX/ w/wo CELL,6350.0,Hollywood Presbyterian Medical Center,2019
4519,6109047,450,11100,BIOPSY SKIN LESSION,1465.0,Hollywood Presbyterian Medical Center,2019
4520,6109048,761,67715,INCISION OF EYELID FOLD,8505.0,Hollywood Presbyterian Medical Center,2019
4521,6109049,450,13102,C REP TRUNK EA ADDTL 5 CM/<,2265.0,Hollywood Presbyterian Medical Center,2019
4522,6109050,450,92960,CARDIOVERSION ELECTRIC EXT,2878.0,Hollywood Presbyterian Medical Center,2019
4523,6109051,450,31720,CATH ASPIRATE (CLEARANCE OF AIRWAYS),810.0,Hollywood Presbyterian Medical Center,2019
4524,6109052,450,36510,INSERTION OF CATHETHER VEIN,276.0,Hollywood Presbyterian Medical Center,2019
4525,6109053,450,51702,INSERT TEMP BLADDER CATH,500.0,Hollywood Presbyterian Medical Center,2019
4526,6109054,450,51703,INSERT TEMP BLADDER CATH COMPLX,780.0,Hollywood Presbyterian Medical Center,2019
4527,6109055,450,57510,CAUTERY OF CERVIX,10400.0,Hollywood Presbyterian Medical Center,2019
4528,6109056,450,27842,TREAT ANKLE DISLOCATION,6085.0,Hollywood Presbyterian Medical Center,2019
4529,6109057,450,51705,CHANGE OF BLADDER TUBE,1080.0,Hollywood Presbyterian Medical Center,2019
4530,6109058,450,43760,CHANGE OF GASTROSMY TUBE,1080.0,Hollywood Presbyterian Medical Center,2019
4531,6109059,450,25660,TREAT WRIST DISLOCATION,1000.0,Hollywood Presbyterian Medical Center,2019
4532,6109060,450,26641,TREAT THUMB DISLOCATION,1000.0,Hollywood Presbyterian Medical Center,2019
4533,6109061,450,26670,TREAT HAND DISLOCATION,1000.0,Hollywood Presbyterian Medical Center,2019
4534,6109062,450,26645,TREAT THUMB FRACTURE,6085.0,Hollywood Presbyterian Medical Center,2019
4535,6109063,450,27502,CL TX FEMORAL SHAFT FX w/ MANIP,6085.0,Hollywood Presbyterian Medical Center,2019
4536,6109064,450,27510,CL TX  FEMUR FX OR EPIPHYSIS SE,6085.0,Hollywood Presbyterian Medical Center,2019
4537,6109065,450,26775,CL TX  IP JT D W MANIP w/ ANESTH,1100.0,Hollywood Presbyterian Medical Center,2019
4538,6109066,450,28495,TREAT BIG TOE FRACTURE,1100.0,Hollywood Presbyterian Medical Center,2019
4539,6109067,450,25690,"CL TX LUNATE DISCLOC w/ MANIP, WRIST",6085.0,Hollywood Presbyterian Medical Center,2019
4540,6109068,450,21451,TREAT LOWER JAW FRACTURE,5190.0,Hollywood Presbyterian Medical Center,2019
4541,6109069,450,26705,TREAT KNUCKLE DISLOCATION,6085.0,Hollywood Presbyterian Medical Center,2019
4542,6109070,450,27762,CL TX MED ANKLE FX w MNPJ,6085.0,Hollywood Presbyterian Medical Center,2019
4543,6109071,450,24620,TREAT ELBOW FRACTURE,6085.0,Hollywood Presbyterian Medical Center,2019
4544,6109072,450,21337,CL TX NASAL SEPTAL FX,10800.0,Hollywood Presbyterian Medical Center,2019
4545,6109073,450,27840,TREAT ANKLE DISCLOCATION,1000.0,Hollywood Presbyterian Medical Center,2019
4546,6109074,450,13133,COMPLX REPAIR EA ADDL 5 CM,1133.0,Hollywood Presbyterian Medical Center,2019
4547,6109075,450,13122,COMPLX SCALP REPAIR  EA ADDL<= 5 CM,1133.0,Hollywood Presbyterian Medical Center,2019
4548,6109076,450,30905,CNTRL NASAL HEMORR POST w/,500.0,Hollywood Presbyterian Medical Center,2019
4549,6109077,450,30903,CNTRL OF NASAL HEMORR ANT COMP,1000.0,Hollywood Presbyterian Medical Center,2019
4550,6109078,450,30901,CNTRL OF NASAL HEMORR ANT SIMP,530.0,Hollywood Presbyterian Medical Center,2019
4551,6109079,450,11720,DEBRIDE NAIL 1-5 CM,275.0,Hollywood Presbyterian Medical Center,2019
4552,6109080,450,21315,CL TX OF NASAL BONE FX w/o S,5200.0,Hollywood Presbyterian Medical Center,2019
4553,6109081,450,27266,CL TX POSTOP HIP DISLOC w/ ANESTH,6085.0,Hollywood Presbyterian Medical Center,2019
4554,6109082,450,27252,CL TX TRAUMA HIP DISLOC w/ ANESTH,6085.0,Hollywood Presbyterian Medical Center,2019
4555,6109083,450,23575,CL TX SCAPULAR FX w/ MANIP,6085.0,Hollywood Presbyterian Medical Center,2019
4556,6109084,450,27825,CLO TX WB DSTL TIB FX w/ MANIP,6085.0,Hollywood Presbyterian Medical Center,2019
4557,6109085,450,23545,CLO TX AROMIOCLAVICULAR DIS,1000.0,Hollywood Presbyterian Medical Center,2019
4558,6109086,450,11042,DEBRID SKIN + SUBQ TISS,1465.0,Hollywood Presbyterian Medical Center,2019
4559,6109087,450,11043,DEBRIDE SKIN TO MUSCLE,2265.0,Hollywood Presbyterian Medical Center,2019
4560,6109088,450,36593,DECLOT VASCULAR  ACCESS,1400.0,Hollywood Presbyterian Medical Center,2019
4561,6109089,450,59414,DELIVERY OF PALCENTA,10425.0,Hollywood Presbyterian Medical Center,2019
4562,6109090,450,41800,DRAIN ABSCESS/CYST FRO,1000.0,Hollywood Presbyterian Medical Center,2019
4563,6109091,450,69020,DRAIN EXT AUDITORY CANCAL,2695.0,Hollywood Presbyterian Medical Center,2019
4564,6109092,450,69000,DRAIN EXT EAR ABSCESS/HE,1530.0,Hollywood Presbyterian Medical Center,2019
4565,6109093,450,69000,DRAIN FINGER ABSCESS,1530.0,Hollywood Presbyterian Medical Center,2019
4566,6109094,450,69000,DRAIN SCROTAL WALL  ABSCESS,1530.0,Hollywood Presbyterian Medical Center,2019
4567,6109095,450,54450,FORESKIN MANIP,1080.0,Hollywood Presbyterian Medical Center,2019
4568,6109096,450,10061,I+D ABSCESS COMPLIC/MX,1347.0,Hollywood Presbyterian Medical Center,2019
4569,6109097,450,10060,I+D ABSCESS SIMPLE/SINGLE,765.0,Hollywood Presbyterian Medical Center,2019
4570,6109098,450,10080,I+D PILONIDAL CYST SIMPLE,2695.0,Hollywood Presbyterian Medical Center,2019
4571,6109099,450,42700,I+D ABSCESS PERITONSILLAR,885.0,Hollywood Presbyterian Medical Center,2019
4572,6109100,450,56420,I+D BARTHOLINS GLAND ABSCESS,760.0,Hollywood Presbyterian Medical Center,2019
4573,6109101,450,56405,I+D VULVA/PERINEAL ABSCESS,1375.0,Hollywood Presbyterian Medical Center,2019
4574,6109102,450,10120,INCS+REMOVE FOREING BODY SUBQ TISS S,1465.0,Hollywood Presbyterian Medical Center,2019
4575,6109103,450,96368,INFUSION CONCURRENT,396.0,Hollywood Presbyterian Medical Center,2019
4576,6109104,450,96375,INJECTION IV PUSH NEW DRUG,333.0,Hollywood Presbyterian Medical Center,2019
4577,6109105,450,96361,IV INF HYD ADDL HR,387.0,Hollywood Presbyterian Medical Center,2019
4578,6109106,450,96366,IV INF MED ADDL HR,402.0,Hollywood Presbyterian Medical Center,2019
4579,6109107,450,99292,ED CRITICAL CARE EA ADDL 30min,,Hollywood Presbyterian Medical Center,2019
4580,6109108,450,96367,IV INF SEQ 1ST HR,402.0,Hollywood Presbyterian Medical Center,2019
4581,6109109,450,96365,IV INF MED 1ST HR,783.0,Hollywood Presbyterian Medical Center,2019
4582,6109110,450,96374,INJ IV PUSH INIT,353.0,Hollywood Presbyterian Medical Center,2019
4583,6109111,450,96372,INJ SUBQ/IM,300.0,Hollywood Presbyterian Medical Center,2019
4584,6109112,450,96376,INJ SAME RX ADD-ON,305.0,Hollywood Presbyterian Medical Center,2019
4585,6109113,450,96360,IV INF HYDR 1ST HR,796.0,Hollywood Presbyterian Medical Center,2019
4586,6109114,450,31500,INTUBATION ENDOTRACHEAL EMER,1671.0,Hollywood Presbyterian Medical Center,2019
4587,6109115,450,36680,INSERT NEEDLE IN BONE CAVITY,1320.0,Hollywood Presbyterian Medical Center,2019
4588,6109116,450,67938,REMOVE EYELID FOREIGN BODY,1320.0,Hollywood Presbyterian Medical Center,2019
4589,6109117,450,67938,REMOVE EMBEDED FOREIGN BODY EYELID,1320.0,Hollywood Presbyterian Medical Center,2019
4590,6109118,450,69200,REMOVE FB EXT AUDITORY CANAL,500.0,Hollywood Presbyterian Medical Center,2019
4591,6109119,450,65205,REMOVE FB EXT EYE CONJUNC SU,554.0,Hollywood Presbyterian Medical Center,2019
4592,6109120,450,65222,REMOVE FB EXT EYE CORNEAL W,804.0,Hollywood Presbyterian Medical Center,2019
4593,6109121,450,65220,REMOVE FB EXT EYE CORNEAL WO,646.0,Hollywood Presbyterian Medical Center,2019
4594,6109122,450,24200,REMOVE FB UPPER ARM/ELBOW AREA,6180.0,Hollywood Presbyterian Medical Center,2019
4595,6109123,450,69210,REMOVE IMPACTED CERUMEN (EARWAX),499.0,Hollywood Presbyterian Medical Center,2019
4596,6109124,450,27372,REMOVAL OF FOREIGN BODY,10740.0,Hollywood Presbyterian Medical Center,2019
4597,6109125,450,42809,"REMOVAL OF FOREIGN BODY, PHARYNX",1320.0,Hollywood Presbyterian Medical Center,2019
4598,6109126,450,42809,"REMOVE IMPACTED FOREIGN BODY, VAGINA",1320.0,Hollywood Presbyterian Medical Center,2019
4599,6109127,450,11200,REMOVAL OF SKIN TAGS ANY AREA,207.0,Hollywood Presbyterian Medical Center,2019
4600,6109128,450,11760,REPAIR NAIL BED,2265.0,Hollywood Presbyterian Medical Center,2019
4601,6109129,450,42180,REPAIR PALATE LACERATE UP TO CM,2215.0,Hollywood Presbyterian Medical Center,2019
4602,6109130,450,13132,REPAIR COMPLEX FOREHEAD /CHIN /A,2265.0,Hollywood Presbyterian Medical Center,2019
4603,6109131,450,13131,REPAIR COMPLEX FOREHEAD /CHIN /AX,1405.0,Hollywood Presbyterian Medical Center,2019
4604,6109132,450,13152,REPAIR COMPLX LIDS/NOSE/EARS 2.6,2492.0,Hollywood Presbyterian Medical Center,2019
4605,6109133,450,13151,REPAIR COMPLX LIDS/NOSE/EARS 1.1,2265.0,Hollywood Presbyterian Medical Center,2019
4606,6109134,450,13121,REPAIR COMPLX SCALP/ARMS/LEGS,2265.0,Hollywood Presbyterian Medical Center,2019
4607,6109135,450,41252,REPAIR LACERATE TONGUE/FLOOR,2215.0,Hollywood Presbyterian Medical Center,2019
4608,6109136,450,41250,"REPAIR LACERATION 2.5 CM /LESS, TONGUE",1320.0,Hollywood Presbyterian Medical Center,2019
4609,6109137,450,40650,REPAIR LIP FULL THICK VERMILLI,2215.0,Hollywood Presbyterian Medical Center,2019
4610,6109138,450,12016,SIMP REP FACE/EAR/NOSE MU 12.6,1120.0,Hollywood Presbyterian Medical Center,2019
4611,6109139,450,12015,SIMP REP FACE/EAR/NOSE MU 7.6,1018.0,Hollywood Presbyterian Medical Center,2019
4612,6109140,450,12014,SIMP REP FACE/EAR/NOSE MU 5.1,926.0,Hollywood Presbyterian Medical Center,2019
4613,6109141,450,12013,SIMP REP FACE/EAR/NOSE MU 2.6,842.0,Hollywood Presbyterian Medical Center,2019
4614,6109142,450,12011,SIMP REP FACE/EAR/NOSE MU 2.5,765.0,Hollywood Presbyterian Medical Center,2019
4615,6109143,450,12007,SIMP REP SCLP/AX/GEN/TRU>30,1355.0,Hollywood Presbyterian Medical Center,2019
4616,6109144,450,12006,SIMP REP SCLP/AX/GEN/TRU 20.1,1232.0,Hollywood Presbyterian Medical Center,2019
4617,6109145,450,12005,SIMP REP SCLP/AX/GEN/TRU 12.6,1120.0,Hollywood Presbyterian Medical Center,2019
4618,6109146,450,12004,SIMP REP SCLP/AX/GEN/TRU 7.6,1018.0,Hollywood Presbyterian Medical Center,2019
4619,6109147,450,12002,SIMP REP SCLP/AX/GENIT/TRU 2.6,842.0,Hollywood Presbyterian Medical Center,2019
4620,6109148,450,12001,SIMP REP SCLP/AX/GEN/TRU 2.5,765.0,Hollywood Presbyterian Medical Center,2019
4621,6109149,450,62270,SPINAL PUNCT LUMBAR DX,774.0,Hollywood Presbyterian Medical Center,2019
4622,6109150,450,29530,STRAPPING OF KNEE,304.0,Hollywood Presbyterian Medical Center,2019
4623,6109151,450,51102,SUPRAPUBIC CATHERIZATION,8225.0,Hollywood Presbyterian Medical Center,2019
4624,6109152,450,31603,THRACHEOSTOMY EMERGENCY,5190.0,Hollywood Presbyterian Medical Center,2019
4625,6109153,450,12020,TREAT WOUND DEHISC SIMPLE,2265.0,Hollywood Presbyterian Medical Center,2019
4626,6109154,450,49082,ABD PARACENTESIS,3500.0,Hollywood Presbyterian Medical Center,2019
4627,6109155,450,69209,REMOVE IMPACTED EARWAX UNI,444.0,Hollywood Presbyterian Medical Center,2019
4628,6240245,762,G0378,HOSP OBS/HR,155.0,Hollywood Presbyterian Medical Center,2019
4629,6240247,710,,POST RR SVC/HR *,65.0,Hollywood Presbyterian Medical Center,2019
4630,6240248,710,,POST RR OBS/HR *,63.0,Hollywood Presbyterian Medical Center,2019
4631,6240263,762,G0379,DIR ADM OBS/HR,155.0,Hollywood Presbyterian Medical Center,2019
4632,6290008,771,G0008,FLU VAC ADM,120.0,Hollywood Presbyterian Medical Center,2019
4633,6290009,771,G0009,PNEUM VAC ADM,120.0,Hollywood Presbyterian Medical Center,2019
4634,6293110,391,36430,TRANSF BLOOD-ADMIN,1262.0,Hollywood Presbyterian Medical Center,2019
4635,6293252,949,,ART/CV LINE INSERT *,1444.0,Hollywood Presbyterian Medical Center,2019
4636,6296413,335,96413,CHEMO IV TO 1 HR,1119.0,Hollywood Presbyterian Medical Center,2019
4637,6296415,335,96415,CHEMO IV EA ADD HR TO 8,560.0,Hollywood Presbyterian Medical Center,2019
4638,6303400,636,J1833,ISAVUCONAZONIUM SULFATE 372mg/vial,0.0,Hollywood Presbyterian Medical Center,2019
4639,6303410,637,,ZANAMIVIR 5mg/ACTUATION DISKHALER,0.0,Hollywood Presbyterian Medical Center,2019
4640,6303420,637,,ALOGLIPTIN (NESINA) 6.25 MG TAB,0.0,Hollywood Presbyterian Medical Center,2019
4641,6570035,942,,NUT CONSULT BASIC *,45.0,Hollywood Presbyterian Medical Center,2019
4642,6570047,942,,NUT CONSULT INTERMED *,83.0,Hollywood Presbyterian Medical Center,2019
4643,6570054,942,,NUT CONSULT EXTENDED *,164.0,Hollywood Presbyterian Medical Center,2019
4644,6570112,942,,DIET INSTRUCTION *,421.05,Hollywood Presbyterian Medical Center,2019
4645,6570818,761,,NUTR EDUC N/C,0.0,Hollywood Presbyterian Medical Center,2019
4646,6730009,771,G8864,PNEUMO VACC ADMIN,60.0,Hollywood Presbyterian Medical Center,2019
4647,6734005,761,99211,E&M LVL 1,185.0,Hollywood Presbyterian Medical Center,2019
4648,6734013,761,99212,E& M LVL II,220.0,Hollywood Presbyterian Medical Center,2019
4649,6734017,761,99213,E& M LVL III,275.0,Hollywood Presbyterian Medical Center,2019
4650,6734019,761,99214,E&M LVL III,385.0,Hollywood Presbyterian Medical Center,2019
4651,6734020,761,99215,E&M LVL IV,505.0,Hollywood Presbyterian Medical Center,2019
4652,6734800,761,,E&M-NEW PATIENT LVL1,185.0,Hollywood Presbyterian Medical Center,2019
4653,6734802,761,99211,E&M-EST.PATIENT LVLI,185.0,Hollywood Presbyterian Medical Center,2019
4654,6734806,761,99212,E&M-EST.PATIENT LVLII,220.0,Hollywood Presbyterian Medical Center,2019
4655,6734808,761,99213,E&M-EST PATIENT LVLIII,275.0,Hollywood Presbyterian Medical Center,2019
4656,6734810,761,99214,E&M-EST.PATIENT LVL IV,385.0,Hollywood Presbyterian Medical Center,2019
4657,6734812,761,99215,E&M-EST PATIENT LVLV,505.0,Hollywood Presbyterian Medical Center,2019
4658,6734814,761,99201,E&M New Patient Level 1,204.0,Hollywood Presbyterian Medical Center,2019
4659,6734816,761,99202,E&M New Patient Level 2,242.0,Hollywood Presbyterian Medical Center,2019
4660,6734818,761,99203,E&M New Patient Level 3,303.0,Hollywood Presbyterian Medical Center,2019
4661,6734820,761,99204,E&M New Patient Level 4,424.0,Hollywood Presbyterian Medical Center,2019
4662,6734822,761,99205,E&M New Patient Level 5,556.0,Hollywood Presbyterian Medical Center,2019
4663,6734830,731,93225,EKG MNTR 24 HRS,1018.0,Hollywood Presbyterian Medical Center,2019
4664,6734832,730,93005,EKG TRACE ONLY,547.0,Hollywood Presbyterian Medical Center,2019
4665,6734834,300,,LAB COLLECTION/HNDLG*,33.0,Hollywood Presbyterian Medical Center,2019
4666,6734836,771,C9006,FLU VACC ADMIN,60.0,Hollywood Presbyterian Medical Center,2019
4667,6734838,771,G0009,PNEUM VAC ADM,120.0,Hollywood Presbyterian Medical Center,2019
4668,6734840,300,86480,SKIN TEST-PPD,130.0,Hollywood Presbyterian Medical Center,2019
4669,6734842,771,90471,HEP A VACC ADM,150.0,Hollywood Presbyterian Medical Center,2019
4670,6734850,761,,REMOVAL OF SKIN TAG UP TO 15 LESIONS,125.0,Hollywood Presbyterian Medical Center,2019
4671,6734852,761,,REMVL SKIN TAG BYND INIT 15 EA ADD 10,105.0,Hollywood Presbyterian Medical Center,2019
4672,6734855,761,26160,EXC'N OF TENDON SHEATH LESSION,2265.0,Hollywood Presbyterian Medical Center,2019
4673,6734860,761,26115,"EXC'N TUMOR/VASC MALFORMT'N HND,FNGR",2845.0,Hollywood Presbyterian Medical Center,2019
4674,6734861,761,26115,"EXC'N TUMOR/VASC MALFORMT'N HND,FNGR",2845.0,Hollywood Presbyterian Medical Center,2019
4675,6734863,761,11402,"EXC'N BENIGN SKIN LESION,TOT DIAM 1-2 CM",2970.0,Hollywood Presbyterian Medical Center,2019
4676,6734865,761,,REMV TUNL CVC WO PMP/PRT,1020.0,Hollywood Presbyterian Medical Center,2019
4677,6734868,761,,REMV TUNL CVC WITH PMP/PRT,1020.0,Hollywood Presbyterian Medical Center,2019
4678,6734870,761,46600,DIAGNOSTIC ANOSCOPY,463.59,Hollywood Presbyterian Medical Center,2019
4679,6734872,761,,"EXC MALIG LESN SCALP,NECK,HANDS,FEET,GEN",2908.53,Hollywood Presbyterian Medical Center,2019
4680,6734874,761,,"PUNCTR ASP ABSCESS, HEMATOM,BULLA CYST",569.91,Hollywood Presbyterian Medical Center,2019
