,CDM Number,Description,NDC,Price,Hospital,Year
515,417000350,DOBUTamine 12.5 mg/mL IV Soln 20 mL,00409-2344-88,38.0,Kern Medical Center,2019
516,417003110,DOBUTamine 250 mg/250 mL-D5W,00409-2346-32,103.75,Kern Medical Center,2019
517,417003110,DOBUTamine 500 mg/250 mL-D5W PreMix,00409-2347-32,125.0,Kern Medical Center,2019
518,417003212,DOCEtaxel 10 mg/mL IV Soln 8 mL,66758-0050-02,4655.0,Kern Medical Center,2019
519,417003344,docusate 10 mg/mL Oral Liquid 10 mL,00121-0544-10,5.55,Kern Medical Center,2019
520,417000351,docusate sodium 100 mg Cap,63739-0478-10,5.0,Kern Medical Center,2019
521,417003571,docusate-senna 50 mg-8.6 mg Tab,00904-5643-61,5.0,Kern Medical Center,2019
522,417003025,donepezil 5 mg Tab,00904-6408-61,33.15,Kern Medical Center,2019
523,417002423,DOPamine 40 mg/mL IV Soln 10 mL,00409-9104-20,24.0,Kern Medical Center,2019
524,417001251,DOPamine 40 mg/mL IV Soln 5 mL,00517-1805-25,26.5,Kern Medical Center,2019
525,417004523,DOPamine 400 mg/250mL-D5W,00074-4142-02,115.0,Kern Medical Center,2019
526,417004492,doripenem 250 mg IV Inj,59630-0309-10,108.0,Kern Medical Center,2019
527,417002864,dorzolamide 2% Ophth Soln 10 mL,61314-0019-10,202.25,Kern Medical Center,2019
528,417003192,doxazosin 1 mg Tab,51079-0957-20,20.85,Kern Medical Center,2019
529,417000355,DOXOrubicin 2 mg/mL IV Soln 100 mL,00069-4034-01,604.0,Kern Medical Center,2019
530,417000355,DOXOrubicin 2 mg/mL IV Soln 25 mL,00069-4032-01,226.0,Kern Medical Center,2019
531,,DOXOrubicin 75 mg in quadrasphere microspheres,99999-0355-01,289.0,Kern Medical Center,2019
532,417003047,DOXOrubicin liposomal 2 mg/mL IV Disp 10 mL,59676-0960-01,3981.0,Kern Medical Center,2019
533,417003047,DOXOrubicin liposomal 2 mg/mL IV Disp 25 mL,59676-0960-02,9802.0,Kern Medical Center,2019
534,417000358,doxycycline 100 mg Inj,63323-0130-13,103.0,Kern Medical Center,2019
535,417000357,doxycycline hyclate 100 mg Tab,67253-0391-50,26.6,Kern Medical Center,2019
536,417000357,doxycycline monohydrate 100 mg Cap,55515-0259-04,29.0,Kern Medical Center,2019
537,417003719,dronabinol 2.5 mg Cap,49884-0867-02,27.6,Kern Medical Center,2019
538,417003804,DULoxetine 20 mg DR Cap,57237-0017-60,30.0,Kern Medical Center,2019
539,417003876,DULoxetine 30 mg DR Cap,57237-0018-30,33.45,Kern Medical Center,2019
540,471004771,durvalumab 50 mg/mL Sol,00310-4611-50,1303.0,Kern Medical Center,2019
541,417001694,"emollients, Cream 57 g",72140-0038-68,24.0,Kern Medical Center,2019
542,417003708,emtricitabine-tenofovir 200 mg-300 mg Tab,61958-0701-01,134.75,Kern Medical Center,2019
543,471004747,enalapril 1 mg/mL Oral Liquid 150 mL,52652-4001-01,1773.2,Kern Medical Center,2019
544,417004623,enalaprilat 1.25 mg/mL IV Soln 1 mL,00409-2122-01,27.75,Kern Medical Center,2019
545,417000369,enalaprilat 1.25 mg/mL IV Soln 2 mL,00409-2122-02,36.25,Kern Medical Center,2019
546,417000370,enflurane Inh Soln 250 mL,66794-0010-25,227.0,Kern Medical Center,2019
547,417002877,enoxaparin 100 mg/mL Inj Soln 1 mL,63323-0568-84,111.5,Kern Medical Center,2019
548,417003972,enoxaparin 150 mg/mL Inj Soln 1 mL,00075-2915-01,464.0,Kern Medical Center,2019
549,417002877,ENOXAPARIN 20 MG/ML INJ,99999-9999-38,47.25,Kern Medical Center,2019
550,417002136,enoxaparin 30 mg/0.3 mL Inj Soln 0.3 mL,63323-0568-83,44.75,Kern Medical Center,2019
551,417003176,enoxaparin 40 mg/0.4 mL Inj Soln 0.4 mL,00703-8540-23,50.75,Kern Medical Center,2019
552,417002878,enoxaparin 60 mg/0.6 mL Inj Soln 0.6 mL,00075-0621-61,195.0,Kern Medical Center,2019
553,417002875,enoxaparin 80 mg/0.8 mL Inj Soln 0.8 mL,63323-0568-90,92.5,Kern Medical Center,2019
554,417000371,ePHEDrine 50 mg/mL Inj Soln 1 mL,14789-0014-01,88.0,Kern Medical Center,2019
555,417000726,EPINEPHrine 0.1 mg/mL Inj Soln 10 mL,00409-4921-34,38.0,Kern Medical Center,2019
556,417000373,EPINEPHrine 1 mg/mL Inj Soln 1 mL,42023-0159-25,88.0,Kern Medical Center,2019
557,471004673,EPINEPHrine 2 mg/250 mL-D5W Inj Soln 250 mL,66647-6130-33,74.75,Kern Medical Center,2019
558,417003452,"EPINEPHrine-lidocaine 1:100,000-1% Inj Soln 20 mL",63323-0482-27,38.5,Kern Medical Center,2019
559,417003452,"EPINEPHrine-lidocaine 1:100,000-1% Inj Soln 30 mL",00409-3178-02,38.5,Kern Medical Center,2019
560,471004852,"EPINEPHrine-lidocaine 1:100,000-1% Inj Soln 50 mL",00409-3178-03,37.5,Kern Medical Center,2019
561,417000606,"EPINEPHrine-lidocaine 1:100,000-2% Inj Soln 20 mL",63323-0483-27,39.0,Kern Medical Center,2019
562,417000606,"EPINEPHrine-lidocaine 1:100,000-2% Inj Soln 50 mL",00074-3182-03,33.25,Kern Medical Center,2019
563,471004793,"EPINEPHrine-lidocaine 1:200,000-1% PF Inj Soln 30 mL",63323-0487-37,65.5,Kern Medical Center,2019
564,471004748,"EPINEPHrine-lidocaine 1:200,000-1.5% PF Inj Soln 10 mL",63323-0488-17,56.0,Kern Medical Center,2019
565,471004704,"EPINEPHrine-lidocaine 1:200,000-1.5% PF Inj Soln 30 mL",63323-0488-37,81.5,Kern Medical Center,2019
566,471004734,"EPINEPHrine-lidocaine 1:200,000-1.5% PF Inj Soln 5 mL",00409-1209-01,30.75,Kern Medical Center,2019
567,417000607,"EPINEPHrine-lidocaine 1:200,000-2% PF Inj Soln 10 mL",63323-0489-17,59.0,Kern Medical Center,2019
568,417000607,"EPINEPHrine-lidocaine 1:200,000-2% PF Inj Soln 20 mL",63323-0489-27,91.5,Kern Medical Center,2019
569,471004689,epirubicin 2 mg/mL IV Soln 25 mL,00009-5091-01,302.0,Kern Medical Center,2019
570,417001859,"epoetin alfa 10,000 units/mL preservative-free Sol",59676-0310-02,899.0,Kern Medical Center,2019
571,417001722,epoetin alfa 2000 units/mL preservative-free Sol,59676-0302-01,193.0,Kern Medical Center,2019
572,417002297,epoetin alfa 3000 units/mL preservative-free Sol,55513-0267-10,195.5,Kern Medical Center,2019
573,417003165,"epoetin alfa 40,000 units/mL preservative-free Sol",59676-0340-01,3547.0,Kern Medical Center,2019
574,417001422,epoetin alfa 4000 units/mL preservative-free Sol,59676-0304-01,370.0,Kern Medical Center,2019
575,471004796,epoprostenol 0.5 mg IV Inj,00173-0517-00,92.25,Kern Medical Center,2019
576,471004653,eptifibatide 0.75 mg/mL IV Soln 100 mL Premix,00085-1136-01,1586.0,Kern Medical Center,2019
577,417003170,eptifibatide 2 mg/mL IV Soln 10 mL,00085-1177-01,484.0,Kern Medical Center,2019
578,417003170,eptifibatide 2 mg/mL IV Soln 100 mL,55150-0220-99,5900.0,Kern Medical Center,2019
579,417002739,"ergocalciferol 50,000 intl units (1.25 mg) Cap",64380-0737-06,11.9,Kern Medical Center,2019
580,417004615,eribulin 1 mg/2 mL IV Soln 2 mL,62856-0389-01,3122.0,Kern Medical Center,2019
581,417003637,ertapenem 1 g Inj,00006-3843-71,283.5,Kern Medical Center,2019
582,417000381,erythromycin 0.5% Ophth Oint 1 g,24208-0910-19,51.65,Kern Medical Center,2019
583,417000380,erythromycin 0.5% Ophth Oint 3.5 g,24208-0910-55,78.0,Kern Medical Center,2019
584,417000384,erythromycin ethylsuccinate 200 mg/5 mL Oral Liq 100 mL,24338-0132-13,666.95,Kern Medical Center,2019
585,417001512,erythromycin stearate 250 mg Tab,24338-0106-20,45.85,Kern Medical Center,2019
586,417003575,escitalopram 10 mg Tab,51079-0543-20,5.0,Kern Medical Center,2019
587,417003331,esmolol 10 mg/mL 50 mL syringe NICU,67457-0657-25A,130.75,Kern Medical Center,2019
588,417001814,esmolol 10 mg/mL IV Soln 10 mL,63323-0652-10,85.25,Kern Medical Center,2019
589,417003331,esmolol 10 mg/mL IV Soln 250 mL,67457-0657-25,3078.0,Kern Medical Center,2019
590,417002048,esmolol 250 mg/mL Sol,10019-0025-18,71.25,Kern Medical Center,2019
591,417003808,esomeprazole 40 mg IV Inj,00186-6040-01,156.0,Kern Medical Center,2019
592,417003918,"esomeprazole 40 mg Oral Powder-Recon, DR",00186-4040-01,39.9,Kern Medical Center,2019
593,417003251,estradiol 1 mg Tab,00555-0886-02,5.4,Kern Medical Center,2019
594,417000397,ethambutol 400 mg Tab,68850-0012-02,6.7,Kern Medical Center,2019
595,417002688,ethanolamine oleate 50 mg/mL Inj Soln 2 mL,67871-4790-06,1095.0,Kern Medical Center,2019
596,417003406,etomidate 2 mg/mL IV Soln 10 mL,00409-6695-01,39.0,Kern Medical Center,2019
597,417001985,etomidate 2 mg/mL IV Soln 20 mL,68382-0545-08,50.25,Kern Medical Center,2019
598,417000398,etoposide 20 mg/mL IV Soln 5 mL,00703-5653-01,145.0,Kern Medical Center,2019
599,417000403,famotidine 10 mg/mL IV Soln 2 mL,63323-0739-12,21.5,Kern Medical Center,2019
600,417000402,famotidine 20 mg Tab,51079-0966-20,10.7,Kern Medical Center,2019
601,417000404,famotidine 40 mg/5 mL Oral Liquid 5 mL UD,68180-0150-01,72.8,Kern Medical Center,2019
602,417004488,"fat emulsion, IV 20% IV Emulsion 250 mL",00338-0519-09,184.5,Kern Medical Center,2019
603,417001632,"fat emulsion, IV 20% IV Emulsion 500 mL",00338-0519-13,1622.0,Kern Medical Center,2019
604,417004061,fenofibrate 160 mg Tab,68180-0363-09,13.9,Kern Medical Center,2019
605,417003683,fentaNYL 10 mcg/mL-NaCl 0.9% Inj Soln 100 mL,66647-2171-11,73.0,Kern Medical Center,2019
606,417002156,"fentaNYL 100 mcg/hr TD Film, ER",60505-7009-02,240.15,Kern Medical Center,2019
607,417004058,fentaNYL 2 mcg/mL-NaCl 0.9% Inj Soln 100 mL,61553-0602-48,117.75,Kern Medical Center,2019
608,417002153,"fentaNYL 25 mcg/hr TD Film, ER",60505-7006-02,89.1,Kern Medical Center,2019
609,417004603,FENTANYL 2MCG/ML + BUPIVACAINE 0.125%/250ML NS PF,66647-2182-33,416.0,Kern Medical Center,2019
610,417004455,FENTANYL 2MCG/ML ROPIVA 0.5% 100ML NS,00000-4455-00,350.0,Kern Medical Center,2019
611,417002155,"fentaNYL 50 mcg/hr TD Film, ER",00406-9050-76,83.1,Kern Medical Center,2019
612,417004509,fentaNYL 50 mcg/mL Inj Soln 10 mL,00409-9094-28,37.0,Kern Medical Center,2019
613,417000410,fentaNYL 50 mcg/mL Inj Soln 2 mL,00641-6027-25,29.75,Kern Medical Center,2019
614,417004448,fentaNYL 50 mcg/mL Inj Soln 20 mL,00409-9094-31,46.5,Kern Medical Center,2019
615,417000411,fentaNYL 50 mcg/mL Inj Soln 5 mL,00409-9094-25,29.75,Kern Medical Center,2019
616,417004489,fentaNYL 50 mcg/mL Inj Soln 50 mL,00641-6030-01,107.75,Kern Medical Center,2019
617,471004705,fentaNYL 50 mcg/mL Syringe,66647-2003-11,31.25,Kern Medical Center,2019
618,417002224,"fentaNYL 75 mcg/hr TD Film, ER",60505-7008-02,181.95,Kern Medical Center,2019
619,417003181,ferric subsulfate Topical Soln 8 mL,48783-0112-08,58.45,Kern Medical Center,2019
620,417003865,ferrous sulfate 300 mg/5 mL (60 mg elemental iron) Oral Liquid 5 mL,00536-0710-80,5.0,Kern Medical Center,2019
621,417000415,ferrous sulfate 325 mg (65 mg elemental iron) Tab,00904-7591-82,5.0,Kern Medical Center,2019
622,417003865,FERROUS SULFATE 7.5MG/0.5ML ORAL SYRINGE,50383-0627-50A,14.25,Kern Medical Center,2019
623,417002085,filgrastim 480 mcg/1.6 mL Inj Soln 1.6 mL,55513-0546-10,1694.0,Kern Medical Center,2019
624,471004847,filgrastim sndz 300 mcg/0.5 mL Sol,61314-0318-01,1009.0,Kern Medical Center,2019
625,417003263,finasteride 5 mg Tab,16729-0090-10,17.65,Kern Medical Center,2019
626,417002248,flecainide 100 mg Tab,00089-0307-10,23.35,Kern Medical Center,2019
627,471004853,FLECAINIDE 5 MG/ML ORAL SUSP,99999-4853-01,7.0,Kern Medical Center,2019
628,471004797,FLOLAN STERILE PH12 DILUENT 50ML VIAL,00173-0857-02,115.0,Kern Medical Center,2019
629,417002505,fluconazole 10 mg/mL Oral Liquid 10 mL UD,59762-5029-01,41.5,Kern Medical Center,2019
630,417000420,fluconazole 100 mg Tab,68084-0728-01,98.0,Kern Medical Center,2019
631,417002199,fluconazole 150 mg Tab,55111-0145-12,57.75,Kern Medical Center,2019
632,417001695,fluconazole 200 mg Tab,00904-6501-61,67.4,Kern Medical Center,2019
633,417000421,fluconazole 200 mg/NaCl 0.9% 100 mL,25021-0113-82,93.25,Kern Medical Center,2019
634,417002301,fluconazole 40 mg/mL Oral Liquid 10 mL UD,59762-5030-01,109.6,Kern Medical Center,2019
635,417000422,fluconazole 400 mg/NaCl 0.9% 200 mL,00338-6045-37,145.25,Kern Medical Center,2019
636,417000416,fluconazole 50 mg Tab,00172-5410-10,23.25,Kern Medical Center,2019
637,417001790,flucytosine 250 mg Cap,64980-0179-01,248.25,Kern Medical Center,2019
638,417002321,FLUCYTOSINE 50 MG/ML ORAL SUSP,99999-9999-47,7.0,Kern Medical Center,2019
639,417002321,flucytosine 500 mg Cap,64980-0180-01,478.45,Kern Medical Center,2019
640,417001873,fludarabine 50 mg IV Inj,25021-0205-05,412.0,Kern Medical Center,2019
641,417000423,fludrocortisone 0.1 mg Tab,68084-0288-01,6.05,Kern Medical Center,2019
642,417001838,flumazenil 0.1 mg/mL IV Soln 5 mL,63323-0424-05,48.75,Kern Medical Center,2019
643,417001684,fluorescein 1 mg Ophth Test,17478-0404-01,5.0,Kern Medical Center,2019
644,417002757,fluorescein 10% IV Soln 5 mL,17478-0253-10,109.5,Kern Medical Center,2019
645,417002280,fluorometholone 0.1% Ophth Susp 5 mL,60758-0880-05,257.8,Kern Medical Center,2019
646,417000427,fluorouracil 50 mg/mL IV Soln 10 mL,16729-0276-68,164.75,Kern Medical Center,2019
647,417000427,fluorouracil 50 mg/mL IV Soln 50 mL,16729-0276-11,205.0,Kern Medical Center,2019
648,417002365,FLUoxetine 10 mg Cap,00904-5784-61,14.1,Kern Medical Center,2019
649,417002921,FLUoxetine 20 mg Cap,00777-3105-02,68.45,Kern Medical Center,2019
650,417002723,FLUoxetine 20 mg/5 mL Oral Soln 5 mL UD,00121-0721-04,5.0,Kern Medical Center,2019
651,417003276,fluPHENAZine 10 mg Tab,00378-6097-01,9.7,Kern Medical Center,2019
652,417003275,fluPHENAZine 5 mg Tab UD,00527-1790-01,38.8,Kern Medical Center,2019
653,417000428,fluPHENAZine decanoate 25 mg/mL Inj Soln 5 mL,63323-0272-05,502.0,Kern Medical Center,2019
654,417003792,flurbiprofen 0.03% Ophth Soln 2.5 mL,24208-0314-25,36.95,Kern Medical Center,2019
655,417003337,fluticasone 44 mcg/inh Aer,00173-0497-00,29.15,Kern Medical Center,2019
656,417003541,fluticasone 50 mcg/inh Nasal Spray 16 g,00054-3270-99,227.85,Kern Medical Center,2019
657,417000433,folic acid 1 mg Tab,51079-0105-20,5.0,Kern Medical Center,2019
658,417000435,folic acid 5 mg/mL Inj Soln 10 mL,63323-0184-10,19.25,Kern Medical Center,2019
659,417003612,FOLIC ACID 50 MCG/ML ORAL SOLN,99999-9999-45,7.0,Kern Medical Center,2019
660,417003881,fomepizole 1 g/mL IV Soln 1.5 mL,67457-0211-02,3414.0,Kern Medical Center,2019
661,417003903,fondaparinux 2.5 mg/0.5 mL Subcut Soln 0.5 mL,67457-0582-10,166.0,Kern Medical Center,2019
662,417003952,formoterol 20 mcg/2 mL Inh Soln 2 mL,49502-0605-61,73.5,Kern Medical Center,2019
663,417004420,fulvestrant 50 mg/mL IM Soln 5 mL,00310-0720-10,3308.0,Kern Medical Center,2019
664,417000442,furosemide 10 mg/mL Inj Soln 10 mL,00409-1639-10,62.0,Kern Medical Center,2019
665,417000438,furosemide 10 mg/mL Inj Soln 2 mL,00409-6102-25,36.75,Kern Medical Center,2019
666,417000440,furosemide 10 mg/mL Inj Soln 4 mL,36000-0283-25,35.25,Kern Medical Center,2019
667,417004624,furosemide 10 mg/mL Oral Liquid 120 mL,00054-3294-50,82.4,Kern Medical Center,2019
668,417000441,furosemide 10 mg/mL Sol,00409-6102-10,19.5,Kern Medical Center,2019
669,417000436,furosemide 20 mg Tab,51079-0072-20,5.0,Kern Medical Center,2019
670,417000437,furosemide 40 mg Tab,51079-0073-20,5.0,Kern Medical Center,2019
671,417004624,furosemide 40 mg/4mL Oral Liquid UD,68094-0756-62,14.35,Kern Medical Center,2019
672,417002378,gabapentin 100 mg Cap,68084-0783-01,5.0,Kern Medical Center,2019
673,417002379,gabapentin 300 mg Cap,00904-5632-61,10.3,Kern Medical Center,2019
674,417002380,gabapentin 400 mg Cap,68084-0774-01,8.15,Kern Medical Center,2019
675,417001567,gadobenate dimeglumine 529 mg/mL IV Soln 10 mL,00270-5164-13,0.0,Kern Medical Center,2019
676,STND5213,gadobenate dimeglumine 529 mg/mL IV Soln 15 mL,00270-5164-14,0.0,Kern Medical Center,2019
677,417003417,gadobenate dimeglumine 529 mg/mL IV Soln 20 mL,00270-5164-15,0.0,Kern Medical Center,2019
678,STND5257,gallium citrate Ga-67 2 mCi/mL IV Soln 3.3 mL,11994-0121-06,0.0,Kern Medical Center,2019
679,417000443,ganciclovir 500 mg IV Inj,63323-0315-10,451.0,Kern Medical Center,2019
680,417002519,gemcitabine 1 g IV Inj,00409-0186-01,264.5,Kern Medical Center,2019
681,417002499,gemcitabine 200 mg IV Inj,47335-0153-40,486.0,Kern Medical Center,2019
682,417002923,gemfibrozil 600 mg Tab,50268-0350-15,7.85,Kern Medical Center,2019
683,417000448,gentamicin 0.3% Ophth Oint 3.5 g,17478-0284-35,80.7,Kern Medical Center,2019
684,417001710,gentamicin 0.3% Ophth Soln 5 mL,24208-0580-60,119.95,Kern Medical Center,2019
685,417000450,gentamicin 10 mg/mL Inj Soln 2 mL,63323-0173-02,39.75,Kern Medical Center,2019
686,471004745,gentamicin 100 mg/NaCl 0.9% 100 mL,00338-0505-48,93.25,Kern Medical Center,2019
687,417001206,gentamicin 100 mg/NaCl 0.9% 50 mL,00338-0511-41,70.5,Kern Medical Center,2019
688,417001207,gentamicin 120 mg/NaCl 0.9% 100 mL,00338-0507-48,74.25,Kern Medical Center,2019
689,417000133,gentamicin 40 mg/mL Inj Soln 2 mL,63323-0010-02,35.5,Kern Medical Center,2019
690,417003934,gentamicin 40 mg/mL Inj Soln 20 mL,63323-0010-96,94.0,Kern Medical Center,2019
691,417001205,gentamicin 80 mg/NaCl 0.9% 50 mL Premix,00264-5816-38,65.25,Kern Medical Center,2019
692,,gentamicin antibiotic lock,99999-9999-84,16.0,Kern Medical Center,2019
693,417001824,GI COCKTAIL SUSP 55ML,99999-9999-48,70.0,Kern Medical Center,2019
694,417003381,glipiZIDE 10 mg Tab,51079-0811-20,5.8,Kern Medical Center,2019
695,417000452,glipiZIDE 5 mg Tab,51079-0810-20,5.0,Kern Medical Center,2019
696,417000454,glucagon recombinant 1 mg Inj,63323-0596-13,630.0,Kern Medical Center,2019
697,471004703,glucose 4 g Chew Tab,00904-5896-15,5.0,Kern Medical Center,2019
698,417000459,glycerin adult Rectal Supp,00713-0101-25,5.0,Kern Medical Center,2019
699,417000458,glycerin pediatric Rectal Supp,00713-0102-25,5.0,Kern Medical Center,2019
700,417004459,GLYCOPYRROLATE 0.1MG/ML SUSP[60ML]*10ML U/D*,99999-9999-49,46.0,Kern Medical Center,2019
701,417004518,glycopyrrolate 0.2 mg/mL Inj Soln 1 mL,00517-4601-25,81.0,Kern Medical Center,2019
702,417000461,glycopyrrolate 0.2 mg/mL Inj Soln 2 mL,00143-9586-25,99.0,Kern Medical Center,2019
703,417002151,goserelin 3.6 mg Subcut Implant,00310-0950-36,1654.0,Kern Medical Center,2019
704,417002689,granisetron 1 mg Tab,00054-0143-08,28.9,Kern Medical Center,2019
705,417002274,granisetron 1 mg/mL IV Soln 1 mL,63323-0318-01,112.0,Kern Medical Center,2019
706,417001607,guaiFENesin 100 mg/5 mL Oral Liquid 10 mL,00121-1488-00,5.2,Kern Medical Center,2019
707,417001177,haemophilus b conjugate (PRP-OMP) vaccine 7.5 mcg-125 mcg/0.5 mL IM Susp 0.5 mL,00006-4897-00,98.0,Kern Medical Center,2019
708,417001177,haemophilus b conjugate (PRP-T) vaccine IM Inj,49281-0545-03,119.5,Kern Medical Center,2019
709,417002899,haemophilus b-hepatitis B vaccine IM Susp 0.5 mL,00006-4898-00,172.0,Kern Medical Center,2019
710,417001197,haloperidol 1 mg Tab,00904-5923-61,6.0,Kern Medical Center,2019
711,417001200,haloperidol 10 mg Tab,51079-0431-20,12.05,Kern Medical Center,2019
712,417001198,haloperidol 2 mg Tab,00781-1393-13,5.05,Kern Medical Center,2019
713,417001247,haloperidol 2 mg/mL Oral Conc 5 mL UD,54838-0501-40,13.35,Kern Medical Center,2019
714,417001199,haloperidol 5 mg Tab,51079-0736-20,7.5,Kern Medical Center,2019
715,417000470,haloperidol 5 mg/mL Inj Soln 1 mL,10147-0911-01,45.5,Kern Medical Center,2019
716,417001373,haloperidol decanoate 100 mg/mL IM Soln 1 mL,63323-0471-01,201.5,Kern Medical Center,2019
717,417001372,haloperidol decanoate 50 mg/mL IM Soln 1 mL,63323-0469-01,117.5,Kern Medical Center,2019
718,417003222,"heparin 10,000 units/mL Inj Soln 1 mL",63323-0542-01,51.0,Kern Medical Center,2019
719,417000477,heparin 1000 units/mL Inj Soln 10 mL,63323-0540-11,52.5,Kern Medical Center,2019
720,417002940,heparin 1000 units/mL Inj Soln 2 mL,63323-0276-02,82.0,Kern Medical Center,2019
721,417001203,heparin 2 units/mL-NaCl 0.9% IV Soln 1000 mL,00409-7620-59,77.75,Kern Medical Center,2019
722,417002770,heparin 2 units/mL-NaCl 0.9% IV Soln 500 mL,00264-9872-10,70.0,Kern Medical Center,2019
723,417000472,"heparin 20,000 units/mL Inj Soln 1 mL",63323-0915-01,100.0,Kern Medical Center,2019
724,417004102,heparin 50 units/NS 0.45% IV Soln 500 mL,00409-7651-03,80.5,Kern Medical Center,2019
725,417000475,heparin 5000 units/0.5 mL Carpuject,00409-1316-32,43.75,Kern Medical Center,2019
726,417003590,heparin flush 1 units/mL IV Soln 5 mL,64253-0444-25,35.0,Kern Medical Center,2019
727,417002668,heparin flush 10 units/mL IV Soln 1 mL,63323-0544-01,26.25,Kern Medical Center,2019
728,417003559,heparin flush 100 units/mL IV Soln 1 mL,63323-0545-01,26.25,Kern Medical Center,2019
729,417000479,heparin flush 100 units/mL IV Soln 10 mL,00409-1152-70,23.25,Kern Medical Center,2019
730,417003995,heparin flush 100 units/mL IV Soln 5 mL,64253-0333-35,34.75,Kern Medical Center,2019
731,417003463,HEPARIN PF 0.5UNITS/0.45%NS 50ML,00000-3463-01,9050.0,Kern Medical Center,2019
732,417002290,hepatitis A adult vaccine 1440 units/mL PF IM Susp 1 mL,58160-0826-46,240.5,Kern Medical Center,2019
733,417004591,hepatitis A adult vaccine 1440 units/mL Sus,58160-0835-01,226.5,Kern Medical Center,2019
734,417004591,hepatitis A adult vaccine 50 units/mL IM Susp 1 mL,00006-4841-41,235.0,Kern Medical Center,2019
735,417003351,hepatitis A pediatric vaccine 25 units/0.5 mL IM Susp 0.5 mL,00006-4831-41,131.0,Kern Medical Center,2019
736,417001254,hepatitis B adult vaccine 20 mcg/mL IM Susp 1 mL,58160-0821-11,192.5,Kern Medical Center,2019
737,417002574,hepatitis B immune globulin IM Soln 0.5 mL,13533-0636-03,279.0,Kern Medical Center,2019
738,417001610,hepatitis B immune globulin IM Soln 1 mL,59730-8399-01,338.0,Kern Medical Center,2019
739,417002970,hepatitis B pediatric vaccine 5 mcg/0.5 mL IM Susp 0.5 mL,00006-4981-00,94.5,Kern Medical Center,2019
740,417001368,hetastarch 60 mg/mL-NaCl 0.9% IV 500 mL,00409-7248-49,146.0,Kern Medical Center,2019
741,47100478,hexaminolevulinate 100 mg Powder-Inj,10511-3001-02,2791.0,Kern Medical Center,2019
742,417001669,homatropine 5% Ophth Soln 5 mL,59390-0192-05,71.4,Kern Medical Center,2019
743,471004696,human papillomavirus vaccine 9-valent Sus,00006-4119-03,1278.0,Kern Medical Center,2019
744,471004799,hyaluronidase 150 units/mL Inj Soln 1 mL,18657-0102-04,217.0,Kern Medical Center,2019
745,417000488,HYDRALAZINE 1 MG/ML ORAL SUSP NICU,99999-9999-50,7.0,Kern Medical Center,2019
746,417000486,hydrALAZINE 10 mg Tab,68084-0447-01,5.0,Kern Medical Center,2019
747,417003682,hydrALAZINE 20 mg/mL,63323-0614-01,107.75,Kern Medical Center,2019
748,417000489,hydrALAZINE 20 mg/mL Inj Soln 1 mL,17478-0934-15,61.0,Kern Medical Center,2019
749,417000487,hydrALAZINE 25 mg Tab,62584-0733-01,5.0,Kern Medical Center,2019
750,417000488,hydrALAZINE 50 mg Tab,62584-0734-01,5.0,Kern Medical Center,2019
751,417000491,HYDROCHLOROTHIAZIDE 10 MG/ML ORAL,99999-9999-34,7.0,Kern Medical Center,2019
752,417004504,hydrochlorothiazide 12.5 mg Cap,00591-0347-01,5.0,Kern Medical Center,2019
753,417000491,hydrochlorothiazide 25 mg Tab,63739-0128-10,5.0,Kern Medical Center,2019
754,417001300,hydrochlorothiazide 50 mg Tab,00182-0557-89,5.0,Kern Medical Center,2019
755,417000496,hydrocortisone 0.5% Cream 30 g,51672-2010-02,24.0,Kern Medical Center,2019
756,471004635,hydrocortisone 0.5% Topical Oint 30 g,00168-0016-31,22.65,Kern Medical Center,2019
757,417000494,hydrocortisone 1% Cream 30 g,00904-7623-31,16.75,Kern Medical Center,2019
758,417000498,hydrocortisone 1% Lotion 118 mL,45802-0283-06,41.95,Kern Medical Center,2019
759,417000495,hydrocortisone 1% Topical Oint 30 g,45802-0276-03,21.95,Kern Medical Center,2019
760,417000501,hydrocortisone 100 mg preservative-free Inj,00009-0011-04,65.75,Kern Medical Center,2019
761,417002827,hydrocortisone 2.5% Cream 20 g,45802-0004-02,26.5,Kern Medical Center,2019
762,417003256,hydrocortisone 2.5% Topical Oint 20 g,45802-0014-02,26.8,Kern Medical Center,2019
763,417003277,hydrocortisone 20 mg Tab,54505-0333-10,7.45,Kern Medical Center,2019
764,417002427,hydrocortisone 25 mg Rectal Supp,00713-0503-12,92.6,Kern Medical Center,2019
765,417003493,hydrocortisone 250 mg Pow,00074-5672-02,36.0,Kern Medical Center,2019
766,417003493,hydrocortisone 250 mg preservative-free Inj,00009-0013-06,107.75,Kern Medical Center,2019
767,417003712,HYDROCORTISONE 2MG/ML ORAL SUSP 25ML,99999-9999-51,7.0,Kern Medical Center,2019
768,417001285,hydrocortisone 5 mg Tab,54505-0331-05,5.0,Kern Medical Center,2019
769,417001377,hydrocortisone 500 mg preservative-free Inj,00009-0016-12,104.0,Kern Medical Center,2019
770,417000763,hydrocortisone/neomycin/polymyxin B otic 1%-0.35%-10000 units/mL Sus,24208-0635-62,42.3,Kern Medical Center,2019
771,417004493,HYDROmorphone 1 mg/mL Inj Soln 1 mL,00409-1283-31,35.5,Kern Medical Center,2019
772,417000504,HYDROmorphone 2 mg Tab,42858-0301-25,7.6,Kern Medical Center,2019
