,Dept Code & Name,Description,Total Units,2018 Price,2019 Price,2018 Total,2019 Total,Hospital,Year
5168,7430 Ambulatory Surgery Center,743026927 DB CNLTD 4 3.5/4.0 CNLTD SRW,2.0,1595.0,1595.0,3190.0,3190.0,Childrens Hospital of Los Angeles,2019
5169,7505 Outside Lab Services,750565824 Q METANEPHRINE PLASMA,29.0,110.0,110.0,3190.0,3190.0,Childrens Hospital of Los Angeles,2019
5170,7505 Outside Lab Services,750591583 HM NC03 TETRAHYDR&NEOPTRN,16.0,199.0,194.0,3184.0,3104.0,Childrens Hospital of Los Angeles,2019
5171,7420 Operating Room,742033252 PLATE LOCKING 32 HOLE 2.0 THICK,1.0,3180.0,,3180.0,0.0,Childrens Hospital of Los Angeles,2019
5172,7420 Operating Room,742045188 BURR ROUND EXT FLUTED 3.0MM 55400,6.0,530.0,530.0,3180.0,3180.0,Childrens Hospital of Los Angeles,2019
5173,7505 Outside Lab Services,750598131 Q 91636 IMMUNOASSAY QNT NON AB X8,8.0,397.0,,3176.0,0.0,Childrens Hospital of Los Angeles,2019
5174,7630 Radiology Diagnostic,763080007 XR ANKLES NON-WB BILATERAL 3 VIEW,5.0,635.0,635.0,3175.0,3175.0,Childrens Hospital of Los Angeles,2019
5175,7430 Ambulatory Surgery Center,743029747 CANNULA MINI STEP SHORT 5MM MS100,19.0,167.0,167.0,3173.0,3173.0,Childrens Hospital of Los Angeles,2019
5176,7420 Operating Room,742034710 SCREW CANNULATED 60MM,4.0,793.0,,3172.0,0.0,Childrens Hospital of Los Angeles,2019
5177,7420 Operating Room,742038029 TUBE VENT SHEENY FLUR 1.27MM,198.0,16.0,16.0,3168.0,3168.0,Childrens Hospital of Los Angeles,2019
5178,7710 Pharmacy,771024335 LIDOCAINE 2% JELLY (5ML) URJT,96.0,33.0,33.0,3168.0,3168.0,Childrens Hospital of Los Angeles,2019
5179,7720 Respiratory Care,772069034 VIBRATION INITIAL,12.0,264.0,273.0,3168.0,3276.0,Childrens Hospital of Los Angeles,2019
5180,7420 Operating Room,742033776 ACCESSORY TIP COVER DAVINCI 40018,51.0,62.0,62.0,3162.0,3162.0,Childrens Hospital of Los Angeles,2019
5181,7778 Outpatient OT,777811045 X-OT MANUAL THER ADDL 15 MIN,34.0,93.0,93.0,3162.0,3162.0,Childrens Hospital of Los Angeles,2019
5182,7710 Pharmacy,771022232 INFANRIX (DTAP) VACC 0.5ML INJ,32.0,99.0,99.0,3168.0,3168.0,Childrens Hospital of Los Angeles,2019
5183,7394 Adolescent Medicine,739433005 NEW PT LEVEL 5 WITH PROCEDURE,5.0,632.0,642.0,3160.0,3210.0,Childrens Hospital of Los Angeles,2019
5184,7420 Operating Room,742039960 ROD 3.5X240MM 7750087,2.0,1580.0,,3160.0,0.0,Childrens Hospital of Los Angeles,2019
5185,7710 Pharmacy,771024690 BLINATUMOMAB KIT 1MCG INJ,8.0,395.0,395.0,3160.0,3160.0,Childrens Hospital of Los Angeles,2019
5186,7420 Operating Room,742044456 SYS REPAIR MENISCAL NOVOSTITCH PL,2.0,1579.0,1579.0,3158.0,3158.0,Childrens Hospital of Los Angeles,2019
5187,7264 Ophthalmology Clinic (Eye Clc),726410004 NEW PATIENT OP CLINC LVL 4,6.0,526.0,537.0,3156.0,3222.0,Childrens Hospital of Los Angeles,2019
5188,7592 Invasive - Cath Lab,759241101 COIL AZUR .035 4MM X 5CM 450405,1.0,3157.0,3252.0,3157.0,3252.0,Childrens Hospital of Los Angeles,2019
5189,7861 Heart/Lung Transplant,786120001 EST PATIENT OP CLINIC LVL 1,23.0,137.0,139.0,3151.0,3197.0,Childrens Hospital of Los Angeles,2019
5190,7398 Infusion Center,739865008 TRANSPLT ALLO LYMPHOCYTES,2.0,1575.0,1575.0,3150.0,3150.0,Childrens Hospital of Los Angeles,2019
5191,7420 Operating Room,742045484 SUCTION ENDO 9FR STD TIP MLBL LF,3.0,1049.0,1049.0,3147.0,3147.0,Childrens Hospital of Los Angeles,2019
5192,7631 Intervention Radiology,763167165 IRI LIFE PORT DUAL LUMEN,3.0,1049.0,1049.0,3147.0,3147.0,Childrens Hospital of Los Angeles,2019
5193,7264 Ophthalmology Clinic (Eye Clc),726441011 VC W BOSTON XO NEW,26.0,121.0,121.0,3146.0,3146.0,Childrens Hospital of Los Angeles,2019
5194,7650 Nuclear Radiology,765050001 NM SALIVARY GLAND IMAGING,8.0,393.0,393.0,3144.0,3144.0,Childrens Hospital of Los Angeles,2019
5195,7710 Pharmacy,771004105 NALOXONE INJ 0.4MG/1ML AMP,24.0,131.0,131.0,3144.0,3144.0,Childrens Hospital of Los Angeles,2019
5196,7505 Outside Lab Services,750568430 Q 927 VITAMIN B12,576.0,5.0,5.0,2880.0,2880.0,Childrens Hospital of Los Angeles,2019
5197,7420 Operating Room,742032877 LAP VESSEL SEALING LIGASURE 5MM,3.0,1045.0,1045.0,3135.0,3135.0,Childrens Hospital of Los Angeles,2019
5198,7420 Operating Room,742028736 CATHETER THORACIC 24FR 9024,116.0,27.0,27.0,3132.0,3132.0,Childrens Hospital of Los Angeles,2019
5199,3100 CPM Clinical Operations,310020004 CPM-CHROM MICROARRAY FAMILY,1.0,3129.0,3129.0,3129.0,3129.0,Childrens Hospital of Los Angeles,2019
5200,7430 Ambulatory Surgery Center,743030152 GOWN SURG IMPERV DISP XLG DYNJP23,136.0,23.0,23.0,3128.0,3128.0,Childrens Hospital of Los Angeles,2019
5201,7420 Operating Room,742046822 FIBER LASER LITHOTRIPSY 550,3.0,1041.0,,3123.0,0.0,Childrens Hospital of Los Angeles,2019
5202,7420 Operating Room,742047364 CONNECTOR O-H MED 5-6/5-6MM 111,2.0,1560.0,1607.0,3120.0,3214.0,Childrens Hospital of Los Angeles,2019
5203,7420 Operating Room,742036440 DRESSING NASOPORE FIRM 4CM,7.0,444.0,444.0,3108.0,3108.0,Childrens Hospital of Los Angeles,2019
5204,7505 Outside Lab Services,750598058 Q 91622 IMMUNO QUANT NOS NOAB X4,8.0,388.0,,3104.0,0.0,Childrens Hospital of Los Angeles,2019
5205,7420 Operating Room,742043162 RING FULL 7HOLE TAB 155MM 7107011,1.0,3106.0,,3106.0,0.0,Childrens Hospital of Los Angeles,2019
5206,7088 Obesity Clinic,708810001 NEW PATIENT OP CLINC LVL 1,16.0,194.0,198.0,3104.0,3168.0,Childrens Hospital of Los Angeles,2019
5207,7420 Operating Room,742033765 TOUR CUFF DUAL PORT PURPLE 12IN,47.0,66.0,66.0,3102.0,3102.0,Childrens Hospital of Los Angeles,2019
5208,7592 Invasive - Cath Lab,759280309 BALL TYSHAK II 10MMX2CM BURST 3.5,2.0,1550.0,1574.0,3100.0,3148.0,Childrens Hospital of Los Angeles,2019
5209,7592 Invasive - Cath Lab,759280580 ADULT DEFIB PADS,28.0,111.0,111.0,3108.0,3108.0,Childrens Hospital of Los Angeles,2019
5210,7710 Pharmacy,771094879 DEPAKOTE 250MG TAB,258.0,12.0,12.0,3096.0,3096.0,Childrens Hospital of Los Angeles,2019
5211,7076 Orthopedic Clinic,707629125 APPLICATION OF SHORT ARM SPLINT,6.0,515.0,515.0,3090.0,3090.0,Childrens Hospital of Los Angeles,2019
5212,7505 Outside Lab Services,750594564 AR 28 L-ASP TO GRAINGER X2,12.0,258.0,258.0,3096.0,3096.0,Childrens Hospital of Los Angeles,2019
5213,7710 Pharmacy,771022070 GLYCERIN ADULT SUPP,124.0,25.0,25.0,3100.0,3100.0,Childrens Hospital of Los Angeles,2019
5214,7420 Operating Room,742021651 TUNNELER NCP VNS 402,3.0,1029.0,1029.0,3087.0,3087.0,Childrens Hospital of Los Angeles,2019
5215,7710 Pharmacy,771073329 CIPROFLOXACIN 250MG TAB,137.0,23.0,23.0,3151.0,3151.0,Childrens Hospital of Los Angeles,2019
5216,7710 Pharmacy,771026279 LOMOTIL TAB,237.0,13.0,13.0,3081.0,3081.0,Childrens Hospital of Los Angeles,2019
5217,7710 Pharmacy,771033016 MEROPENEM 1000 MG INJ,13.0,237.0,237.0,3081.0,3081.0,Childrens Hospital of Los Angeles,2019
5218,7010 Emergency Department,701012276 ED EKG - 12 LEAD,14.0,220.0,227.0,3080.0,3178.0,Childrens Hospital of Los Angeles,2019
5219,7420 Operating Room,742032794 SUTURE OPHTH 7-0 VIC TG140-8 12IN,77.0,40.0,40.0,3080.0,3080.0,Childrens Hospital of Los Angeles,2019
5220,7420 Operating Room,742045460 TUBE GASTRO FEED LP W/ENFIT 12FR,14.0,220.0,220.0,3080.0,3080.0,Childrens Hospital of Los Angeles,2019
5221,7420 Operating Room,742039694 RING FULL 205MM 71070116X,1.0,3078.0,3170.0,3078.0,3170.0,Childrens Hospital of Los Angeles,2019
5222,7710 Pharmacy,771081959 MYSOLINE 250MG TAB UD,257.0,12.0,12.0,3084.0,3084.0,Childrens Hospital of Los Angeles,2019
5223,7592 Invasive - Cath Lab,759239867 STENT VALEO 07MMX26MM BURST 14,1.0,3076.0,3168.0,3076.0,3168.0,Childrens Hospital of Los Angeles,2019
5224,7592 Invasive - Cath Lab,759239869 STENT VALEO 08MMX18MM BURST 14,1.0,3076.0,3076.0,3076.0,3076.0,Childrens Hospital of Los Angeles,2019
5225,7420 Operating Room,742043289 PLATE LCB INF 130 DEG 30MM 001200,1.0,3071.0,,3071.0,0.0,Childrens Hospital of Los Angeles,2019
5226,7420 Operating Room,742038785 DEVICE GRASPING RAPTOR,9.0,341.0,341.0,3069.0,3069.0,Childrens Hospital of Los Angeles,2019
5227,7420 Operating Room,742033461 BLADE RADENOID PED 4MM 1884008,7.0,438.0,438.0,3066.0,3066.0,Childrens Hospital of Los Angeles,2019
5228,7420 Operating Room,742042603 HOOK NARROW LRG 14-581460,2.0,1533.0,1579.0,3066.0,3158.0,Childrens Hospital of Los Angeles,2019
5229,7087 Medical Genetics,708765004 NURSE EVALUATION 1/2 HR,90.0,34.0,34.0,3060.0,3060.0,Childrens Hospital of Los Angeles,2019
5230,7420 Operating Room,742047352 ANCHOR SUTURE BIOCOMPSITE TA,3.0,1020.0,1051.0,3060.0,3153.0,Childrens Hospital of Los Angeles,2019
5231,7420 Operating Room,742035467 HOOK SKIN STAY ELASTI 5MM 3311-1G,161.0,19.0,19.0,3059.0,3059.0,Childrens Hospital of Los Angeles,2019
5232,7592 Invasive - Cath Lab,759280093 4FR JR2,31.0,99.0,102.0,3069.0,3162.0,Childrens Hospital of Los Angeles,2019
5233,7778 Outpatient OT,777811039 X-OT RE-EVAL ADDL 15MIN,23.0,133.0,133.0,3059.0,3059.0,Childrens Hospital of Los Angeles,2019
5234,7592 Invasive - Cath Lab,759280319 BALL TYSHAK II 18MM X 5CM BURST 2,2.0,1528.0,1574.0,3056.0,3148.0,Childrens Hospital of Los Angeles,2019
5235,7420 Operating Room,742035466 SCREW CANNULATED 6.5X65MM,5.0,611.0,629.0,3055.0,3145.0,Childrens Hospital of Los Angeles,2019
5236,7710 Pharmacy,771020305 CELLUVISC 0.01OZ,47.0,65.0,65.0,3055.0,3055.0,Childrens Hospital of Los Angeles,2019
5237,7420 Operating Room,742009585 NET RETRIEVAL ROTH DISP 25MM 711,10.0,305.0,305.0,3050.0,3050.0,Childrens Hospital of Los Angeles,2019
5238,7611 Neurology,761165187 CHEMODEN 1 EXTREM 5 MUSC EA ADDTL,17.0,179.0,195.0,3043.0,3315.0,Childrens Hospital of Los Angeles,2019
5239,7420 Operating Room,742032774 PLATE HUMPED GROWTH CONTROL 12MM,4.0,762.0,777.0,3048.0,3108.0,Childrens Hospital of Los Angeles,2019
5240,7420 Operating Room,742032887 STAPLER SINGLE USE 30MM TA30V3S,11.0,277.0,277.0,3047.0,3047.0,Childrens Hospital of Los Angeles,2019
5241,7504 Lab Transplant Immunology,750433405 CARDIOLIPIN AB  IGG X1,38.0,80.0,83.0,3040.0,3154.0,Childrens Hospital of Los Angeles,2019
5242,7504 Lab Transplant Immunology,750433406 CARDIOLIPIN AB IGM X1,38.0,80.0,83.0,3040.0,3154.0,Childrens Hospital of Los Angeles,2019
5243,7420 Operating Room,742045230 SUTURE MGR NANOPASS REACH CRESENT,3.0,1014.0,1014.0,3042.0,3042.0,Childrens Hospital of Los Angeles,2019
5244,7430 Ambulatory Surgery Center,743020810 SUTUR VICRYL DYED S-24 SZ 6-0,78.0,39.0,39.0,3042.0,3042.0,Childrens Hospital of Los Angeles,2019
5245,7592 Invasive - Cath Lab,759239750 CATHETER PEDIATRIC NIH 7FX100CM,11.0,276.0,284.0,3036.0,3124.0,Childrens Hospital of Los Angeles,2019
5246,7631 Intervention Radiology,763196460 DUODENAL MOTILITY MANOMETRIC STDY,3.0,1012.0,1012.0,3036.0,3036.0,Childrens Hospital of Los Angeles,2019
5247,7710 Pharmacy,771023080 RISPERIDONE 0.5MG ORAL DISINT TAB,40.0,76.0,76.0,3040.0,3040.0,Childrens Hospital of Los Angeles,2019
5248,7420 Operating Room,742032086 PLT MICRO L-SHAPE MED LT,7.0,433.0,436.0,3031.0,3052.0,Childrens Hospital of Los Angeles,2019
5249,7397 BMT Mudd,739765590 *X GE-D CONFIRMATORY TYPING,6.0,505.0,,3030.0,0.0,Childrens Hospital of Los Angeles,2019
5250,7420 Operating Room,742029232 CATH POWERLINE DBL LMN 6FR,3.0,1010.0,1010.0,3030.0,3030.0,Childrens Hospital of Los Angeles,2019
5251,7420 Operating Room,742002371 CANNULA VEN PED 14FR 96830-014,6.0,505.0,517.0,3030.0,3102.0,Childrens Hospital of Los Angeles,2019
5252,3100 CPM Clinical Operations,310096040 GENETIC COUNSELING EA 30 MIN,18.0,168.0,168.0,3024.0,3024.0,Childrens Hospital of Los Angeles,2019
5253,7420 Operating Room,742000917 TRAY PER-Q-CATH SGL LUM 4FR,9.0,336.0,336.0,3024.0,3024.0,Childrens Hospital of Los Angeles,2019
5254,7430 Ambulatory Surgery Center,743046766 NEUROSTIMULATOR REMOTE NS PTRC100,1.0,3024.0,,3024.0,0.0,Childrens Hospital of Los Angeles,2019
5255,7420 Operating Room,742047363 ROD LATERAL OFFSET MED 6.0MM 1826,1.0,3022.0,,3022.0,0.0,Childrens Hospital of Los Angeles,2019
5256,7420 Operating Room,742028337 SUTURE PROLENE RB-1 SZ 3-0 ET8558,159.0,19.0,19.0,3021.0,3021.0,Childrens Hospital of Los Angeles,2019
5257,7420 Operating Room,742045198 BURR RND FINE DIAMOND 4.0MM 55400,6.0,503.0,503.0,3018.0,3018.0,Childrens Hospital of Los Angeles,2019
5258,7430 Ambulatory Surgery Center,743033243 PIKPAK DR SONG,3.0,1005.0,1005.0,3015.0,3015.0,Childrens Hospital of Los Angeles,2019
5259,7592 Invasive - Cath Lab,759242357 STENT PALMAZ BL PRE MNT 04MMX15MM,1.0,3014.0,,3014.0,0.0,Childrens Hospital of Los Angeles,2019
5260,7710 Pharmacy,771026707 PREDNISONE 2.5MG TAB,251.0,12.0,12.0,3012.0,3012.0,Childrens Hospital of Los Angeles,2019
5261,7630 Radiology Diagnostic,763000866 X/R ORBITS COMPLT MIN 4 VWS,4.0,752.0,752.0,3008.0,3008.0,Childrens Hospital of Los Angeles,2019
5262,7420 Operating Room,742034678 KIT EAR DRESSING ADT,60.0,50.0,50.0,3000.0,3000.0,Childrens Hospital of Los Angeles,2019
5263,7501 Lab Hematology,750196360 IMMATURE PLATELET FRACTION IPF,50.0,60.0,62.0,3000.0,3100.0,Childrens Hospital of Los Angeles,2019
5264,7592 Invasive - Cath Lab,759243087 TERUMO AZUR PUSHABLE COIL 3MMX2CM,8.0,375.0,386.0,3000.0,3088.0,Childrens Hospital of Los Angeles,2019
5265,7430 Ambulatory Surgery Center,743044396 PATIENT PROGRAMMER 97740,1.0,2999.0,,2999.0,0.0,Childrens Hospital of Los Angeles,2019
5266,7082 Division Of Urology,708220003 EST PATIENT OP CLINIC LVL 3,14.0,214.0,218.0,2996.0,3052.0,Childrens Hospital of Los Angeles,2019
5267,7420 Operating Room,742036859 TUBE ET EMG 7MM 8229507,3.0,998.0,998.0,2994.0,2994.0,Childrens Hospital of Los Angeles,2019
5268,7505 Outside Lab Services,750596146 AR 2007154 ANAL >50 EXON 1 GN X1,3.0,998.0,0.0,2994.0,0.0,Childrens Hospital of Los Angeles,2019
5269,7505 Outside Lab Services,750596147 AR 2007154 UNL MOLEC PATH PRO X1,3.0,998.0,0.0,2994.0,0.0,Childrens Hospital of Los Angeles,2019
5270,7592 Invasive - Cath Lab,759242361 BALLOON OPTA PRO 12MMX2CM 61,7.0,427.0,442.0,2989.0,3094.0,Childrens Hospital of Los Angeles,2019
5271,7420 Operating Room,742020741 PLT OSTEO ADOL 100D 50MMX10MM,2.0,1493.0,1538.0,2986.0,3076.0,Childrens Hospital of Los Angeles,2019
5272,7420 Operating Room,742029413 PDS PLUS VIO MONO C-C-1 SZ 5-0 30,94.0,32.0,32.0,3008.0,3008.0,Childrens Hospital of Los Angeles,2019
5273,7420 Operating Room,742008882 SHEETING OPEN BORDER SILIC .010IN,6.0,497.0,516.0,2982.0,3096.0,Childrens Hospital of Los Angeles,2019
5274,7420 Operating Room,742019442 LEAD PAC MYOCARDIAL TEMP ADT 6500,46.0,65.0,67.0,2990.0,3082.0,Childrens Hospital of Los Angeles,2019
5275,7420 Operating Room,742030429 BAR PECTUS LAP 17IN 01-3717,1.0,2982.0,,2982.0,0.0,Childrens Hospital of Los Angeles,2019
5276,7420 Operating Room,742046458 CLAMP MULTI PIN MED 4 POSITION 39,1.0,2978.0,3067.0,2978.0,3067.0,Childrens Hospital of Los Angeles,2019
5277,7710 Pharmacy,771038256 METHYLENE BLUE 1MG INJ,31.0,96.0,52.0,2976.0,1612.0,Childrens Hospital of Los Angeles,2019
5278,7778 Outpatient OT,777811060 OT ORTHOTIC CHECKOUT 15 MIN,32.0,93.0,93.0,2976.0,2976.0,Childrens Hospital of Los Angeles,2019
5279,7541 Point-Of-Care & Blood Gases,754130033 POC IPTH PARATHYR HORMONE,32.0,93.0,102.0,2976.0,3264.0,Childrens Hospital of Los Angeles,2019
5280,7420 Operating Room,742044129 SEALER VESSEL DA VINCI XI 480322,2.0,1486.0,1531.0,2972.0,3062.0,Childrens Hospital of Los Angeles,2019
5281,7420 Operating Room,742046556 STRUT FIXATION STD MED F/TAYLOR S,1.0,2971.0,,2971.0,0.0,Childrens Hospital of Los Angeles,2019
5282,7264 Ophthalmology Clinic (Eye Clc),726492082 VISUAL FIELD EXAM INTERMEDIATE,19.0,156.0,0.0,2964.0,0.0,Childrens Hospital of Los Angeles,2019
5283,7430 Ambulatory Surgery Center,743035247 SET CRAWFORD INTUBATION W/SUTURE,8.0,371.0,371.0,2968.0,2968.0,Childrens Hospital of Los Angeles,2019
5284,7590 Cardiology,759066365 STRESS ECHOCARDIOGRAM TTE,4.0,742.0,,2968.0,0.0,Childrens Hospital of Los Angeles,2019
5285,7592 Invasive - Cath Lab,759280782 ARGON JAWZ ENDOMYC FORCEP 190060,3.0,989.0,1019.0,2967.0,3057.0,Childrens Hospital of Los Angeles,2019
5286,7640 Radiation Oncology,764069053 RESP MOTION MGMT SIMULATION,1.0,2966.0,,2966.0,0.0,Childrens Hospital of Los Angeles,2019
5287,7420 Operating Room,742033178 NEEDLE STEP SHORT INSUFFL S110000,54.0,55.0,55.0,2970.0,2970.0,Childrens Hospital of Los Angeles,2019
5288,7420 Operating Room,742034489 GRAFT HEMASHIELD PLATINUM 26.MM,3.0,988.0,1018.0,2964.0,3054.0,Childrens Hospital of Los Angeles,2019
5289,7506 EEG/Clinical Neurophysiology L,750665082 NERVE CONDUCTION 11-12 STUDIES,6.0,494.0,509.0,2964.0,3054.0,Childrens Hospital of Los Angeles,2019
5290,7202 Dermatology Clinic,720266583 CANDIN 0.1ML,63.0,47.0,47.0,2961.0,2961.0,Childrens Hospital of Los Angeles,2019
5291,7420 Operating Room,742025226 SRW CRTX SELF TAP 3.5X18,40.0,74.0,76.0,2960.0,3040.0,Childrens Hospital of Los Angeles,2019
5292,7420 Operating Room,742026215 CATH FOGARTY 2FR 120602F,10.0,296.0,296.0,2960.0,2960.0,Childrens Hospital of Los Angeles,2019
5293,7420 Operating Room,742044733 GUIDEWIRE NOVAGOLD 0.018IN 480CM,5.0,592.0,610.0,2960.0,3050.0,Childrens Hospital of Los Angeles,2019
5294,7397 BMT Mudd,"739765682 *X 167 HR-A,B,DRB1/IR DRB3,4,5 ST",2.0,1477.0,,2954.0,0.0,Childrens Hospital of Los Angeles,2019
5295,7010 Emergency Department,701020118 REMOVE FB EYE CONJUCTIVAE,6.0,492.0,507.0,2952.0,3042.0,Childrens Hospital of Los Angeles,2019
5296,7420 Operating Room,742029169 PLT LIND LEFORT 1MICRO RT 7MM,4.0,738.0,760.0,2952.0,3040.0,Childrens Hospital of Los Angeles,2019
5297,7710 Pharmacy,771021670 ISRADIPINE 5MG CAP,229.0,13.0,13.0,2977.0,2977.0,Childrens Hospital of Los Angeles,2019
5298,7076 Orthopedic Clinic,707665070 ASP/INJECTION MAJOR JOINT,5.0,590.0,627.0,2950.0,3135.0,Childrens Hospital of Los Angeles,2019
5299,7420 Operating Room,742005285 RETRACT TAPE  12IN 18G VASC,124.0,24.0,24.0,2976.0,2976.0,Childrens Hospital of Los Angeles,2019
5300,7420 Operating Room,742006207 LEAD PACING ATRIAL UNIPOLAR TEMP,29.0,101.0,102.0,2929.0,2958.0,Childrens Hospital of Los Angeles,2019
5301,7505 Outside Lab Services,750597699 MM OXNP OXYSTEROLS,24.0,123.0,252.0,2952.0,6048.0,Childrens Hospital of Los Angeles,2019
5302,7525 Cytogenetics,752568026 TC FOR SOLID TUMOR,6.0,490.0,490.0,2940.0,2940.0,Childrens Hospital of Los Angeles,2019
5303,7420 Operating Room,742027004 ROD CBN FBR 11.0MM X 350MM,5.0,586.0,604.0,2930.0,3020.0,Childrens Hospital of Los Angeles,2019
5304,7420 Operating Room,742032018 HOOK STAY ELASTIC 3MM 3314-1G,163.0,18.0,18.0,2934.0,2934.0,Childrens Hospital of Los Angeles,2019
5305,7430 Ambulatory Surgery Center,743033025 TRAY PICC LINE INSERTION,24.0,122.0,122.0,2928.0,2928.0,Childrens Hospital of Los Angeles,2019
5306,7710 Pharmacy,771037078 TUBERCULIN/PPD INJ (5TU/0.1ML,20.0,146.0,146.0,2920.0,2920.0,Childrens Hospital of Los Angeles,2019
5307,7776 Rehab Services IP - Rehab(OT/PT/SLP),777613035 OT NEUROMUSC RE-ED 15MIN,20.0,146.0,146.0,2920.0,2920.0,Childrens Hospital of Los Angeles,2019
5308,7420 Operating Room,742046257 DRESSING COVER SURG AQUACEL3.5X14,22.0,133.0,133.0,2926.0,2926.0,Childrens Hospital of Los Angeles,2019
5309,7420 Operating Room,742029161 PLT LIND LEFORT 1MICRO LT 3MM,4.0,729.0,760.0,2916.0,3040.0,Childrens Hospital of Los Angeles,2019
5310,7420 Operating Room,742033546 SCISSORS CURVED TIP 23GA 706.52,6.0,486.0,486.0,2916.0,2916.0,Childrens Hospital of Los Angeles,2019
5311,7420 Operating Room,742033615 SCREW CROSS DRIVE MINI 2.0MMX13MM,30.0,97.0,101.0,2910.0,3030.0,Childrens Hospital of Los Angeles,2019
5312,7640 Radiation Oncology,746065132 IV INF THER INIT 0-60MIN,9.0,324.0,,2916.0,0.0,Childrens Hospital of Los Angeles,2019
5313,7592 Invasive - Cath Lab,759293800 IV INF THER INIT 0-60MIN,9.0,324.0,,2916.0,0.0,Childrens Hospital of Los Angeles,2019
5314,7430 Ambulatory Surgery Center,743005647 SUTUR CHROMIC GUT G-1 SZ 6-0,62.0,47.0,47.0,2914.0,2914.0,Childrens Hospital of Los Angeles,2019
5315,7420 Operating Room,742018619 TRAY CVC DUAL LUM PD 5.5FRX8CM,11.0,265.0,266.0,2915.0,2926.0,Childrens Hospital of Los Angeles,2019
5316,7420 Operating Room,742000157 CATH FOL2W 5ML SIL 16FR 888760516,139.0,21.0,21.0,2919.0,2919.0,Childrens Hospital of Los Angeles,2019
5317,7420 Operating Room,742046603 PLATE OLECRANON 5 HOLE RT 90MM,1.0,2911.0,,2911.0,0.0,Childrens Hospital of Los Angeles,2019
5318,7420 Operating Room,742046765 PLATE OLECRANON 3HOLE RT 65MM,1.0,2911.0,2998.0,2911.0,2998.0,Childrens Hospital of Los Angeles,2019
5319,7505 Outside Lab Services,750564572 Q 36583 HEPATITIS E AB IGG,57.0,51.0,51.0,2907.0,2907.0,Childrens Hospital of Los Angeles,2019
5320,7631 Intervention Radiology,763112018 INTRO PERC. TRANS/CATH BILI DRAIN,1.0,2907.0,,2907.0,0.0,Childrens Hospital of Los Angeles,2019
5321,7201 Plastic Surgery,720165007 SOC WORK EVAL 1/2 HR,35.0,83.0,83.0,2905.0,2905.0,Childrens Hospital of Los Angeles,2019
5322,7420 Operating Room,742025231 SRW CNLTD FT 46 LGTH 214.746,5.0,581.0,598.0,2905.0,2990.0,Childrens Hospital of Los Angeles,2019
5323,7710 Pharmacy,771088400 REGLAN SYRUP 10MG/10ML UD,242.0,12.0,12.0,2904.0,2904.0,Childrens Hospital of Los Angeles,2019
5324,7420 Operating Room,742034769 BIOPSY NEEDLE KIT 9733068,2.0,1449.0,1449.0,2898.0,2898.0,Childrens Hospital of Los Angeles,2019
5325,7420 Operating Room,742036516 CONNECTOR AXIAL 5.5X5.5,1.0,2898.0,,2898.0,0.0,Childrens Hospital of Los Angeles,2019
5326,7503 Lab Chemistry,750346156 PHOSPHORUS URINE,46.0,63.0,65.0,2898.0,2990.0,Childrens Hospital of Los Angeles,2019
5327,7710 Pharmacy,771036375 CIPRO 100MG TAB,161.0,18.0,18.0,2898.0,2898.0,Childrens Hospital of Los Angeles,2019
5328,7420 Operating Room,742099009 SPLINT PLASTER X-FAST 4X15IN,71.0,41.0,41.0,2911.0,2911.0,Childrens Hospital of Los Angeles,2019
5329,7710 Pharmacy,771097533 SERTRALINE 25MG TAB,263.0,11.0,11.0,2893.0,2893.0,Childrens Hospital of Los Angeles,2019
5330,7505 Outside Lab Services,750560336 Q 853 A1AT-PHENOTYPE,178.0,16.0,16.0,2848.0,2848.0,Childrens Hospital of Los Angeles,2019
5331,7505 Outside Lab Services,750568885 LAB MISC OUTSIDE LAB TEST,1305.0,2.0,57.0,2610.0,74385.0,Childrens Hospital of Los Angeles,2019
5332,7503 Lab Chemistry,"750350011 ALBUMIN, BF",35.0,83.0,85.0,2905.0,2975.0,Childrens Hospital of Los Angeles,2019
5333,7505 Outside Lab Services,750597660 COH KMR-PRE,2.0,1445.0,,2890.0,0.0,Childrens Hospital of Los Angeles,2019
5334,7501 Lab Hematology,750152608 FACTOR X ASSAY,16.0,181.0,186.0,2896.0,2976.0,Childrens Hospital of Los Angeles,2019
5335,7420 Operating Room,742016065 CATH ASH SP W/CF 10FRX24CM ASPC24,2.0,1444.0,1444.0,2888.0,2888.0,Childrens Hospital of Los Angeles,2019
5336,7420 Operating Room,742041694 TIP PAYNER  360 DISP UNIV 5450800,1.0,2888.0,,2888.0,0.0,Childrens Hospital of Los Angeles,2019
5337,7592 Invasive - Cath Lab,759233241 RMV SUBQ PAC CARDIODEFIBR PG,1.0,2888.0,,2888.0,0.0,Childrens Hospital of Los Angeles,2019
5338,7710 Pharmacy,771025160 PEG-INTERFERON ALFA 2B 10MCG INJ,5.0,577.0,,2885.0,0.0,Childrens Hospital of Los Angeles,2019
5339,7420 Operating Room,742046701 PLT CLAVICLE MIDSHFT SUP LP 8HOLE,1.0,2882.0,,2882.0,0.0,Childrens Hospital of Los Angeles,2019
5340,7430 Ambulatory Surgery Center,743046541 PLT CLAVICLE MIDSHT NRW PR 700298,1.0,2882.0,,2882.0,0.0,Childrens Hospital of Los Angeles,2019
