,CDM,NDC,Description,Price,Hospital,Year
498,41718685,00904-2056-61,diphenhydrAMINE 50mg cap [SJGH],2.76,San Joaquin General Hospital,2019
499,71544027,00641-0376-25,diphenhydrAMINE 50mg/mL SDV [SJGH],13.73,San Joaquin General Hospital,2019
500,41718933,00378-0415-01,diphenoxylate 2.5mg/atropine 0.025mg tab [SJGH],66.43,San Joaquin General Hospital,2019
501,71540264,49281-0225-10,diphtheria/tetanus ped vacc 0.5mL PFS [SJGH],519.29,San Joaquin General Hospital,2019
502,41719154,64980-0133-01,dipyridamole 25mg tab [SJGH],32.67,San Joaquin General Hospital,2019
503,41719618,68084-0776-01,divalproex sodium DR 250mg tab [SJGH],14.28,San Joaquin General Hospital,2019
504,41719634,68084-0782-61,divalproex sodium DR 500mg tab [SJGH],17.2098,San Joaquin General Hospital,2019
505,41719501,51079-0766-08,divalproex sodium ER 250mg tab [SJGH],99.7104,San Joaquin General Hospital,2019
506,41719519,68084-0415-01,divalproex sodium ER 500mg tab [SJGH],106.04,San Joaquin General Hospital,2019
507,71538045,00409-2344-01,DOBUTamine 250mg/20mL SDV [SJGH],4.57,San Joaquin General Hospital,2019
508,71541882,00409-2346-32,DOBUTamine 250mg/dex 5% 250mL RTU [SJGH],80.85000000000002,San Joaquin General Hospital,2019
509,71541908,00338-1075-02,DOBUTamine 500mg/dex 5% 250mL RTU [SJGH],230.58,San Joaquin General Hospital,2019
510,71525869,16729-0267-63,DOCEtaxel 20mg/mL SDV [SJGH],18.77,San Joaquin General Hospital,2019
511,71525877,16729-0267-64,DOCEtaxel 80mg/4mL SDV [SJGH],63.14,San Joaquin General Hospital,2019
512,41719675,63739-0478-01,docusate 100mg cap [SJGH],17.0475,San Joaquin General Hospital,2019
513,41719766,00121-0544-10,docusate 100mg/10mL soln [SJGH],44.13,San Joaquin General Hospital,2019
514,41719809,17433-9878-05,docusate 283mg enema [SJGH],7.53,San Joaquin General Hospital,2019
515,41719781,59762-0037-02,dofetilide 125mcg cap [SJGH],237.2202,San Joaquin General Hospital,2019
516,41719956,49702-0228-13,dolutegravir 50mg tab [SJGH],1572.9099,San Joaquin General Hospital,2019
517,41719816,00904-6478-61,donepezil 10mg tab [SJGH],9.29,San Joaquin General Hospital,2019
518,41719907,00904-6477-61,donepezil 5mg tab [SJGH],12.920000000000002,San Joaquin General Hospital,2019
519,71538235,00409-5820-01,DOPamine 200mg/5mL SDV [SJGH],59.07,San Joaquin General Hospital,2019
520,71538300,00409-9104-20,DOPamine 400mg/10mL SDV [SJGH],41.76,San Joaquin General Hospital,2019
521,71565105,00409-7809-22,DOPamine 400mg/dextrose 5% 250mL RTU [SJGH],80.97,San Joaquin General Hospital,2019
522,71504740,00338-1007-03,DOPamine 800mg/dextrose 5% 500mL RTU [SJGH],128.76,San Joaquin General Hospital,2019
523,41719790,50242-0100-40,dornase alfa 2.5mg/2.5mL neb [SJGH],3271.41,San Joaquin General Hospital,2019
524,41719824,00006-3519-36,dorzolamide 2% eye drop 10mL [SJGH],71.92999999999998,San Joaquin General Hospital,2019
525,41715095,50383-0233-10,dorzolamide 2%/timolol 0.5% eye soln 10mL [SJGH],17.19,San Joaquin General Hospital,2019
526,41719840,68084-0836-25,doxazosin 1mg tab [SJGH],21.0699,San Joaquin General Hospital,2019
527,41719857,68084-0851-25,doxazosin 2mg tab [SJGH],20.4801,San Joaquin General Hospital,2019
528,41719865,68084-0862-25,doxazosin 4mg tab [SJGH],21.24,San Joaquin General Hospital,2019
529,41719899,51079-0436-20,doxepin 10mg cap [SJGH],44.82,San Joaquin General Hospital,2019
530,41719972,51079-0437-20,doxepin 25mg cap [SJGH],59.09,San Joaquin General Hospital,2019
531,41720053,51079-0438-20,doxepin 50mg cap [SJGH],81.89,San Joaquin General Hospital,2019
532,41720004,68084-0872-25,doxercalciferol 0.5mcg cap [SJGH],337.5699,San Joaquin General Hospital,2019
533,71544043,58468-0126-01,doxercalciferol 2mcg/mL SDV [SJGH],156.57000000000005,San Joaquin General Hospital,2019
534,71525752,63323-0883-10,DOXOrubicin 20mg/10mL SDV [SJGH],24.68,San Joaquin General Hospital,2019
535,71525836,63323-0883-30,DOXOrubicin 50mg/25mL SDV [SJGH],31.63000000000001,San Joaquin General Hospital,2019
536,71525802,59676-0960-01,DOXOrubicin liposomal 20mg/10mL SDV [SJGH],1113.85,San Joaquin General Hospital,2019
537,71525844,59676-0960-02,DOXOrubicin liposomal 50mg/25mL SDV [SJGH],2784.63,San Joaquin General Hospital,2019
538,71511372,68382-0910-10,doxycycline 100mg SDV [SJGH],229.26,San Joaquin General Hospital,2019
539,41720251,62584-0693-21,doxycycline hyclate 100 mg tab [SJGH],49.53,San Joaquin General Hospital,2019
540,41720186,53489-0118-02,doxycycline hyclate 50mg cap [SJGH],38.49,San Joaquin General Hospital,2019
541,41720277,60687-0386-21,dronabinol 5mg cap [SJGH],217.6101,San Joaquin General Hospital,2019
542,41720301,00024-4142-10,dronedarone 400mg tab [SJGH],977.42,San Joaquin General Hospital,2019
543,71540314,58160-0810-11,DTaP vacc 0.5mL PFS [SJGH],201.85,San Joaquin General Hospital,2019
544,71540306,58160-0811-52,DTaP/hep b/IPV vacc 0.5mL PFS [SJGH],630.57,San Joaquin General Hospital,2019
545,71540918,58160-0812-11,DTaP/IPV vacc 0.5mL PFS [SJGH],430.44,San Joaquin General Hospital,2019
546,41720327,68084-0683-01,DULoxetine 30mg cap [SJGH],81.84,San Joaquin General Hospital,2019
547,71544506,25682-0001-01,eculizumab 300mg/30mL SDV [SJGH],6522.999,San Joaquin General Hospital,2019
548,41704958,15584-0101-01,efav 600mg/emtricit 200mg/teno 300mg tab [SJGH],2584.8801000000008,San Joaquin General Hospital,2019
549,41720426,00056-0474-92,efavirenz 200mg cap [SJGH],930.5199,San Joaquin General Hospital,2019
550,41721021,00078-0687-15,eltrombopag 75mg tab [SJGH],12382.4199,San Joaquin General Hospital,2019
551,41720491,61958-0602-01,emtricitabine 10mg/mL soln 170mL [SJGH],120.2308,San Joaquin General Hospital,2019
552,41720400,61958-0601-01,emtricitabine 200mg cap [SJGH],509.1099,San Joaquin General Hospital,2019
553,41754532,61958-0701-01,emtricitabine 200mg/tenofovir 300mg tab [SJGH],1590.1599,San Joaquin General Hospital,2019
554,41720996,61958-2002-01,emtricitabine 200mg/tenofovir alafen 25mg tab [SJGH],1590.1599,San Joaquin General Hospital,2019
555,71534713,00143-9786-10,enalaprilat 2.5 mg/2mL SDV [SJGH],47.21,San Joaquin General Hospital,2019
556,41721325,63323-0568-84,enoxaparin 100mg/mL PFS [SJGH],86.64,San Joaquin General Hospital,2019
557,41721333,63323-0569-90,enoxaparin 120mg/0.8mL PFS [SJGH],104.0,San Joaquin General Hospital,2019
558,41721341,63323-0569-84,enoxaparin 150mg/mL PFS [SJGH],130.19,San Joaquin General Hospital,2019
559,71521009,63323-0568-83,enoxaparin 30mg/0.3mL PFS [SJGH],39.057,San Joaquin General Hospital,2019
560,71521017,63323-0568-87,enoxaparin 40mg/0.4mL PFS [SJGH],34.45,San Joaquin General Hospital,2019
561,41721291,63323-0568-88,enoxaparin 60mg/0.6mL PFS [SJGH],49.54002,San Joaquin General Hospital,2019
562,41721309,63323-0568-90,enoxaparin 80mg/0.8mL PFS [SJGH],69.27,San Joaquin General Hospital,2019
563,41720657,00378-9080-01,entacapone 200mg tab [SJGH],300.22,San Joaquin General Hospital,2019
564,41720699,68382-0920-06,entecavir 0.5mg tab [SJGH],185.9901,San Joaquin General Hospital,2019
565,41720632,00093-5787-56,entecavir 1mg tab [SJGH],125.6499,San Joaquin General Hospital,2019
566,71538206,42023-0216-25,ePHEDrine 50mg/mL SDV [SJGH],499.13,San Joaquin General Hospital,2019
567,71538466,00409-4921-34,EPINEPHrine 1mg/10mL PFS [SJGH],40.52,San Joaquin General Hospital,2019
568,71538540,42023-0168-01,EPINEPHrine 1mg/mL MDV 30mL [SJGH],180.3,San Joaquin General Hospital,2019
569,71538532,42023-0159-25,EPINEPHrine 1mg/mL SDV [SJGH],354.89000000000016,San Joaquin General Hospital,2019
570,71538508,71285-7018-01,EPINEPHrine 4mg/D5W 250mL [SJGH],41.02,San Joaquin General Hospital,2019
571,71525901,25021-0203-25,epiRUBicin 50mg/25mL SDV [SJGH],11.44,San Joaquin General Hospital,2019
572,41720707,59762-1710-02,eplerenone 25mg tab [SJGH],52.2099,San Joaquin General Hospital,2019
573,71544357,55513-0283-10,"epoetin alfa 10,000 units/mL MDV 2mL [SJGH]",3146.56,San Joaquin General Hospital,2019
574,71544225,55513-0144-10,epoetin alfa 10000 units/mL SDV [SJGH],1573.28,San Joaquin General Hospital,2019
575,71544217,55513-0126-10,epoetin alfa 2000 units/mL SDV [SJGH],314.66,San Joaquin General Hospital,2019
576,71544241,55513-0478-10,epoetin alfa 20000 units/mL SDV [SJGH],3146.56,San Joaquin General Hospital,2019
577,71544348,59676-0340-01,"epoetin alfa 40,000 units/mL SDV [SJGH]",2108.78,San Joaquin General Hospital,2019
578,71548408,00173-0519-00,epoprostenol 1.5mg SDV [SJGH],56.43,San Joaquin General Hospital,2019
579,71527287,00085-1177-02,eptifibatide 200mg/100mL SDV [SJGH],849.08,San Joaquin General Hospital,2019
580,71544480,00085-1177-01,eptifibatide 20mg/10mL SDV [SJGH],30.48,San Joaquin General Hospital,2019
581,71544498,00085-1136-01,eptifibatide 75mg/100mL SDV [SJGH],115.09,San Joaquin General Hospital,2019
582,41720897,43199-0015-60,ergocalciferol 8000 units/mL soln 60mL [SJGH],26.55,San Joaquin General Hospital,2019
583,71512602,42023-0221-10,ertapenem 1gm SDV [SJGH],806.5699999999997,San Joaquin General Hospital,2019
584,71511471,00409-6482-01,erythromycin 500mg SDV [SJGH],662.3399999999998,San Joaquin General Hospital,2019
585,41721101,24208-0910-19,erythromycin base 0.5% eye oint 1gm [SJGH],112.16,San Joaquin General Hospital,2019
586,41721110,24208-0910-55,erythromycin base 0.5% eye oint 3.5gm [SJGH],5.93,San Joaquin General Hospital,2019
587,41721184,24338-0102-13,erythromycin base 250mg tab [SJGH],1046.0800000000004,San Joaquin General Hospital,2019
588,41721283,24338-0104-13,erythromycin base 500mg tab [SJGH],1576.92,San Joaquin General Hospital,2019
589,41721416,24338-0134-02,erythromycin ethylsucc 200mg/5mL susp 100mL [SJGH],232.05,San Joaquin General Hospital,2019
590,41721853,68084-0617-01,escitalopram 10mg tab [SJGH],12.42,San Joaquin General Hospital,2019
591,41721861,68084-0618-01,escitalopram 20mg tab [SJGH],14.66,San Joaquin General Hospital,2019
592,41721846,68001-0195-00,escitalopram 5mg tab [SJGH],7.82,San Joaquin General Hospital,2019
593,71527261,63323-0652-10,esmolol 100mg/10mL SDV [SJGH],65.94999999999999,San Joaquin General Hospital,2019
594,71527295,10019-0055-61,esmolol 2500mg/NaCl 0.9% 250mL RTU [SJGH],2600.0,San Joaquin General Hospital,2019
595,41721549,51862-0333-01,estradiol 1mg tab [SJGH],12.69,San Joaquin General Hospital,2019
596,71544233,42023-0111-01,estradiol valerate 20 mg/mL MDV 5mL [SJGH],177.51999999999995,San Joaquin General Hospital,2019
597,41721598,00046-0872-21,"estrogens, conj 0.625mg/gm vaginal crm 30gm [SJGH]",337.5999,San Joaquin General Hospital,2019
598,41721697,00046-1102-81,"estrogens, conjugated 0.625mg tab [SJGH]",508.15,San Joaquin General Hospital,2019
599,41721796,00046-1104-81,"estrogens, conjugated 1.25mg tab [SJGH]",508.15,San Joaquin General Hospital,2019
600,71543326,00046-0749-05,"estrogens, conjugated 25mg/5mL SDV [SJGH]",281.64,San Joaquin General Hospital,2019
601,71537079,55513-0742-10,etelcalcetide 10mg/2mL SDV [SJGH],2485.2000000000007,San Joaquin General Hospital,2019
602,71537056,55513-0740-10,etelcalcetide 2.5mg/0.5mL SDV [SJGH],621.3000000000002,San Joaquin General Hospital,2019
603,71537063,55513-0741-10,etelcalcetide 5mg/mL SDV [SJGH],1242.6,San Joaquin General Hospital,2019
604,41721952,68180-0280-01,ethambutol 100mg tab [SJGH],29.5,San Joaquin General Hospital,2019
605,41721994,68084-0280-01,ethambutol 400mg tab [SJGH],109.73,San Joaquin General Hospital,2019
606,71503411,67871-4790-06,ethanolamine 100mg/2mL amp [SJGH],4056.66,San Joaquin General Hospital,2019
607,41722190,00008-4117-01,ethionamide 250mg tab [SJGH],523.99,San Joaquin General Hospital,2019
608,71518476,00143-9506-10,etomidate 20mg/10mL SDV [SJGH],25.91,San Joaquin General Hospital,2019
609,71543995,00052-4330-01,etonogestrel 68mg implant [SJGH],399.0,San Joaquin General Hospital,2019
610,71525943,00703-5656-01,etoposide 20mg/mL MDV 25mL [SJGH],36.05,San Joaquin General Hospital,2019
611,71525976,00703-5657-01,etoposide 20mg/mL MDV 50mL [SJGH],72.1,San Joaquin General Hospital,2019
612,41721903,59676-0571-01,etravirine 200mg tab [SJGH],1204.2702,San Joaquin General Hospital,2019
613,41722299,67877-0490-30,ezetimibe 10mg tab [SJGH],3.7899,San Joaquin General Hospital,2019
614,71522999,58394-0635-03,factor IX recombinant 1000unit SDV [SJGH],1040.4,San Joaquin General Hospital,2019
615,71522890,00169-7201-01,factor VII 1mg SDV [SJGH],1926.4,San Joaquin General Hospital,2019
616,71522908,00169-7202-01,factor VII 2mg SDV [SJGH],3850.8,San Joaquin General Hospital,2019
617,71522932,00026-3785-55,factor VIII 1000unit SDV [SJGH],1020.0,San Joaquin General Hospital,2019
618,71522924,00026-3783-35,factor VIII 500unit SDV [SJGH],510.0,San Joaquin General Hospital,2019
619,41722323,00378-3020-01,famotidine 20mg tab [SJGH],9.49,San Joaquin General Hospital,2019
620,71544274,00641-6022-25,famotidine 20mg/2mL SDV [SJGH],17.98,San Joaquin General Hospital,2019
621,71502363,00338-0519-48,fat emulsion 20% 100 mL RTU [SJGH],103.65,San Joaquin General Hospital,2019
622,71502355,00338-0519-02,fat emulsion 20% 250 mL RTU [SJGH],109.975,San Joaquin General Hospital,2019
623,41723008,68084-0635-21,fenofibrate 48mg tab [SJGH],20.2299,San Joaquin General Hospital,2019
624,71516314,00409-9094-31,fentaNYL 1000mcg/20mL SDV [SJGH],84.69,San Joaquin General Hospital,2019
625,71516223,00409-9094-22,fentaNYL 100mcg/2mL SDV [SJGH],14.000000000000002,San Joaquin General Hospital,2019
626,41722646,60505-7009-02,fentaNYL 100mcg/hr patch [SJGH],92.05,San Joaquin General Hospital,2019
627,41722513,00781-7240-55,fentaNYL 12mcg/hr patch [SJGH],76.7,San Joaquin General Hospital,2019
628,71516256,00409-9094-61,fentaNYL 2500mcg/50mL SDV [SJGH],95.125,San Joaquin General Hospital,2019
629,71516207,71286-2071-05,fentaNYL 2500mcg/NS 250mL [SJGH],47.86,San Joaquin General Hospital,2019
630,71516298,00409-9094-25,fentaNYL 250mcg/5mL SDV [SJGH],24.44,San Joaquin General Hospital,2019
631,41722588,60505-7006-02,fentaNYL 25mcg/hr patch [SJGH],21.68,San Joaquin General Hospital,2019
632,71517825,61553-0861-48,fentaNYL 2mcg/mL/bupivacaine 0.125% 100mL CADD [SJGH],26.272,San Joaquin General Hospital,2019
633,41722679,60505-7007-02,fentaNYL 50mcg/hr patch [SJGH],46.5,San Joaquin General Hospital,2019
634,41722668,60505-7008-02,fentaNYL 75mcg/hr patch [SJGH],58.7,San Joaquin General Hospital,2019
635,71544555,00517-0650-01,ferric carboxymaltose 750 mg/15mL SDV [SJGH],791.89005,San Joaquin General Hospital,2019
636,41722406,59365-6065-00,ferric subsulfate soln 8mL [SJGH],164.89,San Joaquin General Hospital,2019
637,41722547,50383-0627-50,ferrous sulfate (as elemental iron) 15mg/mL drops 50mL [SJGH],3.04,San Joaquin General Hospital,2019
638,41722471,54838-0001-80,ferrous sulfate 220mg/5mL elixir 473mL [SJGH],3.13126,San Joaquin General Hospital,2019
639,41722620,00904-7591-61,ferrous sulfate 325mg tab [SJGH],2.18,San Joaquin General Hospital,2019
640,71544563,59338-0775-01,ferumoxytol 510mg/17mL SDV [SJGH],801.14999,San Joaquin General Hospital,2019
641,41722950,52015-0080-01,fidaxomicin 200mg tab [SJGH],3493.430000000001,San Joaquin General Hospital,2019
642,71544290,55513-0530-10,filgrastim 300mcg/mL SDV [SJGH],2987.46,San Joaquin General Hospital,2019
643,71544332,55513-0546-10,filgrastim 480mcg/1.6mL SDV [SJGH],4757.12,San Joaquin General Hospital,2019
644,41723206,31722-0525-30,finasteride 5mg tab [SJGH],3.1401,San Joaquin General Hospital,2019
645,41722802,00054-0010-21,flecainide 50mg tab [SJGH],32.689800000000005,San Joaquin General Hospital,2019
646,41722695,68084-0728-01,fluconazole 100mg tab [SJGH],110.62,San Joaquin General Hospital,2019
647,41722737,55111-0145-12,fluconazole 150mg tab [SJGH],15.45996,San Joaquin General Hospital,2019
648,41722729,68084-0735-01,fluconazole 200mg tab [SJGH],162.74,San Joaquin General Hospital,2019
649,71511083,70655-0002-06,fluconazole 200mg/NaCl 0.9% 100mL RTU [SJGH],18.618,San Joaquin General Hospital,2019
650,71511109,00338-6045-37,fluconazole 400mg/NaCl 0.9% 200 mL RTU [SJGH],54.58,San Joaquin General Hospital,2019
651,41722711,59762-5030-01,fluconazole 40mg/mL susp 35mL [SJGH],29.58445,San Joaquin General Hospital,2019
652,41722745,64980-0179-01,flucytosine 250mg cap [SJGH],6046.74,San Joaquin General Hospital,2019
653,41722786,60687-0363-25,flucytosine 500mg cap [SJGH],3496.59,San Joaquin General Hospital,2019
654,41799076,99999-9999-25,flucytosine 50mg per ml oral suspension 120mL [SJGH],1389.4848000000006,San Joaquin General Hospital,2019
655,71525992,63323-0192-02,fludarabine 50mg/2mL SDV [SJGH],51.71,San Joaquin General Hospital,2019
656,41722836,68084-0288-01,fludrocortisone 0.1mg tab [SJGH],43.91,San Joaquin General Hospital,2019
657,71537203,00143-9784-10,flumazenil 0.1mg/mL MDV 5mL [SJGH],25.5,San Joaquin General Hospital,2019
658,41722935,52565-0031-15,fluocinolone 0.01% crm 15gm [SJGH],27.75,San Joaquin General Hospital,2019
659,41722992,52565-0031-60,fluocinolone 0.01% crm 60gm [SJGH],87.5898,San Joaquin General Hospital,2019
660,41723156,17238-0900-11,fluorescein 1mg eye strip [SJGH],10.68,San Joaquin General Hospital,2019
661,71526024,63323-0117-10,fluorouracil 500mg/10mL SDV [SJGH],18.89,San Joaquin General Hospital,2019
662,71526040,63323-0117-51,fluorouracil 50mg/mL bulk vial 50mL [SJGH],7.399999999999999,San Joaquin General Hospital,2019
663,41723404,00904-5784-61,FLUoxetine 10mg cap [SJGH],7.08,San Joaquin General Hospital,2019
664,41723412,68084-0605-01,FLUoxetine 20mg cap [SJGH],9.26,San Joaquin General Hospital,2019
665,41723545,00527-1788-01,fluPHENAZine 1mg tab [SJGH],0.95,San Joaquin General Hospital,2019
666,41723594,51079-0486-20,fluPHENAZine 2.5mg tab [SJGH],44.29,San Joaquin General Hospital,2019
667,41723776,51079-0992-20,fluvoxaMINE 50mg tab [SJGH],39.8,San Joaquin General Hospital,2019
668,41723859,62584-0897-01,folic acid 1mg tab [SJGH],12.3,San Joaquin General Hospital,2019
669,71544514,63323-0184-10,folic acid 5mg/mL MDV 10mL [SJGH],21.64,San Joaquin General Hospital,2019
670,71544548,67457-0211-02,fomepizole 1.5gm/1.5mL SDV [SJGH],8596.600050000001,San Joaquin General Hospital,2019
671,71526016,00006-3061-00,fosaprepitant 150mg SDV [SJGH],273.08,San Joaquin General Hospital,2019
672,71544720,00069-6001-25,fosphenytoin 100mg PE/2mL SDV [SJGH],65.34,San Joaquin General Hospital,2019
673,71544746,00069-6001-21,fosphenytoin 500mg PE/10mL SDV [SJGH],154.53,San Joaquin General Hospital,2019
674,71526008,00310-0720-10,fulvestrant 250mg/5mL PFS [SJGH],1812.5,San Joaquin General Hospital,2019
675,71544647,00409-6102-10,furosemide 100mg/10mL SDV [SJGH],43.89,San Joaquin General Hospital,2019
676,41724246,00054-3294-46,furosemide 10mg/mL soln 60mL [SJGH],4.9902,San Joaquin General Hospital,2019
677,41724014,51079-0072-20,furosemide 20mg tab [SJGH],4.859999999999999,San Joaquin General Hospital,2019
678,71544597,00409-6102-02,furosemide 20mg/2mL SDV [SJGH],27.05,San Joaquin General Hospital,2019
679,41724071,51079-0073-20,furosemide 40mg tab [SJGH],5.151,San Joaquin General Hospital,2019
680,71544654,00409-6102-04,furosemide 40mg/4mL SDV [SJGH],28.47,San Joaquin General Hospital,2019
681,41724121,68084-0783-01,gabapentin 100mg cap [SJGH],9.3,San Joaquin General Hospital,2019
682,41724147,68084-0762-01,gabapentin 300mg cap [SJGH],11.2,San Joaquin General Hospital,2019
683,41724352,68084-0774-01,gabapentin 400mg cap [SJGH],13.93,San Joaquin General Hospital,2019
684,71596217,00009-0283-01,Gelfilm 100x125mm film [SJGH],1921.16,San Joaquin General Hospital,2019
685,71596191,00009-0297-03,Gelfilm ophthalmic 25x50mm film [SJGH],212.30666,San Joaquin General Hospital,2019
686,71596274,00009-0315-08,gelfoam 12-7 mm sponge [SJGH],45.12,San Joaquin General Hospital,2019
687,71596316,00009-0342-01,gelfoam size 100 sponge [SJGH],17.1817,San Joaquin General Hospital,2019
688,71596258,00009-0396-05,gelfoam size 4 sponge [SJGH],12.69833,San Joaquin General Hospital,2019
689,71596332,63713-0019-73,gelfoam size 50 sponge [SJGH],55.82,San Joaquin General Hospital,2019
690,71526925,00409-0181-01,gemcitabine 1gm/26.3mL SDV [SJGH],178.88,San Joaquin General Hospital,2019
691,71526917,00409-0183-01,gemcitabine 200mg/5.26mL SDV [SJGH],42.1,San Joaquin General Hospital,2019
692,71526933,00409-0182-01,gemcitabine 2gm/52.6mL SDV [SJGH],31.77,San Joaquin General Hospital,2019
693,41724329,60687-0224-01,gemfibrozil 600mg tab [SJGH],17.16,San Joaquin General Hospital,2019
694,41724360,17478-0284-35,gentamicin 0.3% eye oint 3.5gm [SJGH],13.61,San Joaquin General Hospital,2019
695,41724410,60758-0188-05,gentamicin 0.3% eye soln 5mL [SJGH],3.92,San Joaquin General Hospital,2019
696,71506091,63323-0173-02,gentamicin 20mg/2mL SDV [SJGH],35.35,San Joaquin General Hospital,2019
697,71506257,99999-9999-53,gentamicin 320 mcg/mL sodium citrate 4% MDV 30 mL [SJGH],15.0,San Joaquin General Hospital,2019
698,71506232,63323-0010-20,gentamicin 40mg/mL MDV 20mL [SJGH],427.01,San Joaquin General Hospital,2019
699,71506166,00409-1207-03,gentamicin 80mg/2mL SDV [SJGH],19.93,San Joaquin General Hospital,2019
700,71544761,00781-3234-34,glatiramer 20mg/mL PFS [SJGH],1641.0201000000006,San Joaquin General Hospital,2019
701,41724444,68084-0788-25,glimepiride 1mg tab [SJGH],19.8999,San Joaquin General Hospital,2019
702,41724469,68084-0326-01,glimepiride 2mg tab [SJGH],42.78,San Joaquin General Hospital,2019
703,41724543,51079-0811-20,glipiZIDE 10mg tab [SJGH],49.23,San Joaquin General Hospital,2019
704,41724519,51079-0810-20,glipiZIDE 5mg tab [SJGH],24.6,San Joaquin General Hospital,2019
705,71544795,00597-0260-10,glucagon 1mg kit [SJGH],162.84,San Joaquin General Hospital,2019
706,41724592,00574-0070-30,glucose oral gel 37.5gm [SJGH],8.38,San Joaquin General Hospital,2019
707,41724725,51079-0872-20,glyBURIDE 2.5mg tab [SJGH],24.34,San Joaquin General Hospital,2019
708,41724774,63739-0119-10,glyBURIDE 5mg tab [SJGH],18.94,San Joaquin General Hospital,2019
709,41724873,00713-0101-09,glycerin adult supp [SJGH],5.21,San Joaquin General Hospital,2019
710,41724840,24385-0033-16,glycerin liquid [SJGH],15.1728,San Joaquin General Hospital,2019
711,41724824,00713-0102-09,glycerin pediatric supp [SJGH],0.152,San Joaquin General Hospital,2019
712,71544860,00143-9682-25,glycopyrrolate 0.2mg/mL SDV [SJGH],116.88,San Joaquin General Hospital,2019
713,41799087,99999-9999-25,glycopyrrolate 0.5mg per ml oral suspension 60mL [SJGH],19.0626,San Joaquin General Hospital,2019
714,41724907,60687-0270-01,glycopyrrolate 1mg tab [SJGH],67.7,San Joaquin General Hospital,2019
715,71544993,70720-0951-30,goserelin acetate 10.8mg PFS [SJGH],1815.0,San Joaquin General Hospital,2019
716,71526057,70720-0950-36,goserelin acetate 3.6mg PFS [SJGH],605.0,San Joaquin General Hospital,2019
717,41725037,00884-0763-04,griseofulvin 125mg tab [SJGH],490.47,San Joaquin General Hospital,2019
718,41725136,00121-1550-00,guaiFENesin 200mg/codeine 20mg/10mL soln [SJGH],61.87000000000001,San Joaquin General Hospital,2019
719,41725185,00121-1276-00,guaiFENesin 200mg/DM 20mg/10mL soln [SJGH],167.78,San Joaquin General Hospital,2019
720,71540413,49281-0545-03,haemophilus b conj vacc 0.5mL SDV (ActHIB) [SJGH],76.82000000000002,San Joaquin General Hospital,2019
721,41725342,51079-0733-20,haloperidol 0.5mg tab [SJGH],24.34,San Joaquin General Hospital,2019
722,41725391,51079-0734-20,haloperidol 1mg tab [SJGH],34.510000000000005,San Joaquin General Hospital,2019
723,41725557,68382-0079-01,haloperidol 5mg tab [SJGH],34.21,San Joaquin General Hospital,2019
724,71545008,67457-0426-12,haloperidol 5mg/mL SDV [SJGH],20.880000000000006,San Joaquin General Hospital,2019
725,71545099,63323-0471-01,haloperidol decanoate 100mg/mL SDV (IM only) [SJGH],27.9,San Joaquin General Hospital,2019
726,71545073,10147-0921-03,haloperidol decanoate 50mg/mL SDV (IM only)  [SJGH],59.69001,San Joaquin General Hospital,2019
727,71521769,63323-0542-01,"heparin 10,000 units/mL SDV [SJGH]",42.23,San Joaquin General Hospital,2019
728,71521108,63323-0549-01,heparin 100 units/mL SDV [SJGH],28.95,San Joaquin General Hospital,2019
729,71521314,63323-0540-11,heparin 1000 units/mL MDV 10mL [SJGH],39.62000000000001,San Joaquin General Hospital,2019
730,71521454,25021-0400-30,heparin 1000 units/mL MDV 30mL DIALYSIS [SJGH],156.57,San Joaquin General Hospital,2019
731,71521900,00409-7620-03,heparin 1000 units/NaCl 0.9% 500mL IV bag [SJGH],64.89,San Joaquin General Hospital,2019
732,71521984,63323-0522-77,heparin 25000 units/dex 5% 500mL IV bag [SJGH],8.69,San Joaquin General Hospital,2019
733,71521041,08290-3064-14,heparin 50 units/5mL PFS [SJGH],211.848,San Joaquin General Hospital,2019
734,71521181,08290-3064-24,heparin 500 units/5mL PFS [SJGH],211.848,San Joaquin General Hospital,2019
735,71521223,63323-0545-05,heparin 500 units/5mL SDV [SJGH],34.160000000000004,San Joaquin General Hospital,2019
736,71521660,00409-1316-32,heparin 5000 units/0.5mL PFS [SJGH],72.17,San Joaquin General Hospital,2019
737,71521595,25021-0402-10,heparin 5000 units/mL MDV 10mL DIALYSIS [SJGH],151.82999999999996,San Joaquin General Hospital,2019
738,71521629,63323-0262-01,heparin 5000 units/mL SDV [SJGH],10.68,San Joaquin General Hospital,2019
739,71540454,58160-0826-52,hepatitis A vacc 1440 units/mL PFS [SJGH],628.08,San Joaquin General Hospital,2019
740,71540504,58160-0825-52,hepatitis A vacc 720 units/0.5mL PFS [SJGH],297.87,San Joaquin General Hospital,2019
741,71540702,58160-0815-52,hepatitis A/hepatitis B vacc 1mL PFS [SJGH],911.71,San Joaquin General Hospital,2019
742,71540595,58160-0820-11,hepatitis B 10mcg/0.5mL pediatric vacc SDV [SJGH],162.17,San Joaquin General Hospital,2019
743,71540520,13533-0636-03,hepatitis B IG 0.5mL PFS [SJGH],769.4,San Joaquin General Hospital,2019
744,71540496,13533-0636-05,hepatitis B IG 5mL SDV [SJGH],664.52,San Joaquin General Hospital,2019
745,71540587,58160-0821-52,hepatitis B vacc 20mcg/mL PFS [SJGH],527.5,San Joaquin General Hospital,2019
