,EAP PROC CODE,Description,CPT,REV CODE,Price,Hospital,Year
1330,343043,HCHG BMH DRVVT 1:1 MIXTURE *R,85597,305,6.73,Barton Memorial Hospital,2019
1331,357111,HCHG BMH DRVVT CONFIRMATION *R,85597,305,9.07,Barton Memorial Hospital,2019
1332,360371,HCHG PROTHROMBIN TIME (PT),85610,305,145.89,Barton Memorial Hospital,2019
1333,356288,HCHG DILUTED RUSSELL VIP VEN TIME - REF,85613,305,17.17,Barton Memorial Hospital,2019
1334,360352,"HCHG SED RATE,ERYTHROCYTE-NONAUTO",85651,305,181.49,Barton Memorial Hospital,2019
1335,360369,HCHG SICKLE CELL PREP,85660,305,250.85,Barton Memorial Hospital,2019
1336,360372,HCHG PARTIAL THROMBO TIME,85730,305,277.58,Barton Memorial Hospital,2019
1337,356411,HCHG ALLERGEN SPEC IGE QUAN SEMIQUAN REF,86003,302,5.31,Barton Memorial Hospital,2019
1338,357113,"HCHG BMH MYELOPEROXIDASE AB, (PAN-ANCA) *R",86021,302,10.49,Barton Memorial Hospital,2019
1339,357114,HCHG BMH/CVMC PROTEINASE-9 AB (PAN-ANCA) *R,86021,302,10.49,Barton Memorial Hospital,2019
1340,357115,HCHG BMH WBC ANTIBODY IDENTIFICATION*R,86021,302,12.25,Barton Memorial Hospital,2019
1341,356753,HCHG ANA (ANTI NUCLEAR ANTIBODY) - REF,86038,302,8.72,Barton Memorial Hospital,2019
1342,357117,HCHG BMH ANALYZER PANEL ANTINUCLEU ANTIBODIES *R,86038,302,8.8,Barton Memorial Hospital,2019
1343,357118,HCHG BMH ANTINUCLEAR ANTIBODIES (ANA)*R,86038,302,6.34,Barton Memorial Hospital,2019
1344,357119,HCHG BMH ANTINUCLEAR ANTIBODIES*R,86038,302,12.25,Barton Memorial Hospital,2019
1345,351308,HCHG ANA TITER REF,86039,302,17.5,Barton Memorial Hospital,2019
1346,360460,HCHG ASO TITER STREPTO. - LAB,86060,302,190.39,Barton Memorial Hospital,2019
1347,357186,HCHG ASO SCREEN,86063,302,10.02,Barton Memorial Hospital,2019
1348,302655,HB PB PHYS BLOOD BANK TRANSFUSION SVCS,86078,971,201.0,Barton Memorial Hospital,2019
1349,302656,HB PB PHYS BLOOD BANK AUTHO SERVICE,86079,971,198.0,Barton Memorial Hospital,2019
1350,360458,HCHG C REACTIVE PROTEIN - LAB,86140,302,188.6,Barton Memorial Hospital,2019
1351,360437,HCHG C-REACTIVE PROTEIN-HIGH SENS. - LAB,86141,302,188.6,Barton Memorial Hospital,2019
1352,356415,"HCHG BETA 2 GLYCOPROTEIN I AB,EACH",86146,305,16.68,Barton Memorial Hospital,2019
1353,357285,"HCHG BMH CARDIOLIPIN (PHOSPHOLIPID) ANTIBODY, EACH IG CLASS*R",86147,300,11.82,Barton Memorial Hospital,2019
1354,356771,HCHG CARDIOLIPIN ANTIBODY-EA IG CLS,86147,302,16.0,Barton Memorial Hospital,2019
1355,356530,HCHG PHOSPHOLIPID ANTIBODY,86148,302,16.68,Barton Memorial Hospital,2019
1356,343041,HCHG BMH C4*R,86160,302,7.28,Barton Memorial Hospital,2019
1357,343042,HCHG BMH C3*R,86160,302,7.28,Barton Memorial Hospital,2019
1358,356765,HCHG COMPLEMENT ANTIGEN EA COMPONENT REF,86160,302,10.87,Barton Memorial Hospital,2019
1359,357287,"HCHG BMH COMPLEMENT; ANTIGEN, EACH COMPONENT*R",86160,302,4.39,Barton Memorial Hospital,2019
1360,357288,"HCHG BMH COMPLEMENT; ANTIGEN, EACH COMPONENT*R",86160,302,4.39,Barton Memorial Hospital,2019
1361,356726,"HCHG COMPLEMENT, TOTAL (CH50) - REF",86162,302,9.15,Barton Memorial Hospital,2019
1362,356648,HCHG CCP ANTIBODY,86200,302,53.85,Barton Memorial Hospital,2019
1363,360744,HCHG BMH/CVMC CYCLIC CITRULLINATED PEPTIDE,86200,305,387.89,Barton Memorial Hospital,2019
1364,356752,HCHG DNA ANTIBODY - REF,86225,302,17.92,Barton Memorial Hospital,2019
1365,357289,HCHG BMH DNA ANTIBODY DOUBLE STRANDED *R,86225,302,11.06,Barton Memorial Hospital,2019
1366,357290,HCHG BMH DNA ANTIBODY NATIVE OR DOUBLE STRANDED*R,86225,302,12.16,Barton Memorial Hospital,2019
1367,357291,HCHG BMH DEOXYRIBONUCLEIC ACID(DNA)ANTIBODY NATIVE DOUBLE STRAND*,86225,302,6.91,Barton Memorial Hospital,2019
1368,357292,"HCHG BMH ANALYZER PANEL EXTRACTABLE NUCLEURAG, AB*R",86235,302,2.19,Barton Memorial Hospital,2019
1369,357293,HCHG BMH EXTRACTABLE NUCLEAR ANTIGEN ANTIBODY ANY METHOD EACH*R,86235,302,6.34,Barton Memorial Hospital,2019
1370,357294,HCHG BMH NUCLEAR ANTIGEN ANTIBODY*R,86235,302,17.39,Barton Memorial Hospital,2019
1371,357295,HCHG BMH ANTI SM/RNP *R,86235,302,24.9,Barton Memorial Hospital,2019
1372,357180,"HCHG CELIAC PNL IFA TITER, FLUORESCENT AB *R",86255,302,19.22,Barton Memorial Hospital,2019
1373,356076,HCHG FLOURESCENT ANTIBODY TITER,86256,302,42.9,Barton Memorial Hospital,2019
1374,357120,HCHG BMH MITOCHONDRIAL ANTIBODY*R,86256,302,11.01,Barton Memorial Hospital,2019
1375,360072,HCHG FLUORESCENT ANTIBODY TITER,86256,302,24.56,Barton Memorial Hospital,2019
1376,356053,HCHG CA 27.29 - REF,86300,302,12.8,Barton Memorial Hospital,2019
1377,356010,HCHG IMMUNOASSAY TUMOR ANT-CA 19-9,86301,302,20.76,Barton Memorial Hospital,2019
1378,360007,HCHG CA 125 - LAB,86304,302,254.42,Barton Memorial Hospital,2019
1379,360465,HCHG HETEROPHILE SCREEN - LAB,86308,302,220.63,Barton Memorial Hospital,2019
1380,357317,HCHG CHROMOGRANIN A *R,86316,302,32.34,Barton Memorial Hospital,2019
1381,356419,HCHG IMMUNOFIXATION ELECTROPHORESIS,86334,302,21.47,Barton Memorial Hospital,2019
1382,357181,HCHG IFE PARAPROTEIN URINE *R,86335,302,4.85,Barton Memorial Hospital,2019
1383,357182,HCHG CD19 B-CELL COUNT *R,86355,302,30.75,Barton Memorial Hospital,2019
1384,356656,"HCHG T CELLS,TOTAL COUNT",86359,302,18.0,Barton Memorial Hospital,2019
1385,356030,"HCHG T CELLS,ABSOLUTE CD4/CD8 COUNT",86360,302,18.0,Barton Memorial Hospital,2019
1386,357123,HCHG BMH CD4/CD8 PANEL *R,86360,302,22.42,Barton Memorial Hospital,2019
1387,356762,HCHG MICROSOMAL ANTIBODIES-EACH,86376,302,8.95,Barton Memorial Hospital,2019
1388,357298,HCHG BMH ANALYZER PANEL MICROSOMAL AB*,86376,302,8.4,Barton Memorial Hospital,2019
1389,357299,HCHG BMH THYROID ANTIBODY PANEL*R,86376,302,23.23,Barton Memorial Hospital,2019
1390,357300,HCHG BMH ANTI-THYROID AB *R,86376,302,13.47,Barton Memorial Hospital,2019
1391,357125,"HCHG BMH CRYPTOCOCCUS NEOFORM AG, EIA *R",86403,306,10.81,Barton Memorial Hospital,2019
1392,360456,HCHG RA TEST QUAL,86430,302,190.39,Barton Memorial Hospital,2019
1393,357127,HCHG BMH RHEUMATOID FACTOR QUANTITATIVE *R,86431,302,7.64,Barton Memorial Hospital,2019
1394,357128,HCHG BMH RHEUMATOID FACTOR; QUANTITATIVE*R,86431,302,6.34,Barton Memorial Hospital,2019
1395,360457,HCHG RHEUMATOID FACTOR QUANTITATIVE LAB,86431,302,1.6,Barton Memorial Hospital,2019
1396,356671,HCHG TB TEST CELL IMM MEASURE AG,86480,302,107.71,Barton Memorial Hospital,2019
1397,360454,"HCHG SYPHILIS TEST,NON-TREP,QUAL - LAB",86592,302,135.23,Barton Memorial Hospital,2019
1398,360455,"HCHG SYPHILIS TEST,NON-TREP,QUANT - LAB",86593,302,151.17,Barton Memorial Hospital,2019
1399,356754,HCHG LYME DISEASE ANTIBODY - REF,86618,302,8.93,Barton Memorial Hospital,2019
1400,356426,"HCHG ANTIBODY,CANDIDA",86628,302,26.96,Barton Memorial Hospital,2019
1401,356072,HCHG CHLAMYDIA GROUP AB - REF,86631,302,4.8,Barton Memorial Hospital,2019
1402,356427,"HCHG ANTIBODY,CHLAMYDIA,IGM",86632,302,6.77,Barton Memorial Hospital,2019
1403,351000,HCHG BMH CYTOMEGALOVIRUS (CMV) ANTIBODY,86644,302,276.79,Barton Memorial Hospital,2019
1404,356781,"HCHG ANTIBODY,CYTOMEGALOVIRUS (CMV)",86644,302,15.88,Barton Memorial Hospital,2019
1405,356430,"HCHG ANTIBODY,CYTOMEGALOVIRUS,IGM",86645,302,15.88,Barton Memorial Hospital,2019
1406,356755,HCHG EPSTEIN BARR VIRUS-EARLY ANT,86663,302,18.13,Barton Memorial Hospital,2019
1407,356756,HCHG EPSTEIN BARR VIRUS-NUC ANTIGEN,86664,302,18.13,Barton Memorial Hospital,2019
1408,356757,HCHG EPSTEIN BARR VIRUS-CAPSID AG - REF,86665,302,14.0,Barton Memorial Hospital,2019
1409,357129,HCHG BMH/CVMC GIARDIA ANTIBODIES *R,86674,302,39.76,Barton Memorial Hospital,2019
1410,360462,HCHG HELICOBACTER AB SERUM - LAB,86677,302,215.29,Barton Memorial Hospital,2019
1411,356527,HCHG HAEMOPHILUS INFLUENZA AB,86684,302,81.27,Barton Memorial Hospital,2019
1412,356782,"HCHG ANTIBODY,HERPES SIMPLEX,NSTYPE",86694,302,33.51,Barton Memorial Hospital,2019
1413,356439,"HCHG ANTIBODY,HERPES SIMPLEX TYPE 1 - REF",86695,302,23.73,Barton Memorial Hospital,2019
1414,356440,"HCHG ANTIBODY,HERPES SIMPLEX TYPE 2",86696,302,33.51,Barton Memorial Hospital,2019
1415,356034,HCHG HISTOPLASMOSIS AB - REF,86698,302,14.58,Barton Memorial Hospital,2019
1416,360308,HCHG HTLV III (HIV) - LAB,86701,302,170.81,Barton Memorial Hospital,2019
1417,370005,HCHG HIV-1 ANTIBODY *R,86701,302,883.53,Barton Memorial Hospital,2019
1418,356507,HCHG HIV-2 ANTIBODY,86702,302,118.81,Barton Memorial Hospital,2019
1419,360443,HCHG HIV-1/HIV-2 SINGLE RESULT - LAB,86703,302,170.81,Barton Memorial Hospital,2019
1420,360304,HCHG HEPATITIS B CORE AB - LAB,86704,302,185.04,Barton Memorial Hospital,2019
1421,360302,HCHG HEP B S ANTIBODY (HBSAB) - LAB,86706,302,174.38,Barton Memorial Hospital,2019
1422,360305,HCHG HEP VACC SCREEN (HBSAB),86706,302,174.38,Barton Memorial Hospital,2019
1423,357183,HCHG HEPATITIS A TOTAL *R,86708,302,5.61,Barton Memorial Hospital,2019
1424,360299,HCHG HEPATITIS A IGM AB - LAB,86709,302,252.66,Barton Memorial Hospital,2019
1425,356045,HCHG ANTIBODY MUMPS,86735,302,17.03,Barton Memorial Hospital,2019
1426,360469,HCHG RUBELLA IMMUNITY SC - LAB,86762,302,120.98,Barton Memorial Hospital,2019
1427,356750,HCHG RUBEOLA IMMUNITY SC - REF,86765,302,10.66,Barton Memorial Hospital,2019
1428,356744,"HCHG ANTIBODY,TREPONEMA PALLIDUM",86780,302,12.84,Barton Memorial Hospital,2019
1429,356783,"HCHG ANTIBODY, VARICELLA-ZOSTER - REF",86787,302,9.89,Barton Memorial Hospital,2019
1430,356639,HCHG WEST NILE VIRUS ANTIBODY IGM,86788,302,40.38,Barton Memorial Hospital,2019
1431,356640,HCHG WEST NILE VIRUS ANTIBODY - REF,86789,302,28.61,Barton Memorial Hospital,2019
1432,357301,"HCHG BMH ANTIBODY; VIRUS, NOT ELSEWHERE SPECIFIED*R",86790,302,26.04,Barton Memorial Hospital,2019
1433,357302,HCHG BMH VIRUS ANTIBODY NOS*R,86790,302,30.28,Barton Memorial Hospital,2019
1434,356761,HCHG ANTI THYROGLOBULIN - REF,86800,302,9.44,Barton Memorial Hospital,2019
1435,360312,HCHG HEPATITIS C AB - LAB,86803,302,311.37,Barton Memorial Hospital,2019
1436,351001,HCHG BMH HLA MATCHING OF BLOOD PRODUCT,86806,302,480.77,Barton Memorial Hospital,2019
1437,356638,HCHG HLA-B27,86812,302,20.32,Barton Memorial Hospital,2019
1438,360806,HCHG BMH/CVMC ANTIBODY SCREEN,86850,390,403.87,Barton Memorial Hospital,2019
1439,350611,"HCHG BMH ANTIBODY ID, BLOOD SOURCE*R",86870,302,287.52,Barton Memorial Hospital,2019
1440,343054,HCHG BMH ANTIBOD ID,86870,390,530.2,Barton Memorial Hospital,2019
1441,360745,HCHG BMH/CVMC DIRECT COOMBS 86880,86880,309,222.4,Barton Memorial Hospital,2019
1442,360807,"HCHG BMH/CVMC RH TITRE/COOMBS TEST, INDIRECT, TITER",86886,302,295.36,Barton Memorial Hospital,2019
1443,351002,HCHG BMH/CVMC AUTOLOGOUS BLOOD/COMPONENT-COLLECTION/STORAGE PREDEPOSIT,86890,390,760.7,Barton Memorial Hospital,2019
1444,343244,HCHG CELL SAVER-PROCESSING/SALVAGE,86891,300,247.35,Barton Memorial Hospital,2019
1445,360746,HCHG BMH/CVMC BLOOD TYPING ABO,86900,309,425.23,Barton Memorial Hospital,2019
1446,360747,HCHG BMH/CVMC BLOOD TYPING RH,86901,309,425.23,Barton Memorial Hospital,2019
1447,356999,HCHG BLOOD TYPING AG REAGENT REF,86902,309,68.67,Barton Memorial Hospital,2019
1448,360748,HCHG BMH/CVMC BLOOD TYPING ANTIGEN SCREEN,86902,309,309.59,Barton Memorial Hospital,2019
1449,351600,"HCHG ANTIGEN SCREEN, BLOOD SOURCE",86902,390,88.93,Barton Memorial Hospital,2019
1450,360808,HCHG BMH/CVMC ABBREV X-MATCH 86920,86920,390,480.4,Barton Memorial Hospital,2019
1451,362100,HCHG BMH/CVMC CROSS MATCH 86922,86922,390,464.37,Barton Memorial Hospital,2019
1452,351004,HCHG BMH IRRADIATED BLOOD,86945,390,501.95,Barton Memorial Hospital,2019
1453,351005,HCHG BMH AUTOAB *D,86978,302,215.41,Barton Memorial Hospital,2019
1454,343245,HCHG TRANSFUSION PROCEDURE,86999,390,447.83,Barton Memorial Hospital,2019
1455,356450,HCHG CONCENTRATION FOR INF. AGENTS,87015,306,10.92,Barton Memorial Hospital,2019
1456,360749,HCHG BMH BLOOD CULTURE (BLOOD CULTURE FOR BACTERIA),87040,306,537.33,Barton Memorial Hospital,2019
1457,360750,HCHG BMH CULTURE SETUP SALM/SHIGELLA,87045,306,302.45,Barton Memorial Hospital,2019
1458,360751,HCHG BMH/CVMC CULTURE SETUP YERSINIA/VIBRIO,87046,306,169.05,Barton Memorial Hospital,2019
1459,360752,HCHG BMH CULTURE SETUP,87070,306,326.49,Barton Memorial Hospital,2019
1460,360753,HCHG BMH GC CULTURE,87070,306,316.71,Barton Memorial Hospital,2019
1461,360754,HCHG BMH CULTURE ANAEROBIC,87075,306,409.23,Barton Memorial Hospital,2019
1462,343044,"HCHG BMH CULTURE ID, ANAEROBIC *R",87076,306,17.01,Barton Memorial Hospital,2019
1463,360755,HCHG BMH RAPID ANAEROBIC ID,87076,306,236.65,Barton Memorial Hospital,2019
1464,356602,HCHG CULTURE BACTERIA-OTHER,87077,306,24.5,Barton Memorial Hospital,2019
1465,360756,HCHG BMH CULTURE AEROBIC IDENTIFY,87077,306,197.5,Barton Memorial Hospital,2019
1466,360758,"HCHG BMH/CVMC MICRO, CULTURE SETUP",87081,306,185.04,Barton Memorial Hospital,2019
1467,352018,HCHG COLONY COUNT URINE,87086,306,227.74,Barton Memorial Hospital,2019
1468,357130,HCHG BMH SKIN FUNGI CULTURE*R,87101,306,9.15,Barton Memorial Hospital,2019
1469,360759,HCHG BMH CULTURE FUNGI (MOLD OR YEAST) ISOLATION SKIN HAIR NAIL,87101,306,254.42,Barton Memorial Hospital,2019
1470,357131,HCHG BMH/CVMC FUNGUS ISOLATION CULTURE*R,87102,306,4.57,Barton Memorial Hospital,2019
1471,360760,HCHG BMH CULTURE FUNGI/MOLD/YEAST ISOLATION OTHER SOURCE/NO BLOOD,87102,306,343.38,Barton Memorial Hospital,2019
1472,357132,HCHG BMH BLOOD FUNGUS CULTURE*R,87103,306,9.15,Barton Memorial Hospital,2019
1473,360761,HCHG BMH CULTURE FUNGI/MOLD/YEAST ISOLATION BLOOD,87103,306,298.9,Barton Memorial Hospital,2019
1474,356835,HCHG CULTURE MYCOPLASMA - REF,87109,306,20.48,Barton Memorial Hospital,2019
1475,357133,HCHG AFB CULTURE ISOLATION *R,87116,306,7.73,Barton Memorial Hospital,2019
1476,351309,HCHG CULTURE TYPE IMMUNOFLUORESC REF,87140,306,9.39,Barton Memorial Hospital,2019
1477,360763,HCHG BMH STREPTCOCCUS TYPING,87147,306,176.13,Barton Memorial Hospital,2019
1478,360809,HCHG BMH/CVMC PIN WORM,87172,306,164.81,Barton Memorial Hospital,2019
1479,357134,HCHG OVA & PARASITES SMEARS REF,87177,306,9.12,Barton Memorial Hospital,2019
1480,360764,HCHG BMH KIRBY-BAUER SENSITIVITY,87184,306,247.33,Barton Memorial Hospital,2019
1481,343038,HCHG BMH MICRO STREP PANEL,87186,300,268.67,Barton Memorial Hospital,2019
1482,343045,HCHG BMH/CVMC SENSITIVITY MICROSCAN,87186,306,268.67,Barton Memorial Hospital,2019
1483,360766,"HCHG BMH SENSITIVITY, MICROBIOLOGY",87186,306,277.58,Barton Memorial Hospital,2019
1484,357135,"HCHG BMH/CVMC FUNGAL CULTURE, SMEAR *R",87205,306,4.57,Barton Memorial Hospital,2019
1485,356830,"HCHG SMEAR,ACID FAST STAIN",87206,306,10.92,Barton Memorial Hospital,2019
1486,357318,HCHG O&P CRYPTOSPORIDIUM *R,87207,300,4.28,Barton Memorial Hospital,2019
1487,357319,HCHG O&P CYCLOSPORA *R,87207,300,4.28,Barton Memorial Hospital,2019
1488,360768,HCHG BMH/CVMC MALARIA,87207,306,204.61,Barton Memorial Hospital,2019
1489,357320,HCHG SMEAR COMPLEX STAIN REF,87209,300,4.28,Barton Memorial Hospital,2019
1490,357303,HCHG BMH OVA AND PARASITES SMEARS*R,87210,306,4.36,Barton Memorial Hospital,2019
1491,357304,"HCHG BMH SMEAR, WET MOUNT, SALINE/INK *R",87210,306,7.06,Barton Memorial Hospital,2019
1492,360810,HCHG WET MOUNT FOR INFECTIOUS AGENT,87210,306,181.49,Barton Memorial Hospital,2019
1493,360812,HCHG BMH SCABIES SKIN SCRAPING,87220,300,215.94,Barton Memorial Hospital,2019
1494,360811,HCHG BMH/CVMC KOH PREP,87220,306,152.13,Barton Memorial Hospital,2019
1495,357138,HCHG BMH/CVMC VIRAL CULTURE*R,87252,306,20.48,Barton Memorial Hospital,2019
1496,357139,HCHG BMH HERPES CULTURE*R,87255,306,23.74,Barton Memorial Hospital,2019
1497,357184,HCHG PNEUMOCYSTIS JIROVECI AG *R,87281,309,18.79,Barton Memorial Hospital,2019
1498,360813,HCHG BMH/CVMC CLOSTRIDIUM DIFFICILE,87324,306,320.26,Barton Memorial Hospital,2019
1499,360770,HCHG BMH/CVMC CRYPTOSPORIDIUM ANTIGEN,87328,306,177.93,Barton Memorial Hospital,2019
1500,360771,"HCHG BMH/CVMC GIARDIA AG, EIA",87329,306,185.04,Barton Memorial Hospital,2019
1501,360815,HCHG BMH/CVMC E HISTOLYTICA ANTIGEN,87337,306,129.9,Barton Memorial Hospital,2019
1502,362107,HCHG INF AGENT HPYLORI STOOL EIA MIC,87338,306,181.49,Barton Memorial Hospital,2019
1503,360298,HCHG HEP B ANTIGEN - LAB,87340,306,136.99,Barton Memorial Hospital,2019
1504,360772,"HCHG BMH/CVMC INFLUENZA B, EIA TEST",87400,306,277.58,Barton Memorial Hospital,2019
1505,360774,HCHG BMH/CVMC ROTAVIRIS ANTIGEN,87425,306,318.49,Barton Memorial Hospital,2019
1506,309592,HCHG BMH STREPTOCCUS GROUP A,87430,306,251.93,Barton Memorial Hospital,2019
1507,360814,HCHG BMH/CVMC STREPTOCCUS GROUP A,87430,306,259.52,Barton Memorial Hospital,2019
1508,503387,HCHG LEGIONELLA PNEUMONPHILA ANTIGEN*R,87449,306,21.9,Barton Memorial Hospital,2019
1509,360816,"HCHG BMH AG DETECT NOS, EIA, SINGLE",87450,306,350.51,Barton Memorial Hospital,2019
1510,110474,HCHG CHLAMYDIA PNEUMONIA AMP PROBE,87486,306,311.26,Barton Memorial Hospital,2019
1511,352096,HCHG C. TRACHOMATIS DNA AMP PROBE,87491,306,141.16,Barton Memorial Hospital,2019
1512,356482,HCHG CHLAMYDIA AMP - REF,87491,306,28.99,Barton Memorial Hospital,2019
1513,357141,HCHG BMH 1NFLUENZA A H1N1 RNA BY PCR*R,87502,300,212.55,Barton Memorial Hospital,2019
1514,308954,HCHG GI PATHOGENS,87507,306,1275.3,Barton Memorial Hospital,2019
1515,356457,HCHG INF.AGENT-BY NUC-HEP C-AMP PRB,87521,306,210.03,Barton Memorial Hospital,2019
1516,356841,HCHG HEPATITIS C DETECT-PROBE TECH.,87522,306,210.03,Barton Memorial Hospital,2019
1517,356491,HCHG HIV-1 AMPLIFIED PROBE,87535,306,14.5,Barton Memorial Hospital,2019
1518,356678,HCHG HIV VIRAL LOAD RNA QT - REF,87536,306,98.2,Barton Memorial Hospital,2019
1519,360825,HCHG MTB MYCOBACTERIUM AMP PROBE,87556,306,307.73,Barton Memorial Hospital,2019
1520,110475,HCHG MYCOPLASMA PNEUMONIA AMP PCR,87581,306,305.37,Barton Memorial Hospital,2019
1521,301144,HCHG MYCOPLASMA PNEUM DNA AMP PROBE MIC,87581,306,165.58,Barton Memorial Hospital,2019
1522,352097,HCHG N. GONORRHOEAE DNA AMP PROBE,87591,306,141.16,Barton Memorial Hospital,2019
1523,356481,HCHG GC NUCLEIC AMP - REF,87591,306,28.99,Barton Memorial Hospital,2019
1524,110473,"HCHG RSC PANEL, VIRUSES",87633,306,1635.0,Barton Memorial Hospital,2019
1525,360775,"HCHG BMH/CVMC MR-STAPH, DNA, AMP PROBE",87641,306,411.01,Barton Memorial Hospital,2019
1526,360817,HCHG STREP GROUP B AMPLIFIED PROBE,87653,306,459.64,Barton Memorial Hospital,2019
1527,357306,HCHG BMH INFLUENZA A RNA *R,87798,300,176.58,Barton Memorial Hospital,2019
1528,352006,HCHG INF AGENT NUC NOT SPECFD PRBE,87798,306,355.34,Barton Memorial Hospital,2019
1529,352098,"HCHG BORDETELLA PARAPERTUSSIS DNA, QUAL *R",87798,306,106.82,Barton Memorial Hospital,2019
1530,352099,"HCHG BORDETELLA PERTUSSIS NDA, QUAL *R",87798,306,106.82,Barton Memorial Hospital,2019
1531,360826,HCHG MTB RIFAMPIN RESISTANCE TESTING,87798,306,153.86,Barton Memorial Hospital,2019
1532,357142,HCHG BMH/CVMC CHLAMYDIA / GC DNA PROBE *R,87800,306,17.85,Barton Memorial Hospital,2019
1533,360773,"HCHG BMH RESP SYNCYTIAL AG, EIA",87807,306,240.18,Barton Memorial Hospital,2019
1534,360776,HCHG BMH SHIGA TOXIN ANTIGEN DETECT,87899,306,185.04,Barton Memorial Hospital,2019
1535,360819,HCHG BMH/CVMC CAMPYLOBACTER ANTIGEN DETECT,87899,306,185.04,Barton Memorial Hospital,2019
1536,503386,"HCHG STREP, PNEUMONIAE ANTIGEN*R",87899,306,145.6,Barton Memorial Hospital,2019
1537,356462,HCHG INF.AGENT-GENOTYPE ANAL-HEP C,87902,306,381.26,Barton Memorial Hospital,2019
1538,354024,HCHG CYTOLOGY I,88104,311,175.5,Barton Memorial Hospital,2019
1539,302657,HB PB CYTOPATH FLUIDS NONGYN SMEARS,88104,971,150.0,Barton Memorial Hospital,2019
1540,302658,HB PB CYTOPATH FLUIDS NONGYN FILTER,88106,971,133.0,Barton Memorial Hospital,2019
1541,354007,HCHG CYTOPATHOLOGY-CONCENTRATION,88108,311,381.25,Barton Memorial Hospital,2019
1542,302659,HB PB CYTOPATH SMEAR CONCENTRATE INTER,88108,971,132.0,Barton Memorial Hospital,2019
1543,354047,HCHG CYTOLOGY CELLULAR ENHANCEMENT,88112,310,363.78,Barton Memorial Hospital,2019
1544,354008,HCHG CYTOPATH-SMEARS-OTHER SOURCE,88160,311,105.87,Barton Memorial Hospital,2019
1545,302662,HB PB CYTOPATH SMEAR OTHER SOURCE INTER,88160,971,121.0,Barton Memorial Hospital,2019
1546,354009,HCHG CYTOPATH-PREPARATION,88161,311,161.01,Barton Memorial Hospital,2019
1547,302663,HB PB CYTOPATH PREP SCREEN INTER,88161,971,99.0,Barton Memorial Hospital,2019
1548,354048,HCHG CYTOPATH SMEAR >5 SLIDES PAT,88162,311,142.58,Barton Memorial Hospital,2019
1549,302664,HB PB CYTP SMEAR OTHER SOURCE >5 SLIDES,88162,971,195.0,Barton Memorial Hospital,2019
1550,354010,HCHG CYTOPATH-EVALUATION OF FNA-IMM,88172,311,363.78,Barton Memorial Hospital,2019
1551,354011,HCHG CYTOPATH-FNA EVAL INTERPRET.,88173,311,363.78,Barton Memorial Hospital,2019
1552,302665,HB PB CYTOPATH FNA INTERPRETATION,88173,971,296.0,Barton Memorial Hospital,2019
1553,357185,HCHG FNA IMMED EVAL ADDL SPECIMENS,88177,311,120.01,Barton Memorial Hospital,2019
1554,357143,"HCHG BMH FLOWCYTOMETRY/ TC, 1 MARKER*R",88184,310,12.75,Barton Memorial Hospital,2019
1555,356033,HCHG FLOW CYTOMETRY FIRST MARKER,88184,311,32.32,Barton Memorial Hospital,2019
1556,356032,HCHG FLOW CYTOMETRY EA ADDL MARKER,88185,311,32.32,Barton Memorial Hospital,2019
1557,357144,"HCHG BMH FLOW CYTOMETRY, INTERPRETATION; 16 OR MORE MARKERS *R",88189,319,22.89,Barton Memorial Hospital,2019
1558,354021,HCHG LEVEL I SURG PATH GROSS ONLY,88300,312,175.5,Barton Memorial Hospital,2019
1559,302666,HB PB LEVEL I SURG PATH GROSS ONLY,88300,971,30.0,Barton Memorial Hospital,2019
1560,354029,HCHG LEVEL II S.PATH GROSS&MICRO,88302,312,175.5,Barton Memorial Hospital,2019
1561,302669,HB PB LEVEL II SURG PATH GROSS MICRO,88302,971,47.0,Barton Memorial Hospital,2019
1562,354030,HCHG LEVEL III S.PATH GROSS&MICRO,88304,312,363.78,Barton Memorial Hospital,2019
1563,302674,HB PB LEVEL III SURG PATH GROSS MICRO,88304,971,132.0,Barton Memorial Hospital,2019
1564,354032,HCHG LEVEL IV S.PATH GROSS&MICRO,88305,312,363.78,Barton Memorial Hospital,2019
1565,302683,HB PB LEVEL IV SURG PATH GROSS MICRO,88305,971,151.0,Barton Memorial Hospital,2019
1566,354033,HCHG LEVEL V S.PATH GROSS&MICRO,88307,312,572.17,Barton Memorial Hospital,2019
1567,302692,HB PB LEVEL V SURG PATH GROSS MICRO,88307,971,704.0,Barton Memorial Hospital,2019
1568,354034,HCHG LEVEL VI S.PATH GROSS&MICRO,88309,312,572.17,Barton Memorial Hospital,2019
1569,302693,HB PB LEVEL VI SURG PATH GROSS MICRO,88309,971,1079.0,Barton Memorial Hospital,2019
1570,354012,HCHG DECALCIFICATION PROCEDURE,88311,312,176.45,Barton Memorial Hospital,2019
1571,302694,HB PB DECALCIFICATION PROCEDURE,88311,971,54.0,Barton Memorial Hospital,2019
1572,354025,"HCHG SPECIAL STAINS,GROUP 1,EACH - PAT",88312,312,175.5,Barton Memorial Hospital,2019
1573,302695,HB PB SPECIAL STAINS GROUP I MICRO,88312,971,104.0,Barton Memorial Hospital,2019
1574,354026,"HCHG SPECIAL STAINS,GROUP 2,EACH - PAT",88313,312,175.5,Barton Memorial Hospital,2019
1575,302696,HB PB SPECIAL STAINS GROUP II ALL OTHER,88313,971,60.0,Barton Memorial Hospital,2019
