,Procedure Code,Procedure Desc,Procedure Effective Date,Charge Category,Charge Dept ID,Charge Dept Name,Price,Hospital,Year
6632,50312050,CS SPLINT THERMOPLAS NASAL,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,21.4,Henry Mayo Newhall Memorial Hospital,2019
6633,50342449,CS SPRING CLIP,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,779.3,Henry Mayo Newhall Memorial Hospital,2019
6634,50335954,CS SQUISHON 2,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,22.97,Henry Mayo Newhall Memorial Hospital,2019
6635,50297860,CS STA-PEG LARGE ANGLE,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2797.8,Henry Mayo Newhall Memorial Hospital,2019
6636,50334540,CS STAPLE MED W/O SPIKE,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,163.95,Henry Mayo Newhall Memorial Hospital,2019
6637,50335107,CS STAPLE OSTEOTOMY VARIOUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,927.84,Henry Mayo Newhall Memorial Hospital,2019
6638,50336239,CS STAPLE W/SPIKES 2 PRONG,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,795.25,Henry Mayo Newhall Memorial Hospital,2019
6639,50335106,CS STAPLE W/SPIKES 4 PRONG,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,890.24,Henry Mayo Newhall Memorial Hospital,2019
6640,50317580,CS STAPLER ACCESS 55 BLUE,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,424.04,Henry Mayo Newhall Memorial Hospital,2019
6641,50317510,CS STAPLER ACCESS 55 GREEN,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,424.04,Henry Mayo Newhall Memorial Hospital,2019
6642,50313550,CS STAPLER ARTICULATING CUTTER,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,627.64,Henry Mayo Newhall Memorial Hospital,2019
6643,50336518,CS STAPLER ECHELON 45MM FLX PW,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,17.92,Henry Mayo Newhall Memorial Hospital,2019
6644,50336073,CS STAPLER ECHELON FLEX 60MM,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,778.21,Henry Mayo Newhall Memorial Hospital,2019
6645,50336974,CS STAPLER ECHLON FLEX 45 PWR,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,668.33,Henry Mayo Newhall Memorial Hospital,2019
6646,50341892,CS STAPLER EEA SNGL USE 3.5MM,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,2294.65,Henry Mayo Newhall Memorial Hospital,2019
6647,50341885,CS STAPLER EGIA 4 SHORT,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,569.42,Henry Mayo Newhall Memorial Hospital,2019
6648,50341359,CS STAPLER EGIA ULTRA UNIV STD,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,761.9,Henry Mayo Newhall Memorial Hospital,2019
6649,50335305,CS STAPLER ENDO GIA HANDLE,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,741.8,Henry Mayo Newhall Memorial Hospital,2019
6650,50335084,CS STAPLER FLEX 60,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,664.86,Henry Mayo Newhall Memorial Hospital,2019
6651,50335182,CS STAPLER INSORB SUBCU,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,98.43,Henry Mayo Newhall Memorial Hospital,2019
6652,50121680,"CS STAPLER, CVD. 31MM INTERLUM",2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,1890.14,Henry Mayo Newhall Memorial Hospital,2019
6653,50291030,"CS STAPLER, EMS ENDOSCOPIC",2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,328.0,Henry Mayo Newhall Memorial Hospital,2019
6654,50322760,CS STAT STICK,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,19.43,Henry Mayo Newhall Memorial Hospital,2019
6655,50334776,CS STATLOCK CATH,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,21.6,Henry Mayo Newhall Memorial Hospital,2019
6656,50335723,CS STATLOCK IAB CATH LAB,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,44.74,Henry Mayo Newhall Memorial Hospital,2019
6657,50334775,CS STATLOCK PICC PLUS,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,20.4,Henry Mayo Newhall Memorial Hospital,2019
6658,50328380,CS STAYFUSE INTERMEDDULARY FUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1011.16,Henry Mayo Newhall Memorial Hospital,2019
6659,50335180,CS STAYS FOUR PRONG RAKE,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,24.73,Henry Mayo Newhall Memorial Hospital,2019
6660,50335181,CS STAYS YELLOW BLUNT 12MM,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,22.48,Henry Mayo Newhall Memorial Hospital,2019
6661,50312480,CS STEEL PRECUT SURGICAL 18GA,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,47.03,Henry Mayo Newhall Memorial Hospital,2019
6662,50312490,CS STEEL PRECUT SURGICAL 20GA,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,39.73,Henry Mayo Newhall Memorial Hospital,2019
6663,50312520,CS STEEL PRECUT SURGICAL 24GA,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,24.5,Henry Mayo Newhall Memorial Hospital,2019
6664,50312530,CS STEEL PRECUT SURGICAL 26GA,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,24.5,Henry Mayo Newhall Memorial Hospital,2019
6665,50291110,CS STEINMAN PIN PLAIN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,251.88,Henry Mayo Newhall Memorial Hospital,2019
6666,50341456,CS STEINMAN PIN RVR SHLDR 9 IN,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,224.2,Henry Mayo Newhall Memorial Hospital,2019
6667,50291120,CS STEINMAN PIN THREADED,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,312.86,Henry Mayo Newhall Memorial Hospital,2019
6668,50242720,CS STENT  INLAY 6X28,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6669,50311690,CS STENT 10FR X 5CM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,596.45,Henry Mayo Newhall Memorial Hospital,2019
6670,50297770,CS STENT 10FR X7CM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,596.45,Henry Mayo Newhall Memorial Hospital,2019
6671,50319600,CS STENT 4.8X22 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,784.05,Henry Mayo Newhall Memorial Hospital,2019
6672,50319610,CS STENT 4.8X24 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,705.63,Henry Mayo Newhall Memorial Hospital,2019
6673,50319620,CS STENT 4.8X28 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6674,50319630,CS STENT 6X22 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6675,50319640,CS STENT 6X24 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,599.16,Henry Mayo Newhall Memorial Hospital,2019
6676,50319650,CS STENT 6X28 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6677,50310060,CS STENT 7FR X 5CM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,596.45,Henry Mayo Newhall Memorial Hospital,2019
6678,50297760,CS STENT 7FR X 7 CM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,596.45,Henry Mayo Newhall Memorial Hospital,2019
6679,50319660,CS STENT 7X22 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6680,50319670,CS STENT 7X24 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,599.16,Henry Mayo Newhall Memorial Hospital,2019
6681,50319680,CS STENT 7X26 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.21,Henry Mayo Newhall Memorial Hospital,2019
6682,50319690,CS STENT 7X28 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,506.72,Henry Mayo Newhall Memorial Hospital,2019
6683,50319700,CS STENT 8X22 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6684,50319710,CS STENT 8X24 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6685,50319720,CS STENT 8X26 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6686,50319730,CS STENT 8X28 PERCU PLUS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,843.45,Henry Mayo Newhall Memorial Hospital,2019
6687,50335565,CS STENT APPLIED 7-10F 26CM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,326.14,Henry Mayo Newhall Memorial Hospital,2019
6688,50325240,CS STENT BILIARY,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,191.62,Henry Mayo Newhall Memorial Hospital,2019
6689,50321090,CS STENT BILIARY 10-5,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,216.84,Henry Mayo Newhall Memorial Hospital,2019
6690,50325930,CS STENT BILIARY 10-7,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,102.94,Henry Mayo Newhall Memorial Hospital,2019
6691,50322300,CS STENT BILIARY 10X7,2018-10-01 00:00:00,270,10.447,HMA REV-MED SUP CHG PT,188.68,Henry Mayo Newhall Memorial Hospital,2019
6692,50319740,CS STENT CONTOUR 6 X 22,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,843.45,Henry Mayo Newhall Memorial Hospital,2019
6693,50291130,CS STENT DBL JNTRL 6.0X24CM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2919.53,Henry Mayo Newhall Memorial Hospital,2019
6694,50341576,CS STENT DBL PIGTAIL BLK 6X24,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,448.7,Henry Mayo Newhall Memorial Hospital,2019
6695,50342332,CS STENT DBL PIGTAIL BLK 6X26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,448.7,Henry Mayo Newhall Memorial Hospital,2019
6696,50295470,CS STENT DIVERSION 7 X 80,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1045.32,Henry Mayo Newhall Memorial Hospital,2019
6697,50294700,CS STENT DIVERSION 7X70,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1045.32,Henry Mayo Newhall Memorial Hospital,2019
6698,50295480,CS STENT DIVERSION 8X80,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1045.32,Henry Mayo Newhall Memorial Hospital,2019
6699,50340693,CS STENT DOUBLE PIGTAIL 7X30,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,459.39,Henry Mayo Newhall Memorial Hospital,2019
6700,50341427,CS STENT DOUBLE PIGTAIL 8.5X26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,412.16,Henry Mayo Newhall Memorial Hospital,2019
6701,59077084,CS STENT E LUMINEX 8X3,2017-10-01 00:00:00,278,**.46300,,8013.9,Henry Mayo Newhall Memorial Hospital,2019
6702,59077083,CS STENT E-LUMINEX 8X4,2017-10-01 00:00:00,278,**.46300,,8599.19,Henry Mayo Newhall Memorial Hospital,2019
6703,59077205,CS STENT FORMULA 418 5MMX12MM,2017-10-01 00:00:00,278,10.46301,HMA REV-SPECIAL PROCEDUR,4410.15,Henry Mayo Newhall Memorial Hospital,2019
6704,59077203,CS STENT FORMULA 418 5MMX16MM,2017-10-01 00:00:00,278,10.46301,HMA REV-SPECIAL PROCEDUR,4410.15,Henry Mayo Newhall Memorial Hospital,2019
6705,50242771,CS STENT INLAY 4.7X14,2019-03-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6706,50242772,CS STENT INLAY 4.7X20,2019-03-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6707,50242767,CS STENT INLAY 4.7X22,2019-02-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6708,50242773,CS STENT INLAY 4.7X24,2019-03-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6709,50242747,CS STENT INLAY 4.7X26,2018-12-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6710,50242774,CS STENT INLAY 4.7X28,2019-03-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6711,50242715,CS STENT INLAY 6X14,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6712,50242716,CS STENT INLAY 6X20,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6713,50242717,CS STENT INLAY 6X22,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6714,50242718,CS STENT INLAY 6X24,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6715,50242719,CS STENT INLAY 6X26,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6716,50242722,CS STENT INLAY 7X14,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6717,50242724,CS STENT INLAY 7X22,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6718,50242725,CS STENT INLAY 7X24,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6719,50242726,CS STENT INLAY 7X26,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6720,50242727,CS STENT INLAY 7X28,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6721,50242757,CS STENT INLAY 8FR X 22CM,2018-12-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6722,50242758,CS STENT INLAY 8FR X 24CM,2018-12-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6723,50242765,CS STENT INLAY 8FR X 26CM,2019-01-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6724,50242770,CS STENT INLAY MLT 4.7 22-32CM,2019-03-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6725,50242714,CS STENT INLAY MLTI 6F 22-32CM,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6726,50242721,CS STENT INLAY MLTI 7F 22-32CM,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6727,50242728,CS STENT INLAY MLTI 8F 22-32CM,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.0,Henry Mayo Newhall Memorial Hospital,2019
6728,50336198,CS STENT LIFESTAR SZ: VARX60MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2019.68,Henry Mayo Newhall Memorial Hospital,2019
6729,50335982,CS STENT LIFESTAR SZ:VARX40MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2019.68,Henry Mayo Newhall Memorial Hospital,2019
6730,50335984,CS STENT LIFESTAR SZ:VARX60MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2019.68,Henry Mayo Newhall Memorial Hospital,2019
6731,50342321,CS STENT OPTIMA INLAY 6X22,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6732,50342322,CS STENT OPTIMA INLAY 6X24,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6733,50342323,CS STENT OPTIMA INLAY 6X26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6734,50342324,CS STENT OPTIMA INLAY 6X28,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6735,50242649,CS STENT OPTIMA INLAY 6X30,2018-08-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6736,50342493,CS STENT OPTIMA INLAY 7X14,2018-03-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6737,50342492,CS STENT OPTIMA INLAY 7X20,2018-03-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6738,50342325,CS STENT OPTIMA INLAY 7X22,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6739,50342326,CS STENT OPTIMA INLAY 7X24,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6740,50342327,CS STENT OPTIMA INLAY 7X26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6741,50342328,CS STENT OPTIMA INLAY 7X28,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6742,50342494,CS STENT OPTIMA INLAY 7X30,2018-03-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,258.0,Henry Mayo Newhall Memorial Hospital,2019
6743,50311430,CS STENT PERCU PLUS 6X26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,599.16,Henry Mayo Newhall Memorial Hospital,2019
6744,50317840,CS STENT PERCUFLEX PLS 4.8X26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,705.63,Henry Mayo Newhall Memorial Hospital,2019
6745,50328800,CS STENT POLARIS 5X22 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6746,50328810,CS STENT POLARIS 5X24 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6747,50328820,CS STENT POLARIS 5X26 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6748,50328830,CS STENT POLARIS 5X28 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6749,50319750,CS STENT POLARIS 6 X 24,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6750,50311440,CS STENT POLARIS 6 X 26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6751,50311450,CS STENT POLARIS 6 X 28,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6752,50328840,CS STENT POLARIS 6X22 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6753,50328850,CS STENT POLARIS 6X24 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6754,50328860,CS STENT POLARIS 6X26 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6755,50328870,CS STENT POLARIS 6X28 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6756,50311460,CS STENT POLARIS 7 X 22,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6757,50311470,CS STENT POLARIS 7 X 24,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6758,50311510,CS STENT POLARIS 7 X 24,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6759,50311480,CS STENT POLARIS 7 X 26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6760,50311490,CS STENT POLARIS 7 X 28,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6761,50311500,CS STENT POLARIS 7 X 28,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6762,50328880,CS STENT POLARIS 7X22 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6763,50328890,CS STENT POLARIS 7X24 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6764,50328900,CS STENT POLARIS 7X26 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6765,50328910,CS STENT POLARIS 7X28 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6766,50311520,CS STENT POLARIS 8 X 26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,542.19,Henry Mayo Newhall Memorial Hospital,2019
6767,50328920,CS STENT POLARIS 8X22 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6768,50328930,CS STENT POLARIS 8X24 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6769,50328940,CS STENT POLARIS 8X26 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6770,50328950,CS STENT POLARIS 8X28 LOOP,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,828.88,Henry Mayo Newhall Memorial Hospital,2019
6771,50341872,CS STENT PROPEL CONTOUR,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2551.95,Henry Mayo Newhall Memorial Hospital,2019
6772,50341877,CS STENT PROPEL CONTOUR,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2551.95,Henry Mayo Newhall Memorial Hospital,2019
6773,50341079,CS STENT PROPEL ENT MINI,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2682.84,Henry Mayo Newhall Memorial Hospital,2019
6774,50335563,CS STENT RETROMAX 7/14F X VAR,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,907.94,Henry Mayo Newhall Memorial Hospital,2019
6775,50325320,CS STENT SMART CONTROL 10X4X80,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,5557.29,Henry Mayo Newhall Memorial Hospital,2019
6776,50340498,CS STENT SOFLEX DBLPGTL 6FX16,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,391.2,Henry Mayo Newhall Memorial Hospital,2019
6777,55940350,CS STENT URETERAL 20CM,2017-10-01 00:00:00,278,**.46300,,677.45,Henry Mayo Newhall Memorial Hospital,2019
6778,55940360,CS STENT URETERAL 22CM,2017-10-01 00:00:00,278,**.46300,,353.64,Henry Mayo Newhall Memorial Hospital,2019
6779,50340946,CS STENT URETERAL 5FRX22CM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,395.59,Henry Mayo Newhall Memorial Hospital,2019
6780,50121690,"CS STENT, BILIARY EXPND METAL",2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1768.72,Henry Mayo Newhall Memorial Hospital,2019
6781,50121110,"CS STENT, COTTON-LEUNG BILIARY",2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,282.31,Henry Mayo Newhall Memorial Hospital,2019
6782,50121700,"CS STENT, GYNUSIS 7X24MM",2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,3673.63,Henry Mayo Newhall Memorial Hospital,2019
6783,50121710,"CS STENT, GYNUSIS 7X29MM",2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,3968.74,Henry Mayo Newhall Memorial Hospital,2019
6784,50121720,"CS STENT, GYNUSIS 7X39MM",2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,4116.26,Henry Mayo Newhall Memorial Hospital,2019
6785,50121370,"CS STENT, NEPHROURETEROSTOMY 8",2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,615.95,Henry Mayo Newhall Memorial Hospital,2019
6786,50121760,"CS STENT, POLY ESOPH 120 X 21",2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,4140.94,Henry Mayo Newhall Memorial Hospital,2019
6787,50121770,"CS STENT, POLY ESOPH 150 X 21M",2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,4140.94,Henry Mayo Newhall Memorial Hospital,2019
6788,50121780,"CS STENT, POLY ESOPH 18-23X90",2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,6048.98,Henry Mayo Newhall Memorial Hospital,2019
