,Charge Code,Description,Revenue Code,Price,Hospital,Year
3026,102201,SUTURE PROLENE 3-0 PS-2,270,14.37,Mission Community Hospital - Panorama,2019
3027,102202,SUTURE PROLENE 4-0 P3,270,14.76,Mission Community Hospital - Panorama,2019
3028,102203,SUTURE PROLENE 4-0 PC-5,270,5.64,Mission Community Hospital - Panorama,2019
3029,102204,SUTURE PROLENE 4-0 PS-2,270,10.53,Mission Community Hospital - Panorama,2019
3030,102205,SUTURE PROLENE 4-0 SH BL MONO 30L,270,10.32,Mission Community Hospital - Panorama,2019
3031,102206,SUTURE PROLENE 5.0 PC-5,270,12.78,Mission Community Hospital - Panorama,2019
3032,102207,SUTURE PROLENE 5-0 C-1 MONO 36L,270,14.82,Mission Community Hospital - Panorama,2019
3033,102208,SUTURE PROLENE 5-0 P-3,270,4.89,Mission Community Hospital - Panorama,2019
3034,102209,SUTURE PROLENE 5-0 PC3,270,13.89,Mission Community Hospital - Panorama,2019
3035,102210,SUTURE PROLENE 6-0,270,89.25,Mission Community Hospital - Panorama,2019
3036,102211,SUTURE PROLENE 6-0,270,29.01,Mission Community Hospital - Panorama,2019
3037,102212,SUTURE PROLENE 6-0 BV-1 18L,270,22.32,Mission Community Hospital - Panorama,2019
3038,102213,SUTURE PROLENE 6-0 PC-1,270,22.95,Mission Community Hospital - Panorama,2019
3039,102214,SUTURE PROLENE MESH 3X6,270,229.53,Mission Community Hospital - Panorama,2019
3040,102215,SUTURE PROLENE MESH HERNIA EXT.,270,1317.03,Mission Community Hospital - Panorama,2019
3041,102216,SUTURE QUILL 0,270,103.68,Mission Community Hospital - Panorama,2019
3042,102217,"SUTURE QUILL 0 PDO 36""",270,177.0,Mission Community Hospital - Panorama,2019
3043,102218,SUTURE RETRIEVER,270,250.5,Mission Community Hospital - Panorama,2019
3044,102219,SUTURE SILK 0 CT1,270,3.81,Mission Community Hospital - Panorama,2019
3045,102220,SUTURE SILK 2.0 BLK BR FSLX 30 IN,270,4.83,Mission Community Hospital - Panorama,2019
3046,102221,SUTURE SILK 2-0,270,18.63,Mission Community Hospital - Panorama,2019
3047,102222,SUTURE SILK 2-0 CP-1,270,3.96,Mission Community Hospital - Panorama,2019
3048,102223,SUTURE SILK 2-0 CT-1 30 IN,270,3.75,Mission Community Hospital - Panorama,2019
3049,102224,SUTURE SILK 2-0 FS,270,5.52,Mission Community Hospital - Panorama,2019
3050,102225,SUTURE SILK 2-0 FSL,270,4.07,Mission Community Hospital - Panorama,2019
3051,102226,SUTURE SILK 4-0,270,3.54,Mission Community Hospital - Panorama,2019
3052,102227,SUTURE SILK O CT-1 30 IN,270,36.42,Mission Community Hospital - Panorama,2019
3053,102228,SUTURE SZ 5 MONOFILAMENT,270,15.99,Mission Community Hospital - Panorama,2019
3054,102230,SUTURE VICRYL 1 CT,270,12.66,Mission Community Hospital - Panorama,2019
3055,102231,SUTURE VICRYL 1 CT-1 CR,270,12.66,Mission Community Hospital - Panorama,2019
3056,102232,SUTURE VICRYL 1-0,270,2.34,Mission Community Hospital - Panorama,2019
3057,102233,SUTURE VICRYL 1-0,270,12.66,Mission Community Hospital - Panorama,2019
3058,102234,SUTURE VICRYL 2,270,5.43,Mission Community Hospital - Panorama,2019
3059,102235,SUTURE VICRYL 2-0,270,15.72,Mission Community Hospital - Panorama,2019
3060,102236,SUTURE VICRYL 2-0 27L,270,9.87,Mission Community Hospital - Panorama,2019
3061,102237,SUTURE VICRYL 2-0 CT-1,270,30.78,Mission Community Hospital - Panorama,2019
3062,102238,SUTURE VICRYL 2-0 CT-1,270,31.23,Mission Community Hospital - Panorama,2019
3063,102239,SUTURE VICRYL 2-0 CT-2,270,34.41,Mission Community Hospital - Panorama,2019
3064,102240,SUTURE VICRYL 2-0 CTD,270,4.26,Mission Community Hospital - Panorama,2019
3065,102241,SUTURE VICRYL 2-0 SH,270,35.43,Mission Community Hospital - Panorama,2019
3066,102242,SUTURE VICRYL 3-0,270,5.67,Mission Community Hospital - Panorama,2019
3067,102243,SUTURE VICRYL 3-0,270,13.92,Mission Community Hospital - Panorama,2019
3068,102244,SUTURE VICRYL 3-0 CP2,270,11.4,Mission Community Hospital - Panorama,2019
3069,102245,SUTURE VICRYL 3-0 SH,270,28.14,Mission Community Hospital - Panorama,2019
3070,102246,SUTURE VICRYL 4-0 P-3,270,12.45,Mission Community Hospital - Panorama,2019
3071,102247,SUTURE VICRYL 5-0 P3,270,12.69,Mission Community Hospital - Panorama,2019
3072,102248,SUTURE VICRYL CT 2-0,270,27.69,Mission Community Hospital - Panorama,2019
3073,102249,SUTURE VICRYL CT-1,270,28.62,Mission Community Hospital - Panorama,2019
3074,102250,SUTURE VICRYL CTD 1 VIL,270,34.98,Mission Community Hospital - Panorama,2019
3075,102251,SUTURE VICRYL CTD 2 VIL,270,35.46,Mission Community Hospital - Panorama,2019
3076,102252,SUTURE VICRYL CTD 3-0,270,28.62,Mission Community Hospital - Panorama,2019
3077,102253,SUTURE VICRYL CTD I UND CR-OS-8,270,18.75,Mission Community Hospital - Panorama,2019
3078,102254,SUTURE VICRYL O CT,270,28.2,Mission Community Hospital - Panorama,2019
3079,102255,SUTURE VICRYL O CTX VIL BRD,270,4.65,Mission Community Hospital - Panorama,2019
3080,102256,SUTURE VICRYL PLUS 0 CT-1,270,12.81,Mission Community Hospital - Panorama,2019
3081,102257,SUTURE VICRYL PLUS 3-0,270,12.81,Mission Community Hospital - Panorama,2019
3082,102258,SUTURE VICRYL PS2 3-0,270,12.81,Mission Community Hospital - Panorama,2019
3083,102259,SUTURE VICRYL RB-1 4-0,270,30.75,Mission Community Hospital - Panorama,2019
3084,102260,SUTURE VICRYL TIES 0,270,6.45,Mission Community Hospital - Panorama,2019
3085,102261,SUTURE= 4-0 CHROMIC P=2,270,13.83,Mission Community Hospital - Panorama,2019
3086,102262,SUTURE= 4-0 CHROMIC P-3,270,9.24,Mission Community Hospital - Panorama,2019
3087,102263,SUTURE= 4-0 CHROMIC P-3,270,0.24,Mission Community Hospital - Panorama,2019
3088,102264,"SWAB OB/GYN 8""",270,0.75,Mission Community Hospital - Panorama,2019
3089,102265,SWAB TAPE REMOVER,270,5.43,Mission Community Hospital - Panorama,2019
3090,102266,SYRINGE 10 NS PREFILLED,270,5.85,Mission Community Hospital - Panorama,2019
3091,102267,SYRINGE 10CC CONTROL,270,0.48,Mission Community Hospital - Panorama,2019
3092,102268,SYRINGE 10CC LL,270,0.21,Mission Community Hospital - Panorama,2019
3093,102269,SYRINGE 10CC ST,270,2.07,Mission Community Hospital - Panorama,2019
3094,102270,SYRINGE 1ML LUER LOK,270,0.75,Mission Community Hospital - Panorama,2019
3095,102271,SYRINGE 20CC LL,270,0.24,Mission Community Hospital - Panorama,2019
3096,102272,SYRINGE 30CC LL,270,3.09,Mission Community Hospital - Panorama,2019
3097,102273,SYRINGE 3CC 22 X 1 1/2,270,4.35,Mission Community Hospital - Panorama,2019
3098,102274,"SYRINGE 3CC 23G X 1"" INTEGRA",270,0.3,Mission Community Hospital - Panorama,2019
3099,102275,SYRINGE 3CC LL,270,0.21,Mission Community Hospital - Panorama,2019
3100,102276,SYRINGE 3CC W/BLUNT FILL 305060,270,2.55,Mission Community Hospital - Panorama,2019
3101,102277,SYRINGE 5CC L/L,270,0.24,Mission Community Hospital - Panorama,2019
3102,102278,SYRINGE 5CC SAFETY LOK LUER,270,0.6,Mission Community Hospital - Panorama,2019
3103,102279,SYRINGE 5CC SAFETY LOK LUER,270,0.36,Mission Community Hospital - Panorama,2019
3104,102280,SYRINGE ASEPTO IRRIG BULB,270,4.35,Mission Community Hospital - Panorama,2019
3105,102281,SYRINGE EAR & ULCER BULB,270,1.59,Mission Community Hospital - Panorama,2019
3106,102282,SYRINGE TB 1CC 27G X 1/2,270,2.04,Mission Community Hospital - Panorama,2019
3107,102283,"SYRINGE, GLASS 10CC",270,2.67,Mission Community Hospital - Panorama,2019
3108,102284,SYSTEM 18 GA CORE BIOPSY,270,123.0,Mission Community Hospital - Panorama,2019
3109,102285,SYSTEM DRAIN BAG,270,4.77,Mission Community Hospital - Panorama,2019
3110,102286,SYTLET 14FR INTUBATING,270,1110.0,Mission Community Hospital - Panorama,2019
3111,102287,GELFOAM 100,272,132.0,Mission Community Hospital - Panorama,2019
3112,102288,GELFOAM PLUS,272,244.8,Mission Community Hospital - Panorama,2019
3113,102289,GRAFT ACL FRESH FROZEN,278,15000.0,Mission Community Hospital - Panorama,2019
3114,102290,GRAFT BYPASS DISTAFLO,278,9818.25,Mission Community Hospital - Panorama,2019
3115,102291,GRAFT DYNAFLO 60,278,7930.0,Mission Community Hospital - Panorama,2019
3116,102292,GRAFT EPTFE 6MM VASCULAR,278,6012.65,Mission Community Hospital - Panorama,2019
3117,102293,GRAFT EPTFE 7MM VASCULAR,278,6012.65,Mission Community Hospital - Panorama,2019
3118,102294,GRAFT GORTEX,278,4130.0,Mission Community Hospital - Panorama,2019
3119,102295,GRAFT GORTEX,278,4130.0,Mission Community Hospital - Panorama,2019
3120,102296,GRAFT PELVIC FLOOR - USL,278,7475.0,Mission Community Hospital - Panorama,2019
3121,102298,GRAFT VASACULAR 6.0MM,278,1643.4,Mission Community Hospital - Panorama,2019
3122,102299,GRAFT VASCULAR ALL SIZES,278,2385.0,Mission Community Hospital - Panorama,2019
3123,102300,GRAFT VASCULAR,278,3425.0,Mission Community Hospital - Panorama,2019
3124,102301,GRAFT VASCULAR 4.7MM,278,1754.5,Mission Community Hospital - Panorama,2019
3125,102302,GRAFT VASCULAR 7X15CM,278,2595.0,Mission Community Hospital - Panorama,2019
3126,102303,GRAFT VASCULAR 7X40CM,278,4745.0,Mission Community Hospital - Panorama,2019
3127,102304,GRAFT VASCULAR 8.0MM,278,2705.0,Mission Community Hospital - Panorama,2019
3128,102305,GRAFT VASCULAR ARTEGRAFT COLLAGEN,278,4445.0,Mission Community Hospital - Panorama,2019
3129,102306,GRAFT VASCULAR DYNAFLO,278,10000.0,Mission Community Hospital - Panorama,2019
3130,102307,GRAFT VASCULAR DYNAFLOW,278,10000.0,Mission Community Hospital - Panorama,2019
3131,102308,GRAFT VASCULAR FLIXENE,278,5000.0,Mission Community Hospital - Panorama,2019
3132,102309,GRAFT VASCULAR VENAFLO,278,4445.0,Mission Community Hospital - Panorama,2019
3133,102310,GRAFT VASCULAR VENAFLO,278,4445.0,Mission Community Hospital - Panorama,2019
3134,102311,GRAFT WOUND 4X5 MATRIX,278,14285.0,Mission Community Hospital - Panorama,2019
3135,102312,GRAFT XENFORM,278,7175.0,Mission Community Hospital - Panorama,2019
3136,102313,GRAFTA VENAFLO II,278,7175.0,Mission Community Hospital - Panorama,2019
3137,102314,GREEN RELOAD 60 FOR ECHELON,278,596.05,Mission Community Hospital - Panorama,2019
3138,102315,"HEMOCLIP MED. CURVED 11""",278,350.0,Mission Community Hospital - Panorama,2019
3139,102316,"HEMOCLIP MED. CURVED 8""",278,350.0,Mission Community Hospital - Panorama,2019
3140,102317,"HEMOCLIP MED/LG 8""",278,350.0,Mission Community Hospital - Panorama,2019
3141,102318,HEMOCLIP SM. CURVED,278,350.0,Mission Community Hospital - Panorama,2019
3142,102319,HEMOCLIP TANTALUM MD-LG,278,40.7,Mission Community Hospital - Panorama,2019
3143,102320,HEMOCLIP TANTALUM MED,278,34.75,Mission Community Hospital - Panorama,2019
3144,102321,HEMOCLIP TANTALUM SM,278,34.75,Mission Community Hospital - Panorama,2019
3145,102322,HEMOCLIP TANTALUM SM,278,34.75,Mission Community Hospital - Panorama,2019
3146,102323,HEMOCLIP TANTALUM SM,278,1950.0,Mission Community Hospital - Panorama,2019
3147,102324,HEMOSTAT 4X4 FIBRILLAR,278,569.6,Mission Community Hospital - Panorama,2019
3148,102325,HEMOSTAT 4X4 FIBRILLAR,278,398.0,Mission Community Hospital - Panorama,2019
3149,102326,HERNIA PATCH,278,2990.0,Mission Community Hospital - Panorama,2019
3150,102327,HERNIA PATCH EXTRA LG.,278,4000.0,Mission Community Hospital - Panorama,2019
3151,102328,HERNIA PATCH LG,278,4987.5,Mission Community Hospital - Panorama,2019
3152,102329,HERNIA PATCH SMALL,278,5.0,Mission Community Hospital - Panorama,2019
3153,102330,HIP TOTAL BIPOLAR,278,21063.60743243244,Mission Community Hospital - Panorama,2019
3154,102331,HYDROSET 5CC,278,6925.0,Mission Community Hospital - Panorama,2019
3155,102336,IMPLANT ORTHO,278,4665.566666666667,Mission Community Hospital - Panorama,2019
3156,102337,INFLATION DEVICE,278,249.75,Mission Community Hospital - Panorama,2019
3157,102338,INFLATION DEVICE 75CM 7X2,278,1325.0,Mission Community Hospital - Panorama,2019
3158,102339,INFLATION DEVICE 75CM 7X4,278,1325.0,Mission Community Hospital - Panorama,2019
3159,102342,INSERT PEEK 10MM,278,2500.0,Mission Community Hospital - Panorama,2019
3160,102344,INTERCEED DRESSING,278,2437.5,Mission Community Hospital - Panorama,2019
3161,102345,JUGULAR SUBCLAVIAN DELIVERY KIT,278,6250.0,Mission Community Hospital - Panorama,2019
3162,102346,K WIRE 1.25 MM,278,31.25,Mission Community Hospital - Panorama,2019
3163,102347,"K WIRE 4"" THREADED",278,46650.0,Mission Community Hospital - Panorama,2019
3164,102349,KIT LLIF,278,3942.5,Mission Community Hospital - Panorama,2019
3165,102351,KWIRE,278,21.85,Mission Community Hospital - Panorama,2019
3166,102352,KWIRE,278,116.1,Mission Community Hospital - Panorama,2019
3167,102353,K-WIRE 0.45,278,39.0,Mission Community Hospital - Panorama,2019
3168,102354,K-WIRE 0.62,278,39.0,Mission Community Hospital - Panorama,2019
3169,102355,K-WIRE 1.25MM,278,39.0,Mission Community Hospital - Panorama,2019
3170,102356,K-WIRE 2.0,278,600.0,Mission Community Hospital - Panorama,2019
3171,102357,"K-WIRE 4"" .028 TROCAR",278,39.0,Mission Community Hospital - Panorama,2019
3172,102358,"K-WIRE 4"" .035 TROCAR",278,39.0,Mission Community Hospital - Panorama,2019
3173,102359,"K-WIRE 4"" .062 TROCAR",278,39.0,Mission Community Hospital - Panorama,2019
3174,102360,"K-WIRE 9"" .045",278,39.0,Mission Community Hospital - Panorama,2019
3175,102361,"K-WIRE 9"" .062",278,39.0,Mission Community Hospital - Panorama,2019
3176,102362,KWIRE AT2,278,39.0,Mission Community Hospital - Panorama,2019
3177,102363,K-WIRE TROCAR .045,278,39.0,Mission Community Hospital - Panorama,2019
3178,102364,K-WIRE WITH WIRE GUIDE,278,17.15,Mission Community Hospital - Panorama,2019
3179,102365,KYPHOPLASTY CEMENT,278,1675.0,Mission Community Hospital - Panorama,2019
3180,102366,LAP BAND 10.0 CM,278,15975.0,Mission Community Hospital - Panorama,2019
3181,102367,LAP BAND VG SYSTEM,278,15975.0,Mission Community Hospital - Panorama,2019
3182,102369,LIGA CLIP SMALL,278,47.0,Mission Community Hospital - Panorama,2019
3183,102370,LIGACLIP 29.2 CM,278,283.5,Mission Community Hospital - Panorama,2019
3184,102371,LIGACLIP EXTRA,278,29.65,Mission Community Hospital - Panorama,2019
3185,102372,LIGATOR MULTIPLE BAND SUPERVIEW,278,900.0,Mission Community Hospital - Panorama,2019
3186,102373,LINEAR CUTTER,278,494.85,Mission Community Hospital - Panorama,2019
3187,102374,LINEAR CUTTER RELOAD,278,397.2,Mission Community Hospital - Panorama,2019
3188,102375,LINEAR CUTTER RELOAD 75MM,278,394.25,Mission Community Hospital - Panorama,2019
3189,102377,MASTISOL LIQUID ADHESIVE,278,7.8,Mission Community Hospital - Panorama,2019
3190,102378,MESH 3D MEDIUM L,278,1044.75,Mission Community Hospital - Panorama,2019
3191,102379,MESH 3D MEDIUM RIGHT,278,1044.75,Mission Community Hospital - Panorama,2019
3192,102380,"MESH MARLEX 3"" X 6""",278,627.3,Mission Community Hospital - Panorama,2019
3193,102381,MESH MOMO 6X6,278,487.5,Mission Community Hospital - Panorama,2019
3194,102382,MESH MONOFIL 1X4,278,1316.6,Mission Community Hospital - Panorama,2019
3195,102383,MESH PLUG LG.,278,1149.0,Mission Community Hospital - Panorama,2019
3196,102384,MESH PLUG XL,278,2676.75,Mission Community Hospital - Panorama,2019
3197,102385,MESH TIMESH 41.4X4 TITANIZED,278,1000.0,Mission Community Hospital - Panorama,2019
3198,102386,MESH VENTRALEX 2.5,278,3594.95,Mission Community Hospital - Panorama,2019
3199,102387,MESH VENTRALEX 3.2,278,3840.05,Mission Community Hospital - Panorama,2019
3200,102388,MESH VENTRALEX ST LARGE,278,3700.0,Mission Community Hospital - Panorama,2019
3201,102389,MIC GASTRO TUBE #18,278,213.32,Mission Community Hospital - Panorama,2019
3202,102390,MIC GASTRO TUBE #22,278,266.65,Mission Community Hospital - Panorama,2019
3203,102391,MIC TUBE #24,278,237.5,Mission Community Hospital - Panorama,2019
3204,102392,MIC TUBE 24 FR,278,249.35,Mission Community Hospital - Panorama,2019
3205,102393,MOZAIK STRIP ALL SIZES,278,6000.0,Mission Community Hospital - Panorama,2019
3206,102394,NAIL ALL SIZES,278,11387.37931034483,Mission Community Hospital - Panorama,2019
3207,102395,NANOSS 10CC,278,11473.55,Mission Community Hospital - Panorama,2019
3208,102396,NANOSS 20CC,278,15500.0,Mission Community Hospital - Panorama,2019
3209,102397,NANOSS 2CC,278,3500.0,Mission Community Hospital - Panorama,2019
3210,102398,NANOSS 3D Strip,278,11000.0,Mission Community Hospital - Panorama,2019
3211,102399,NANOSS 3D,278,13750.0,Mission Community Hospital - Panorama,2019
3212,102400,NANOSS 5CC,278,5250.0,Mission Community Hospital - Panorama,2019
3213,102404,BIT DRILL ALL SIZES,278,500.0,Mission Community Hospital - Panorama,2019
3214,102405,OSTEOCELL 1CC,278,2415.0,Mission Community Hospital - Panorama,2019
3215,102406,OSTEOSET 5CC,278,2415.0,Mission Community Hospital - Panorama,2019
3216,102407,PACEMAKER,278,30785.0,Mission Community Hospital - Panorama,2019
3217,102408,PALACOS W/O GENTAMICIN,278,512.5,Mission Community Hospital - Panorama,2019
3218,102409,PALACOS WITH GENTAMICIN,278,2039.45,Mission Community Hospital - Panorama,2019
3219,102410,PATELLA IMPLANT,278,11195.0,Mission Community Hospital - Panorama,2019
3220,102413,PINS,278,1413.0,Mission Community Hospital - Panorama,2019
3221,102424,PLATE 4 HOLE,278,7315.0,Mission Community Hospital - Panorama,2019
3222,102446,PLATE LUMBAR,278,2500.0,Mission Community Hospital - Panorama,2019
3223,102448,PORT MRI IMPLANTED 8R SGL LUMEN,278,1645.0,Mission Community Hospital - Panorama,2019
3224,102449,PREP KIT STEM PRP,278,1687.5,Mission Community Hospital - Panorama,2019
3225,102453,PROLENE MESH 12x12,278,1035.0,Mission Community Hospital - Panorama,2019
3226,102456,PUTTY 5CC,278,3081.25,Mission Community Hospital - Panorama,2019
3227,102457,RE DIALATION BALLOON,278,1185.0,Mission Community Hospital - Panorama,2019
3228,102458,REAMER LOW PROFILE,278,1395.0,Mission Community Hospital - Panorama,2019
3229,102459,RELOAD 35B,278,47.25,Mission Community Hospital - Panorama,2019
3230,102460,RELOAD LINEAR (BLUE RELOAD FOR EZ45B),278,960.0,Mission Community Hospital - Panorama,2019
3231,102461,RELOAD LINEAR 55MM,278,253.15,Mission Community Hospital - Panorama,2019
3232,102462,RELOAD LINEAR STAPLER,278,267.6,Mission Community Hospital - Panorama,2019
3233,102463,RELOAD STAPLER GREEN,278,58.05,Mission Community Hospital - Panorama,2019
3234,102469,SCREW BIO COMPOSITE,278,1610.0,Mission Community Hospital - Panorama,2019
3235,102470,SCREW BONE,278,1000.0,Mission Community Hospital - Panorama,2019
3236,102471,SCREW > THAN 8.5 MM AND < 20 MM,278,2304.562,Mission Community Hospital - Panorama,2019
3237,102473,SCREW GREATER THAN 20 MM,278,4222.058823529413,Mission Community Hospital - Panorama,2019
3238,102517,SCREW LAG SUPER,278,2659.2200000000007,Mission Community Hospital - Panorama,2019
3239,102523,SCREW LOCKING,278,894.7142857142858,Mission Community Hospital - Panorama,2019
3240,102524,SCREW LUMBER 6.6,278,3250.0,Mission Community Hospital - Panorama,2019
3241,102530,SCREW TENODESIS,278,20.4,Mission Community Hospital - Panorama,2019
3242,102531,SCREW TENODESIS BIOCOMPOSIT,278,22.6,Mission Community Hospital - Panorama,2019
3243,102536,SCREW 6.0 MM,278,1250.0,Mission Community Hospital - Panorama,2019
3244,102537,SEALANT TISSEEL FIBRIN 10ML,278,2623.4,Mission Community Hospital - Panorama,2019
3245,102538,SEALANT TISSEEL FIBRIN 4ML;,278,1069.0,Mission Community Hospital - Panorama,2019
3246,102539,SET CATH ASH SPLIT 32,278,20025.0,Mission Community Hospital - Panorama,2019
3247,102541,SETSCREW,278,508.06849315068496,Mission Community Hospital - Panorama,2019
3248,102547,STENT 6FRX22CM DBL URET,278,840.0,Mission Community Hospital - Panorama,2019
3249,102548,STENT 6FRX24CM DBL URET,278,840.0,Mission Community Hospital - Panorama,2019
3250,102549,STENT 6X26,278,575.0,Mission Community Hospital - Panorama,2019
3251,102550,STENT ENDO 7/10FX26CM,278,925.0,Mission Community Hospital - Panorama,2019
3252,102551,STENT LUMENEX 12X40,278,7250.0,Mission Community Hospital - Panorama,2019
3253,102552,"STENT SINGLE J 70""",278,2000.0,Mission Community Hospital - Panorama,2019
3254,102553,STENT URETERAL ALL SIZES,272,672.0,Mission Community Hospital - Panorama,2019
3255,102554,STENT URETERAL 6X20,278,840.0,Mission Community Hospital - Panorama,2019
3256,102555,STENT URETERAL 6X22,278,875.0,Mission Community Hospital - Panorama,2019
3257,102556,STENT URETERAL 6X26,278,875.0,Mission Community Hospital - Panorama,2019
3258,102557,STENT URETERAL 6X28,278,875.0,Mission Community Hospital - Panorama,2019
3259,102558,SURGI FOAM,278,728.1,Mission Community Hospital - Panorama,2019
3260,102559,SURGIFLO HEMOSTAT MATRIX,278,387.6,Mission Community Hospital - Panorama,2019
3261,102560,SUTURE ANCHOR MICROBIOCOMP 2.4 X 6.5MM,278,1525.0,Mission Community Hospital - Panorama,2019
3262,102561,SUTURE LASSO,278,700.0,Mission Community Hospital - Panorama,2019
3263,102562,SUTURE LASSO 25D,278,700.0,Mission Community Hospital - Panorama,2019
3264,102563,SUTURETAK 2.4,278,975.0,Mission Community Hospital - Panorama,2019
3265,102564,TAL PALINDROME CATH,278,439.0,Mission Community Hospital - Panorama,2019
3266,102577,DRILL BIT 2.7 SHORT,270,633.3333333333334,Mission Community Hospital - Panorama,2019
3267,102580,NEUROSTIM CHARGING SYSTEM KIT,278,105833.33333333331,Mission Community Hospital - Panorama,2019
3268,102582,PERIPHERAL INFUSION SYSTEM,270,8380.0,Mission Community Hospital - Panorama,2019
3269,102583,SYRINGE BONE GRAFT DELIVERY,270,600.0,Mission Community Hospital - Panorama,2019
3270,102586,ROD,278,1232.3529411764705,Mission Community Hospital - Panorama,2019
3271,102587,PROBE PEDICLE SCREW,278,600.0,Mission Community Hospital - Panorama,2019
3272,102588,ILLUMINATOR SURGICAL,270,600.0,Mission Community Hospital - Panorama,2019
3273,102605,STENT GI ALL SIZES,278,1285.101612903226,Mission Community Hospital - Panorama,2019
3274,102608,NEUROSTIMULATOR IMPLANT,278,4333.333333333333,Mission Community Hospital - Panorama,2019
3275,102610,NAIL INTERTAN 11.5X42 125D,278,10183.291666666666,Mission Community Hospital - Panorama,2019
3276,102615,EXTRACTOR TISSUE DISP,270,2780.0,Mission Community Hospital - Panorama,2019
3277,102616,RASP KIT AXIAL DISP,270,3580.0,Mission Community Hospital - Panorama,2019
3278,102617,RETRACTOR TUBULAR DISP,270,3180.0,Mission Community Hospital - Panorama,2019
3279,102620,SLING SUPRAPUBIC URETHRAL,278,4924.5,Mission Community Hospital - Panorama,2019
3280,102621,NEEDLE TARGETING,278,720.0,Mission Community Hospital - Panorama,2019
3281,102623,NEEDLE ELECTRODE SUBDERMAL,270,2000.0,Mission Community Hospital - Panorama,2019
3282,102626,SCREW STALIF ABO,278,1000.0,Mission Community Hospital - Panorama,2019
3283,102631,TACKER SORBAFIX,270,1640.0,Mission Community Hospital - Panorama,2019
3284,102633,PACEMAKER,278,16357.857142857143,Mission Community Hospital - Panorama,2019
3285,102634,PENILE KIT ACCESSORY,270,1865.6,Mission Community Hospital - Panorama,2019
3286,102635,PENILE RETRACTION SYSTEM,270,1220.0,Mission Community Hospital - Panorama,2019
3287,102637,SLING MALE URINARY,278,22000.0,Mission Community Hospital - Panorama,2019
3288,102638,PENILE RESERVOIR,278,8223.6,Mission Community Hospital - Panorama,2019
3289,102639,PENILE PUMP,278,27536.96,Mission Community Hospital - Panorama,2019
3290,102640,NEUROCHECK W/WIRE IO FLEX,270,4464.0,Mission Community Hospital - Panorama,2019
3291,102641,PROBE IO FLEX S,270,832.0,Mission Community Hospital - Panorama,2019
3292,102642,HANDLE DISTAL IO FLEX,270,1104.0,Mission Community Hospital - Panorama,2019
3293,102644,SHAVER MICROBLADE IO FLEX,270,7580.0,Mission Community Hospital - Panorama,2019
3294,102645,SHUNT VENTRICULAR,278,4053.333333333334,Mission Community Hospital - Panorama,2019
3295,102647,SYSTEM INTRODUCER CDS OSTEO,278,24962.5,Mission Community Hospital - Panorama,2019
3296,102648,DBM PUTTY (ALL SIZES),278,3408.333333333333,Mission Community Hospital - Panorama,2019
3297,102649,PUNCTURE ASP LESION,350,1079.4,Mission Community Hospital - Panorama,2019
3298,102650,NEEDLE BX MUSCLE,350,1079.4,Mission Community Hospital - Panorama,2019
3299,102651,BX OFBONE TROCAR/NEEDLE,350,1603.0,Mission Community Hospital - Panorama,2019
3300,102652, LIVER NEEDLE PERQ/BX.,320,1723.41,Mission Community Hospital - Panorama,2019
3301,102653, LIVER NEEDLE PERQ/BX.,350,1723.41,Mission Community Hospital - Panorama,2019
3302,102655,OR CONSULT W/FROZEN SECTION,310,80.0,Mission Community Hospital - Panorama,2019
3303,102656,CINCH MENISCAL,272,1632.0,Mission Community Hospital - Panorama,2019
3304,102657,SUTURE KNOT PUSHER #2,272,716.0,Mission Community Hospital - Panorama,2019
3305,102658,CANNISTER WOUND VAC,270,170.52,Mission Community Hospital - Panorama,2019
3306,102659,HIP CUP,278,13640.0,Mission Community Hospital - Panorama,2019
3307,102660,HIP LINER,278,9750.0,Mission Community Hospital - Panorama,2019
3308,102661,HIP STEM,278,2500.0,Mission Community Hospital - Panorama,2019
3309,102662,HIP  HEAD,278,15750.0,Mission Community Hospital - Panorama,2019
3310,102663,HIP  INSERT,278,6250.0,Mission Community Hospital - Panorama,2019
3311,102664,TESTICULAR SALINE PROSTHESIS,278,8750.0,Mission Community Hospital - Panorama,2019
3312,102678,TX/PROPH/DG/ADDL SEQ IV INF,260,87.0,Mission Community Hospital - Panorama,2019
3313,10268,ATROPINE 0.4MG/ML ING(VIAL),636,13.12,Mission Community Hospital - Panorama,2019
3314,102681,CYSTOURETHROSCOPY W/ 4+ IMPL,360,11000.0,Mission Community Hospital - Panorama,2019
3315,102682,HOSPITAL OUTPT CLINIC VISIT,510,271.17,Mission Community Hospital - Panorama,2019
3316,102683,SPACER CORTICAL CANCELLOUS 7MM,278,1125.0,Mission Community Hospital - Panorama,2019
3317,102684,HOSPITAL OUTPT CLINIC VISIT,510,271.17,Mission Community Hospital - Panorama,2019
3318,102685,"INTRAVENOUS INFUSION, HYDRATION 1ST HR",260,332.27,Mission Community Hospital - Panorama,2019
3319,102686,INJECTION IV,260,185.56,Mission Community Hospital - Panorama,2019
3320,102687,GITUBE REPLACE/CHANGE,361,528.52,Mission Community Hospital - Panorama,2019
3321,102688,GITUBE REPOSITION,361,1928.4,Mission Community Hospital - Panorama,2019
3322,102692,PROAIR HFA MDI W/Container,259,202.32,Mission Community Hospital - Panorama,2019
3323,102702,BODY POROCOAT EPIPHYSIS SZ 10 -5,278,8449.5,Mission Community Hospital - Panorama,2019
