,Px/Rx/Sx,CDM Code,Description,REV,HCPCS,Price,Hospital,Year
12924,Rx00409189001,2500002,morphine per 10 mg,250,J2270,88.5,Community Hospital of the Monterey Peninsula,2019
12925,Rx00409189003,2500002,morphine per 10 mg,250,J2270,88.5,Community Hospital of the Monterey Peninsula,2019
12926,Rx00409189101,2500002,morphine per 10 mg,250,J2270,88.5,Community Hospital of the Monterey Peninsula,2019
12927,Rx00409189103,2500002,morphine per 10 mg,250,J2270,88.5,Community Hospital of the Monterey Peninsula,2019
12928,Rx00641604001,2500002,morphine per 100 mg,250,J2274,5084.32,Community Hospital of the Monterey Peninsula,2019
12929,Rx00641602001,2500002,morphine PF 0.5 mg/mL solution 10 mL AMPUL,250,J2274,1252.97,Community Hospital of the Monterey Peninsula,2019
12930,Rx00409381412,2500002,morphine PF 0.5 mg/mL solution 10 mL Vial,250,J2274,346.62,Community Hospital of the Monterey Peninsula,2019
12931,Rx00641612701,2500002,morphine PF 10 mg/mL solution 1 mL Vial,250,J2270,129.56,Community Hospital of the Monterey Peninsula,2019
12932,Rx00409189001,2500002,morphine PF 2 mg/mL cartridge 1 mL Cartridge,250,J2270,88.5,Community Hospital of the Monterey Peninsula,2019
12933,Rx00409189003,2500002,morphine PF 2 mg/mL cartridge 1 mL Cartridge,250,J2270,88.5,Community Hospital of the Monterey Peninsula,2019
12934,Rx00409189101,2500002,morphine PF 4 mg/mL cartridge 1 mL Cartridge,250,J2270,88.5,Community Hospital of the Monterey Peninsula,2019
12935,Rx00409189103,2500002,morphine PF 4 mg/mL cartridge 1 mL Cartridge,250,J2270,88.5,Community Hospital of the Monterey Peninsula,2019
12936,Rx00065401303,6370001,moxifloxacin 0.5 % drops 3 mL DROP BTL,250,,774.17,Community Hospital of the Monterey Peninsula,2019
12937,Rx68180042201,6370001,moxifloxacin 0.5 % drops 3 mL DROP BTL,250,,598.27,Community Hospital of the Monterey Peninsula,2019
12938,Rx60505058204,6370001,moxifloxacin 0.5 % drops 3 mL DROP BTL,250,,373.81,Community Hospital of the Monterey Peninsula,2019
12939,Rx00781713593,6370001,moxifloxacin 0.5 % drops 3 mL DROP BTL,250,,260.95,Community Hospital of the Monterey Peninsula,2019
12940,Sx00000022288,2780000182,MULTI-LINK MINI-VISION RX STEN,278,C1875,3447.88,Community Hospital of the Monterey Peninsula,2019
12941,Sx00000021555,2780000182,MULTI-LINK RX STENT 3.5X33,278,C1875,3447.88,Community Hospital of the Monterey Peninsula,2019
12942,Rx54643900701,2500003,"multiple vitamin 3,300 unit- 150 mcg/10 mL solution 10 mL Vial",250,,1211.94,Community Hospital of the Monterey Peninsula,2019
12943,Rx54643564901,2500003,"multiple vitamin 3,300 unit- 150 mcg/10 mL solution 10 mL Vial",250,,430.31,Community Hospital of the Monterey Peninsula,2019
12944,Rx54643565002,2500003,"multiple vitamin 3,300 unit- 150 mcg/10 mL solution 100 mL Vial",250,,2239.66,Community Hospital of the Monterey Peninsula,2019
12945,Rx54643564700,2500003,multiple vitamin 80 mg-400 unit- 200 mcg/5 mL solution 50 mL Vial,250,,3567.49,Community Hospital of the Monterey Peninsula,2019
12946,Rx00904026252,6370001,multivitamin stress formula tablet 60 each Bottle,250,,2.0,Community Hospital of the Monterey Peninsula,2019
12947,Rx00536354701,6370001,multivitamin tablet 100 each Bottle,250,,7.0,Community Hospital of the Monterey Peninsula,2019
12948,Rx17856434401,6370001,multivitamin with iron-minerals 9 mg iron/15 mL liquid 15 mL Cup,250,,105.0,Community Hospital of the Monterey Peninsula,2019
12949,Rx00005434462,6370001,multivitamin with iron-minerals 9 mg iron/15 mL liquid 236 mL Bottle,250,,35.0,Community Hospital of the Monterey Peninsula,2019
12950,Rx00904549261,6370001,multivit-iron-FA-calcium-mins 9 mg iron-400 mcg tablet 100 each BLIST PACK,250,,2.0,Community Hospital of the Monterey Peninsula,2019
12951,Rx00904549213,6370001,multivit-iron-FA-calcium-mins 9 mg iron-400 mcg tablet 130 each Bottle,250,,2.0,Community Hospital of the Monterey Peninsula,2019
12952,Rx68462056417,6370001,mupirocin 2 % cream 15 g Tube,250,,681.13,Community Hospital of the Monterey Peninsula,2019
12953,Rx68462056435,6370001,mupirocin 2 % cream 30 g Tube,250,,1093.95,Community Hospital of the Monterey Peninsula,2019
12954,Rx50268057211,6370001,mupirocin 2 % ointment 1 g PF APPLI,250,,81.11,Community Hospital of the Monterey Peninsula,2019
12955,Rx50268057260,6370001,mupirocin 2 % ointment 1 g PF APPLI,250,,81.11,Community Hospital of the Monterey Peninsula,2019
12956,Rx17856011201,6370001,mupirocin 2 % ointment 1 g PF APPLI,250,,81.06,Community Hospital of the Monterey Peninsula,2019
12957,Rx51672131201,6370001,mupirocin 2 % ointment 15 g Tube,250,,91.35,Community Hospital of the Monterey Peninsula,2019
12958,Rx00093101042,6370001,mupirocin 2 % ointment 22 g Tube,250,,358.21,Community Hospital of the Monterey Peninsula,2019
12959,Rx51672131200,6370001,mupirocin 2 % ointment 22 g Tube,250,,223.52,Community Hospital of the Monterey Peninsula,2019
12960,Rx45802011222,6370001,mupirocin 2 % ointment 22 g Tube,250,,170.72,Community Hospital of the Monterey Peninsula,2019
12961,Rx68462018022,6370001,mupirocin 2 % ointment 22 g Tube,250,,110.68,Community Hospital of the Monterey Peninsula,2019
12962,Sx00000027518,2720000120,MUSTANG 12 X 40 X 135,272,C1725,1372.9,Community Hospital of the Monterey Peninsula,2019
12963,Sx00000027554,2720000120,MUSTANG 6 X 60 X 135,272,C1725,1372.9,Community Hospital of the Monterey Peninsula,2019
12964,Sx00000027524,2720000120,MUSTANG 9 X 20 X 135,272,C1725,1372.9,Community Hospital of the Monterey Peninsula,2019
12965,Rx54643900708,2500003,"mvi, adult no.4, vit K, 1 of 2 3,300 unit- 150 mcg/5 mL solution 5 mL Vial",250,,840.55,Community Hospital of the Monterey Peninsula,2019
12966,Rx54643900709,2500003,"mvi, adult no.4, vit K, 2 of 2 600 mcg-60 mcg- 5 mcg/5 mL solution 5 mL Vial",250,,840.55,Community Hospital of the Monterey Peninsula,2019
12967,Rx00004029830,2500002,mycophenolate 500 mg recon soln 1 each Vial,250,J7517,4342.21,Community Hospital of the Monterey Peninsula,2019
12968,Rx42023017204,2500002,mycophenolate 500 mg recon soln 1 each Vial,250,J7517,2915.56,Community Hospital of the Monterey Peninsula,2019
12969,Rx17478042240,2500002,mycophenolate 500 mg recon soln 1 each Vial,250,J7517,2285.35,Community Hospital of the Monterey Peninsula,2019
12970,Rx67877023022,6370001,mycophenolate mofetil per 250 mg,250,J7517,239.57,Community Hospital of the Monterey Peninsula,2019
12971,Rx00004025901,6370001,mycophenolate mofetil per 250 mg,250,J7517,170.83,Community Hospital of the Monterey Peninsula,2019
12972,Rx00054016325,6370001,mycophenolate mofetil per 250 mg,250,J7517,10.16,Community Hospital of the Monterey Peninsula,2019
12973,Rx00054016329,6370001,mycophenolate mofetil per 250 mg,250,J7517,9.67,Community Hospital of the Monterey Peninsula,2019
12974,Rx51079072101,6370001,mycophenolate mofetil per 250 mg,250,J7517,7.76,Community Hospital of the Monterey Peninsula,2019
12975,Rx00093733401,6370001,mycophenolate mofetil per 250 mg,250,J7517,7.0,Community Hospital of the Monterey Peninsula,2019
12976,Rx00781912485,2500003,nafcillin per 2 g,250,,560.9,Community Hospital of the Monterey Peninsula,2019
12977,Rx55150012315,2500003,nafcillin per 2 g,250,,494.56,Community Hospital of the Monterey Peninsula,2019
12978,Rx55150012316,2500003,nafcillin per 2 g,250,,494.56,Community Hospital of the Monterey Peninsula,2019
12979,Rx55150012409,2500003,nafcillin per 2 g,250,,291.93,Community Hospital of the Monterey Peninsula,2019
12980,Rx44567022110,2500003,nafcillin per 2 g,250,,279.54,Community Hospital of the Monterey Peninsula,2019
12981,Sx00000030178,2780000110,NAIL 10MM 130DEG 170MM STRL,278,C1713,9663.26,Community Hospital of the Monterey Peninsula,2019
12982,Sx00000030272,2780000110,NAIL 10MM 130DEG 380MM STRL,278,C1713,12984.39,Community Hospital of the Monterey Peninsula,2019
12983,Sx00000028666,2780000110,NAIL 11MM 130DEG LT STRL,278,C1713,12869.58,Community Hospital of the Monterey Peninsula,2019
12984,Sx00000030507,2780000110,NAIL 11X340MM 130DEG LT STRL,278,C1713,12984.39,Community Hospital of the Monterey Peninsula,2019
12985,Sx00000014380,2780000106,NAIL 8X360 LT 04004252S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
12986,Sx00000029787,2780000106,NAIL CANN 10X270 04034434S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
12987,Sx00000014381,2780000106,NAIL CANN 11X270 04034534S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
12988,Sx00000014382,2780000106,NAIL CANN 12X270 04034634S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
12989,Sx00000027599,2780000110,NAIL DYNANAIL 10X220MM,278,C1713,41396.5,Community Hospital of the Monterey Peninsula,2019
12990,Sx00000028448,2780000110,NAIL DYNANAIL 12MM X 22CM,278,C1713,41396.5,Community Hospital of the Monterey Peninsula,2019
12991,Sx00000028947,2780000110,NAIL DYNANAIL 12MM X 26CM,278,C1713,46406.5,Community Hospital of the Monterey Peninsula,2019
12992,Sx00000014383,2780000106,NAIL ELAST 1.5X300MM 475915,278,,1512.24,Community Hospital of the Monterey Peninsula,2019
12993,Sx00000014384,2780000106,NAIL ELAST 2.0X440MM  475920,278,,1660.94,Community Hospital of the Monterey Peninsula,2019
12994,Sx00000014385,2780000106,NAIL ELAST 2.5X440MM  475925,278,,1774.1,Community Hospital of the Monterey Peninsula,2019
12995,Sx00000014386,2780000106,NAIL ELAST 3.0X440MM  475930,278,,1876.97,Community Hospital of the Monterey Peninsula,2019
12996,Sx00000014387,2780000106,NAIL ELAST 3.5X440MM 475935,278,,1618.86,Community Hospital of the Monterey Peninsula,2019
12997,Sx00000014388,2780000106,NAIL ELAST 4.0X440MM 475940,278,,2285.42,Community Hospital of the Monterey Peninsula,2019
12998,Sx00000014389,2780000106,NAIL FEM 10X300MM 04013440S,278,,8405.67,Community Hospital of the Monterey Peninsula,2019
12999,Sx00000014390,2780000106,NAIL FEM 10X320MM 04013444S,278,,8981.11,Community Hospital of the Monterey Peninsula,2019
13000,Sx00000014391,2780000106,NAIL FEM 10X340MM 04013448S,278,,8724.47,Community Hospital of the Monterey Peninsula,2019
13001,Sx00000014392,2780000106,NAIL FEM 10X360MM 04013452S,278,,8546.28,Community Hospital of the Monterey Peninsula,2019
13002,Sx00000014393,2780000106,NAIL FEM 10X380MM 04013456S,278,,8405.67,Community Hospital of the Monterey Peninsula,2019
13003,Sx00000014394,2780000106,NAIL FEM 10X400MM 04013460S,278,,9246.72,Community Hospital of the Monterey Peninsula,2019
13004,Sx00000014395,2780000106,NAIL FEM 11X300MM 04013540S,278,,8205.6,Community Hospital of the Monterey Peninsula,2019
13005,Sx00000014397,2780000106,NAIL FEM 11X340MM 04013548S,278,,8475.81,Community Hospital of the Monterey Peninsula,2019
13006,Sx00000014398,2780000106,NAIL FEM 11X360MM 04013552S,278,,8405.67,Community Hospital of the Monterey Peninsula,2019
13007,Sx00000014399,2780000106,NAIL FEM 11X380MM 04013556S,278,,8724.14,Community Hospital of the Monterey Peninsula,2019
13008,Sx00000014402,2780000106,NAIL FEM 12X320MM 04013644S,278,,8724.47,Community Hospital of the Monterey Peninsula,2019
13009,Sx00000014403,2780000106,NAIL FEM 12X340MM 04013648S,278,,8724.47,Community Hospital of the Monterey Peninsula,2019
13010,Sx00000014404,2780000106,NAIL FEM 12X360MM 04013652S,278,,8405.67,Community Hospital of the Monterey Peninsula,2019
13011,Sx00000014406,2780000106,NAIL FEM 12X380MM DIS 450829S,278,,8105.4,Community Hospital of the Monterey Peninsula,2019
13012,Sx00000014408,2780000106,NAIL FEM 13X300MM 04013740S,278,,8405.67,Community Hospital of the Monterey Peninsula,2019
13013,Sx00000014410,2780000106,NAIL FEM 13X340MM 04013748S,278,,8546.28,Community Hospital of the Monterey Peninsula,2019
13014,Sx00000014412,2780000106,NAIL FEM 13X380MM 04013756S,278,,9246.72,Community Hospital of the Monterey Peninsula,2019
13015,Sx00000014413,2780000106,NAIL FEM 13X400MM 04013760S,278,,8981.11,Community Hospital of the Monterey Peninsula,2019
13016,Sx00000014414,2780000106,NAIL FEM COMP 18MM 66471018,278,,16725.73,Community Hospital of the Monterey Peninsula,2019
13017,Sx00000014415,2780000106,NAIL FEM EX/360 14MM 04013852S,278,,8724.47,Community Hospital of the Monterey Peninsula,2019
13018,Sx00000014416,2780000106,NAIL FEM VERSANAIL 181311360,278,,10343.2,Community Hospital of the Monterey Peninsula,2019
13019,Sx00000014417,2780000106,NAIL FX AFFIXUS 814311180,278,,9324.5,Community Hospital of the Monterey Peninsula,2019
13020,Sx00000014418,2780000106,NAIL FX AFFIXUS 814313180,278,,9324.5,Community Hospital of the Monterey Peninsula,2019
13021,Sx00000028916,2780000110,NAIL GAMMA LNG RT 11X380X125,278,C1713,10226.3,Community Hospital of the Monterey Peninsula,2019
13022,Sx00000014419,2780000106,NAIL HUM 7X150MM 04001210S,278,,9232.32,Community Hospital of the Monterey Peninsula,2019
13023,Sx00000014420,2780000106,NAIL HUM 7X210MM 04001222S,278,,9232.32,Community Hospital of the Monterey Peninsula,2019
13024,Sx00000014421,2780000106,NAIL HUM 7X220MM 04001224S,278,,9588.69,Community Hospital of the Monterey Peninsula,2019
13025,Sx00000014422,2780000106,NAIL HUM 7X230MM 04001226S,278,,9079.34,Community Hospital of the Monterey Peninsula,2019
13026,Sx00000014423,2780000106,NAIL HUM 7X240MM 04001228S,278,,10172.48,Community Hospital of the Monterey Peninsula,2019
13027,Sx00000014424,2780000106,NAIL HUM 7X250 04001230S,278,,10172.48,Community Hospital of the Monterey Peninsula,2019
13028,Sx00000014425,2780000106,NAIL HUM 7X260MM 04001232S,278,,9232.32,Community Hospital of the Monterey Peninsula,2019
13029,Sx00000014426,2780000106,NAIL HUM 7X270MM 04001234S,278,,9875.56,Community Hospital of the Monterey Peninsula,2019
13030,Sx00000019252,2780000106,NAIL HUM 8MMX22CM 170822,278,,6953.1,Community Hospital of the Monterey Peninsula,2019
13031,Sx00000014427,2780000110,NAIL HUM 8MMX24CM 170824,278,C1713,7460.36,Community Hospital of the Monterey Peninsula,2019
13032,Sx00000019253,2780000106,NAIL HUM 9MMX22CM 170922,278,,6953.1,Community Hospital of the Monterey Peninsula,2019
13033,Sx00000014428,2780000106,NAIL HUM 9X150MM 04001410S,278,,9232.32,Community Hospital of the Monterey Peninsula,2019
13034,Sx00000014429,2780000106,NAIL HUM 9X210MM 04001422S,278,,9232.32,Community Hospital of the Monterey Peninsula,2019
13035,Sx00000014430,2780000106,NAIL HUM 9X220MM 04001424S,278,,9588.69,Community Hospital of the Monterey Peninsula,2019
13036,Sx00000014431,2780000106,NAIL HUM 9X230MM 04001426S,278,,9079.34,Community Hospital of the Monterey Peninsula,2019
13037,Sx00000014432,2780000106,NAIL HUM 9X240MM 04001428S,278,,9232.32,Community Hospital of the Monterey Peninsula,2019
13038,Sx00000014433,2780000106,NAIL HUM 9X250MM 04001430S,278,,10172.48,Community Hospital of the Monterey Peninsula,2019
13039,Sx00000014434,2780000106,NAIL HUM 9X260MM 04001432S,278,,9232.32,Community Hospital of the Monterey Peninsula,2019
13040,Sx00000014435,2780000106,NAIL HUM 9X270MM 04001434S,278,,10172.48,Community Hospital of the Monterey Peninsula,2019
13041,Sx00000019254,2780000106,NAIL HUM TIT 351300,278,,671.5,Community Hospital of the Monterey Peninsula,2019
13042,Sx00000014436,2780000110,NAIL HUM VERSANAIL 10X150MM,278,C1713,9228.48,Community Hospital of the Monterey Peninsula,2019
13043,Sx00000014437,2780000106,NAIL HUM VERSANAIL 8X200MM,278,,9180.88,Community Hospital of the Monterey Peninsula,2019
13044,Sx00000014438,2780000106,NAIL HUM VERSANAIL 8X260MM,278,,8740.0,Community Hospital of the Monterey Peninsula,2019
13045,Sx00000014439,2780000106,NAIL HUM VERSANAIL 9X220MM,278,,9650.15,Community Hospital of the Monterey Peninsula,2019
13046,Sx00000014440,2780000106,NAIL HUM VERSANAIL 9X240MM,278,,8740.0,Community Hospital of the Monterey Peninsula,2019
13047,Sx00000014441,2780000106,NAIL HUM VERSANAIL 9X260MM,278,,8660.68,Community Hospital of the Monterey Peninsula,2019
13048,Sx00000014442,2780000106,NAIL SYN 10X285MM 485028S,278,,7243.85,Community Hospital of the Monterey Peninsula,2019
13049,Sx00000014443,2780000106,NAIL SYN 10X300MM 485030S,278,,7243.85,Community Hospital of the Monterey Peninsula,2019
13050,Sx00000014444,2780000106,NAIL SYN 10X315MM 485031S,278,,7243.85,Community Hospital of the Monterey Peninsula,2019
13051,Sx00000014445,2780000106,NAIL SYN 10X330MM 485033S,278,,7243.85,Community Hospital of the Monterey Peninsula,2019
13052,Sx00000014446,2780000106,NAIL SYN 10X345MM 485034S,278,,7448.67,Community Hospital of the Monterey Peninsula,2019
13053,Sx00000014447,2780000106,NAIL SYN 10X360MM 485036S,278,,7045.95,Community Hospital of the Monterey Peninsula,2019
13054,Sx00000014448,2780000106,NAIL SYN 10X380MM 485038S,278,,7243.85,Community Hospital of the Monterey Peninsula,2019
13055,Sx00000014450,2780000106,NAIL SYN 11X300MM 485130S,278,,6578.35,Community Hospital of the Monterey Peninsula,2019
13056,Sx00000014451,2780000106,NAIL SYN 11X315MM 485131S,278,,6157.51,Community Hospital of the Monterey Peninsula,2019
13057,Sx00000014452,2780000106,NAIL SYN 11X330MM 485133S,278,,7045.95,Community Hospital of the Monterey Peninsula,2019
13058,Sx00000014453,2780000106,NAIL SYN 11X345MM 485134S,278,,5416.03,Community Hospital of the Monterey Peninsula,2019
13059,Sx00000014454,2780000106,NAIL SYN 11X360MM 485136S,278,,7045.95,Community Hospital of the Monterey Peninsula,2019
13060,Sx00000014455,2780000106,NAIL SYN 11X380MM 485138S,278,,4822.85,Community Hospital of the Monterey Peninsula,2019
13061,Sx00000014456,2780000106,NAIL SYN 12X300MM 485230S,278,,6578.35,Community Hospital of the Monterey Peninsula,2019
13062,Sx00000014457,2780000106,NAIL SYN 12X330MM 485233S,278,,5752.7,Community Hospital of the Monterey Peninsula,2019
13063,Sx00000014458,2780000106,NAIL SYN 12X345MM 485234S,278,,7243.85,Community Hospital of the Monterey Peninsula,2019
13064,Sx00000000881,2780000106,NAIL SYN IM 10X300 FM 474.031S,278,,5123.45,Community Hospital of the Monterey Peninsula,2019
13065,Sx00000000882,2780000106,NAIL SYN IM 10X360 FM474.036S,278,,5909.02,Community Hospital of the Monterey Peninsula,2019
13066,Sx00000000883,2780000106,NAIL SYN IM 10X380 FM 474.038S,278,,5532.26,Community Hospital of the Monterey Peninsula,2019
13067,Sx00000000884,2780000106,NAIL SYN IM 10X420 FM 474.042S,278,,3857.03,Community Hospital of the Monterey Peninsula,2019
13068,Sx00000000885,2780000106,NAIL SYN IM 10X440 FM 474.044S,278,,4295.4,Community Hospital of the Monterey Peninsula,2019
13069,Sx00000000886,2780000106,NAIL SYN IM 11X360 FM 474.136S,278,,5909.02,Community Hospital of the Monterey Peninsula,2019
13070,Sx00000000887,2780000106,NAIL SYN IM 11X380 FM 474.138S,278,,5909.02,Community Hospital of the Monterey Peninsula,2019
13071,Sx00000000888,2780000106,NAIL SYN IM 11X400 FM 474.141S,278,,4295.4,Community Hospital of the Monterey Peninsula,2019
13072,Sx00000000889,2780000106,NAIL SYN IM 11X420 FM 474.142S,278,,4661.03,Community Hospital of the Monterey Peninsula,2019
13073,Sx00000000890,2780000106,NAIL SYN IM 11X440 FM 474.144S,278,,6329.86,Community Hospital of the Monterey Peninsula,2019
13074,Sx00000000891,2780000106,NAIL SYN IM 12X360 FM 474.236S,278,,4661.03,Community Hospital of the Monterey Peninsula,2019
13075,Sx00000000892,2780000106,NAIL SYN IM 12X380 FM 474.238S,278,,5909.02,Community Hospital of the Monterey Peninsula,2019
13076,Sx00000000893,2780000106,NAIL SYN IM 12X400 FM 474.241S,278,,6329.86,Community Hospital of the Monterey Peninsula,2019
13077,Sx00000000894,2780000106,NAIL SYN IM 12X420 FM 474.242S,278,,6329.86,Community Hospital of the Monterey Peninsula,2019
13078,Sx00000000895,2780000106,NAIL SYN IM 12X440 FM 474.244S,278,,4661.03,Community Hospital of the Monterey Peninsula,2019
13079,Sx00000014461,2780000106,NAIL SYN IM 8X270 TB 47827S,278,,7362.25,Community Hospital of the Monterey Peninsula,2019
13080,Sx00000014462,2780000106,NAIL SYN IM 8X300 TB 47830S,278,,6790.78,Community Hospital of the Monterey Peninsula,2019
13081,Sx00000014463,2780000106,NAIL SYN IM 8X315 TB 47831S,278,,7362.25,Community Hospital of the Monterey Peninsula,2019
13082,Sx00000014464,2780000106,NAIL SYN IM 8X330 TB 47833S,278,,5359.92,Community Hospital of the Monterey Peninsula,2019
13083,Sx00000014465,2780000106,NAIL SYN IM 8X345 TB 47834S,278,,4055.76,Community Hospital of the Monterey Peninsula,2019
13084,Sx00000014466,2780000106,NAIL SYN IM 8X360 TB 47836S,278,,5692.58,Community Hospital of the Monterey Peninsula,2019
13085,Sx00000014467,2780000106,NAIL SYN IM 9X285 TB 47928S,278,,4774.75,Community Hospital of the Monterey Peninsula,2019
13086,Sx00000014468,2780000106,NAIL SYN IM 9X315 TB 47931S,278,,7160.35,Community Hospital of the Monterey Peninsula,2019
13087,Sx00000014469,2780000106,NAIL SYN IM 9X330 TB 47933S,278,,6093.38,Community Hospital of the Monterey Peninsula,2019
13088,Sx00000014470,2780000106,NAIL SYN IM 9X345 TB 47934S,278,,6506.21,Community Hospital of the Monterey Peninsula,2019
13089,Sx00000014471,2780000106,NAIL SYN IM 9X360 TB 47936S,278,,5359.92,Community Hospital of the Monterey Peninsula,2019
13090,Sx00000014472,2780000106,NAIL SYN IM 9X380 TB 47938S,278,,4055.76,Community Hospital of the Monterey Peninsula,2019
13091,Sx00000014473,2780000106,NAIL TFN  10X170MM 456315S,278,,7139.97,Community Hospital of the Monterey Peninsula,2019
13092,Sx00000014474,2780000106,NAIL TFN  11X130MM 456411S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13093,Sx00000014475,2780000106,NAIL TFN  11X170MM 456318S,278,,7083.03,Community Hospital of the Monterey Peninsula,2019
13094,Sx00000014476,2780000106,NAIL TFN  130X320MM RT 456412S,278,,8958.23,Community Hospital of the Monterey Peninsula,2019
13095,Sx00000005367,2780000106,NAIL TFN 10X130MM 456351S,278,,8958.23,Community Hospital of the Monterey Peninsula,2019
13096,Sx00000014477,2780000106,NAIL TFN 10X170MM 456314S,278,,7139.97,Community Hospital of the Monterey Peninsula,2019
13097,Sx00000014478,2780000106,NAIL TFN 10X170MM 456316S,278,,7139.97,Community Hospital of the Monterey Peninsula,2019
13098,Sx00000029649,2780000110,NAIL TFN 10X300MM RT 456350S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13099,Sx00000029644,2780000110,NAIL TFN 10X320MM LT 456353S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13100,Sx00000029642,2780000110,NAIL TFN 10X320MM RT 456352S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13101,Sx00000029645,2780000110,NAIL TFN 10X340MM LT 456355S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13102,Sx00000029637,2780000110,NAIL TFN 10X340MM RT 456354S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13103,Sx00000029641,2780000110,NAIL TFN 10X360MM LT 456357S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13104,Sx00000029636,2780000110,NAIL TFN 10X360MM RT 456356S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13105,Sx00000029639,2780000110,NAIL TFN 10X380MM LT 456359S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13106,Sx00000029650,2780000110,NAIL TFN 10X380MM RT 456358S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13107,Sx00000029648,2780000110,NAIL TFN 10X400MM LT 456361S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13108,Sx00000029640,2780000110,NAIL TFN 10X400MM RT 456360S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13109,Sx00000029647,2780000110,NAIL TFN 10X420MM LT 456363S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13110,Sx00000029643,2780000110,NAIL TFN 10X420MM RT 456362S,278,C1713,8958.23,Community Hospital of the Monterey Peninsula,2019
13111,Sx00000014479,2780000106,NAIL TFN 11X170MM 456317S,278,,7083.03,Community Hospital of the Monterey Peninsula,2019
13112,Sx00000014480,2780000106,NAIL TFN 11X170MM 456319S,278,,7083.03,Community Hospital of the Monterey Peninsula,2019
13113,Sx00000014481,2780000106,NAIL TFN 11X300MM RT 456410S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13114,Sx00000014482,2780000106,NAIL TFN 11X320MM LT 456413S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13115,Sx00000014483,2780000106,NAIL TFN 12X170MM 456321S,278,,7765.47,Community Hospital of the Monterey Peninsula,2019
13116,Sx00000014484,2780000106,NAIL TFN 12X170MM 456322S,278,,7083.03,Community Hospital of the Monterey Peninsula,2019
13117,Sx00000014485,2780000106,NAIL TFN 12X170MM 456323S,278,,7083.03,Community Hospital of the Monterey Peninsula,2019
13118,Sx00000014486,2780000106,NAIL TFN 130X340MM LT 456415S,278,,8958.23,Community Hospital of the Monterey Peninsula,2019
13119,Sx00000014487,2780000106,NAIL TFN 130X340MM RT 456414S,278,,8958.23,Community Hospital of the Monterey Peninsula,2019
13120,Sx00000014488,2780000106,NAIL TFN 130X360MM LT 456417S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13121,Sx00000014489,2780000106,NAIL TFN 130X360MM RT 456416S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13122,Sx00000014490,2780000106,NAIL TFN 130X380MM LT 456419S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13123,Sx00000014491,2780000106,NAIL TFN 130X380MM RT 456418S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13124,Sx00000014492,2780000106,NAIL TFN 130X400MM LT 456421S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13125,Sx00000014493,2780000106,NAIL TFN 130X400MM RT 456420S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13126,Sx00000014494,2780000106,NAIL TFN 130X420MM LT 456423S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13127,Sx00000014495,2780000106,NAIL TFN 130X420MM RT 456422S,278,,8883.29,Community Hospital of the Monterey Peninsula,2019
13128,Sx00000014496,2780000106,NAIL TFN 14X340MM RT 456634S,278,,9781.62,Community Hospital of the Monterey Peninsula,2019
13129,Sx00000014497,2780000106,NAIL TIB 10X300MM 04004440S,278,,8271.57,Community Hospital of the Monterey Peninsula,2019
13130,Sx00000014498,2780000106,NAIL TIB 10X315MM 04004343S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
13131,Sx00000014499,2780000106,NAIL TIB 10X330MM 04004446S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
13132,Sx00000015524,2780000106,NAIL TIB 10X345MM 04004449S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
13133,Sx00000014500,2780000106,NAIL TIB 10X360MM 04004452S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
13134,Sx00000028334,2780000106,NAIL TIB 11MM 04004546S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
13135,Sx00000005335,2780000106,NAIL TIB 11X375MM 04000555S,278,,7534.93,Community Hospital of the Monterey Peninsula,2019
