,Description,UNITS,QUANTITY,Price,UNIT_PRICE,Hospital,Year
1999,fluoride 0.25 mg (0.55 mg sodium fluoride)/drop oral drops,mL,1.01459,38.15,37.601395637646704,Kaiser Foundation Hospital - San Rafael,2019
2000,fluoride 1 mg (2.2 mg sodium fluoride) chewable tablet,Each,4.5,10.9,2.4222222222222203,Kaiser Foundation Hospital - San Rafael,2019
2001,"fluorometholone 0.1 % eye drops,suspension",mL,205.0,55559.69,271.022878048781,Kaiser Foundation Hospital - San Rafael,2019
2002,fluorometholone 0.1 % eye ointment,g,4.0,1837.4,459.35,Kaiser Foundation Hospital - San Rafael,2019
2003,"fluorometholone 0.25 % eye drops,suspension",mL,16.0,7960.1,497.50625,Kaiser Foundation Hospital - San Rafael,2019
2004,fluorouracil 1 gram/20 mL intravenous solution,mL,25.1171,1380.15,54.9486206608247,Kaiser Foundation Hospital - San Rafael,2019
2005,fluorouracil 2.5 gram/50 mL intravenous solution,mL,5.6615199999999986,566.57,100.073831762495,Kaiser Foundation Hospital - San Rafael,2019
2006,fluorouracil 5 % topical cream,g,44.0,43927.95,998.3625,Kaiser Foundation Hospital - San Rafael,2019
2007,fluorouracil 5 % topical solution,mL,2.0,589.0,294.5,Kaiser Foundation Hospital - San Rafael,2019
2008,fluorouracil 5 gram/100 mL intravenous solution,mL,8.45743,1831.13,216.51139885284303,Kaiser Foundation Hospital - San Rafael,2019
2009,fluorouracil 500 mg/10 mL intravenous solution,mL,75.8116,2098.41,27.679273356584,Kaiser Foundation Hospital - San Rafael,2019
2010,flurandrenolide 0.05 % lotion,mL,1.0,2579.95,2579.95,Kaiser Foundation Hospital - San Rafael,2019
2011,flurazepam 15 mg capsule,Each,24.0,165.0,6.875,Kaiser Foundation Hospital - San Rafael,2019
2012,flurbiprofen 0.03 % eye drops,mL,131.0,16966.58,129.515877862595,Kaiser Foundation Hospital - San Rafael,2019
2013,flutamide 125 mg capsule,Each,8.0,96.75,12.09375,Kaiser Foundation Hospital - San Rafael,2019
2014,fluticasone 100 mcg-salmeterol 50 mcg/dose blistr powdr for inhalation,Each,924.30756,594712.94,643.4145578123371,Kaiser Foundation Hospital - San Rafael,2019
2015,fluticasone 250 mcg-salmeterol 50 mcg/dose blistr powdr for inhalation,Each,4949.2215,4419903.4,893.050230223076,Kaiser Foundation Hospital - San Rafael,2019
2016,fluticasone 500 mcg-salmeterol 50 mcg/dose blistr powdr for inhalation,Each,6046.0,7700826.94,1273.70607674496,Kaiser Foundation Hospital - San Rafael,2019
2017,fluticasone fur. 100 mcg-umeclid 62.5 mcg-vilant 25 mcg inhalat.powder,Each,6.0,7521.0,1253.5,Kaiser Foundation Hospital - San Rafael,2019
2018,fluticasone furoate 100 mcg-vilanterol 25 mcg/dose inhalation powder,Each,9.89276,6470.02,654.0156639805269,Kaiser Foundation Hospital - San Rafael,2019
2019,fluticasone furoate 100 mcg/actuation blister powder for inhalation,Each,1.0,546.5,546.5,Kaiser Foundation Hospital - San Rafael,2019
2020,fluticasone furoate 200 mcg-vilanterol 25 mcg/dose inhalation powder,Each,7.14284,5108.1,715.135716325719,Kaiser Foundation Hospital - San Rafael,2019
2021,fluticasone propionate 110 mcg/actuation HFA aerosol inhaler,g,76.0,58822.31,773.9777631578951,Kaiser Foundation Hospital - San Rafael,2019
2022,fluticasone propionate 220 mcg/actuation HFA aerosol inhaler,g,86.0,102994.79,1197.6138372092998,Kaiser Foundation Hospital - San Rafael,2019
2023,fluticasone propionate 44 mcg/actuation HFA aerosol inhaler,g,337.0,195687.98,580.676498516321,Kaiser Foundation Hospital - San Rafael,2019
2024,"fluticasone propionate 50 mcg/actuation nasal spray,suspension",g,13531.0,3528354.89,260.760837336487,Kaiser Foundation Hospital - San Rafael,2019
2025,"fluticasone propionate 50 mcg/actuation nasal spray,suspension",mL,135.0,7831.35,58.01,Kaiser Foundation Hospital - San Rafael,2019
2026,fluticasone propionate-salmeterol 115 mcg-21 mcg/actuation HFA inhaler,g,517.5,498516.09,963.316115942029,Kaiser Foundation Hospital - San Rafael,2019
2027,fluticasone propionate-salmeterol 230 mcg-21 mcg/actuation HFA inhaler,g,1227.0,1510444.52,1231.00612876936,Kaiser Foundation Hospital - San Rafael,2019
2028,fluticasone propionate-salmeterol 45 mcg-21 mcg/actuation HFA inhaler,g,113.0,100925.85,893.149115044248,Kaiser Foundation Hospital - San Rafael,2019
2029,fluvastatin 20 mg capsule,Each,63.0,1176.8,18.679365079365105,Kaiser Foundation Hospital - San Rafael,2019
2030,fluvoxaMINE 100 mg tablet,Each,159.75,1648.59,10.3198122065728,Kaiser Foundation Hospital - San Rafael,2019
2031,fluvoxaMINE 25 mg tablet,Each,78.0,696.95,8.93525641025641,Kaiser Foundation Hospital - San Rafael,2019
2032,fluvoxaMINE 50 mg tablet,Each,609.0,5947.65,9.766256157635473,Kaiser Foundation Hospital - San Rafael,2019
2033,folic acid 1 mg tablet,Each,55161.5,151082.61,2.73891409769495,Kaiser Foundation Hospital - San Rafael,2019
2034,folic acid 400 mcg tablet,Each,2518.5075,3801.18,1.5092986620051798,Kaiser Foundation Hospital - San Rafael,2019
2035,folic acid 5 mg/mL injection solution,mL,137.014,52586.56,383.8042827740229,Kaiser Foundation Hospital - San Rafael,2019
2036,folic acid 800 mcg tablet,Each,11.0,22.68,2.06181818181818,Kaiser Foundation Hospital - San Rafael,2019
2037,folic acid-vit B6-vit B12 2.2 mg-25 mg-0.5 mg tablet,Each,6.0,20.4,3.4,Kaiser Foundation Hospital - San Rafael,2019
2038,fomepizole 1 gram/mL intravenous solution,mL,34.15401,112595.05,3296.6860992311,Kaiser Foundation Hospital - San Rafael,2019
2039,fondaparinux 10 mg/0.8 mL subcutaneous solution syringe,mL,38.0,12953.3,340.876315789474,Kaiser Foundation Hospital - San Rafael,2019
2040,fondaparinux 2.5 mg/0.5 mL subcutaneous solution syringe,mL,309.0,53576.9,173.388025889968,Kaiser Foundation Hospital - San Rafael,2019
2041,fondaparinux 5 mg/0.4 mL subcutaneous solution syringe,mL,56.0,19543.7,348.9946428571431,Kaiser Foundation Hospital - San Rafael,2019
2042,fondaparinux 7.5 mg/0.6 mL subcutaneous solution syringe,mL,166.0,57985.7,349.311445783133,Kaiser Foundation Hospital - San Rafael,2019
2043,formoterol fumarate 20 mcg/2 mL solution for nebulization,mL,12.0,853.8,71.15,Kaiser Foundation Hospital - San Rafael,2019
2044,fosamprenavir 700 mg tablet,Each,14.0,1005.9,71.85,Kaiser Foundation Hospital - San Rafael,2019
2045,fosaprepitant 150 mg intravenous solution,Each,260.10784,271603.93,1044.19739904803,Kaiser Foundation Hospital - San Rafael,2019
2046,foscarnet 24 mg/mL intravenous solution,mL,56.66063000000001,65643.05,1158.53018224471,Kaiser Foundation Hospital - San Rafael,2019
2047,fosfomycin tromethamine 3 gram oral packet,Each,442.7,125058.8,282.49107747910597,Kaiser Foundation Hospital - San Rafael,2019
2048,fosinopril 10 mg tablet,Each,8.0,71.75,8.96875,Kaiser Foundation Hospital - San Rafael,2019
2049,fosinopril 40 mg tablet,Each,6.0,51.72,8.62,Kaiser Foundation Hospital - San Rafael,2019
2050,fosnetupitant 235 mg-palonosetron 0.25 mg intravenous solution,Each,2.0,3192.4,1596.2,Kaiser Foundation Hospital - San Rafael,2019
2051,fosphenytoin 100 mg PE/2 mL injection solution,mL,3528.489,279945.52,79.33864042087141,Kaiser Foundation Hospital - San Rafael,2019
2052,fosphenytoin 500 mg PE/10 mL injection solution,mL,1241.1527,193599.23,155.983409615916,Kaiser Foundation Hospital - San Rafael,2019
2053,fostamatinib 100 mg tablet,Each,26.0,12828.4,493.4,Kaiser Foundation Hospital - San Rafael,2019
2054,fulvestrant 250 mg/5 mL intramuscular syringe,mL,20.0,60278.35,3013.9175,Kaiser Foundation Hospital - San Rafael,2019
2055,furosemide 10 mg/mL injection solution,mL,239872.07775,4090180.11,17.0515057374159,Kaiser Foundation Hospital - San Rafael,2019
2056,furosemide 10 mg/mL oral solution,mL,1265.24986,6059.31,4.78902246233009,Kaiser Foundation Hospital - San Rafael,2019
2057,furosemide 100 mg/100 mL (1 mg/mL) in 0.9 % sod chloride IV piggyback,mL,4.0,610.8,152.7,Kaiser Foundation Hospital - San Rafael,2019
2058,furosemide 20 mg tablet,Each,39924.25,88851.28,2.22549653406138,Kaiser Foundation Hospital - San Rafael,2019
2059,furosemide 40 mg tablet,Each,52021.25,133785.12,2.57173981786289,Kaiser Foundation Hospital - San Rafael,2019
2060,furosemide 40 mg/4 mL oral solution,mL,138.79688000000002,2047.05,14.7485303704233,Kaiser Foundation Hospital - San Rafael,2019
2061,furosemide 40 mg/5 mL (8 mg/mL) oral solution,mL,47.325,532.35,11.248811410459599,Kaiser Foundation Hospital - San Rafael,2019
2062,furosemide 80 mg tablet,Each,5627.25,15692.01,2.7885752365720404,Kaiser Foundation Hospital - San Rafael,2019
2063,gabapentin 100 mg capsule,Each,127382.5,432496.95,3.39526190803289,Kaiser Foundation Hospital - San Rafael,2019
2064,gabapentin 250 mg/5 mL (5 mL) oral solution,mL,1931.92,16463.74,8.52195743094952,Kaiser Foundation Hospital - San Rafael,2019
2065,gabapentin 250 mg/5 mL oral solution,mL,55755.75016,209407.79,3.7558061616796703,Kaiser Foundation Hospital - San Rafael,2019
2066,gabapentin 300 mg capsule,Each,267801.50744,1662354.18,6.20741158588304,Kaiser Foundation Hospital - San Rafael,2019
2067,gabapentin 300 mg/6 mL (6 mL) oral solution,mL,160.56666,1586.1,9.87814033124934,Kaiser Foundation Hospital - San Rafael,2019
2068,gabapentin 400 mg capsule,Each,44150.5,240699.32,5.45179148594014,Kaiser Foundation Hospital - San Rafael,2019
2069,gabapentin 600 mg tablet,Each,17217.0,169246.73,9.83021025730383,Kaiser Foundation Hospital - San Rafael,2019
2070,gabapentin 800 mg tablet,Each,2862.625,35577.62,12.4283201606917,Kaiser Foundation Hospital - San Rafael,2019
2071,"gabapentin ER 300 mg tablet,extended release 24 hr",Each,5.0,200.5,40.1,Kaiser Foundation Hospital - San Rafael,2019
2072,gadobutrol 10 mmol/10 mL (1 mmol/mL) intravenous solution,mL,1.85,696.9,376.702702702703,Kaiser Foundation Hospital - San Rafael,2019
2073,gadobutrol 15 mmol/15 mL (1 mmol/mL) intravenous solution,mL,0.013330000000000002,11.8,885.221305326332,Kaiser Foundation Hospital - San Rafael,2019
2074,gadopentetate dimeglumine 5 mmol/10 mL (469.01 mg/mL) intravenous soln,mL,3.4,541.32,159.211764705882,Kaiser Foundation Hospital - San Rafael,2019
2075,galantamine 4 mg tablet,Each,138.0,1981.45,14.358333333333302,Kaiser Foundation Hospital - San Rafael,2019
2076,galantamine 8 mg tablet,Each,11.5,148.8,12.9391304347826,Kaiser Foundation Hospital - San Rafael,2019
2077,"galantamine ER 24 mg 24 hr capsule,extended release",Each,1.0,23.65,23.65,Kaiser Foundation Hospital - San Rafael,2019
2078,"galantamine ER 8 mg 24 hr capsule,extended release",Each,34.0,687.6,20.22352941176469,Kaiser Foundation Hospital - San Rafael,2019
2079,ganciclovir 0.15 % eye gel,g,9.0,9660.4,1073.3777777777802,Kaiser Foundation Hospital - San Rafael,2019
2080,ganciclovir sodium 500 mg intravenous solution,Each,204.16932,80901.73,396.2482218190271,Kaiser Foundation Hospital - San Rafael,2019
2081,gatifloxacin 0.5 % eye drops,mL,178.0,69180.67,388.65544943820197,Kaiser Foundation Hospital - San Rafael,2019
2082,gefitinib 250 mg tablet,Each,40.0,32338.0,808.45,Kaiser Foundation Hospital - San Rafael,2019
2083,gelatin absorbable mucosal powder,g,27.0,7495.2,277.6,Kaiser Foundation Hospital - San Rafael,2019
2084,gemcitabine 1 gram intravenous solution,Each,223.836,47794.28,213.52365124466093,Kaiser Foundation Hospital - San Rafael,2019
2085,gemcitabine 1 gram/26.3 mL (38 mg/mL) intravenous solution,mL,2.84,519.7,182.992957746479,Kaiser Foundation Hospital - San Rafael,2019
2086,gemcitabine 2 gram intravenous solution,Each,14.6015,5532.65,378.90970105811004,Kaiser Foundation Hospital - San Rafael,2019
2087,gemcitabine 2 gram/52.6 mL (38 mg/mL) intravenous solution,mL,0.5,205.65,411.3,Kaiser Foundation Hospital - San Rafael,2019
2088,gemcitabine 200 mg intravenous solution,Each,17.18,734.25,42.7386495925495,Kaiser Foundation Hospital - San Rafael,2019
2089,gemfibrozil 600 mg tablet,Each,1967.5,19354.57,9.83713850063532,Kaiser Foundation Hospital - San Rafael,2019
2090,gemtuzumab ozogamicin 4.5 mg (1 mg/mL initial concentration) IV soln,Each,21.0,544349.4,25921.4,Kaiser Foundation Hospital - San Rafael,2019
2091,gentamicin 0.1 % topical cream,g,897.0,154917.93,172.706722408027,Kaiser Foundation Hospital - San Rafael,2019
2092,gentamicin 0.1 % topical ointment,g,19.0,3285.08,172.89894736842098,Kaiser Foundation Hospital - San Rafael,2019
2093,gentamicin 0.3 % (3 mg/gram) eye ointment,g,11.0,1380.5,125.5,Kaiser Foundation Hospital - San Rafael,2019
2094,gentamicin 0.3 % eye drops,mL,138.0,10015.98,72.5795652173913,Kaiser Foundation Hospital - San Rafael,2019
2095,gentamicin 100 mg/100 mL in sodium chloride(iso) intravenous piggyback,mL,103.69558,2133.87,20.5782155806448,Kaiser Foundation Hospital - San Rafael,2019
2096,gentamicin 100 mg/50 mL in sodium chloride(iso) intravenous piggyback,mL,589.84592,42190.49,71.5279847998271,Kaiser Foundation Hospital - San Rafael,2019
2097,gentamicin 120 mg/100 mL in sodium chloride(iso) intravenous piggyback,mL,1076.61667,21130.07,19.6263633926456,Kaiser Foundation Hospital - San Rafael,2019
2098,gentamicin 20 mg/2 mL injection solution,mL,5.135,229.0,44.59591041869521,Kaiser Foundation Hospital - San Rafael,2019
2099,gentamicin 320 mcg/mL in 4 % sodium citrate intra-catheter solution,mL,335.84326,102834.93,306.199177556816,Kaiser Foundation Hospital - San Rafael,2019
2100,gentamicin 40 mg/mL injection solution,mL,10441.04188,469938.91,45.008813813894996,Kaiser Foundation Hospital - San Rafael,2019
2101,gentamicin 80 mg/100 mL in sodium chloride(iso) intravenous piggyback,mL,1390.25,26303.18,18.9197482467182,Kaiser Foundation Hospital - San Rafael,2019
2102,gentamicin 80 mg/50 mL in sodium chloride(iso) intravenous piggyback,mL,75.0,1446.64,19.2885333333333,Kaiser Foundation Hospital - San Rafael,2019
2103,gentamicin sulfate (pediatric) (PF) 20 mg/2 mL injection solution,mL,264.6,5805.03,21.93888888888889,Kaiser Foundation Hospital - San Rafael,2019
2104,gentian violet 1 % topical solution,mL,9.0,158.59,17.6211111111111,Kaiser Foundation Hospital - San Rafael,2019
2105,glatiramer 20 mg/mL subcutaneous syringe,mL,238.0,139896.92,587.80218487395,Kaiser Foundation Hospital - San Rafael,2019
2106,glecaprevir 100 mg-pibrentasvir 40 mg tablet,Each,48.0,23566.4,490.9666666666671,Kaiser Foundation Hospital - San Rafael,2019
2107,glimepiride 1 mg tablet,Each,281.0,1290.16,4.5913167259786505,Kaiser Foundation Hospital - San Rafael,2019
2108,glimepiride 2 mg tablet,Each,1071.75,4804.3,4.4826685327735,Kaiser Foundation Hospital - San Rafael,2019
2109,glimepiride 4 mg tablet,Each,207.0,1467.61,7.08990338164251,Kaiser Foundation Hospital - San Rafael,2019
2110,glipiZIDE 10 mg tablet,Each,10181.5,44404.67,4.36130923734224,Kaiser Foundation Hospital - San Rafael,2019
2111,glipiZIDE 5 mg tablet,Each,44095.45,119766.95,2.71608408577302,Kaiser Foundation Hospital - San Rafael,2019
2112,glipiZIDE 5 mg-metformin 500 mg tablet,Each,6.0,26.25,4.375,Kaiser Foundation Hospital - San Rafael,2019
2113,"glipiZIDE ER 10 mg tablet, extended release 24 hr",Each,99.0,450.95,4.5550505050505095,Kaiser Foundation Hospital - San Rafael,2019
2114,"glipiZIDE ER 2.5 mg tablet, extended release 24 hr",Each,1087.0,4902.25,4.50988960441582,Kaiser Foundation Hospital - San Rafael,2019
2115,"glipiZIDE ER 5 mg tablet, extended release 24 hr",Each,568.0,1693.82,2.98207746478873,Kaiser Foundation Hospital - San Rafael,2019
2116,gluc oxid-lactoperoxid-muramid mouthwash,mL,2.03392,45.6,22.4197608558842,Kaiser Foundation Hospital - San Rafael,2019
2117,glucagon (human recombinant) 1 mg solution for injection,Each,579.67,502423.83,866.741128573154,Kaiser Foundation Hospital - San Rafael,2019
2118,glucagon (human recombinant) 1 mg/mL solution for injection,Each,3320.135,1790549.62,539.3002453213501,Kaiser Foundation Hospital - San Rafael,2019
2119,glucagon HCl 1 mg solution for injection,Each,1.0,537.0,537.0,Kaiser Foundation Hospital - San Rafael,2019
2120,"glucarpidase 1,000 unit intravenous solution",Each,7.92,750914.8,94812.47474747473,Kaiser Foundation Hospital - San Rafael,2019
2121,glucosamine sulfate 500 mg capsule,Each,330.0,657.32,1.9918787878787896,Kaiser Foundation Hospital - San Rafael,2019
2122,glucosamine sulfate 500 mg tablet,Each,1.0,2.45,2.45,Kaiser Foundation Hospital - San Rafael,2019
2123,glucosamine-chondroit-vit C-Mn 500 mg-400 mg capsule,Each,56.0,138.45,2.4723214285714303,Kaiser Foundation Hospital - San Rafael,2019
2124,glucosamine-chondroitin 500 mg-400 mg capsule,Each,7.0,17.5,2.5,Kaiser Foundation Hospital - San Rafael,2019
2125,glucosamine-chondroitin 750 mg-600 mg tablet,Each,101.0,252.5,2.5,Kaiser Foundation Hospital - San Rafael,2019
2126,glucosamine-chondroitin-vit C-mang 250 mg-200 mg-30 mg-2.5 mg tablet,Each,385.0,535.7,1.39142857142857,Kaiser Foundation Hospital - San Rafael,2019
2127,glucose 4 gram chewable tablet,Each,286.0,431.29,1.50800699300699,Kaiser Foundation Hospital - San Rafael,2019
2128,glutamine (sickle cell) 5 gram oral powder packet,Each,48.0,3228.8,67.2666666666667,Kaiser Foundation Hospital - San Rafael,2019
2129,glutamine 15 gram oral powder packet,Each,639.25986,5782.6,9.045773654551061,Kaiser Foundation Hospital - San Rafael,2019
2130,glyBURIDE 1.25 mg tablet,Each,146.192,319.04,2.1823355587173,Kaiser Foundation Hospital - San Rafael,2019
2131,glyBURIDE 2.5 mg tablet,Each,837.85,2943.59,3.51326609775019,Kaiser Foundation Hospital - San Rafael,2019
2132,glyBURIDE 5 mg tablet,Each,770.5,2702.94,3.50803374432187,Kaiser Foundation Hospital - San Rafael,2019
2133,glycerin (adult) rectal suppository,Each,324.925,2195.61,6.757282449796112,Kaiser Foundation Hospital - San Rafael,2019
2134,glycerin (bulk) 100 % liquid,mL,9.8,3410.4,348.0,Kaiser Foundation Hospital - San Rafael,2019
2135,glycerin (bulk) liquid,mL,1553.2503,1869.93,1.20388194999866,Kaiser Foundation Hospital - San Rafael,2019
2136,glycerin (child) rectal suppository,Each,2095.95,20848.68,9.947126601302507,Kaiser Foundation Hospital - San Rafael,2019
2137,glycerin (laxative) 2.8 gram/2.7 mL rectal solution,mL,143.475,1285.2,8.95765812859383,Kaiser Foundation Hospital - San Rafael,2019
2138,glycerin 99.5 % topical solution,mL,867.21959,35037.47,40.4020739430021,Kaiser Foundation Hospital - San Rafael,2019
2139,glycerin-dimethicone-white petrolatum topical cream,g,14.0,544.18,38.87,Kaiser Foundation Hospital - San Rafael,2019
2140,"glycerin-mineral oil-petrola,w lotion",mL,9.0,219.3,24.3666666666667,Kaiser Foundation Hospital - San Rafael,2019
2141,glycerin-witch hazel 12.5 %-50 % topical pads,Each,62.0,128.95,2.07983870967742,Kaiser Foundation Hospital - San Rafael,2019
2142,glycopyrrolate 0.2 mg/mL injection solution,mL,925.96,46213.75,49.90901334830879,Kaiser Foundation Hospital - San Rafael,2019
2143,glycopyrrolate 1 mg tablet,Each,2898.75,18691.65,6.44817593790427,Kaiser Foundation Hospital - San Rafael,2019
2144,glycopyrrolate 1 mg/5 mL (0.2 mg/mL) oral solution,mL,14822.0,71558.01,4.82782418027257,Kaiser Foundation Hospital - San Rafael,2019
2145,glycopyrrolate 2 mg tablet,Each,13.0,226.5,17.423076923076902,Kaiser Foundation Hospital - San Rafael,2019
2146,goserelin 3.6 mg subcutaneous implant,Each,3.0,5986.6,1995.5333333333301,Kaiser Foundation Hospital - San Rafael,2019
2147,granisetron (PF) 1 mg/mL (1 mL) intravenous solution,mL,396.73800000000006,28102.3,70.8333963472115,Kaiser Foundation Hospital - San Rafael,2019
2148,granisetron HCl 1 mg tablet,Each,64.0,11412.95,178.32734375,Kaiser Foundation Hospital - San Rafael,2019
2149,granisetron HCl 1 mg/mL (1 mL) intravenous solution,mL,20.187,1756.0,86.98667459255958,Kaiser Foundation Hospital - San Rafael,2019
2150,granisetron HCl 1 mg/mL intravenous solution,mL,18.1985,4455.8,244.844355304009,Kaiser Foundation Hospital - San Rafael,2019
2151,griseofulvin microsize 500 mg tablet,Each,7.0,222.5,31.785714285714306,Kaiser Foundation Hospital - San Rafael,2019
2152,griseofulvin ultramicrosize 250 mg tablet,Each,11.0,257.45,23.4045454545455,Kaiser Foundation Hospital - San Rafael,2019
2153,guaiFENesin 100 mg/5 mL oral liquid,mL,42575.9545,152542.57,3.58283382701379,Kaiser Foundation Hospital - San Rafael,2019
2154,guaiFENesin 400 mg tablet,Each,137.0,344.5,2.51459854014599,Kaiser Foundation Hospital - San Rafael,2019
2155,"guaiFENesin ER 600 mg tablet, extended release 12 hr",Each,21579.5,111849.7,5.18314604138187,Kaiser Foundation Hospital - San Rafael,2019
2156,guanFACINE 1 mg tablet,Each,1114.5,5400.58,4.8457424854194695,Kaiser Foundation Hospital - San Rafael,2019
2157,guanFACINE 2 mg tablet,Each,20.75,135.0,6.50602409638554,Kaiser Foundation Hospital - San Rafael,2019
2158,"guanFACINE ER 1 mg tablet,extended release 24 hr",Each,112.0,4171.05,37.241517857142895,Kaiser Foundation Hospital - San Rafael,2019
2159,"guanFACINE ER 2 mg tablet,extended release 24 hr",Each,31.5,1213.55,38.5253968253968,Kaiser Foundation Hospital - San Rafael,2019
2160,"guanFACINE ER 3 mg tablet,extended release 24 hr",Each,6.0,226.2,37.7,Kaiser Foundation Hospital - San Rafael,2019
2161,"guanFACINE ER 4 mg tablet,extended release 24 hr",Each,4.0,158.7,39.675,Kaiser Foundation Hospital - San Rafael,2019
2162,guar gum oral packet,Each,4323.5,15706.55,3.63283219613739,Kaiser Foundation Hospital - San Rafael,2019
2163,guar gum oral powder,g,0.85844,125.4,146.078933880061,Kaiser Foundation Hospital - San Rafael,2019
2164,haemophilus B polysaccharid conj-tetanus tox(PF) 10 mcg/0.5 mL IM soln,Each,306.0,20911.89,68.3395098039216,Kaiser Foundation Hospital - San Rafael,2019
2165,halobetasol propionate 0.05 % topical ointment,g,2.0,553.9,276.95,Kaiser Foundation Hospital - San Rafael,2019
2166,haloperidol 0.5 mg tablet,Each,856.0,1993.87,2.32928738317757,Kaiser Foundation Hospital - San Rafael,2019
2167,haloperidol 1 mg tablet,Each,2853.5,9723.17,3.4074540038549195,Kaiser Foundation Hospital - San Rafael,2019
2168,haloperidol 10 mg tablet,Each,542.25,4542.9,8.37786998616874,Kaiser Foundation Hospital - San Rafael,2019
2169,haloperidol 2 mg tablet,Each,315.75,1222.7,3.87236737925574,Kaiser Foundation Hospital - San Rafael,2019
2170,haloperidol 2 mg/mL oral concentrate,mL,180.92601,2888.14,15.9631000539944,Kaiser Foundation Hospital - San Rafael,2019
2171,haloperidol 5 mg tablet,Each,2920.1,14593.29,4.99753090647581,Kaiser Foundation Hospital - San Rafael,2019
2172,haloperidol 5 mg/mL intramuscular syringe,mL,0.5,32.5,65.0,Kaiser Foundation Hospital - San Rafael,2019
2173,haloperidol decanoate 100 mg/mL intramuscular solution,mL,33.5,5958.7,177.871641791045,Kaiser Foundation Hospital - San Rafael,2019
2174,haloperidol decanoate 50 mg/mL intramuscular solution,mL,12.6,1489.15,118.18650793650801,Kaiser Foundation Hospital - San Rafael,2019
2175,haloperidol lactate 5 mg/mL injection solution,mL,7819.68,263899.92,33.7481738383156,Kaiser Foundation Hospital - San Rafael,2019
2176,hemin 313 mg intravenous powder for solution,Each,0.50479,11394.35,22572.4558727392,Kaiser Foundation Hospital - San Rafael,2019
2177,hemin 350 mg intravenous powder for solution,Each,3.67543,85986.35,23394.9088950136,Kaiser Foundation Hospital - San Rafael,2019
2178,hep B-DP(a)T-polio vacc (PF) 10 mcg-25Lf-25 mcg-10Lf/0.5 mL IM syringe,mL,197.0,53504.75,271.597715736041,Kaiser Foundation Hospital - San Rafael,2019
2179,"heparin (porcine) (PF) 1,000 unit/500 mL in 0.9 % sodium chloride IV",mL,1874.5235,90039.17,48.033097477839,Kaiser Foundation Hospital - San Rafael,2019
2180,"heparin (porcine) (PF) 2,000 unit/1,000 mL in 0.9 % sodium chloride IV",mL,768.0,44913.4,58.480989583333304,Kaiser Foundation Hospital - San Rafael,2019
2181,"heparin (porcine) 1,000 unit/mL injection solution",mL,17741.60412,446939.18,25.191587918263195,Kaiser Foundation Hospital - San Rafael,2019
2182,"heparin (porcine) 10,000 unit/1,000 mL in 0.9 % sod. chloride IV soln",mL,13.1,1858.0,141.832061068702,Kaiser Foundation Hospital - San Rafael,2019
2183,"heparin (porcine) 10,000 unit/mL injection solution",mL,13.2,402.85,30.518939393939398,Kaiser Foundation Hospital - San Rafael,2019
2184,"heparin (porcine) 20,000 unit/mL injection solution",mL,16.75,1180.4,70.4716417910448,Kaiser Foundation Hospital - San Rafael,2019
2185,"heparin (porcine) 25,000 unit/250 mL (100 unit/mL) in dextrose 5 % IV",mL,40977.176,2926418.95,71.4158279233298,Kaiser Foundation Hospital - San Rafael,2019
2186,"heparin (porcine) 30,000 unit/1,000 mL in 0.9 % sod chloride IV",mL,815.0,135828.0,166.660122699387,Kaiser Foundation Hospital - San Rafael,2019
2187,"heparin (porcine) 5,000 unit/mL (1 mL) injection cartridge",mL,0.7,17.15,24.5,Kaiser Foundation Hospital - San Rafael,2019
2188,"heparin (porcine) 5,000 unit/mL injection solution",mL,292959.7635,5262314.82,17.9625855685127,Kaiser Foundation Hospital - San Rafael,2019
2189,heparin lock flush (porcine) 100 unit/mL intravenous solution,mL,634.25,8129.4,12.8173433188806,Kaiser Foundation Hospital - San Rafael,2019
2190,"heparin, porcine (PF) 1 unit/mL intravenous syringe",mL,1404.65,53869.9,38.3511194959598,Kaiser Foundation Hospital - San Rafael,2019
2191,"heparin, porcine (PF) 1,000 unit/mL injection solution",mL,40.05,3701.1,92.4119850187266,Kaiser Foundation Hospital - San Rafael,2019
2192,"heparin, porcine (PF) 10 unit/mL intravenous solution",mL,17.5,202.2,11.554285714285701,Kaiser Foundation Hospital - San Rafael,2019
2193,"heparin, porcine (PF) 10 unit/mL intravenous syringe",mL,1953.85231,17407.95,8.90955263655522,Kaiser Foundation Hospital - San Rafael,2019
2194,"heparin, porcine (PF) 100 unit/mL (1 mL) intravenous solution",mL,18.0,256.65,14.2583333333333,Kaiser Foundation Hospital - San Rafael,2019
2195,"heparin, porcine (PF) 100 unit/mL intravenous syringe",mL,8030.5695099999975,1500830.28,186.889644393353,Kaiser Foundation Hospital - San Rafael,2019
2196,"heparin, porcine (PF) 5,000 unit/0.5 mL injection solution",mL,72756.7602,1911910.05,26.278108656080605,Kaiser Foundation Hospital - San Rafael,2019
2197,"heparin, porcine (PF) 5,000 unit/0.5 mL injection syringe",mL,64098.3002,1074154.14,16.757919268505002,Kaiser Foundation Hospital - San Rafael,2019
2198,hepatitis A and B virus vaccine(PF)720 ELISA unit-20 mcg/mL IM syringe,mL,38.0,12071.24,317.66421052631597,Kaiser Foundation Hospital - San Rafael,2019
2199,"hepatitis A vaccine (PF) 1,440 ELISA unit/mL intramuscular syringe",mL,18.5,4678.1,252.87027027027,Kaiser Foundation Hospital - San Rafael,2019
