,Dept #,Dept Description,Charge #,Description,Price,"Zero Charge
Explanation ",Hospital,Year
2933,270,CENTRAL SUPPLY,2778561,OBTURATOR DISPOSABLE LVL 02,520.0,,Banner Lassen Medical Center,2019
2934,270,CENTRAL SUPPLY,2778579,OCCLUDER LVL 03,5702.0,,Banner Lassen Medical Center,2019
2935,270,CENTRAL SUPPLY,2778587,OCCLUDER LVL 04,9502.0,,Banner Lassen Medical Center,2019
2936,270,CENTRAL SUPPLY,2778595,CLAMP LVL 06,1522.0,,Banner Lassen Medical Center,2019
2937,270,CENTRAL SUPPLY,2778603,CLAMP LVL 07,1902.0,,Banner Lassen Medical Center,2019
2938,270,CENTRAL SUPPLY,2778611,IMP DEV CLOSURE VASCULAR LVL 02,520.0,,Banner Lassen Medical Center,2019
2939,270,CENTRAL SUPPLY,2778629,WIRE GUIDE LVL 07,1502.0,,Banner Lassen Medical Center,2019
2940,270,CENTRAL SUPPLY,2778637,WIRE GUIDE LVL 08,2252.0,,Banner Lassen Medical Center,2019
2941,270,CENTRAL SUPPLY,2778645,HEMOSTATIC AGENT LVL 04,728.0,,Banner Lassen Medical Center,2019
2942,270,CENTRAL SUPPLY,2778652,IMP DEV CLOSURE VASCULAR LVL 04,728.0,,Banner Lassen Medical Center,2019
2943,270,CENTRAL SUPPLY,2778660,INSTRUMENT DISP MULTIPLE LVL 08,2852.0,,Banner Lassen Medical Center,2019
2944,270,CENTRAL SUPPLY,2778678,INTRDCR LVL 04,624.0,,Banner Lassen Medical Center,2019
2945,270,CENTRAL SUPPLY,2778686,INTRDCR LVL 05,716.0,,Banner Lassen Medical Center,2019
2946,270,CENTRAL SUPPLY,2778694,IMP DEV CLOSURE VASCULAR LVL 03,624.0,,Banner Lassen Medical Center,2019
2947,270,CENTRAL SUPPLY,2778702,KIT/SET NON ROUTINE SURG LVL 02,257.0,,Banner Lassen Medical Center,2019
2948,270,CENTRAL SUPPLY,2778710,KIT/SET NON ROUTINE SURG LVL 03,520.0,,Banner Lassen Medical Center,2019
2949,270,CENTRAL SUPPLY,2778728,KIT/SET NON ROUTINE SURG LVL 04,624.0,,Banner Lassen Medical Center,2019
2950,270,CENTRAL SUPPLY,2778736,KIT/SET NON ROUTINE SURG LVL 05,728.0,,Banner Lassen Medical Center,2019
2951,270,CENTRAL SUPPLY,2778744,KIT/SET NON ROUTINE SURG LVL 06,818.0,,Banner Lassen Medical Center,2019
2952,270,CENTRAL SUPPLY,2778751,KIT/SET NON ROUTINE SURG LVL 07,1040.0,,Banner Lassen Medical Center,2019
2953,270,CENTRAL SUPPLY,2778769,KIT/SET NON ROUTINE SURG LVL 08,1427.0,,Banner Lassen Medical Center,2019
2954,270,CENTRAL SUPPLY,2778777,KIT/SET NON ROUTINE SURG LVL 09,1902.0,,Banner Lassen Medical Center,2019
2955,270,CENTRAL SUPPLY,2778785,IMP DEV CLOSURE VASCULAR LVL 05,818.0,,Banner Lassen Medical Center,2019
2956,270,CENTRAL SUPPLY,2778793,IMP LD PCMKR/ICD COMBO LVL 02,624.0,,Banner Lassen Medical Center,2019
2957,270,CENTRAL SUPPLY,2778801,IMP LD PCMKR/ICD COMBO LVL 03,1040.0,,Banner Lassen Medical Center,2019
2958,270,CENTRAL SUPPLY,2778819,IMP LD PCMKR/ICD COMBO LVL 04,1902.0,,Banner Lassen Medical Center,2019
2959,270,CENTRAL SUPPLY,2778827,IMP LD PCMKR/ICD COMBO LVL 05,3802.0,,Banner Lassen Medical Center,2019
2960,270,CENTRAL SUPPLY,2778835,IMP LD PCMKR/ICD COMBO LVL 06,5702.0,,Banner Lassen Medical Center,2019
2961,270,CENTRAL SUPPLY,2778843,IMP LD PCMKR/ICD COMBO LVL 07,7602.0,,Banner Lassen Medical Center,2019
2962,270,CENTRAL SUPPLY,2778850,IMP LD PCMKR/ICD COMBO LVL 08,9502.0,,Banner Lassen Medical Center,2019
2963,270,CENTRAL SUPPLY,2778868,IMP LD PCMKR/ICD COMBO LVL 09,11402.0,,Banner Lassen Medical Center,2019
2964,270,CENTRAL SUPPLY,2778876,SUPPLY NEURO LVL 05,1040.0,,Banner Lassen Medical Center,2019
2965,270,CENTRAL SUPPLY,2778884,SUPPLY NEURO LVL 06,1902.0,,Banner Lassen Medical Center,2019
2966,270,CENTRAL SUPPLY,2778892,SUPPLY NEURO LVL 07,3802.0,,Banner Lassen Medical Center,2019
2967,270,CENTRAL SUPPLY,2778900,SUPPLY NEURO LVL 08,5702.0,,Banner Lassen Medical Center,2019
2968,270,CENTRAL SUPPLY,2778918,BRUSH LVL 03,520.0,,Banner Lassen Medical Center,2019
2969,270,CENTRAL SUPPLY,2778926,BURR LVL 07,1560.0,,Banner Lassen Medical Center,2019
2970,270,CENTRAL SUPPLY,2778934,IMP CABLE LVL 06,1902.0,,Banner Lassen Medical Center,2019
2971,270,CENTRAL SUPPLY,2778942,IMP DEV CLOSURE VASCULAR LVL 06,1040.0,,Banner Lassen Medical Center,2019
2972,270,CENTRAL SUPPLY,2778959,IMP COIL EMBOLIZATION LVL 10,6652.0,,Banner Lassen Medical Center,2019
2973,270,CENTRAL SUPPLY,2778967,COIL IMAGING MAGNETIC RESON LVL 02,520.0,,Banner Lassen Medical Center,2019
2974,270,CENTRAL SUPPLY,2778975,THERAPY COLD LVL 03,624.0,,Banner Lassen Medical Center,2019
2975,270,CENTRAL SUPPLY,2778983,IMP ACCESS SYSTEM DIALYS LVL 02,624.0,,Banner Lassen Medical Center,2019
2976,270,CENTRAL SUPPLY,2778991,IMP ACCESS SYSTEM DIALYS LVL 03,818.0,,Banner Lassen Medical Center,2019
2977,270,CENTRAL SUPPLY,2779007,DIALYSIS ACCESSORIES LVL 02,257.0,,Banner Lassen Medical Center,2019
2978,270,CENTRAL SUPPLY,2779015,DIALYSIS ACCESSORIES LVL 03,520.0,,Banner Lassen Medical Center,2019
2979,270,CENTRAL SUPPLY,2779023,DIALYSIS ACCESSORIES LVL 04,624.0,,Banner Lassen Medical Center,2019
2980,270,CENTRAL SUPPLY,2779031,DRAIN REINFUSION LVL 04,1332.0,,Banner Lassen Medical Center,2019
2981,270,CENTRAL SUPPLY,2779049,DRAIN REINFUSION LVL 05,1902.0,,Banner Lassen Medical Center,2019
2982,270,CENTRAL SUPPLY,2779056,CATH ABL EP 3D/VECT LVL 02,1040.0,,Banner Lassen Medical Center,2019
2983,270,CENTRAL SUPPLY,2779064,CATH ABL EP 3D/VECT LVL 03,1902.0,,Banner Lassen Medical Center,2019
2984,270,CENTRAL SUPPLY,2779072,CATH ABL EP 3D/VECT LVL 04,4752.0,,Banner Lassen Medical Center,2019
2985,270,CENTRAL SUPPLY,2779080,CATH ABL EP 3D/VECT LVL 05,7602.0,,Banner Lassen Medical Center,2019
2986,270,CENTRAL SUPPLY,2779098,CATH ABL EP 3D/VECT LVL 06,9502.0,,Banner Lassen Medical Center,2019
2987,270,CENTRAL SUPPLY,2779106,CATH ATHERECT TRANSL DIRECT LVL 02,3802.0,,Banner Lassen Medical Center,2019
2988,270,CENTRAL SUPPLY,2779114,CATH ATHERECT TRANSL ROTAT LVL 02,3802.0,,Banner Lassen Medical Center,2019
2989,270,CENTRAL SUPPLY,2779122,CATH BALLOON LVL 02,257.0,,Banner Lassen Medical Center,2019
2990,270,CENTRAL SUPPLY,2779130,CATH BALLOON LVL 03,520.0,,Banner Lassen Medical Center,2019
2991,270,CENTRAL SUPPLY,2779148,CATH BALLOON LVL 04,624.0,,Banner Lassen Medical Center,2019
2992,270,CENTRAL SUPPLY,2779155,CATH BALLOON LVL 05,728.0,,Banner Lassen Medical Center,2019
2993,270,CENTRAL SUPPLY,2779163,CATH BALLOON LVL 06,1040.0,,Banner Lassen Medical Center,2019
2994,270,CENTRAL SUPPLY,2779171,CATH BALLOON LVL 07,1902.0,,Banner Lassen Medical Center,2019
2995,270,CENTRAL SUPPLY,2779189,CATH BALLOON DILAT NON-VASC LVL 02,1040.0,,Banner Lassen Medical Center,2019
2996,270,CENTRAL SUPPLY,2779197,CATH BALLOON DILAT NON-VASC LVL 03,1902.0,,Banner Lassen Medical Center,2019
2997,270,CENTRAL SUPPLY,2779205,CATH BALLOON DILAT NON-VASC LVL 04,2852.0,,Banner Lassen Medical Center,2019
2998,270,CENTRAL SUPPLY,2779213,CATH BALLOON DILAT NON-VASC LVL 05,3802.0,,Banner Lassen Medical Center,2019
2999,270,CENTRAL SUPPLY,2779239,IMP CATH BRACHYTHPY SEED ADM LVL 06,5702.0,,Banner Lassen Medical Center,2019
3000,270,CENTRAL SUPPLY,2779247,CATH CHOLANGIOGRAM LVL 02,520.0,,Banner Lassen Medical Center,2019
3001,270,CENTRAL SUPPLY,2779254,CATH CHOLANGIOGRAM LVL 03,624.0,,Banner Lassen Medical Center,2019
3002,270,CENTRAL SUPPLY,2779262,CATH CHOLANGIOGRAM LVL 04,714.0,,Banner Lassen Medical Center,2019
3003,270,CENTRAL SUPPLY,2779270,CATH DIAGNOSTIC LVL 02,106.0,,Banner Lassen Medical Center,2019
3004,270,CENTRAL SUPPLY,2779288,CATH DIAGNOSTIC LVL 03,207.0,,Banner Lassen Medical Center,2019
3005,270,CENTRAL SUPPLY,2779296,CATH DIAGNOSTIC LVL 04,257.0,,Banner Lassen Medical Center,2019
3006,270,CENTRAL SUPPLY,2779304,CATH DIAGNOSTIC LVL 05,520.0,,Banner Lassen Medical Center,2019
3007,270,CENTRAL SUPPLY,2779312,CATH DIAGNOSTIC LVL 06,624.0,,Banner Lassen Medical Center,2019
3008,270,CENTRAL SUPPLY,2779320,CATH DIAGNOSTIC LVL 07,818.0,,Banner Lassen Medical Center,2019
3009,270,CENTRAL SUPPLY,2779338,CATH DIAGNOSTIC LVL 08,1332.0,,Banner Lassen Medical Center,2019
3010,270,CENTRAL SUPPLY,2779346,CATH DIAGNOSTIC LVL 09,2282.0,,Banner Lassen Medical Center,2019
3011,270,CENTRAL SUPPLY,2779353,IMP CATH EP NON 3D 1-19 LVL 02,624.0,,Banner Lassen Medical Center,2019
3012,270,CENTRAL SUPPLY,2779361,IMP CATH EP NON 3D 1-19 LVL 03,818.0,,Banner Lassen Medical Center,2019
3013,270,CENTRAL SUPPLY,2779379,IMP CATH EP NON 3D 1-19 LVL 04,1040.0,,Banner Lassen Medical Center,2019
3014,270,CENTRAL SUPPLY,2779387,IMP CATH EP NON 3D 1-19 LVL 05,1902.0,,Banner Lassen Medical Center,2019
3015,270,CENTRAL SUPPLY,2779395,IMP CATH EP NON 3D 1-19 LVL 06,3802.0,,Banner Lassen Medical Center,2019
3016,270,CENTRAL SUPPLY,2779403,CATH GUIDE LVL 02,257.0,,Banner Lassen Medical Center,2019
3017,270,CENTRAL SUPPLY,2779411,CATH GUIDE LVL 03,383.0,,Banner Lassen Medical Center,2019
3018,270,CENTRAL SUPPLY,2779429,CATH GUIDE LVL 04,520.0,,Banner Lassen Medical Center,2019
3019,270,CENTRAL SUPPLY,2779437,CATH GUIDE LVL 05,600.0,,Banner Lassen Medical Center,2019
3020,270,CENTRAL SUPPLY,2779445,CATH GUIDE LVL 06,624.0,,Banner Lassen Medical Center,2019
3021,270,CENTRAL SUPPLY,2779452,CATH GUIDE LVL 07,1040.0,,Banner Lassen Medical Center,2019
3022,270,CENTRAL SUPPLY,2779460,IMP CATH HEM/PER SHORT TERM LVL 02,520.0,,Banner Lassen Medical Center,2019
3023,270,CENTRAL SUPPLY,2779478,IMP CATH HEM/PER SHORT TERM LVL 03,624.0,,Banner Lassen Medical Center,2019
3024,270,CENTRAL SUPPLY,2779486,IMP CATH HEM/PER SHORT TERM LVL 04,700.0,,Banner Lassen Medical Center,2019
3025,270,CENTRAL SUPPLY,2779494,IMP CATH HEM/PER LONG TERM LVL 02,520.0,,Banner Lassen Medical Center,2019
3026,270,CENTRAL SUPPLY,2779502,IMP CATH HEM/PER LONG TERM LVL 03,624.0,,Banner Lassen Medical Center,2019
3027,270,CENTRAL SUPPLY,2779510,IMP CATH HEM/PER LONG TERM LVL 04,728.0,,Banner Lassen Medical Center,2019
3028,270,CENTRAL SUPPLY,2779528,IMP CATH HEM/PER LONG TERM LVL 05,1040.0,,Banner Lassen Medical Center,2019
3029,270,CENTRAL SUPPLY,2779536,IMP CATH HEM/PER LONG TERM LVL 06,1332.0,,Banner Lassen Medical Center,2019
3030,270,CENTRAL SUPPLY,2779544,IMP CATH HEM/PER LONG TERM LVL 07,1902.0,,Banner Lassen Medical Center,2019
3031,270,CENTRAL SUPPLY,2779551,IMP CATH HEM/PER LONG TERM LVL 08,2850.0,,Banner Lassen Medical Center,2019
3032,270,CENTRAL SUPPLY,2779569,DRESSING SPECIALTY LVL 07,1902.0,,Banner Lassen Medical Center,2019
3033,270,CENTRAL SUPPLY,2779577,IMP GRAFT VASCULAR LVL 15,23752.0,,Banner Lassen Medical Center,2019
3034,270,CENTRAL SUPPLY,2779585,HANDPIECE LVL 04,1902.0,,Banner Lassen Medical Center,2019
3035,270,CENTRAL SUPPLY,2779593,HANDPIECE LVL 05,3802.0,,Banner Lassen Medical Center,2019
3036,270,CENTRAL SUPPLY,2779601,HANDPIECE LVL 06,5702.0,,Banner Lassen Medical Center,2019
3037,270,CENTRAL SUPPLY,2779619,HARVESTER LVL 02,1040.0,,Banner Lassen Medical Center,2019
3038,270,CENTRAL SUPPLY,2779627,HARVESTER LVL 03,1902.0,,Banner Lassen Medical Center,2019
3039,270,CENTRAL SUPPLY,2779635,IMP NEURO LVL 02,1040.0,,Banner Lassen Medical Center,2019
3040,270,CENTRAL SUPPLY,2779643,IMP NEURO LVL 03,1902.0,,Banner Lassen Medical Center,2019
3041,270,CENTRAL SUPPLY,2779650,IMP NEURO LVL 04,3802.0,,Banner Lassen Medical Center,2019
3042,270,CENTRAL SUPPLY,2779668,IMP NEURO LVL 05,5702.0,,Banner Lassen Medical Center,2019
3043,270,CENTRAL SUPPLY,2779676,IMP NEURO LVL 06,9502.0,,Banner Lassen Medical Center,2019
3044,270,CENTRAL SUPPLY,2779684,IMP NEURO LVL 07,19002.0,,Banner Lassen Medical Center,2019
3045,270,CENTRAL SUPPLY,2779692,KIT/SET NON ROUTINE GI LVL 02,600.0,,Banner Lassen Medical Center,2019
3046,270,CENTRAL SUPPLY,2779700,KIT/SET NON ROUTINE GI LVL 03,1040.0,,Banner Lassen Medical Center,2019
3047,270,CENTRAL SUPPLY,2779718,KIT/SET NON ROUTINE GI LVL 04,1902.0,,Banner Lassen Medical Center,2019
3048,270,CENTRAL SUPPLY,2779726,KIT/SET NON ROUTINE GI LVL 05,3802.0,,Banner Lassen Medical Center,2019
3049,270,CENTRAL SUPPLY,2779734,KIT/SET NON ROUTINE ORTH LVL 02,600.0,,Banner Lassen Medical Center,2019
3050,270,CENTRAL SUPPLY,2779742,KIT/SET NON ROUTINE ORTH LVL 03,1040.0,,Banner Lassen Medical Center,2019
3051,270,CENTRAL SUPPLY,2779759,KIT/SET NON ROUTINE ORTH LVL 04,1902.0,,Banner Lassen Medical Center,2019
3052,270,CENTRAL SUPPLY,2779767,KIT/SET NON ROUTINE ORTH LVL 05,3802.0,,Banner Lassen Medical Center,2019
3053,270,CENTRAL SUPPLY,2779775,KIT/SET NON ROUTINE ORTH LVL 06,5702.0,,Banner Lassen Medical Center,2019
3054,270,CENTRAL SUPPLY,2779783,MAMMOTOME LVL 02,520.0,,Banner Lassen Medical Center,2019
3055,270,CENTRAL SUPPLY,2779791,MAMMOTOME LVL 03,608.0,,Banner Lassen Medical Center,2019
3056,270,CENTRAL SUPPLY,2779809,MAMMOTOME LVL 04,800.0,,Banner Lassen Medical Center,2019
3057,270,CENTRAL SUPPLY,2779817,IMP PCMKR DUAL RR LVL 03,11402.0,,Banner Lassen Medical Center,2019
3058,270,CENTRAL SUPPLY,2779825,IMP PCMKR DUAL RR LVL 04,19002.0,,Banner Lassen Medical Center,2019
3059,270,CENTRAL SUPPLY,2779833,SUPPLY PERFUSION/ECMO LVL 06,920.0,,Banner Lassen Medical Center,2019
3060,270,CENTRAL SUPPLY,2779841,SUPPLY PERFUSION/ECMO LVL 07,1040.0,,Banner Lassen Medical Center,2019
3061,270,CENTRAL SUPPLY,2779858,SUPPLY PERFUSION/ECMO LVL 08,1617.0,,Banner Lassen Medical Center,2019
3062,270,CENTRAL SUPPLY,2779866,IMP CATH PORT INDWELLING LVL 02,383.0,,Banner Lassen Medical Center,2019
3063,270,CENTRAL SUPPLY,2779874,IMP CATH PORT INDWELLING LVL 03,520.0,,Banner Lassen Medical Center,2019
3064,270,CENTRAL SUPPLY,2779882,IMP PCMKR SGL RR LVL 04,11402.0,,Banner Lassen Medical Center,2019
3065,270,CENTRAL SUPPLY,2779890,CATH/WIRE/SUTURE PASSER LVL 02,520.0,,Banner Lassen Medical Center,2019
3066,270,CENTRAL SUPPLY,2779908,IMP CATH PORT INDWELLING LVL 04,624.0,,Banner Lassen Medical Center,2019
3067,270,CENTRAL SUPPLY,2779916,IMP CATH PORT INDWELLING LVL 05,716.0,,Banner Lassen Medical Center,2019
3068,270,CENTRAL SUPPLY,2779924,IMP CATH PORT INDWELLING LVL 06,1040.0,,Banner Lassen Medical Center,2019
3069,270,CENTRAL SUPPLY,2779932,IMP CATH PORT INDWELLING LVL 07,1240.0,,Banner Lassen Medical Center,2019
3070,270,CENTRAL SUPPLY,2779940,PROBE LVL 04,834.0,,Banner Lassen Medical Center,2019
3071,270,CENTRAL SUPPLY,2779957,PROBE LVL 05,1040.0,,Banner Lassen Medical Center,2019
3072,270,CENTRAL SUPPLY,2779965,PROBE LVL 06,1250.0,,Banner Lassen Medical Center,2019
3073,270,CENTRAL SUPPLY,2779973,PROBE LVL 07,1562.0,,Banner Lassen Medical Center,2019
3074,270,CENTRAL SUPPLY,2779981,IMP VALVE LVL 06,11402.0,,Banner Lassen Medical Center,2019
3075,270,CENTRAL SUPPLY,2783801,CATH CHOLANGIOGRAM LVL 05,1353.0,,Banner Lassen Medical Center,2019
3076,270,CENTRAL SUPPLY,2783819,CATH CHOLANGIOGRAM LVL 06,1515.0,,Banner Lassen Medical Center,2019
3077,270,CENTRAL SUPPLY,2793552,FIX EXTRNL LW/UP/PELVIC LVL 01,83.0,,Banner Lassen Medical Center,2019
3078,270,CENTRAL SUPPLY,2793560,FIX EXTRNL LW/UP/PELVIC LVL 02,161.0,,Banner Lassen Medical Center,2019
3079,270,CENTRAL SUPPLY,2793578,FIX EXTRNL LW/UP/PELVIC LVL 03,265.0,,Banner Lassen Medical Center,2019
3080,270,CENTRAL SUPPLY,2793586,FIX EXTRNL LW/UP/PELVIC LVL 04,520.0,,Banner Lassen Medical Center,2019
3081,270,CENTRAL SUPPLY,2793594,FIX EXTRNL LW/UP/PELVIC LVL 05,624.0,,Banner Lassen Medical Center,2019
3082,270,CENTRAL SUPPLY,2793602,FIX EXTRNL LW/UP/PELVIC LVL 06,1040.0,,Banner Lassen Medical Center,2019
3083,270,CENTRAL SUPPLY,2793610,FIX EXTRNL LW/UP/PELVIC LVL 07,1172.0,,Banner Lassen Medical Center,2019
3084,270,CENTRAL SUPPLY,2793628,FIX EXTRNL LW/UP/PELVIC LVL 08,1562.0,,Banner Lassen Medical Center,2019
3085,270,CENTRAL SUPPLY,2793636,FIX EXTRNL LW/UP/PELVIC LVL 09,2342.0,,Banner Lassen Medical Center,2019
3086,270,CENTRAL SUPPLY,2793644,FIX EXTRNL LW/UP/PELVIC LVL 10,3122.0,,Banner Lassen Medical Center,2019
3087,270,CENTRAL SUPPLY,2793651,FIX EXTRNL LW/UP/PELVIC LVL 11,3900.0,,Banner Lassen Medical Center,2019
3088,270,CENTRAL SUPPLY,2793669,FIX EXTRNL LW/UP/PELVIC LVL 12,4682.0,,Banner Lassen Medical Center,2019
3089,270,CENTRAL SUPPLY,2793677,FIX EXTRNL LW/UP/PELVIC LVL 13,6242.0,,Banner Lassen Medical Center,2019
3090,270,CENTRAL SUPPLY,2793685,FIX EXTRNL LW/UP/PELVIC LVL 14,7802.0,,Banner Lassen Medical Center,2019
3091,270,CENTRAL SUPPLY,2793693,FIX EXTRNL LW/UP/PELVIC LVL 15,9362.0,,Banner Lassen Medical Center,2019
3092,270,CENTRAL SUPPLY,2793701,FIX EXTRNL LW/UP/PELVIC LVL 16,10922.0,,Banner Lassen Medical Center,2019
3093,270,CENTRAL SUPPLY,2793719,FIX EXTRNL LW/UP/PELVIC LVL 17,15202.0,,Banner Lassen Medical Center,2019
3094,270,CENTRAL SUPPLY,2793727,FIX EXTRNL LW/UP/PELVIC LVL 18,19002.0,,Banner Lassen Medical Center,2019
3095,270,CENTRAL SUPPLY,2793735,FIX EXTRNL LW/UP/PELVIC LVL 19,22802.0,,Banner Lassen Medical Center,2019
3096,270,CENTRAL SUPPLY,2793743,FIX EXTRNL LW/UP/PELVIC LVL 20,26602.0,,Banner Lassen Medical Center,2019
3097,270,CENTRAL SUPPLY,2793750,FIX EXTRNL LW/UP/PELVIC LVL 21,30402.0,,Banner Lassen Medical Center,2019
3098,270,CENTRAL SUPPLY,2793768,FIX EXTRNL LW/UP/PELVIC LVL 22,34202.0,,Banner Lassen Medical Center,2019
3099,270,CENTRAL SUPPLY,2793776,FIX EXTRNL LW/UP/PELVIC LVL 23,38002.0,,Banner Lassen Medical Center,2019
3100,270,CENTRAL SUPPLY,2793784,FIX EXTRNL LW/UP/PELVIC LVL 24,41802.0,,Banner Lassen Medical Center,2019
3101,270,CENTRAL SUPPLY,6270193,ORTHOSIS KNEE ADJ JT PREFAB,554.0,,Banner Lassen Medical Center,2019
3102,270,CENTRAL SUPPLY,6270326,DEVICE ORTHOTIC LVL 04,383.0,,Banner Lassen Medical Center,2019
3103,270,CENTRAL SUPPLY,6270458,JT HIP ABDUCT CNTRL FLX ADJ EXT LWR,665.0,,Banner Lassen Medical Center,2019
3104,270,CENTRAL SUPPLY,6271134,ADHESION BARRIER LVL 01,520.0,,Banner Lassen Medical Center,2019
3105,270,CENTRAL SUPPLY,6271142,BIT LVL 07,1094.0,,Banner Lassen Medical Center,2019
3106,270,CENTRAL SUPPLY,6271159,BIT LVL 08,1560.0,,Banner Lassen Medical Center,2019
3107,270,CENTRAL SUPPLY,6271167,IMP BOLT LVL 03,834.0,,Banner Lassen Medical Center,2019
3108,270,CENTRAL SUPPLY,6271175,IMP BOLT LVL 04,1094.0,,Banner Lassen Medical Center,2019
3109,270,CENTRAL SUPPLY,6271183,IMP BOLT LVL 05,1560.0,,Banner Lassen Medical Center,2019
3110,270,CENTRAL SUPPLY,6271191,IMP BONE HUMAN/SYNTHETIC LVL 11,9362.0,,Banner Lassen Medical Center,2019
3111,270,CENTRAL SUPPLY,6271217,CANNULA LVL 06,1040.0,,Banner Lassen Medical Center,2019
3112,270,CENTRAL SUPPLY,6271225,CANNULA LVL 07,1094.0,,Banner Lassen Medical Center,2019
3113,270,CENTRAL SUPPLY,6271233,CANNULA LVL 08,1406.0,,Banner Lassen Medical Center,2019
3114,270,CENTRAL SUPPLY,6271241,CATH ANGIO TRANSL NON-LASER LVL 10,5322.0,,Banner Lassen Medical Center,2019
3115,270,CENTRAL SUPPLY,6271258,IMP CATH EP NON 3D 1-19 LVL 07,5702.0,,Banner Lassen Medical Center,2019
3116,270,CENTRAL SUPPLY,6271266,IMP CATH EP NON 3D 1-19 LVL 08,7602.0,,Banner Lassen Medical Center,2019
3117,270,CENTRAL SUPPLY,6271274,CATH GUIDE LVL 08,1332.0,,Banner Lassen Medical Center,2019
3118,270,CENTRAL SUPPLY,6271282,CATH GUIDE LVL 09,1902.0,,Banner Lassen Medical Center,2019
3119,270,CENTRAL SUPPLY,6271290,ELECTRODE ELECTROSURGICAL LVL 10,1874.0,,Banner Lassen Medical Center,2019
3120,270,CENTRAL SUPPLY,6271308,ELECTRODE ELECTROSURGICAL LVL 11,3122.0,,Banner Lassen Medical Center,2019
3121,270,CENTRAL SUPPLY,6271316,ELECTRODE ELECTROSURGICAL LVL 12,4214.0,,Banner Lassen Medical Center,2019
3122,270,CENTRAL SUPPLY,6271324,ELECTRODE ELECTROSURGICAL LVL 09,1094.0,,Banner Lassen Medical Center,2019
3123,270,CENTRAL SUPPLY,6271332,CEMENT ACCESSORIES LVL 04,1040.0,,Banner Lassen Medical Center,2019
3124,270,CENTRAL SUPPLY,6271340,CEMENT ACCESSORIES LVL 05,1562.0,,Banner Lassen Medical Center,2019
3125,270,CENTRAL SUPPLY,6271357,CEMENT ACCESSORIES LVL 06,2340.0,,Banner Lassen Medical Center,2019
3126,270,CENTRAL SUPPLY,6271365,CLIP LVL 03,520.0,,Banner Lassen Medical Center,2019
3127,270,CENTRAL SUPPLY,6271373,EMBOLIZATION SYS PROTECT LVL 02,2852.0,,Banner Lassen Medical Center,2019
3128,270,CENTRAL SUPPLY,6271381,IMP GENERATOR NEUROSTIM LVL 02,19000.0,,Banner Lassen Medical Center,2019
3129,270,CENTRAL SUPPLY,6271399,IMP GENERATOR NEUROSTIM LVL 03,28502.0,,Banner Lassen Medical Center,2019
3130,270,CENTRAL SUPPLY,6271407,IMP GENERATOR NEUROSTIM LVL 04,38002.0,,Banner Lassen Medical Center,2019
3131,270,CENTRAL SUPPLY,6271415,WIRE GUIDE LVL 09,3002.0,,Banner Lassen Medical Center,2019
3132,270,CENTRAL SUPPLY,6271423,IMP ICD CHAMBER DUAL LVL 04,47502.0,,Banner Lassen Medical Center,2019
3133,270,CENTRAL SUPPLY,6271431,IMP ICD CHAMBER DUAL LVL 05,57002.0,,Banner Lassen Medical Center,2019
3134,270,CENTRAL SUPPLY,6271449,INSTRUMENT DISP SINGLE LVL 07,1332.0,,Banner Lassen Medical Center,2019
3135,270,CENTRAL SUPPLY,6271456,INTRDCR LVL 06,1332.0,,Banner Lassen Medical Center,2019
3136,270,CENTRAL SUPPLY,6271464,INTRDCR LVL 07,2282.0,,Banner Lassen Medical Center,2019
3137,270,CENTRAL SUPPLY,6271472,IMP INTRDCR NON GD/EP/LASER LVL 02,257.0,,Banner Lassen Medical Center,2019
3138,270,CENTRAL SUPPLY,6271480,IMP INTRDCR NON GD/EP/LASER LVL 03,520.0,,Banner Lassen Medical Center,2019
3139,270,CENTRAL SUPPLY,6271498,IMP INTRDCR NON GD/EP/LASER LVL 04,600.0,,Banner Lassen Medical Center,2019
3140,270,CENTRAL SUPPLY,6271506,IMP INTRDCR NON GD/EP/LASER LVL 05,1040.0,,Banner Lassen Medical Center,2019
3141,270,CENTRAL SUPPLY,6271514,IMP INTRDCR NON GD/EP/LASER LVL 06,1332.0,,Banner Lassen Medical Center,2019
3142,270,CENTRAL SUPPLY,6271522,IMP INTRDCR NON GD/EP/LASER LVL 07,2282.0,,Banner Lassen Medical Center,2019
3143,270,CENTRAL SUPPLY,6271530,IMP INTRDCR NON GD/EP/LASER LVL 08,3232.0,,Banner Lassen Medical Center,2019
3144,270,CENTRAL SUPPLY,6271548,KIT/SET NON ROUTINE SURG LVL 10,2852.0,,Banner Lassen Medical Center,2019
3145,270,CENTRAL SUPPLY,6271555,KIT/SET NON ROUTINE SURG LVL 11,3802.0,,Banner Lassen Medical Center,2019
3146,270,CENTRAL SUPPLY,6271563,KIT/SET NON ROUTINE SURG LVL 12,4752.0,,Banner Lassen Medical Center,2019
3147,270,CENTRAL SUPPLY,6271571,KIT/SET NON ROUTINE SURG LVL 13,5702.0,,Banner Lassen Medical Center,2019
3148,270,CENTRAL SUPPLY,6271589,MANIPULATOR LVL 01,257.0,,Banner Lassen Medical Center,2019
3149,270,CENTRAL SUPPLY,6271597,MANIPULATOR LVL 02,520.0,,Banner Lassen Medical Center,2019
3150,270,CENTRAL SUPPLY,6271605,IMP MESH LVL 11,6752.0,,Banner Lassen Medical Center,2019
