,HSP,CHARGE CODE,Description,Price,COMMENTS,Hospital,Year
1629,HMD,4630000005,ABDOMEN 2 VIEWS,920.4,,Hi Desert Medical Center,2019
1630,HMD,4630100100,SPINAL PUNCTR LUMB DIAG,1219.51,,Hi Desert Medical Center,2019
1631,HMD,4630100101,MYELOGRAM L/S LUMB INJ,1389.75,,Hi Desert Medical Center,2019
1632,HMD,4630100102,HYSTEROSALPINGOGRAPHY,1497.66,,Hi Desert Medical Center,2019
1633,HMD,4632000000,CHEST 1 VIEW,591.53,,Hi Desert Medical Center,2019
1634,HMD,4632000001,CHEST 2 VIEWS,752.85,,Hi Desert Medical Center,2019
1635,HMD,4632000003,ABDOMEN 1 VIEW,626.71,,Hi Desert Medical Center,2019
1636,HMD,4632000004,ABDOMEN 2 VIEWS,920.4,,Hi Desert Medical Center,2019
1637,HMD,4650100100,MC PERF SPECT WM EF MULT,1091.19,,Hi Desert Medical Center,2019
1638,HMD,4650100101,GATED HEART PLANAR SNGL,490.5,,Hi Desert Medical Center,2019
1639,HMD,4650100102,MC PERF SPECT WM EF SNGL,545.0,,Hi Desert Medical Center,2019
1640,HMD,4670000001,US XTR JOINT LMTD,912.12,,Hi Desert Medical Center,2019
1641,HMD,4710000100,COLCHICINE 0.6MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1642,HMD,4710000102,MORPHINE DRIP 100MG/100ML PRMX,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1643,HMD,4710000103,NOREPINEPHRINE 8MG/500ML D5W,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1644,HMD,4710000104,PHENYLEPHRINE 50MG/250ML NS,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1645,HMD,4710000107,MOXIFLOXACIN.5% 3ML OPHTH SOLN,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1646,HMD,4710000108,HYDROMORPHONE 0.5MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1647,HMD,4710000109,APRIPIPRAZOLE 2MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1648,HMD,4710000110,KETAMINE 200MG/20ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1649,HMD,4710000111,MORPHINE 2MG/1ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1650,HMD,4710000113,FLUCAINE 0.5% OPHTHALMIC 5ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1651,HMD,4710000116,MITOMYCIN 0.2MG KT OS,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1652,HMD,4710000117,KCL 40MEQ IN D5W/NS 1000ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1653,HMD,4710000118,BUPIVACAINE 0.75 % 30 ML VIAL,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1654,HMD,4710000120,PROBENEC/COLC 500/.5 TB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1655,HMD,4710000121,NA PHOSPHATE 3MM/ML 1 ML IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1656,HMD,4710000123,BSS IRR 500ML OS,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1657,HMD,4710000124,"CLINIMIX 5/20 1,000 ML",0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1658,HMD,4710000125,DOBUTAMINE 500 MG PREMIX,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1659,HMD,4710000126,"HEPARIN  25,000UNITS/500ML",0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1660,HMD,4710000127,"CLINIMIX E 5/20 1,000ML",0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1661,HMD,4710000128,D5.45NS W/ 10MEQ KCL 1000ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1662,HMD,4710000129,PHENYLEPHRINE 0.125% DROPS,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1663,HMD,4710000130,D5.45NS WITH 10MEQ KCL 500ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1664,HMD,4710000131,CAFFEINE CITRATE 60MG/3ML IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1665,HMD,4710000132,REFRESH OPTIVE ADV 0.4ML UD OS,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1666,HMD,4710000133,MIDAZOLAM 50MG/10ML INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1667,HMD,4710000134,BUPROPION 100MG TAB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1668,HMD,4710000135,MEROPENEM 1GM,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1669,HMD,4710000136,KCl 20 MEQ IN D5W/NS 1000ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1670,HMD,4710000137,AZTREONAM 1 GM INJECTION,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1671,HMD,4710000138,LANOLIN OINTMENT 7GM,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1672,HMD,4710000139,TETANUS-DIPHTHERIA TOXOIDS,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1673,HMD,4710000140,PREGABALIN 50 MG CAP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1674,HMD,4710000141,CEFAZOLIN 2GM/DEXTROSE 50ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1675,HMD,4710000142,CEFAZOLIN 1GM/ DEXTROSE 50ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1676,HMD,4710000143,0.9% SODIUM CHLORIDE 10ML VIAL,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1677,HMD,4710000144,LEVETIRACETAM 500MG/5ML IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1678,HMD,4710000145,ALTEPLASE 100MG VIAL,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1679,HMD,4710000146,ALTEPLASE 50MG IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1680,HMD,4710000147,HYDROMORPHONE SG 2MG/ML IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1681,HMD,4710000148,TET DIP AC PERTUS > 7YR VAC IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1682,HMD,4710000149,GLYCOPYRROLATE 0.2MG/ML 3MLIJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1683,HMD,4710000150,SUCCINYLCHOLINE20MG/M10MLPFSIJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1684,HMD,4710000151,LABETALOL 5MG/ML 40ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1685,HMD,4710000152,K BICARB/CIT AC 10MEQ EFF TB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1686,HMD,4710000153,K BICARB/CIT AC 20MEQ EFF TB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1687,HMD,4710000154,PROPOFOL 1000MG/100ML IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1688,HMD,4710000155,ERYTHROMYCIN 200MG/5ML LQ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1689,HMD,4710000156,CEFTRIAXONE 2GM VL IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1690,HMD,4710000157,KETAMINE 50MG/ML 10ML IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1691,HMD,4710000158,VITAMIN D 1000U TB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1692,HMD,4710000159,PHENYLEPHRINE PER 1ML IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1693,HMD,4710000160,Morphine 250MG/10ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1694,HMD,4710000161,BETAMETHASONE VAL 0.1%15GM OI,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1695,HMD,4710000162,HYDROXYZINE 25MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1696,HMD,4710000163,HEPARIN 1000 UNITS PER 500ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1697,HMD,4710000164,TOBRAMYCIN 80MG IJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1698,HMD,4710000165,LACTULOSE 10/15 480ML LQ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1699,HMD,4710000166,KETOCONAZOLE 2% 15GM CR,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1700,HMD,4710000167,BELLADONNA OPIUM 16/60MG SUPP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1701,HMD,4710000168,SODIUM HYPOCHLORITE 0.25%480ML,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1702,HMD,4710000169,LEVETRIRACETAM 100MG/100ML PB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1703,HMD,4710000170,LEVETIRACETAM 500MG/100 PB,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1704,HMD,4710000171,ENOXAPARIN 80MG INJ,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1705,HMD,4710000172,OSELTAMIVIR SUSP 60MG/1ML 60ML,1.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1706,HMD,4710000173,CELECOXIB 100MG CP,0.0,Pricing resides in clinical system,Hi Desert Medical Center,2019
1707,HMD,4770000001,PT EVAL LOW COMPLEXITY,450.88,,Hi Desert Medical Center,2019
1708,HMD,4770000002,PT EVAL MOD COMPLEXITY,450.88,,Hi Desert Medical Center,2019
1709,HMD,4770000003,PT EVAL HIGH COMPLEXITY,601.88,,Hi Desert Medical Center,2019
1710,HMD,4770100101,PT US EA 15 COMPLEX,43.6,,Hi Desert Medical Center,2019
1711,HMD,4770100102,THER ACT 1ST 30M CAWC,77.68,,Hi Desert Medical Center,2019
1712,HMD,4770100103,PT PED THER ACTIVITY EA1,77.68,,Hi Desert Medical Center,2019
1713,HMD,4770100105,PT MECH TRACTION EXTNSV,44.69,,Hi Desert Medical Center,2019
1714,HMD,4770100107,PT THERAPEUTC MASSG EA15,49.05,,Hi Desert Medical Center,2019
1715,HMD,4770100108,PT THERAPEUTC ACT EA 15,77.68,,Hi Desert Medical Center,2019
1716,HMD,4770100110,PT MECH TRACTION COMP,44.69,,Hi Desert Medical Center,2019
1717,HMD,4770100111,PT SLF CR/HM MGMT EA 15,73.03,,Hi Desert Medical Center,2019
1718,HMD,4770100112,PT MECH TRACTION BSC,44.69,,Hi Desert Medical Center,2019
1719,HMD,4770100113,PT MECH TRACTION INTERM,44.69,,Hi Desert Medical Center,2019
1720,HMD,4770100116,PT PED THER ACTIVITY EA1,77.68,,Hi Desert Medical Center,2019
1721,HMD,4773000001,PT EVAL LOW COMPLEXITY,450.88,,Hi Desert Medical Center,2019
1722,HMD,4773000002,PT EVAL MOD COMPLEXITY,450.88,,Hi Desert Medical Center,2019
1723,HMD,4773000003,PT EVAL HIGH COMPLEXITY,601.88,,Hi Desert Medical Center,2019
1724,HMD,4773100100,PT MECH TRACTION COMP,44.69,,Hi Desert Medical Center,2019
1725,HMD,4773100101,PT E-STIM COMPLX,43.6,,Hi Desert Medical Center,2019
1726,HMD,4773100102,PT PARAFFIN BATH INTERM,42.51,,Hi Desert Medical Center,2019
1727,HMD,4773100103,PT MECH TRACTION INTERM,44.69,,Hi Desert Medical Center,2019
1728,HMD,4773100104,PT MECH TRACTION EXTNSV,44.69,,Hi Desert Medical Center,2019
1729,HMD,4773100105,PT PARAFFIN BATH EXTNSV,42.51,,Hi Desert Medical Center,2019
1730,HMD,4773100106,PT E-STIM EXTNSV,43.6,,Hi Desert Medical Center,2019
1731,HMD,4773100107,PT PARAFFIN BATH COMPLX,42.51,,Hi Desert Medical Center,2019
1732,HMD,4775000001,PT EVAL LOW COMPLEXITY CCC,450.88,,Hi Desert Medical Center,2019
1733,HMD,4775000002,PT EVAL MOD COMPLEXITY CCC,450.88,,Hi Desert Medical Center,2019
1734,HMD,4775000003,PT EVAL HIGH COMPLEXITY CCC,601.88,,Hi Desert Medical Center,2019
1735,HMD,4775000004,PT RE-EVAL CCC,194.42,,Hi Desert Medical Center,2019
1736,HMD,4775000005,PT E-STIM MANUAL 15 INT,49.05,,Hi Desert Medical Center,2019
1737,HMD,4775100114,PT ORTHO MGMT INIT EA 15MIN,97.86,,Hi Desert Medical Center,2019
1738,HMD,4775100116,PT ESTIM STG 3&4 ULCER,43.6,,Hi Desert Medical Center,2019
1739,HMD,4780100100,SP SWAL/ORAL TX COMPLX,218.0,,Hi Desert Medical Center,2019
1740,HMD,4780100101,SPEECH/LANG TX GRP BASIC,62.86,,Hi Desert Medical Center,2019
1741,HMD,4780100102,SWAL EVAL PHARYN COM,274.68,,Hi Desert Medical Center,2019
1742,HMD,4780100103,SP EVAL LNG COM W/EXP CMPLX,313.92,,Hi Desert Medical Center,2019
1743,HMD,4780100104,SP EVAL/FIT VOICE PROSTH,338.99,,Hi Desert Medical Center,2019
1744,HMD,4780100105,SP EVAL FLUENCY INTERM,792.16,,Hi Desert Medical Center,2019
1745,HMD,4780100106,SP EVAL LNG COM W/EXP,313.92,,Hi Desert Medical Center,2019
1746,HMD,4780100107,SP EVAL CINE VIDEO INTERM,326.46,,Hi Desert Medical Center,2019
1747,HMD,4780100108,SP SWAL/ORAL TX INTERM,218.0,,Hi Desert Medical Center,2019
1748,HMD,4780100109,SP SWAL/ORAL TX EXTNSV,218.0,,Hi Desert Medical Center,2019
1749,HMD,4780100110,SP EVAL CINE VIDEO EXTNSV,326.46,,Hi Desert Medical Center,2019
1750,HMD,4780100111,SWAL EVAL ORL PHARYN,274.68,,Hi Desert Medical Center,2019
1751,HMD,4780100112,SPEECH/LANG TX INTER,196.2,,Hi Desert Medical Center,2019
1752,HMD,4780100113,SP EVAL BEH QUAL A V/RS,327.0,,Hi Desert Medical Center,2019
1753,HMD,4780100115,SP SWAL EVAL ORL PHARYN,274.68,,Hi Desert Medical Center,2019
1754,HMD,4780100116,SPEECH/LANG TX EXTNSV,196.2,,Hi Desert Medical Center,2019
1755,HMD,4780100117,SP EVAL/FIT VOICE PROSTH INTRM,338.99,,Hi Desert Medical Center,2019
1756,HMD,4780100118,SP/LANG PED TX BASIC,196.2,,Hi Desert Medical Center,2019
1757,HMD,4780100119,SP EVAL LNG COM W/EXP INTERM,313.92,,Hi Desert Medical Center,2019
1758,HMD,4780100120,SWAL EVAL ORL PHARYN CMPLX,274.68,,Hi Desert Medical Center,2019
1759,HMD,4780100121,SP EVAL FLUENCY EXTENSIVE,792.16,,Hi Desert Medical Center,2019
1760,HMD,4780100122,SP EVAL BEH QUAL A V/RS CMPLX,327.0,,Hi Desert Medical Center,2019
1761,HMD,4780100123,SWAL EVAL PHARYN LTD,274.68,,Hi Desert Medical Center,2019
1762,HMD,4780100124,SP EVAL ALT COM DEV 1HR,421.01,,Hi Desert Medical Center,2019
1763,HMD,4780100125,SP EVAL SOUND PRODUCTION,314.47,,Hi Desert Medical Center,2019
1764,HMD,4780100126,SP EVAL CINE VIDEO CMPLX,326.46,,Hi Desert Medical Center,2019
1765,HMD,4780100129,SWAL EVAL PHARYN INT,274.68,,Hi Desert Medical Center,2019
1766,HMD,4780100130,SPEECH/LANG TX CMPLX,196.2,,Hi Desert Medical Center,2019
1767,HMD,4780100131,SP EVAL/FIT VOICE PROSTH EXTNS,338.99,,Hi Desert Medical Center,2019
1768,HMD,4780100132,SPEECH/LANG TX GRP INTER,62.86,,Hi Desert Medical Center,2019
1769,HMD,4780100133,EVAL CINE VIDEO,326.46,,Hi Desert Medical Center,2019
1770,HMD,4780100134,SP EVAL LNG COM W/EXP EXTNSV,313.92,,Hi Desert Medical Center,2019
1771,HMD,4780100135,SWAL EVAL ORL PHARYN INTERM,274.68,,Hi Desert Medical Center,2019
1772,HMD,4780100136,SP EVAL/FIT VOICE PROSTH CMPLX,338.99,,Hi Desert Medical Center,2019
1773,HMD,4780100137,SP EVAL FLUENCY COMPLEX,792.16,,Hi Desert Medical Center,2019
1774,HMD,4780100138,SP EVAL BEH QUAL A V/RS INTERM,327.0,,Hi Desert Medical Center,2019
1775,HMD,4780100139,SWAL EVAL ORL PHARYN EXTNSV,274.68,,Hi Desert Medical Center,2019
1776,HMD,4780100140,SP EVAL FLUENCY BASIC,792.16,,Hi Desert Medical Center,2019
1777,HMD,4780100141,SP EVAL BEH QUAL A V/RS EXTNSV,327.0,,Hi Desert Medical Center,2019
1778,HMD,4780100142,SP EVAL CINE VIDEO,326.46,,Hi Desert Medical Center,2019
1779,HMD,4780100143,SP THERAPEUTIC SP DEV,182.25,,Hi Desert Medical Center,2019
1780,HMD,4780100144,SP SWAL/ORAL TX BASIC,218.0,,Hi Desert Medical Center,2019
1781,HMD,4780100146,SPEECH/LANG TX BASIC,196.2,,Hi Desert Medical Center,2019
1782,HMD,4783000103,ST EVAL OF SPEECH FLUENCY,792.16,,Hi Desert Medical Center,2019
1783,HMD,4783100100,SP DEVELOPMENTAL TEST LTD,54.5,,Hi Desert Medical Center,2019
1784,HMD,4783100101,SP DEVELOPMENTAL SCRN INTERM,54.5,,Hi Desert Medical Center,2019
1785,HMD,4783100102,SP DEVELOPMENTAL SCRN CMPLX,54.5,,Hi Desert Medical Center,2019
1786,HMD,4783100103,SP DEVELOPMENAL SCRN EXTNSV,54.5,,Hi Desert Medical Center,2019
1787,HMD,4783100104,SP EVAL BEH QUAL A V/RS,327.0,,Hi Desert Medical Center,2019
1788,HMD,4783100105,SP EVAL BEH QUAL A W/RS INTERM,327.0,,Hi Desert Medical Center,2019
1789,HMD,4783100106,SP EVAL BEH QUAL A V/RS CMPLX,327.0,,Hi Desert Medical Center,2019
1790,HMD,4783100107,SP EVAL BEH QUAL A V/RS EXTNSV,327.0,,Hi Desert Medical Center,2019
1791,HMD,4783100108,SP EVAL CINE VIDEO,326.46,,Hi Desert Medical Center,2019
1792,HMD,4783100109,SP EVAL CINE VIDEO INTERM,326.46,,Hi Desert Medical Center,2019
1793,HMD,4783100110,SP EVAL CINE VIDEO CMPLX,326.46,,Hi Desert Medical Center,2019
1794,HMD,4783100111,SP EVAL CINE VIDEO EXTNSV,326.46,,Hi Desert Medical Center,2019
1795,HMD,4783100112,SP EVAL FLUENCY BASIC,791.61,,Hi Desert Medical Center,2019
1796,HMD,4783100113,SP EVAL FLUENCY INTERM,791.61,,Hi Desert Medical Center,2019
1797,HMD,4783100114,SP EVAL FLUENCY COMPLEX,791.61,,Hi Desert Medical Center,2019
1798,HMD,4783100115,SP EVAL FLUENCY EXTENSIVE,791.61,,Hi Desert Medical Center,2019
1799,HMD,4783100116,SP EVAL LNG COM W/EXP,313.92,,Hi Desert Medical Center,2019
1800,HMD,4783100117,SP EVAL LNG COM W/EXP INTERM,313.92,,Hi Desert Medical Center,2019
1801,HMD,4783100118,SP EVAL LNG COM W/EXP CMPLX,313.92,,Hi Desert Medical Center,2019
1802,HMD,4783100119,SP EVAL LNG COM W/EXP EXTNSV,313.92,,Hi Desert Medical Center,2019
1803,HMD,4783100120,SP EVAL SOUND PRODUCTION,314.47,,Hi Desert Medical Center,2019
1804,HMD,4783100121,SP EVAL SOUND PROD INTERM,314.47,,Hi Desert Medical Center,2019
1805,HMD,4783100122,SP EVAL SOUND PROD CMPLX,314.47,,Hi Desert Medical Center,2019
1806,HMD,4783100123,SP EVAL SOUND PROD EXTNSV,314.47,,Hi Desert Medical Center,2019
1807,HMD,4783100124,SP STD COG PERF TEST,259.97,,Hi Desert Medical Center,2019
1808,HMD,4783100125,SP STD COG PERF TEST INTERM,259.97,,Hi Desert Medical Center,2019
1809,HMD,4783100126,SP STD COG PERF TEST CMPLX,259.97,,Hi Desert Medical Center,2019
1810,HMD,4783100127,SP STD COG PERF TEST EXTNSV,259.97,,Hi Desert Medical Center,2019
1811,HMD,4783100128,SP SWAL EVAL ORAL PHARYN BASIC,274.68,,Hi Desert Medical Center,2019
1812,HMD,4783100129,SP SWAL EVAL ORL PHARYN INTERM,274.68,,Hi Desert Medical Center,2019
1813,HMD,4783100130,SP SWAL EVAL ORLAL PHARYN COMP,274.68,,Hi Desert Medical Center,2019
1814,HMD,4783100132,SP SWAL/ORAL TX BASIC,218.0,,Hi Desert Medical Center,2019
1815,HMD,4783100133,SP SWAL/ORAL TX INTERM,218.0,,Hi Desert Medical Center,2019
1816,HMD,4783100134,SP SWAL/ORAL TX COMPLX,218.0,,Hi Desert Medical Center,2019
1817,HMD,4783100135,SP SWAL/ORAL TX EXTNSV,218.0,,Hi Desert Medical Center,2019
1818,HMD,4783100136,SP THERAPEUTIC SP DEV,182.25,,Hi Desert Medical Center,2019
1819,HMD,4783100137,SP THERAPEUTIC SP DEV INTERM,182.25,,Hi Desert Medical Center,2019
1820,HMD,4783100138,SP THERAPEUTIC SP DEV CMPLX,182.25,,Hi Desert Medical Center,2019
1821,HMD,4783100139,SP THERAPEUTIC SP DEV EXTNSV,182.25,,Hi Desert Medical Center,2019
1822,HMD,4783100140,SPEECH/LANG TX BASIC,196.2,,Hi Desert Medical Center,2019
1823,HMD,4783100141,SPEECH/LANG TX INTER,196.2,,Hi Desert Medical Center,2019
1824,HMD,4783100142,SPEECH/LANG TX CMPLX,196.2,,Hi Desert Medical Center,2019
1825,HMD,4783100144,THEP USE OF NON-SP-GEN D,505.99,,Hi Desert Medical Center,2019
1826,HMD,4783100145,THEP USE NON-SP-GEN DVC INTERM,505.99,,Hi Desert Medical Center,2019
1827,HMD,4783100146,THEP USE NON-SP-GEN DVC CMPLX,505.99,,Hi Desert Medical Center,2019
1828,HMD,4783100147,THEP USE NON-SP-GEN DVC EXTNSV,505.99,,Hi Desert Medical Center,2019
1829,HMD,4785100100,SPEECH/LANG TX BASIC,196.2,,Hi Desert Medical Center,2019
1830,HMD,4785100101,SPEECH/LANG TX INTER,196.2,,Hi Desert Medical Center,2019
1831,HMD,4785100102,SPEECH/LANG TX CMPLX,196.2,,Hi Desert Medical Center,2019
1832,HMD,4785100103,SPEECH/LANG TX EXTNSV,196.2,,Hi Desert Medical Center,2019
1833,HMD,4785100106,SPEECH/LANG TX GRP CMPLX,62.86,,Hi Desert Medical Center,2019
1834,HMD,4785100107,SPEECH/LANG TX GRP EXTNSV,62.86,,Hi Desert Medical Center,2019
1835,HMD,4785100108,SP EVAL FLUENCY BASIC,792.16,,Hi Desert Medical Center,2019
1836,HMD,4785100109,SP EVAL FLUENCY INTERM,792.16,,Hi Desert Medical Center,2019
1837,HMD,4785100110,SP EVAL FLUENCY COMPLEX,792.16,,Hi Desert Medical Center,2019
1838,HMD,4785100111,SP EVAL FLUENCY EXTENSIVE,792.16,,Hi Desert Medical Center,2019
1839,HMD,4785100112,SP EVAL SOUND PRODUCTION,314.47,,Hi Desert Medical Center,2019
1840,HMD,4785100113,SP EVAL SOUND PROD INTERM,314.47,,Hi Desert Medical Center,2019
1841,HMD,4785100114,SP EVAL SOUND PROD CMPLX,314.47,,Hi Desert Medical Center,2019
1842,HMD,4785100115,SP EVAL SOUND PROD EXTNSV,314.47,,Hi Desert Medical Center,2019
1843,HMD,4785100116,SP EVAL LNG COM W/EXP,313.92,,Hi Desert Medical Center,2019
1844,HMD,4785100117,SP EVAL LNG COM W/EXP INTERM,313.92,,Hi Desert Medical Center,2019
1845,HMD,4785100118,SP EVAL LNG COM W/EXP CMPLX,313.92,,Hi Desert Medical Center,2019
1846,HMD,4785100119,SP EVAL LNG COM W/EXP EXTNSV,313.92,,Hi Desert Medical Center,2019
1847,HMD,4785100120,SP EVAL BEH QUAL A V/RS,327.0,,Hi Desert Medical Center,2019
1848,HMD,4785100121,SP EVAL BEH QUAL A V/RS INTERM,327.0,,Hi Desert Medical Center,2019
1849,HMD,4785100122,SP EVAL BEH QUAL A V/RS CMPLX,327.0,,Hi Desert Medical Center,2019
1850,HMD,4785100123,SP EVAL BEH QUAL A V/RS EXTNSV,327.0,,Hi Desert Medical Center,2019
1851,HMD,4785100124,SP SWAL/ORAL TX BASIC,218.0,,Hi Desert Medical Center,2019
1852,HMD,4785100125,SP SWAL/ORAL TX INTERM,218.0,,Hi Desert Medical Center,2019
1853,HMD,4785100126,SP SWAL/ORAL TX COMPLX,218.0,,Hi Desert Medical Center,2019
1854,HMD,4785100127,SP SWAL/ORAL TX EXTNSV,218.0,,Hi Desert Medical Center,2019
1855,HMD,4785100128,SP EVAL/FIT VOICE PROSTH,338.99,,Hi Desert Medical Center,2019
1856,HMD,4785100129,SP EVAL/FIT VOICE PROSTH INTRM,338.99,,Hi Desert Medical Center,2019
1857,HMD,4785100130,SP EVAL/FIT VOICE PROSTH CMPLX,338.99,,Hi Desert Medical Center,2019
1858,HMD,4785100131,SP EVAL/FIT VOICE PROSTH EXTNS,338.99,,Hi Desert Medical Center,2019
1859,HMD,4785100132,SWAL EVAL PHARYN LTD,274.68,,Hi Desert Medical Center,2019
1860,HMD,4785100133,SWAL EVAL ORL PHARYN INTERM,274.68,,Hi Desert Medical Center,2019
1861,HMD,4785100134,SWAL EVAL ORL PHARYN CMPLX,274.68,,Hi Desert Medical Center,2019
1862,HMD,4785100135,SWAL EVAL ORL PHARYN EXTNSV,274.68,,Hi Desert Medical Center,2019
1863,HMD,4785100138,SPEECH/LANG TX INTER,196.2,,Hi Desert Medical Center,2019
1864,HMD,4785100139,SPEECH/LANG TX CMPLX,196.2,,Hi Desert Medical Center,2019
1865,HMD,4785100140,SPEECH/LANG TX EXTNSV,196.2,,Hi Desert Medical Center,2019
1866,HMD,4785100141,SPEECH/LANG TX BASIC,196.2,,Hi Desert Medical Center,2019
1867,HMD,4785100146,SP EVAL FLUENCY INTERM,792.16,,Hi Desert Medical Center,2019
1868,HMD,4785100147,SP EVAL FLUENCY COMPLEX,792.16,,Hi Desert Medical Center,2019
1869,HMD,4785100148,SP EVAL FLUENCY EXTENSIVE,792.16,,Hi Desert Medical Center,2019
1870,HMD,4785100149,SP EVAL FLUENCY BASIC,792.16,,Hi Desert Medical Center,2019
1871,HMD,4785100150,SP EVAL SOUND PROD INTERM,314.47,,Hi Desert Medical Center,2019
1872,HMD,4785100151,SP EVAL SOUND PROD CMPLX,314.47,,Hi Desert Medical Center,2019
1873,HMD,4785100152,SP EVAL SOUND PROD EXTNSV,314.47,,Hi Desert Medical Center,2019
1874,HMD,4785100153,SP EVAL SOUND PRODUCTION,314.47,,Hi Desert Medical Center,2019
1875,HMD,4785100154,SP EVAL LNG COM W/EXP INTERM,313.92,,Hi Desert Medical Center,2019
1876,HMD,4785100155,SP EVAL LNG COM W/EXP CMPLX,313.92,,Hi Desert Medical Center,2019
1877,HMD,4785100156,SP EVAL LNG COM W/EXP EXTNSV,313.92,,Hi Desert Medical Center,2019
1878,HMD,4785100157,SP EVAL LNG COM W/EXP,313.92,,Hi Desert Medical Center,2019
1879,HMD,4785100170,SWAL EVAL ORL PHARYN INTERM,274.68,,Hi Desert Medical Center,2019
1880,HMD,4785100171,SWAL EVAL ORL PHARYN CMPLX,274.68,,Hi Desert Medical Center,2019
1881,HMD,4785100172,SWAL EVAL ORL PHARYN EXTNSV,274.68,,Hi Desert Medical Center,2019
1882,HMD,4785100173,SWAL EVAL PHARYN LTD,274.68,,Hi Desert Medical Center,2019
1883,HMD,4785100177,SP SWAL EVAL ORL PHARYN,274.68,,Hi Desert Medical Center,2019
1884,HMD,4785100178,SWAL EVAL PHARYN INT,274.68,,Hi Desert Medical Center,2019
1885,HMD,4785100179,SWAL EVAL PHARYN COM,274.68,,Hi Desert Medical Center,2019
