,PROC_CODE,Description,CPT_CODE,INPAT_FEE,OUTPAT_FEE,Hospital,Year
1041,309000047,RF ARUP  LAB LUPUS ANTI COAG PTT-D,85730,16.8,16.8,Marshall Medical Center,2019
1042,309000048,RF ARUP  LAB LUPUS ANTICOAGULANT DRVVT,85613,14.7,14.7,Marshall Medical Center,2019
1043,309000049,RF ARUP  LAB LUPUS PT-D,85610,5.4,5.4,Marshall Medical Center,2019
1044,309000051,RF ARUP  LAB MYOGLOBIN - SERUM,83874,12.9,12.9,Marshall Medical Center,2019
1045,309000052,"RF NEUTROPHIL CYTOPLASMIC AB,IGG",86255,23.7,23.7,Marshall Medical Center,2019
1046,309000054,RF ARUP  LAB OSMOLALITY (URINE),83935,11.9,11.9,Marshall Medical Center,2019
1047,309000055,RF ARUP  LAB OSMOLALITY TST,83930,12.7,12.7,Marshall Medical Center,2019
1048,309000057,RF ARUP  LAB PLT NEUTRALIZATION,85597,34.0,34.0,Marshall Medical Center,2019
1049,309000058,RF ARUP  LAB PROBRAIN NATRIURETIC PEPTIDE NT,83880,77.0,77.0,Marshall Medical Center,2019
1050,309000059,RF ARUP  LAB PROTEIN ELECTROPHORESIS SERUM,84160,11.0,11.0,Marshall Medical Center,2019
1051,309000060,RF ARUP  LAB PROTEIN-C,85302,15.6,15.6,Marshall Medical Center,2019
1052,309000061,RF ARUP  LAB PROTEIN-S,85305,24.7,24.7,Marshall Medical Center,2019
1053,309000062,RF ARUP  LAB PTT-D 1:1 MIX,85732,12.7,12.7,Marshall Medical Center,2019
1054,309000063,RF ARUP  LAB PTT-D HEPARIN,85730,19.35,19.35,Marshall Medical Center,2019
1055,309000064,RF ARUP  LAB PTT-D HEPARIN,85525,19.35,19.35,Marshall Medical Center,2019
1056,309000065,RF ARUP  LAB REPTILASE TIME,85635,27.6,27.6,Marshall Medical Center,2019
1057,309000066,"RF ARUP  LAB SJORGRENS ABS (SSA,SSB)",86235,14.7,14.7,Marshall Medical Center,2019
1058,309000067,RF ARUP  LAB STOOL FAT 72 HOUR,82710,49.0,49.0,Marshall Medical Center,2019
1059,309000068,RF ARUP  LAB T LYMPH CD4,86361,43.5,43.5,Marshall Medical Center,2019
1060,309000069,RF ARUP  LAB TACROLIMUS FK506,80197,20.0,20.0,Marshall Medical Center,2019
1061,309000070,"RF ARUP  LAB TESTOSTERONE, FREE",84402,13.5,13.5,Marshall Medical Center,2019
1062,309000071,RF ARUP  LAB THROMBIN TIME,85670,15.5,15.5,Marshall Medical Center,2019
1063,309000073,RF ARUP ASSAY OF AMITRIPTYLINE,G0480,3.98,3.98,Marshall Medical Center,2019
1064,309000074,RF ARUP ASSAY OF DESIPRAMINE,G0480,4.04,4.04,Marshall Medical Center,2019
1065,309000075,RF ARUP ASSAY OF DOXEPIN,G0480,4.04,4.04,Marshall Medical Center,2019
1066,309000079,RF ARUP COAGULATION FACTOR 5 LEIDEN VARIANTS,81241,62.5,62.5,Marshall Medical Center,2019
1067,309000076,RF ARUP ASSAY OF IMIPRAMINE,G0480,4.04,4.04,Marshall Medical Center,2019
1068,309000077,RF ARUP ASSAY OF NORTIPTYLINE,G0480,4.04,4.04,Marshall Medical Center,2019
1069,309000078,RF ARUP CELIAC DISEASE DUAL AG SCREEN W/RF ARUPLEX,83516,11.7,11.7,Marshall Medical Center,2019
1070,309000080,RF ARUP COMPLEMENT C3,86160,10.5,10.5,Marshall Medical Center,2019
1071,309000081,RF ARUP COMPLEMENT C4,86160,11.55,11.55,Marshall Medical Center,2019
1072,309000082,RF ARUP DEHYDROEPIANDROSTERONE SULFATE,82627,14.3,14.3,Marshall Medical Center,2019
1073,309000084,RF ARUP HAPTOGLOBIN,83010,11.6,11.6,Marshall Medical Center,2019
1074,309000085,RF HEMOCHROMATOSIS COMMON VARIANTS,81256,97.0,97.0,Marshall Medical Center,2019
1075,309000086,RF ARUP HEP A VIRUS AB IGM,86709,10.5,10.5,Marshall Medical Center,2019
1076,309000087,RF ARUP HEP A VIRUS ABS TOTAL,86708,13.4,13.4,Marshall Medical Center,2019
1077,309000088,RF ARUP IMMUNOGLOBULIN A,82784,7.0,7.0,Marshall Medical Center,2019
1078,309000089,RF ARUP IMMUNOGLOBULIN E,82785,8.7,8.7,Marshall Medical Center,2019
1079,309000090,RF ARUP IMMUNOGLOBULIN G,82784,6.0,6.0,Marshall Medical Center,2019
1080,309000091,RF ARUP IMMUNOGLOBULIN M,82784,6.0,6.0,Marshall Medical Center,2019
1081,309000092,RF ARUP LAB  C1-ESTERASE INHIBITOR,86160,14.1,14.1,Marshall Medical Center,2019
1082,309000093,RF ARUP LAB BORDETLA PERTUSSIS/PARAPERTUS PCR,87798,36.0,36.0,Marshall Medical Center,2019
1083,309000094,RF ARUP LAB IODINE URINE,83018,76.5,76.5,Marshall Medical Center,2019
1084,309000095,RF ARUP LAB TESTOSTERONE FEMALE OR CHILD,84403,27.0,27.0,Marshall Medical Center,2019
1085,309000096,HC REF LAB TESTOSTERONE FREE FEMALE OR CHILD,84402,47.9,47.9,Marshall Medical Center,2019
1086,309000097,RF ARUP LAB TESTOSTERONE FREE/TOTAL FEMALE/CHD,84270,20.65,20.65,Marshall Medical Center,2019
1087,309000098,RF ARUP LAB TESTOSTERONE FREE/TOTAL FEMALE/CHD,84403,20.65,20.65,Marshall Medical Center,2019
1088,309000099,RF ARUP LABTESTOSTERONE BIOAVBLE SHBG FEM/CHLD,84270,25.55,25.55,Marshall Medical Center,2019
1089,309000100,RF ARUP LABTESTOSTERONE BIOAVBLE SHBG FEM/CHLD,84403,25.55,25.55,Marshall Medical Center,2019
1090,309000101,"ANA WITH HEP-2 SUBSTRATE, IGG BY IFA",86039,15.4,15.4,Marshall Medical Center,2019
1091,309000102,RF ARUP PANCREATIC ELASTASE FECAL,83520,133.5,133.5,Marshall Medical Center,2019
1092,309000103,RF ARUP PROTHROMBIN FACTOR II GENE ANALYSIS,81240,67.0,67.0,Marshall Medical Center,2019
1093,309000104,RF ARUP THYROID PEROXIDASE ANTIBODY,86376,9.0,9.0,Marshall Medical Center,2019
1094,309000105,RF ARUP  CANCER ANTIGEN 27.29,86300,14.0,14.0,Marshall Medical Center,2019
1095,309000106,RF ARUP  LAB ALCOHOL CONFIRM,80320,24.2,24.2,Marshall Medical Center,2019
1096,309000107,RF ARUP  LAB AMPHETAMINE CONFIRM,80324,42.5,42.5,Marshall Medical Center,2019
1097,309000108,RF ARUP  LAB A HISTONE AB,83516,13.6,13.6,Marshall Medical Center,2019
1098,309000109,RF ARUP IMMUNOGLOBULIN E,82785,8.7,8.7,Marshall Medical Center,2019
1099,309000110,RF ARUP ACETYLCHOLINE RECEPTOR,83519,35.9,35.9,Marshall Medical Center,2019
1100,309000111,RF ARUP ACETYLCHOLINE BLOCKING AB,83516,37.0,37.0,Marshall Medical Center,2019
1101,309000115,"RF ARUP DEAMIDATED GLIADIN PEPTIDE (DGP) AB, IGA AND IGG",83516,11.7,11.7,Marshall Medical Center,2019
1102,309000116,"RF ARUP DEAMIDATED GLIADIN PEPTIDE (DGP) ANTIBODY, IGG",83516,7.0,7.0,Marshall Medical Center,2019
1103,309000118,RF ARUP PLA2R IGG AB RFEFLEX TO TITER,86255,61.0,61.0,Marshall Medical Center,2019
1104,309000119,RF ARUP PHOSPHOLIPASE A2 RECEPTOR TITER,86256,250.0,250.0,Marshall Medical Center,2019
1105,309000120,"RF ARUP ALLERGEN, FOOD, IGG",86001,21.38,21.38,Marshall Medical Center,2019
1106,309000121,RF ARUP BORRELIA BURGDORFERI C6 PEPTIDE,86618,58.5,58.5,Marshall Medical Center,2019
1107,309000122,RF ARUP BORRELIA BURGDORFERI ANTIBODY IGG IB BLD,86617,21.0,21.0,Marshall Medical Center,2019
1108,309000123,RF ARUP COMPLEMENT C4A,86160,101.58,101.58,Marshall Medical Center,2019
1109,309000124,RF ARUP BABESIA MICROTI AB IGGI GM BY IFA,86753,18.0,18.0,Marshall Medical Center,2019
1110,309000125,RF ARUP EHRLICHIA CHAFFEENSIS AB IGG IGM BY IFA,86666,14.75,14.75,Marshall Medical Center,2019
1111,309000126,RF ARUP ANAPLASMA PHAGOCYTOPHILUM(HGA) AB IGG IGM,86666,75.0,75.0,Marshall Medical Center,2019
1112,309000127,RF ARUP ROCKY MT SPOTTED FEVER ABS,86757,16.3,16.3,Marshall Medical Center,2019
1113,309000128,RF ARUP ANTIBDY; RICKETTSIA,86757,16.3,16.3,Marshall Medical Center,2019
1114,309000129,RF ARUP COXSACKIE A AB SERUM,86658,12.95,12.95,Marshall Medical Center,2019
1115,309000130,RF ARUP HERPES VIRUS 6 AB (IGG),86790,100.0,100.0,Marshall Medical Center,2019
1116,309000131,RF ARUP HERPES VIRUS 6 AB IGM W REFLUX TO TITER BY IFA,86790,71.5,71.5,Marshall Medical Center,2019
1117,309000132,RF ARUP HERPES VIRUS 6AB IGM TITER BY IFA,86790,90.0,90.0,Marshall Medical Center,2019
1118,309000133,RF ARUP ANTIMONY BLOOD,83018,22.5,22.5,Marshall Medical Center,2019
1119,309000134,RF ARUP BORDETELLA PERTUSSIS IGG IGM,86615,14.7,14.7,Marshall Medical Center,2019
1120,309000135,RF ARUP BORDETELLA PERTUSSIS AB IGG BY IB,86615,31.5,31.5,Marshall Medical Center,2019
1121,309000136,RF ARUP BORDETELLA PERTUSSIS AB IGM BY IB,86615,31.5,31.5,Marshall Medical Center,2019
1122,309000137,RF ARUP CHLAMYDIA AB PANEL IGM BY IFA,86632,9.6,9.6,Marshall Medical Center,2019
1123,309000138,RF ARUP T4 THYROXINE,84436,6.3,6.3,Marshall Medical Center,2019
1124,309000139,RF ARUP LAB TESTOSTERONE FREE/TOTAL FEMALE/CHD,84270,1.45,1.45,Marshall Medical Center,2019
1125,309000140,"RF ARUP ALLRGN SPC IGE; QUANT/SEMIQUANT, EA ALLRG",86001,20.0,20.0,Marshall Medical Center,2019
1126,309000141,RF ARUP  LAB ANTI-DNA DOUBLE STANDED,86225,10.0,10.0,Marshall Medical Center,2019
1127,309000142,RF ARUP  LAB HEP C RNA QUANTATIVE,87902,85.0,85.0,Marshall Medical Center,2019
1128,309000143,RF ARUP  LAB ANTI-SMOOTH MUSCLE ABS,86256,40.5,40.5,Marshall Medical Center,2019
1129,309000144,"RF ARUP  LAB HEP B DNA, ULTRA QUANT PCR",87341,38.2,38.2,Marshall Medical Center,2019
1130,309000145,RF AORTIC DYSFUNCTION/DILATION GENOMIC SEQ ANALYSIS,81410,996.0,996.0,Marshall Medical Center,2019
1131,309000146,RF AORTIC DYSFUNCTION/DILATION DUP/DEL ANALYSIS,81411,1500.0,1500.0,Marshall Medical Center,2019
1132,309000147,RF CAR ION CHNNLPATH GENOMIC SEQ ALYS INC 10 GNS,81413,1368.0,1368.0,Marshall Medical Center,2019
1133,309000148,RF CAR ION CHNNLPATH DUP/DEL GN ALYS PANEL 2 GENES,81414,1368.0,1368.0,Marshall Medical Center,2019
1134,309000149,RF PMP22 GENE ANAL DUPLICATION/DELETION ANALYSIS,81324,525.0,525.0,Marshall Medical Center,2019
1135,309000150,RF HEREDITARY PERIPHERAL NEUROPATHY GEN SEQ PNL,81448,1600.0,1600.0,Marshall Medical Center,2019
1136,309000151,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 5,81404,648.0,648.0,Marshall Medical Center,2019
1137,309000152,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 6,81405,648.0,648.0,Marshall Medical Center,2019
1138,309000153,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 7,81406,648.0,648.0,Marshall Medical Center,2019
1139,309000154,RF UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,81479,648.0,648.0,Marshall Medical Center,2019
1140,309000155,RF DMD DUPLICATION/DELETION ANALYSIS,81161,593.5,593.5,Marshall Medical Center,2019
1141,309000156,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 9,81409,1600.0,1600.0,Marshall Medical Center,2019
1142,309000157,RF EXOME SEQUENCE ANALYSIS,81415,3200.0,3200.0,Marshall Medical Center,2019
1143,309000158,RF EXOME SEQUENCE ANALYSIS EACH COMPARATOR EXOME,81416,1920.0,1920.0,Marshall Medical Center,2019
1144,309000159,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 5,81404,342.0,342.0,Marshall Medical Center,2019
1145,309000160,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 6,81405,342.0,342.0,Marshall Medical Center,2019
1146,309000161,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 7,81406,342.0,342.0,Marshall Medical Center,2019
1147,309000162,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 8,81407,342.0,342.0,Marshall Medical Center,2019
1148,309000163,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 9,81408,342.0,342.0,Marshall Medical Center,2019
1149,309000164,RF UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,81479,342.0,342.0,Marshall Medical Center,2019
1150,309000165,RF GJB2 GENE ANALYSIS FULL GENE SEQUENCE,81252,342.0,342.0,Marshall Medical Center,2019
1151,309000166,RF GJB6 GENE ANALYSIS COMMON VARIANTS,81254,342.0,342.0,Marshall Medical Center,2019
1152,309000167,RF HEREDITARY BRST CA-RELATED GEN SEQ ANALYS 10 GEN,81432,1248.0,1248.0,Marshall Medical Center,2019
1153,309000168,RF HEREDITARY BRST CA-RELATED DUP/DEL ANALYSIS,81433,1248.0,1248.0,Marshall Medical Center,2019
1154,309000169,RF HEREDITARY COLON CA DSRDRS GEN SEQ ANALYS 10 GEN,81435,1248.0,1248.0,Marshall Medical Center,2019
1155,309000170,RF HEREDITARY COLON CA DSRDRS DUP/DEL ANALYS 5 GEN,81436,1248.0,1248.0,Marshall Medical Center,2019
1156,309000171,RF UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,81479,1770.0,1770.0,Marshall Medical Center,2019
1157,309000172,RF UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,81479,1008.0,1008.0,Marshall Medical Center,2019
1158,309000173,RF GEN SEQ ANALYS SOLID ORGAN NEOPLASM 5-50 GENE,81445,2496.0,2496.0,Marshall Medical Center,2019
1159,309000174,RF UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,81479,2496.0,2496.0,Marshall Medical Center,2019
1160,309000175,RF COMPARATIVE ANAL STR MARKERS PATIENT&COMP SPEC,81265,875.0,875.0,Marshall Medical Center,2019
1161,309000176,RF WHOLE MITOCHONDRIAL GENOME,81460,1800.0,1800.0,Marshall Medical Center,2019
1162,309000177,RF NUCLEAR MITOCHONDRIAL 100 GENE GENOMIC SEQ,81440,1368.0,1368.0,Marshall Medical Center,2019
1163,309000178,RF WHOLE MITOCHONDRIAL GENOME ANALYSIS PANEL,81465,1368.0,1368.0,Marshall Medical Center,2019
1164,309000179,RF NOONAN SPECTRUM DISORDERS GEN SEQ ANALYS 12 GEN,81442,1780.0,1780.0,Marshall Medical Center,2019
1165,309000180,RF NOONAN SPECTRUM DISORDERS GEN SEQ ANALYS 12 GEN,81442,1047.0,1047.0,Marshall Medical Center,2019
1166,309000181,RF UNLISTED MOLELCULAR PATHOLOGY PROCEDURE,81479,1656.0,1656.0,Marshall Medical Center,2019
1167,309000182,RF MOLECULAR PATHOLOGY PROCEDURE LEVEL 9,81408,648.0,648.0,Marshall Medical Center,2019
1168,309000183,RF HEREDITARY RETINAL DSRDRS GEN SEQ ANALYS 15 GEN,81434,2736.0,2736.0,Marshall Medical Center,2019
1169,309000184,RF COMPARATIVE ANAL STR MARKERS PATIENT&COMP SPEC,81265,761.0,761.0,Marshall Medical Center,2019
1170,309000185,RF PTEN GENE ANALYSIS FULL SEQUENCE ANALYSIS,81321,900.0,900.0,Marshall Medical Center,2019
1171,309000186,RF PTEN GENE ANALYSIS DUPLICATION/DELETION VARIANT,81323,570.0,570.0,Marshall Medical Center,2019
1172,309000187,RF ARUP BORRELIA BURGDORFERI C6 PEPTIDE,86618,10.4,10.4,Marshall Medical Center,2019
1173,309900003,RF BS RARE BLOOD SEARCH FEE,309900003,88.83,88.83,Marshall Medical Center,2019
1174,309900004,"RF BS IMPORT FEE, PER UNIT",309900004,237.22,237.22,Marshall Medical Center,2019
1175,309900005,"RF BS RBC ANTIGEN NEGATIVE UNITS SUPPLIED, PER UNIT, PER ANTIGEN UNCONFIRMED",309900005,59.57,59.57,Marshall Medical Center,2019
1176,309900006,"RF BS CALL-IN, 1ST HOUR, 0800-2300 HRS",309900006,230.95,230.95,Marshall Medical Center,2019
1177,309900007,"RF BS CALL-IN, AFTER 1ST HOUR/EACH, 0800-2300 HRS",309900007,112.86,112.86,Marshall Medical Center,2019
1178,309900008,"RF BS CALL-IN, 1ST HOUR, 2300-0800 HRS",309900008,473.39,473.39,Marshall Medical Center,2019
1179,309900009,"RF BS CALL-IN, AFTER 1ST HOUR/EACH, 2300-0800 HRS",309900009,189.15,189.15,Marshall Medical Center,2019
1180,309900010,RF BS STAT FEE,309900010,118.09,118.09,Marshall Medical Center,2019
1181,309900011,RF BS ELUTION,86860,207.96,207.96,Marshall Medical Center,2019
1182,309900110,"RF ARUP TESTOSTERONE,BIOAVAIL MALE>17 MMC",84403,47.4,47.4,Marshall Medical Center,2019
1183,309900111,RF ARUP KEPPRA (LEVETIRACETAM) MMC,80177,33.3,33.3,Marshall Medical Center,2019
1184,309900112,RF ARUP LEPTIN QUANT BY CIA,83520,70.0,70.0,Marshall Medical Center,2019
1185,309900114,"RF ARUP TESTOSTERONE,BIOAVAIL MALE>17 MMC",84270,25.7,25.7,Marshall Medical Center,2019
1186,310000083,HC INTRAOP CYTO PATH CONSULT 2,88334,18.5,18.5,Marshall Medical Center,2019
1187,310000087,HC FLOWCYTOMETRY READ 16 & >,88189,90.91,90.91,Marshall Medical Center,2019
1188,310000088,HC TUMOR IMMUNOHISTOCHEM COMPUT,88361,94.26,94.26,Marshall Medical Center,2019
1189,310000089,HC INSITU HYBRIDIZATION AUTO,88367,81.67,81.67,Marshall Medical Center,2019
1190,310000090,HC INSITU HYBRIDIZATION MANUAL,88368,93.47,93.47,Marshall Medical Center,2019
1191,310000091,HC MICRODISSECTION MANUAL,88381,141.69,141.69,Marshall Medical Center,2019
1192,310000093,HC MORPHOMETRIC ANALYSIS FISH SINGLE PROBE,88369,86.39,86.39,Marshall Medical Center,2019
1193,310000096,HC TISSUE EXAM BY PATHOLOGIST,88305,33.26,33.26,Marshall Medical Center,2019
1194,310900038,"RF SPECIAL STAINS; GROUP II, MICROORGNSMS, EA 1",88313,66.71,66.71,Marshall Medical Center,2019
1195,310900164,RF ARUP ANGIOTENSIN I - CONVERTING ENZM (ACE) 2,82164,15.1,15.1,Marshall Medical Center,2019
1196,310900205,RF COUNSYL CARRIER SCREEN,81220,110.0,110.0,Marshall Medical Center,2019
1197,310900206,RF HLA II TYPING 1 ALLELE HR,81383,100.0,100.0,Marshall Medical Center,2019
1198,310900207,RF HLA II TYPING 1 LOCUS LR,81376,60.5,60.5,Marshall Medical Center,2019
1199,311000001,HC CYTOPTH EXCEPT CERV/VAG; SMEARS W/INTRPT,88104,45.46,45.46,Marshall Medical Center,2019
1200,311000003,"HC CYTOPTH, CONCENTRATION TECHNQ, SMEARS & INTRPT",88108,41.52,41.52,Marshall Medical Center,2019
1201,311000006,"HC CYTOPTH, SMEARS, OTHER SRC; SCRNING & INTRPT",88160,49.4,49.4,Marshall Medical Center,2019
1202,311000009,"HC CYTOPTH, EVAL FN NDL ASPIRT; IMM CYTOHX STDY FOR ACCURACY",88172,21.45,21.45,Marshall Medical Center,2019
1203,311000010,"HC CYTOPTH, EVAL FINE NEEDLE ASPIRT; INTRPRET & RPT",88173,88.95,88.95,Marshall Medical Center,2019
1204,311000013,"HC MARKER, ADDITIONAL",88185,27.15,27.15,Marshall Medical Center,2019
1205,311000030,HC TOUCH PREP,88333,27.75,27.75,Marshall Medical Center,2019
1206,312000001,"HC LVL I - SURGICAL PATHOLOGY, GROSS EXAM ONLY",88300,12.4,12.4,Marshall Medical Center,2019
1207,312000002,"HC LVL II - SURGICAL PATHOLOGY, GROSS/MICROSCP EXAM",88302,26.18,26.18,Marshall Medical Center,2019
1208,312000003,"HC LVL III - SURGICAL PATHOLOGY, GROSS/MICROSCP EXAM",88304,31.69,31.69,Marshall Medical Center,2019
1209,312000004,"HC LVL IV - SURGICAL PATHOLOGY, GROSS/MICROSCP EXAM",88305,33.26,33.26,Marshall Medical Center,2019
1210,312000005,"HC LVL V - SURGICAL PATHOLOGY, GROSS/MICROSCP EXAM",88307,203.48,203.48,Marshall Medical Center,2019
1211,312000006,"HC LVL VI - SURGICAL PATHOLOGY, GROSS/MICROSCP EXAM",88309,285.54,285.54,Marshall Medical Center,2019
1212,312000007,HC DECALCIFICATION PROC,88311,9.65,9.65,Marshall Medical Center,2019
1213,312000008,"HC SPECIAL STAINS; GROUP I, MICROORGNSMS, EA",88312,80.88,80.88,Marshall Medical Center,2019
1214,312000009,"HC SPCL STN; GROUP II, ALL OTHER, NON-IMMUNOCYTOCHEM/IMMUNOPER",88313,66.71,66.71,Marshall Medical Center,2019
1215,312000013,"HC CONSULTATION & RPT, REFERRED  REQUIRING PREPARATION, SLIDES",88323,29.33,29.33,Marshall Medical Center,2019
1216,312000016,"HC PATH CONSULT DURING SURGERY; FIRST TISSUE BLK, W/FZN SECTION, 1",88331,36.41,36.41,Marshall Medical Center,2019
1217,312000017,HC PATH CONSULT DURING SURGERY; EA ADL BLOCK W/FROZEN SECTION,88332,23.82,23.82,Marshall Medical Center,2019
1218,312000018,HC IMMUNOHISTO ANTIBODY STAIN,88342,77.73,77.73,Marshall Medical Center,2019
1219,312000025,HC M/PHMTRC ALYS ISHQUANT/SEMIQ,88377,356.57,356.57,Marshall Medical Center,2019
1220,312000101,HC IMMUNOHISTO ANTIBODY SLIDE,88341,70.44,70.44,Marshall Medical Center,2019
1221,312000154,HC XRAY MAMMO UNI DUCTOGRAM,77053,1463.0,1319.84,Marshall Medical Center,2019
1222,312000157,HC XRAY RIB ATERAL,71110,1090.98,907.06,Marshall Medical Center,2019
1223,312900006,"RF SPECIAL STAINS; GROUP I, MICROORGNSMS, EA 1",88312,80.88,80.88,Marshall Medical Center,2019
1224,314000001,"HC PROSTATE BIOPSY, ANY MTHD",G0416,218.63,218.63,Marshall Medical Center,2019
1225,320000008,"HC RADIOLOGIC EXAM, EYE, DETECTN, FB",70030,783.75,644.77,Marshall Medical Center,2019
1226,320000010,"HC RADIOLOGIC EXAM, MANDIBLE; COMPL, MIN, 4 VIEWS",70110,1677.23,1395.08,Marshall Medical Center,2019
1227,320000014,"HC RADIOLOGIC EXAM, FACIAL BONES; <3 VIEWS",70140,974.99,818.24,Marshall Medical Center,2019
1228,320000015,"HC RADIOLOGIC EXAM, FACIAL BONES; COMPL, MIN, 3 VIEWS",70150,1548.69,1289.53,Marshall Medical Center,2019
1229,320000016,"HC RADIOLOGIC EXAM, NASAL BONES, COMPL, MIN, 3 VIEWS",70160,943.64,787.93,Marshall Medical Center,2019
1230,320000019,"HC RADIOLOGIC EXAM; ORBITS, COMPL, MIN, 4 VIEWS",70200,1055.45,884.07,Marshall Medical Center,2019
1231,320000020,"HC RADIOLOGIC EXAM, SINUSES, PARANASAL, <3 VIEWS",70210,731.5,613.42,Marshall Medical Center,2019
1232,320000021,"HC RADIOLOGIC EXAM, SINUSES, PARANASAL, COMPL, MIN, 3 VIEWS",70220,1306.25,1131.74,Marshall Medical Center,2019
1233,320000023,"HC RADIOLOGIC EXAM, SKULL; <4 VIEWS",70250,1090.98,907.06,Marshall Medical Center,2019
1234,320000024,"HC RADIOLOGIC EXAM, SKULL; COMPL, MIN 4 VIEWS",70260,1371.04,1146.37,Marshall Medical Center,2019
1235,320000032,"HC RADIO EXAM; NECK, SOFT TISSUE",70360,739.86,620.73,Marshall Medical Center,2019
1236,320000040,"HC RADIO EXAM, RIBS, UNI; W/POSTEROANTERIOR CHEST, 3+ VIEWS",71101,2222.72,1040.82,Marshall Medical Center,2019
1237,320000041,"HC RADIO EXAM, RIBS, BI; W/POSTEROANTERIOR CHEST, 4+ VIEWS",71111,2222.72,1040.82,Marshall Medical Center,2019
1238,320000042,"HC RADIO EXAM; STERNUM, 2+ VIEWS",71120,1263.41,1052.32,Marshall Medical Center,2019
1239,320000043,"HC RADIO EXAM; STERNOCLAVICULAR JNT/JNTS, 3+ VIEWS",71130,550.72,465.03,Marshall Medical Center,2019
1240,320000045,"HC RADIO EXAM, SPINE, SNGL VIEW, SPECIFY LVL",72020,684.48,575.8,Marshall Medical Center,2019
1241,320000046,"HC RADIO EXAM, SPINE, CERVICAL; 2 OR 3 VIEWS",72040,1215.34,1052.32,Marshall Medical Center,2019
1242,320000047,"HC RADIO EXAM, SPINE, CERVICAL; 4+ VIEWS",72050,1483.9,1321.93,Marshall Medical Center,2019
1243,320000048,HC X-RAY EXAM NECK SPINE 6/>VWS,72052,1709.62,1424.34,Marshall Medical Center,2019
1244,320000050,"HC RADIO EXAM, SPINE; THORACIC, 2 VIEWS",72070,1264.45,1054.41,Marshall Medical Center,2019
1245,320000051,"HC RADIO EXAM, SPINE; THORACIC, 3 VIEWS",72072,1809.94,1512.12,Marshall Medical Center,2019
1246,320000053,"HC RADIO EXAM, SPINE; THORACOLUMBAR, 2 VIEWS",72080,775.39,649.99,Marshall Medical Center,2019
1247,320000055,"HC RADIO EXAM, SPINE, LUMBOSACRAL; 2 OR 3 VIEWS",72100,1333.42,1094.12,Marshall Medical Center,2019
1248,320000056,"HC RADIO EXAM, SPINE, LUMBOSACRAL; 4+ VIEWS",72110,1633.34,1361.64,Marshall Medical Center,2019
1249,320000057,"HC RADIO EXAM, SPINE, LUMBOSACRAL; COMPL, W/BENDING VIEWS",72114,1588.4,1361.64,Marshall Medical Center,2019
1250,320000059,"HC RADIO EXAM, PELV; 1 OR 2 VIEWS",72170,671.94,565.35,Marshall Medical Center,2019
1251,320000060,"HC RADIOLOGIC EXAM, PELV; COMPL, 3+ VIEWS",72190,1067.99,893.48,Marshall Medical Center,2019
1252,320000062,"HC RADIOLOGIC EXAM, SACROILIAC JNTS; 3+ VIEWS",72202,1083.67,903.93,Marshall Medical Center,2019
1253,320000063,"HC RADIOLOGIC EXAM, SACRUM & COCCYX, 2+ VIEWS",72220,955.13,800.47,Marshall Medical Center,2019
1254,320000064,"HC MYELOGRAPHY, CERVICAL, RADIO S&I",72240,5915.75,4824.77,Marshall Medical Center,2019
1255,320000065,"HC MYELOGRAPHY, THORACIC, RADIO S&I",72255,5915.75,4824.77,Marshall Medical Center,2019
1256,320000066,"HC MYELOGRAPHY, LUMBOSACRAL, RADIO S&I",72265,5096.47,4160.15,Marshall Medical Center,2019
1257,320000067,"HC MYELOGRAPHY, 2+ REGIONS, RADIO S&I",72270,5915.75,4824.77,Marshall Medical Center,2019
1258,320000071,"HC RADIOLOGIC EXAM; CLAVICLE, COMPL",73000,954.09,795.25,Marshall Medical Center,2019
1259,320000072,"HC RADIOLOGIC EXAM; SCAPULA, COMPL",73010,1010.52,846.45,Marshall Medical Center,2019
1260,320000073,"HC RADIOLOGIC EXAM, SHOULDER; 1 VIEW",73020,788.98,663.58,Marshall Medical Center,2019
1261,320000074,"HC RADIOLOGIC EXAM, SHOULDER; COMPL, 2+ VIEWS",73030,1199.66,996.93,Marshall Medical Center,2019
1262,320000075,"HC RADIOLOGIC EXAM; ACROMIOCLAVICULAR JNTS, BILAT W/WO WEIGHTS",73050,989.62,829.73,Marshall Medical Center,2019
1263,320000076,"HC RADIOLOGIC EXAM; HUMERUS, 2+ VIEWS",73060,861.08,724.19,Marshall Medical Center,2019
1264,320000077,"HC RADIOLOGIC EXAM, ELBOW; 2 VIEWS",73070,670.89,563.26,Marshall Medical Center,2019
